query_index,facts_file,task,baseline_refs,diverse_refs,changed_order,changed_reference_set,top1_preserved,baseline_top_similarity,diverse_top_similarity,baseline_mean_similarity,diverse_mean_similarity,baseline_unique_models,diverse_unique_models,baseline_has_duplicate_models,diverse_has_duplicate_models,baseline_intra_list_dissimilarity,diverse_intra_list_dissimilarity
556,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_eccf53607080.ttl,Remaining useful life estimation,"108,51,53,52,55","108,15,54,233,51",True,True,True,0.604,0.604,0.5992,0.5992,4,5,1,0,0.35367258794845,0.5271076923076923
557,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_ed0054f88224.ttl,Fault identification,"252,210,203,48,50","252,247,210,212,189",True,True,True,0.534,0.534,0.5172,0.5164,5,5,0,0,0.5149291261358111,0.6725538878465709
558,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_ed31a7b35952.ttl,Fault detection,"209,42,41,44,43","209,33,34,44,41",True,True,True,0.707,0.707,0.707,0.707,5,5,0,0,0.4394110275689223,0.4859203463203463
559,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_edfb051dca2e.ttl,Fault feature extraction,"231,17,190,70,27","231,190,229,198,235",True,True,True,0.548,0.548,0.5212,0.5146,5,5,0,0,0.5513353288932126,0.6022783882783883
560,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_ee072a2a59e7.ttl,Remaining useful life estimation,"51,53,52,55,54","51,207,204,36,55",True,True,True,0.577,0.577,0.577,0.577,4,5,1,0,0.28709160571229536,0.541168684973563
561,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_ee0a75e61d45.ttl,Remaining useful life estimation,"35,37,36,28,30","35,36,115,37,30",True,True,True,0.546,0.546,0.546,0.546,4,5,1,0,0.2680996168582376,0.29012887495646117
562,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_ee9a0a608f08.ttl,Fault detection,"42,41,44,43,46","42,230,34,20,44",True,True,True,0.515,0.515,0.515,0.513,5,5,0,0,0.2967919799498747,0.4613364880733301
563,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_ee9a7ea15be2.ttl,Health assessment,"73,7,177,213,227","73,7,239,104,227",True,True,True,0.609,0.609,0.6027999999999999,0.5973999999999998,4,5,1,0,0.5284705647415928,0.5960911680911681
564,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_eeaa3f923a63.ttl,Fault detection,"19,42,41,44,43","19,44,34,33,41",True,True,True,0.694,0.694,0.618,0.618,5,5,0,0,0.3828822055137845,0.4320060606060606
565,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_eeef3f4263d6.ttl,Health assessment,"31,38,104,227,73","31,213,239,104,221",True,True,True,0.546,0.546,0.5316000000000001,0.5206000000000001,5,5,0,0,0.45733195455600073,0.5927769588210243
566,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_ef0dba915afc.ttl,Fault detection,"42,41,44,43,46","42,209,211,72,44",True,True,True,0.587,0.587,0.587,0.5853999999999999,5,5,0,0,0.2967919799498747,0.5794889612241987
567,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_efa87c7b41b2.ttl,Remaining useful life estimation,"51,53,52,55,54","51,207,204,36,55",True,True,True,0.577,0.577,0.577,0.577,4,5,1,0,0.28709160571229536,0.541168684973563
568,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_efbab9026697.ttl,Fault detection,"215,230,20,218,245","215,195,44,218,20",True,True,True,0.521,0.521,0.5174000000000001,0.5146,5,5,0,0,0.39573015873015877,0.5842605390028071
569,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_f013b39c73eb.ttl,Fault detection,"195,20,19,215,230","195,44,215,20,34",True,True,True,0.531,0.531,0.525,0.5228,4,5,1,0,0.38341494845360824,0.5398423028861172
570,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_f0313ba46488.ttl,One step future state forecast,"131,132,106,10,135","131,10,135,132,133",True,True,True,0.707,0.707,0.707,0.707,5,5,0,0,0.34907363834422656,0.32854030501089326
571,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_f08fa7ff2465.ttl,Fault feature extraction,"17,70,18,229,32","17,229,70,190,235",True,True,True,0.596,0.596,0.592,0.5898,4,5,1,0,0.524702197866158,0.599411467177837
572,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_f0bc196d90b1.ttl,Health modelling,"224,164,165,254,57","224,12,87,254,88",True,True,True,0.534,0.534,0.5332000000000001,0.5262,4,5,1,0,0.25199999999999995,0.4924432234432234
573,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_f1087603d349.ttl,Fault detection,"20,230,195,42,41","20,44,34,195,230",True,True,True,0.612,0.612,0.608,0.608,5,5,0,0,0.5062207660308582,0.47140787391302846
574,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_f1ee42d74e0f.ttl,Remaining useful life estimation,"197,107,121,222,184","197,222,233,184,122",True,True,True,0.515,0.515,0.5084000000000002,0.5077999999999999,5,5,0,0,0.5420537577365163,0.6220405147853423
575,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_f29d09158cf0.ttl,Multiple steps future state forecast,"102,103,101,136,139","102,143,141,146,101",True,True,True,0.615,0.615,0.615,0.615,5,5,0,0,0.23737981024588883,0.3244747335056125
576,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_f2b7ac179570.ttl,Fault detection,"230,215,218,42,41","230,41,218,34,44",True,True,True,0.515,0.515,0.5122000000000001,0.5118,5,5,0,0,0.5161463755542703,0.5295351315351315
577,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_f2f6fe6c1c7b.ttl,Fault feature extraction,"190,32,17,253,198","190,231,229,198,235",True,True,True,0.518,0.518,0.5156000000000001,0.5112,5,5,0,0,0.5426017943409247,0.6022783882783883
578,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_f313b1aa74f8.ttl,Fault detection,"42,41,44,43,46","42,72,44,34,166",True,True,True,0.595,0.595,0.595,0.5946,5,5,0,0,0.2967919799498747,0.428669623059867
579,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_f34d0afa1e71.ttl,Health assessment,"227,239,153,154,193","227,213,221,193,104",True,True,True,0.595,0.595,0.591,0.5873999999999999,4,5,1,0,0.3726143790849673,0.603223926999382
580,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_f3d29489b5d9.ttl,One step future state forecast,"131,132,135,133,134","131,10,135,132,133",True,True,True,0.508,0.508,0.508,0.5067999999999999,5,5,0,0,0.24191316526610646,0.32854030501089326
581,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_f52f31955818.ttl,Fault detection,"98,42,41,44,43","98,42,44,72,34",True,True,True,0.523,0.523,0.5166000000000001,0.5166000000000001,5,5,0,0,0.30764828738512945,0.39237183127812136
582,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_f62b45f91653.ttl,Remaining useful life estimation,"35,37,36,28,30","35,36,115,37,30",True,True,True,0.559,0.559,0.559,0.559,4,5,1,0,0.2680996168582376,0.29012887495646117
583,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_f7eae092b413.ttl,Fault detection,"98,42,41,44,43","98,42,44,72,34",True,True,True,0.523,0.523,0.5166000000000001,0.5166000000000001,5,5,0,0,0.30764828738512945,0.39237183127812136
584,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_f825989f2ec1.ttl,Remaining useful life estimation,"222,184,155,225,169","222,223,184,155,169",True,True,True,0.599,0.599,0.5943999999999999,0.5936,5,5,0,0,0.4688440913233224,0.577126586028253
585,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_f85dfc7490d0.ttl,Fault detection,"175,209,20,211,191","175,218,211,166,230",True,True,True,0.589,0.589,0.5873999999999999,0.5836,5,5,0,0,0.46550274725274726,0.6053565878565879
586,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_f8c14a9dd235.ttl,Remaining useful life estimation,"51,53,52,55,54","51,207,204,36,55",True,True,True,0.577,0.577,0.577,0.577,4,5,1,0,0.28709160571229536,0.541168684973563
587,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_fa5793ba1e88.ttl,Fault detection,"209,42,41,44,43","209,33,34,44,41",True,True,True,0.577,0.577,0.577,0.577,5,5,0,0,0.4394110275689223,0.4859203463203463
588,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_fb83d9a66daa.ttl,Fault detection,"209,42,41,44,43","209,33,34,44,41",True,True,True,0.577,0.577,0.577,0.577,5,5,0,0,0.4394110275689223,0.4859203463203463
589,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_fbf5255fe1be.ttl,Health assessment,"239,153,154,193,7","239,104,153,7,193",True,True,True,0.621,0.621,0.6003999999999999,0.5792,4,5,1,0,0.4645664488017429,0.582898609016256
590,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_fc17fe9060c4.ttl,Fault feature extraction,"32,253,198,17,18","32,198,253,229,190",True,True,True,0.791,0.791,0.7125999999999999,0.7121999999999999,4,5,1,0,0.41973775017253284,0.6079609279609279
591,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_fd1eedd089d5.ttl,Fault detection,"72,166,167,98,230","72,44,230,47,166",True,True,True,0.515,0.515,0.5074,0.5066,4,5,1,0,0.3995433726165434,0.44415048537256496
592,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_fd8433d36a79.ttl,Fault detection,"19,215,20,218,200","19,211,218,44,215",True,True,True,0.605,0.605,0.5962,0.5942000000000001,4,5,1,0,0.4737353801169591,0.6101617826617826
593,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_fe104b30a598.ttl,Health modelling,"57,205,206,240,236","57,217,160,224,241",True,True,True,0.707,0.707,0.707,0.707,5,5,0,0,0.4206502177068215,0.5495947206297596
594,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_fe823ec368d7.ttl,Fault detection,"215,166,167,209,19","215,195,166,19,211",True,True,True,0.52,0.52,0.5132,0.5126,4,5,1,0,0.4920326340326341,0.5896544063038908
595,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_fea44576911a.ttl,Fault detection,"20,166,167,42,41","20,166,34,33,44",True,True,True,0.519,0.519,0.517,0.516,4,5,1,0,0.36965709728867624,0.43890909090909097
596,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_ff03119d29c2.ttl,Fault detection,"200,166,167,98,230","200,166,230,34,33",True,True,True,0.527,0.527,0.5226,0.5194000000000001,4,5,1,0,0.4395239643397538,0.4826223162802109
597,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_ff63b248f6b7.ttl,One step future state forecast,"106,10,131,132,135","106,132,135,10,134",True,True,True,0.504,0.504,0.5025999999999999,0.5025999999999999,5,5,0,0,0.3490736383442266,0.3655148148148148
598,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_ff6c11b7abb1.ttl,Fault feature extraction,"32,253,198,229,17","32,190,229,198,235",True,True,True,0.515,0.515,0.5105999999999999,0.5076,5,5,0,0,0.5450682168073472,0.5967863247863248
599,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_fffa03ab557f.ttl,Fault detection,"42,41,44,43,46","42,34,44,41,29",True,True,True,0.546,0.546,0.546,0.546,5,5,0,0,0.2967919799498747,0.352885623148781
600,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_0028d9d5a386.ttl,Fault detection,"230,42,41,44,43","230,41,34,19,44",True,True,True,0.517,0.517,0.5154000000000001,0.5154000000000001,5,5,0,0,0.38838538654328125,0.4580749250749251
601,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_0122f4455463.ttl,Fault detection,"42,41,44,43,46","42,215,34,44,41",True,True,True,0.553,0.553,0.553,0.5469999999999999,5,5,0,0,0.2967919799498747,0.44770641639062686
602,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_012a202279bd.ttl,Fault detection,"195,200,215,218,245","195,215,166,218,20",True,True,True,0.517,0.517,0.5104,0.5082000000000001,5,5,0,0,0.5236248417435341,0.579756756702633
603,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_017085dc54f2.ttl,Fault detection,"209,42,41,44,43","209,33,34,44,41",True,True,True,0.707,0.707,0.707,0.707,5,5,0,0,0.4394110275689223,0.4859203463203463
604,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_01aac03dfa47.ttl,Fault feature extraction,"32,27,235,17,18","32,190,229,198,235",True,True,True,0.707,0.707,0.707,0.707,4,5,1,0,0.4246031746031746,0.5967863247863248
605,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_01d6da44113e.ttl,Fault identification,"252,247,203,189,13","252,247,210,212,216",True,True,True,0.513,0.513,0.5092000000000001,0.5067999999999999,5,5,0,0,0.6349429627232204,0.685578858810566
606,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_01ea63eede93.ttl,Remaining useful life estimation,"51,53,52,55,54","51,226,172,127,55",True,True,True,0.513,0.513,0.513,0.513,4,5,1,0,0.28709160571229536,0.499001547001547
607,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_032b54eb788e.ttl,Health assessment,"2,239,227,153,154","2,7,104,239,38",True,True,True,0.514,0.514,0.5124,0.5084000000000001,4,5,1,0,0.32305882352941173,0.5968007696326663
608,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_035db9008890.ttl,Fault detection,"209,42,41,44,43","209,33,34,44,41",True,True,True,0.577,0.577,0.577,0.577,5,5,0,0,0.4394110275689223,0.4859203463203463
609,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_03a6cdb4cdc8.ttl,Fault detection,"200,230,20,42,41","200,44,230,34,20",True,True,True,0.591,0.591,0.5855999999999999,0.5856,5,5,0,0,0.49961875843454784,0.4663034246455299
610,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_0411a2939dba.ttl,Remaining useful life estimation,"97,263,262,108,51","97,263,55,5,108",True,True,True,0.501,0.501,0.5008,0.5005999999999999,4,5,1,0,0.4285151515151515,0.4999265188834154
611,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_0423eec8d3e3.ttl,Health assessment,"227,31,38,104,213","227,213,221,104,38",True,True,True,0.522,0.522,0.5168,0.5154,5,5,0,0,0.559499863875288,0.5572842396591147
612,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_04a7f63f3ddd.ttl,One step future state forecast,"131,132,106,10,135","131,10,135,132,133",True,True,True,0.707,0.707,0.707,0.707,5,5,0,0,0.34907363834422656,0.32854030501089326
613,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_065a4ddad0d4.ttl,Fault detection,"42,41,44,43,46","42,34,44,41,29",True,True,True,0.63,0.63,0.63,0.63,5,5,0,0,0.2967919799498747,0.352885623148781
614,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_0662fc47254d.ttl,Fault detection,"209,211,166,167,191","209,166,211,215,175",True,True,True,0.513,0.513,0.513,0.5107999999999999,4,5,1,0,0.5462028527028527,0.6026370296370296
615,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_0697d4152cca.ttl,One step future state forecast,"131,132,106,10,135","131,10,135,132,133",True,True,True,0.707,0.707,0.707,0.707,5,5,0,0,0.34907363834422656,0.32854030501089326
616,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_06a6ef1fb638.ttl,Fault identification,"243,244,203,216,189","243,247,216,203,210",True,True,True,0.522,0.522,0.5178,0.515,4,5,1,0,0.5157477192618701,0.6686550395097564
617,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_08a77a2de66a.ttl,Fault detection,"230,42,41,44,43","230,41,34,19,44",True,True,True,0.504,0.504,0.504,0.504,5,5,0,0,0.38838538654328125,0.4580749250749251
618,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_08e6afccca23.ttl,One step future state forecast,"131,132,106,10,135","131,10,135,132,133",True,True,True,0.707,0.707,0.707,0.707,5,5,0,0,0.34907363834422656,0.32854030501089326
619,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_08f9ab7aa034.ttl,Fault identification,"216,196,201,202,176","216,255,247,13,176",True,True,True,0.611,0.611,0.604,0.597,5,5,0,0,0.5236432951106864,0.680473178005965
620,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_08fd540851d4.ttl,Fault detection,"215,19,166,167,195","215,200,166,218,19",True,True,True,0.518,0.518,0.5172,0.515,4,5,1,0,0.5193669045730902,0.5840332985727723
621,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_093a0b415e0a.ttl,Fault detection,"215,42,41,44,43","215,195,44,34,33",True,True,True,0.598,0.598,0.5955999999999999,0.5955999999999999,5,5,0,0,0.39560656448814346,0.5474298788840026
622,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_0aaa87c10a19.ttl,Remaining useful life estimation,"223,222,184,155,59","223,155,222,184,120",True,True,True,0.516,0.516,0.5142,0.5142,5,5,0,0,0.5657533252902008,0.5992111907846982
623,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_0afb5272deac.ttl,Remaining useful life estimation,"226,222,184,234,232","226,122,222,233,250",True,True,True,0.534,0.534,0.5264,0.5262,5,5,0,0,0.42794615849969747,0.5899788780823264
624,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_0b4414fd6f15.ttl,Remaining useful life estimation,"59,58,60,35,37","59,60,120,30,36",True,True,True,0.514,0.514,0.514,0.514,5,5,0,0,0.3644955547307812,0.43304453441295543
625,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_0bf17f1a2b43.ttl,Health assessment,"31,38,104,227,188","31,213,104,239,221",True,True,True,0.559,0.559,0.5414000000000001,0.5274000000000001,5,5,0,0,0.5454302238422745,0.5927769588210243
626,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_0c2792860870.ttl,Fault detection,"209,42,41,44,43","209,33,34,44,41",True,True,True,0.5,0.5,0.5,0.5,5,5,0,0,0.4394110275689223,0.4859203463203463
627,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_0cbc667cdee7.ttl,Remaining useful life estimation,"108,147,148,149,237","108,122,123,149,233",True,True,True,0.521,0.521,0.521,0.5186,5,5,0,0,0.3005252988123878,0.5450330172269321
628,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_0cbd095ba81e.ttl,Remaining useful life estimation,"68,67,170,223,222","68,223,184,55,170",True,True,True,0.502,0.502,0.5012,0.5008,4,5,1,0,0.4466166622246477,0.5729799313323342
629,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_0d9415ba9083.ttl,Remaining useful life estimation,"121,226,8,178,59","121,60,68,226,197",True,True,True,0.515,0.515,0.5096,0.5092000000000001,4,5,1,0,0.42108428740081816,0.6028106162843004
630,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_0e23d1d9ab19.ttl,Remaining useful life estimation,"157,158,156,181,263","157,16,122,242,232",True,True,True,0.512,0.512,0.5118,0.5112000000000001,3,5,1,0,0.44423076923076915,0.5482300064542628
631,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_0ea175f5da02.ttl,Remaining useful life estimation,"256,197,181,22,21","256,197,21,263,232",True,True,True,0.527,0.527,0.52,0.5178,5,5,0,0,0.5509216452502493,0.5072785953177257
632,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_0f43116b6a57.ttl,Fault identification,"210,201,202,203,48","210,48,247,212,243",True,True,True,0.707,0.707,0.707,0.707,5,5,0,0,0.5280894698410694,0.6597099496709253
633,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_0fc092b36e31.ttl,Health assessment,"73,239,153,154,193","73,193,104,7,227",True,True,True,0.517,0.517,0.5122000000000001,0.5087999999999999,4,5,1,0,0.3899738562091503,0.5934131054131054
634,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_0fef9a50cdea.ttl,Fault detection,"209,42,41,44,43","209,33,34,44,41",True,True,True,0.707,0.707,0.707,0.707,5,5,0,0,0.4394110275689223,0.4859203463203463
635,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_10c7cf4bb507.ttl,Fault detection,"42,41,44,43,46","42,20,34,44,245",True,True,True,0.521,0.521,0.521,0.5189999999999999,5,5,0,0,0.2967919799498747,0.45339663844927003
636,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_10fc6836508e.ttl,Fault identification,"210,201,202,203,48","210,48,247,212,243",True,True,True,0.577,0.577,0.577,0.577,5,5,0,0,0.5280894698410694,0.6597099496709253
637,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_1197c4a7a550.ttl,Remaining useful life estimation,"223,8,178,22,21","223,207,75,172,23",True,True,True,0.527,0.527,0.525,0.5236000000000001,4,5,1,0,0.42657786394480246,0.54974543613568
638,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_11a6adc2ad22.ttl,Fault feature extraction,"18,231,190,70,229","18,229,70,190,235",True,True,True,0.603,0.603,0.5948,0.5917999999999999,5,5,0,0,0.6201068200177681,0.599411467177837
639,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_11f0d8e05fb5.ttl,Health assessment,"31,38,239,213,221","31,213,239,221,104",True,True,True,0.577,0.577,0.577,0.577,5,5,0,0,0.5621461887290472,0.5927769588210243
640,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_124de239a574.ttl,Health assessment,"213,221,73,2,7","213,227,221,193,104",True,True,True,0.589,0.589,0.5884,0.5858,5,5,0,0,0.44049211198977556,0.603223926999382
641,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_132fb3c19ecf.ttl,Fault identification,"255,203,216,189,201","255,216,247,210,176",True,True,True,0.547,0.547,0.514,0.513,5,5,0,0,0.6142036535997253,0.680450584479273
642,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_1369a550b788.ttl,Fault detection,"209,42,41,44,43","209,33,34,44,41",True,True,True,0.577,0.577,0.577,0.577,5,5,0,0,0.4394110275689223,0.4859203463203463
643,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_1383fb47dc0b.ttl,Fault detection,"215,195,42,41,44","215,195,44,20,34",True,True,True,0.543,0.543,0.5224000000000001,0.5224000000000001,5,5,0,0,0.5548565605130988,0.5398423028861173
644,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_13b6a96e3c49.ttl,Health assessment,"188,7,177,173,2","188,173,104,193,38",True,True,True,0.572,0.572,0.5271999999999999,0.5192,4,5,1,0,0.4982906477906478,0.5960161909256737
645,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_13eee031c115.ttl,Health assessment,"221,73,239,153,154","221,239,7,104,153",True,True,True,0.583,0.583,0.5446,0.5324,4,5,1,0,0.37727210182318544,0.5916861708696075
646,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_14c244517f16.ttl,Fault detection,"42,41,44,43,46","42,34,44,41,29",True,True,True,0.607,0.607,0.607,0.607,5,5,0,0,0.2967919799498747,0.352885623148781
647,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_14e2d45242d9.ttl,Fault detection,"200,166,167,98,19","200,215,166,218,211",True,True,True,0.503,0.503,0.5014,0.5008,4,5,1,0,0.42464167995746943,0.6198774544169281
648,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_14ff68ec355e.ttl,Fault detection,"200,166,167,98,230","200,166,230,34,33",True,True,True,0.527,0.527,0.5226,0.5194000000000001,4,5,1,0,0.4395239643397538,0.4826223162802109
649,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_1546c3ef38f1.ttl,Fault identification,"216,255,196,13,246","216,255,247,13,176",True,True,True,0.598,0.598,0.5923999999999999,0.5902,5,5,0,0,0.5773281240617305,0.680473178005965
650,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_15c3ad5fc8e1.ttl,Remaining useful life estimation,"181,35,37,36,28","181,111,36,30,37",True,True,True,0.632,0.632,0.6104,0.6104,4,5,1,0,0.41359504862953134,0.44828749028749026
651,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_15fe47328ffe.ttl,Fault detection,"215,20,230,195,245","215,200,166,218,20",True,True,True,0.529,0.529,0.5194000000000001,0.5146,5,5,0,0,0.3989149484536082,0.5840332985727723
652,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_1659b448624e.ttl,Fault feature extraction,"17,231,70,27,18","17,229,70,190,235",True,True,True,0.515,0.515,0.5092000000000001,0.506,4,5,1,0,0.42066590170204626,0.599411467177837
653,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_16cce76b69b8.ttl,Fault detection,"42,41,44,43,46","42,34,44,166,41",True,True,True,0.524,0.524,0.524,0.524,5,5,0,0,0.2967919799498747,0.35917065390749603
654,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_17364b981c05.ttl,Remaining useful life estimation,"68,67,97,263,262","68,263,55,126,108",True,True,True,0.502,0.502,0.5014,0.5008,3,5,1,0,0.4533771929824561,0.5117343718491631
655,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_174b4f5d17a5.ttl,Remaining useful life estimation,"234,232,233,15,14","234,122,249,128,16",True,True,True,0.795,0.795,0.795,0.795,4,5,1,0,0.3189603238866397,0.5494555202976256
656,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_1760757d9ad8.ttl,Fault detection,"72,200,20,19,98","72,44,230,47,41",True,True,True,0.515,0.515,0.5104000000000001,0.5062,4,5,1,0,0.2685476190476191,0.44494248755095994
657,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_1804915cdefd.ttl,Health assessment,"31,38,104,227,73","31,213,239,104,221",True,True,True,0.546,0.546,0.5316000000000001,0.5206000000000001,5,5,0,0,0.45733195455600073,0.5927769588210243
658,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_1828e7764198.ttl,Fault detection,"72,42,41,44,43","72,44,47,41,29",True,True,True,0.527,0.527,0.5174000000000001,0.5174000000000001,5,5,0,0,0.39475426370805056,0.39231854025307167
659,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_18b6ee490663.ttl,Fault detection,"20,215,230,166,167","20,44,215,34,200",True,True,True,0.522,0.522,0.5182,0.5174,4,5,1,0,0.4408304195804195,0.5327483437615017
660,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_18e830a9f47e.ttl,Fault detection,"19,42,41,44,43","19,44,34,195,33",True,True,True,0.524,0.524,0.5168000000000001,0.5168000000000001,5,5,0,0,0.3828822055137845,0.5023265854420493
661,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_19ee37fc6450.ttl,Fault detection,"19,245,42,41,44","19,218,44,34,33",True,True,True,0.521,0.521,0.5166000000000001,0.5154000000000001,5,5,0,0,0.4467921727395412,0.5589462093462093
662,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_1a10ec074530.ttl,Health assessment,"31,38,104,73,7","31,213,193,104,221",True,True,True,0.515,0.515,0.5126,0.5082,5,5,0,0,0.4972126214693162,0.5800615447498526
663,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_1a1ef03ce149.ttl,Fault detection,"200,166,167,98,209","200,215,166,211,20",True,True,True,0.559,0.559,0.5308,0.5282,4,5,1,0,0.45706592238171184,0.594012595591543
