lambda_relevance,query_index,task,baseline_refs,reranked_refs,changed_order,changed_reference_set,top1_preserved,baseline_top_similarity,diverse_top_similarity,baseline_mean_similarity,diverse_mean_similarity,baseline_unique_models,diverse_unique_models,baseline_has_duplicate_models,diverse_has_duplicate_models,baseline_intra_list_dissimilarity,diverse_intra_list_dissimilarity
0.5,1112,Remaining useful life estimation,"234,232,233,15,14","234,122,249,128,16",True,True,True,0.543,0.543,0.543,0.543,4,5,1,0,0.3189603238866397,0.5494555202976256
0.5,1113,Fault identification,"238,13,246,247,201","238,247,50,13,243",True,True,True,0.514,0.514,0.5134000000000001,0.5124,5,5,0,0,0.6414474969474968,0.6595602789023841
0.5,1114,One step future state forecast,"131,132,106,10,135","131,10,135,132,133",True,True,True,0.707,0.707,0.707,0.707,5,5,0,0,0.34907363834422656,0.32854030501089326
0.5,1115,Remaining useful life estimation,"181,234,232,233,15","181,249,233,128,122",True,True,True,0.544,0.544,0.5351999999999999,0.5351999999999999,5,5,0,0,0.34178785425101216,0.5624635404635405
0.5,1116,Fault detection,"42,41,44,43,46","42,34,44,41,98",True,True,True,0.546,0.546,0.546,0.544,5,5,0,0,0.2967919799498747,0.35107389686337054
0.5,1117,Fault detection,"166,167,98,42,41","166,34,98,42,44",True,True,True,0.655,0.655,0.5852,0.5589999999999999,4,5,1,0,0.28563530037214246,0.3562519936204147
0.5,1118,Fault feature extraction,"32,253,198,235,17","32,190,229,198,235",True,True,True,0.574,0.574,0.5502,0.5372,5,5,0,0,0.4523768115942029,0.5967863247863248
0.5,1119,Fault detection,"98,20,215,166,167","98,215,42,44,166",True,True,True,0.511,0.511,0.5086,0.5078,4,5,1,0,0.415008547008547,0.4186467406862143
0.5,1120,Fault feature extraction,"27,18,70,229,235","27,190,229,235,198",True,True,True,0.514,0.514,0.5096,0.5069999999999999,5,5,0,0,0.5353661040083251,0.5832307692307692
0.5,1121,Remaining useful life estimation,"59,58,60,35,37","59,60,120,30,36",True,True,True,0.54,0.54,0.5368,0.5352,5,5,0,0,0.3644955547307812,0.43304453441295543
0.5,1122,Remaining useful life estimation,"234,232,233,15,14","234,122,249,128,16",True,True,True,0.689,0.689,0.689,0.689,4,5,1,0,0.3189603238866397,0.5494555202976256
0.5,1123,Health assessment,"31,38,104,221,213","31,104,7,239,221",True,True,True,0.664,0.664,0.6042,0.5722,5,5,0,0,0.5106008661321741,0.5903500277562428
0.5,1124,Fault identification,"201,202,176,252,13","201,247,189,203,13",True,True,True,0.509,0.509,0.5088,0.5072,5,5,0,0,0.489799939985783,0.6859073306148777
0.5,1125,Health assessment,"188,239,153,154,193","188,227,193,38,213",True,True,True,0.543,0.543,0.527,0.5168000000000001,4,5,1,0,0.43862851086380505,0.5865659227889731
0.5,1126,Fault identification,"252,203,189,243,244","252,210,212,189,243",True,True,True,0.534,0.534,0.5168,0.513,4,5,1,0,0.4632673217256742,0.5726891539354954
0.5,1127,Fault detection,"166,167,98,42,41","166,34,98,42,44",True,True,True,0.756,0.756,0.6756,0.6454,4,5,1,0,0.28563530037214246,0.3562519936204147
0.5,1128,Health assessment,"31,38,104,227,73","31,213,239,104,221",True,True,True,0.546,0.546,0.5316000000000001,0.5206000000000001,5,5,0,0,0.45733195455600073,0.5927769588210243
0.5,1129,Fault detection,"98,20,230,200,209","98,218,211,215,200",True,True,True,0.523,0.523,0.5124,0.5107999999999999,5,5,0,0,0.36791025641025643,0.5949527183342973
0.5,1130,Fault detection,"42,41,44,43,46","42,200,34,44,41",True,True,True,0.559,0.559,0.559,0.5526000000000001,5,5,0,0,0.2967919799498747,0.463518341307815
0.5,1131,Fault detection,"72,19,166,167,20","72,44,47,166,41",True,True,True,0.625,0.625,0.599,0.5958,3,5,1,0,0.37213150670467743,0.3986354689384214
0.5,1132,Health assessment,"31,38,104,73,221","31,213,193,221,104",True,True,True,0.595,0.595,0.5917999999999999,0.5878,5,5,0,0,0.41062228902792003,0.5800615447498526
0.5,1133,Fault detection,"42,41,44,43,46","42,218,200,215,34",True,True,True,0.524,0.524,0.524,0.517,5,5,0,0,0.2967919799498747,0.5994444546681389
0.5,1134,Remaining useful life estimation,"226,59,58,60,127","226,60,69,55,127",True,True,True,0.664,0.664,0.6038,0.5846,5,5,0,0,0.4646996887279301,0.575651336139141
0.5,1135,Fault detection,"166,167,98,200,20","166,200,230,34,20",True,True,True,0.513,0.513,0.5114000000000001,0.5077999999999999,4,5,1,0,0.42464167995746943,0.4679393325972273
0.5,1136,Fault detection,"215,166,167,72,209","215,200,166,218,211",True,True,True,0.518,0.518,0.5114,0.509,4,5,1,0,0.5281532918301212,0.6198774544169281
0.5,1137,Fault detection,"166,167,245,175,215","166,215,175,33,245",True,True,True,0.519,0.519,0.5164,0.5149999999999999,4,5,1,0,0.4675501165501165,0.48470069930069926
0.5,1138,Fault detection,"98,42,41,44,43","98,42,44,72,166",True,True,True,0.523,0.523,0.5166000000000001,0.5147999999999999,5,5,0,0,0.30764828738512945,0.394388921305481
0.5,1139,Remaining useful life estimation,"35,37,36,28,30","35,36,115,37,30",True,True,True,0.546,0.546,0.546,0.546,4,5,1,0,0.2680996168582376,0.29012887495646117
0.5,1140,Fault detection,"215,42,41,44,43","215,34,19,42,44",True,True,True,0.509,0.509,0.509,0.509,5,5,0,0,0.39560656448814346,0.49655333701386334
0.5,1141,Fault identification,"216,196,201,202,176","216,255,247,13,176",True,True,True,0.523,0.523,0.5208,0.5159999999999999,5,5,0,0,0.5236432951106864,0.680473178005965
0.5,1142,Remaining useful life estimation,"75,74,76,68,67","75,204,184,97,74",True,True,True,0.567,0.567,0.5509999999999999,0.541,4,5,1,0,0.2653045434098066,0.5327199306329741
0.5,1143,Fault detection,"42,41,44,43,46","42,19,34,44,166",True,True,True,0.523,0.523,0.523,0.519,5,5,0,0,0.2967919799498747,0.44143540669856457
0.5,1144,Fault detection,"42,41,44,43,46","42,200,19,34,44",True,True,True,0.524,0.524,0.524,0.5198,5,5,0,0,0.2967919799498747,0.48870972886762354
0.5,1145,Fault detection,"166,167,98,42,41","166,34,98,42,44",True,True,True,0.655,0.655,0.5852,0.5589999999999999,4,5,1,0,0.28563530037214246,0.3562519936204147
0.5,1146,Fault detection,"42,41,44,43,46","42,200,215,34,44",True,True,True,0.534,0.534,0.534,0.5251999999999999,5,5,0,0,0.2967919799498747,0.5401235124524598
0.5,1147,Fault identification,"238,13,246,210,48","238,247,49,176,212",True,True,True,0.543,0.543,0.5166000000000001,0.5154,5,5,0,0,0.5016586080586081,0.6667912683522439
0.5,1148,Health assessment,"31,38,104,213,239","31,213,193,104,221",True,True,True,0.524,0.524,0.5212,0.5176000000000001,5,5,0,0,0.5876053892447516,0.5800615447498526
0.5,1149,Health assessment,"213,227,31,38,239","213,173,221,193,104",True,True,True,0.512,0.512,0.5102,0.5095999999999999,5,5,0,0,0.5689712998324852,0.6092518676874309
0.5,1150,Fault detection,"195,215,230,218,200","195,44,218,245,215",True,True,True,0.527,0.527,0.5164000000000001,0.5134000000000001,5,5,0,0,0.491327222695915,0.5750596843019524
0.5,1151,Fault detection,"215,230,98,195,175","215,195,44,218,20",True,True,True,0.529,0.529,0.5212,0.5164,5,5,0,0,0.4435346065732664,0.5842605390028071
0.5,1152,Fault detection,"42,41,44,43,46","42,215,19,34,44",True,True,True,0.517,0.517,0.517,0.5149999999999999,5,5,0,0,0.2967919799498747,0.49655333701386334
0.5,1153,Fault detection,"42,41,44,43,46","42,200,34,44,166",True,True,True,0.514,0.514,0.514,0.514,5,5,0,0,0.2967919799498747,0.47091866028708146
0.5,1154,Health assessment,"73,2,188,31,38","73,7,239,104,227",True,True,True,0.598,0.598,0.5913999999999999,0.5856,5,5,0,0,0.38805651923278484,0.5960911680911681
0.5,1155,Remaining useful life estimation,"107,35,37,36,28","107,35,36,115,37",True,True,True,0.601,0.601,0.5322000000000001,0.5322000000000001,4,5,1,0,0.3720689655172414,0.39143155694879833
0.5,1156,Health assessment,"31,38,104,173,239","31,213,193,221,104",True,True,True,0.517,0.517,0.5147999999999999,0.5122,5,5,0,0,0.5417539931027642,0.5800615447498526
0.5,1157,Fault detection,"42,41,44,43,46","42,200,19,34,44",True,True,True,0.521,0.521,0.521,0.5197999999999999,5,5,0,0,0.2967919799498747,0.48870972886762354
0.5,1158,One step future state forecast,"131,132,106,10,135","131,10,135,132,133",True,True,True,0.577,0.577,0.577,0.577,5,5,0,0,0.34907363834422656,0.32854030501089326
0.5,1159,Health assessment,"173,7,177,221,239","173,213,221,193,38",True,True,True,0.515,0.515,0.5086,0.5054000000000001,4,5,1,0,0.5373898635477583,0.58329435537216
0.5,1160,Health assessment,"2,31,38,239,104","2,7,104,239,38",True,True,True,0.518,0.518,0.5124000000000001,0.5116,5,5,0,0,0.5355552610448979,0.5968007696326663
0.5,1161,Health assessment,"239,153,154,193,221","239,221,7,173,38",True,True,True,0.543,0.543,0.5406000000000001,0.5194000000000001,4,5,1,0,0.43527210182318543,0.5614555886910697
0.5,1162,Fault detection,"230,166,167,20,215","230,211,41,72,218",True,True,True,0.517,0.517,0.5124,0.5062,4,5,1,0,0.44083041958041963,0.6074720807647637
0.5,1163,Fault identification,"247,238,252,13,246","247,201,189,203,13",True,True,True,0.515,0.515,0.5118,0.5104,5,5,0,0,0.5845752553679382,0.6859073306148777
0.5,1164,Remaining useful life estimation,"170,59,58,60,35","170,60,30,112,59",True,True,True,0.513,0.513,0.5105999999999999,0.5105999999999999,5,5,0,0,0.38630119736401003,0.4296867460025354
0.5,1165,Health assessment,"173,2,7,177,31","173,213,221,193,104",True,True,True,0.51,0.51,0.5084000000000001,0.5065999999999999,4,5,1,0,0.5141646966115052,0.6092518676874309
0.5,1166,Remaining useful life estimation,"75,74,76,157,158","75,226,157,74,127",True,True,True,0.552,0.552,0.5488000000000001,0.536,4,5,1,0,0.3313601953601954,0.47119257719257723
0.5,1167,Fault detection,"42,41,44,43,46","42,34,44,41,98",True,True,True,0.546,0.546,0.546,0.544,5,5,0,0,0.2967919799498747,0.35107389686337054
0.5,1168,Fault feature extraction,"32,253,198,17,70","32,190,198,229,235",True,True,True,0.681,0.681,0.646,0.6252000000000001,5,5,0,0,0.4459120955873182,0.5967863247863249
0.5,1169,Fault detection,"20,166,167,98,19","20,166,34,33,44",True,True,True,0.522,0.522,0.5206000000000001,0.5147999999999999,3,5,1,0,0.3391313131313131,0.43890909090909097
0.5,1170,Health assessment,"213,221,188,7,177","213,173,221,193,104",True,True,True,0.609,0.609,0.5917999999999999,0.5898,4,5,1,0,0.3760111877565148,0.6092518676874309
0.5,1171,Fault identification,"210,201,202,203,48","210,48,247,212,243",True,True,True,0.577,0.577,0.577,0.577,5,5,0,0,0.5280894698410694,0.6597099496709253
0.5,1172,Fault identification,"203,189,201,202,176","203,201,210,243,189",True,True,True,0.523,0.523,0.5146,0.5138,5,5,0,0,0.5553233179180677,0.5800246043264912
0.5,1173,Fault feature extraction,"32,253,198,70,17","32,190,229,198,235",True,True,True,0.574,0.574,0.5522,0.5353999999999999,5,5,0,0,0.44591209558731826,0.5967863247863248
0.5,1174,Fault detection,"98,42,41,44,43","98,42,44,34,41",True,True,True,0.536,0.536,0.5344,0.5344,5,5,0,0,0.30764828738512945,0.35107389686337054
0.5,1175,Remaining useful life estimation,"234,232,233,15,14","234,122,249,128,16",True,True,True,0.591,0.591,0.591,0.591,4,5,1,0,0.3189603238866397,0.5494555202976256
0.5,1176,One step future state forecast,"131,132,135,133,134","131,10,135,132,133",True,True,True,0.586,0.586,0.586,0.5849999999999999,5,5,0,0,0.24191316526610646,0.32854030501089326
0.5,1177,Fault identification,"216,203,189,210,48","216,247,203,210,201",True,True,True,0.529,0.529,0.5178,0.5157999999999999,5,5,0,0,0.5927720886032206,0.6923406190245813
0.5,1178,Fault detection,"195,19,42,41,44","195,44,19,34,33",True,True,True,0.625,0.625,0.603,0.603,5,5,0,0,0.5184608428287213,0.5023265854420493
0.5,1179,Fault detection,"215,19,200,20,175","215,200,166,19,42",True,True,True,0.506,0.506,0.5033999999999998,0.5029999999999999,4,5,1,0,0.3568833140543667,0.5435661268556005
0.5,1180,Fault detection,"42,41,44,43,46","42,200,34,44,166",True,True,True,0.53,0.53,0.53,0.53,5,5,0,0,0.2967919799498747,0.47091866028708146
0.5,1181,Remaining useful life estimation,"121,127,69,172,169","121,60,69,226,52",True,True,True,0.519,0.519,0.5174000000000001,0.5142,5,5,0,0,0.4163270090489603,0.5822034882912932
0.5,1182,Fault detection,"98,42,41,44,43","98,42,44,34,41",True,True,True,0.536,0.536,0.5344,0.5344,5,5,0,0,0.30764828738512945,0.35107389686337054
0.5,1183,Fault detection,"230,215,195,218,245","230,211,166,218,72",True,True,True,0.552,0.552,0.523,0.5184,5,5,0,0,0.4538973981345116,0.6071577880114465
0.5,1184,Fault feature extraction,"70,18,190,32,253","70,190,229,198,235",True,True,True,0.524,0.524,0.5122,0.5104,5,5,0,0,0.5414745524541229,0.605755152478044
0.5,1185,Fault detection,"195,230,42,41,44","195,44,230,34,20",True,True,True,0.6,0.6,0.5965999999999999,0.5965999999999999,5,5,0,0,0.5206490055431997,0.47140787391302846
0.5,1186,Remaining useful life estimation,"204,181,107,127,69","204,69,256,127,107",True,True,True,0.523,0.523,0.519,0.5174,5,5,0,0,0.553406234208589,0.5317155829569623
0.5,1187,Fault detection,"19,72,215,200,175","19,211,218,166,215",True,True,True,0.524,0.524,0.5154,0.5112,5,5,0,0,0.34634324436795555,0.6097162559662559
0.5,1188,Health assessment,"31,38,239,213,221","31,213,239,221,104",True,True,True,0.5,0.5,0.5,0.5,5,5,0,0,0.5621461887290472,0.5927769588210243
0.5,1189,Fault detection,"19,245,215,209,211","19,211,44,215,47",True,True,True,0.512,0.512,0.5112,0.5092000000000001,5,5,0,0,0.5229285714285714,0.5704924008739798
0.5,1190,Health assessment,"31,38,227,104,7","31,213,193,221,104",True,True,True,0.513,0.513,0.513,0.5105999999999999,5,5,0,0,0.5433933899685001,0.5800615447498526
0.5,1191,Health assessment,"31,38,104,7,177","31,213,239,104,221",True,True,True,0.605,0.605,0.6022,0.5923999999999999,4,5,1,0,0.4953851679929266,0.5927769588210243
0.5,1192,Fault detection,"98,209,42,41,44","98,209,42,44,34",True,True,True,0.501,0.501,0.5002,0.5002,5,5,0,0,0.4307435254803676,0.4510146578567632
0.5,1193,Fault detection,"166,167,98,218,209","166,218,200,245,211",True,True,True,0.536,0.536,0.5252000000000001,0.5156,4,5,1,0,0.5002264402264402,0.6047261860946072
0.5,1194,Fault detection,"72,215,209,211,191","72,218,44,211,230",True,True,True,0.525,0.525,0.513,0.5098,5,5,0,0,0.5327609071145656,0.6064306560648024
0.5,1195,Fault detection,"72,19,195,215,218","72,218,44,215,47",True,True,True,0.527,0.527,0.5144,0.51,5,5,0,0,0.5039957334035786,0.5656843656984865
0.5,1196,Fault detection,"209,211,191,218,42","209,33,211,218,34",True,True,True,0.5,0.5,0.5,0.5,5,5,0,0,0.5685853629800998,0.6206324897324899
0.5,1197,Fault detection,"245,72,218,19,20","245,41,195,218,44",True,True,True,0.517,0.517,0.5130000000000001,0.5105999999999999,4,5,1,0,0.40020189701897024,0.5981280163135833
0.5,1198,Fault feature extraction,"235,18,32,17,253","235,190,229,27,198",True,True,True,0.521,0.521,0.5126,0.5074,4,5,1,0,0.42593650793650795,0.5832307692307692
0.5,1199,Remaining useful life estimation,"51,53,52,55,54","51,126,55,3,4",True,True,True,0.522,0.522,0.522,0.522,4,5,1,0,0.28709160571229536,0.4033877743803913
0.5,1200,Fault detection,"200,98,20,166,167","200,215,166,211,20",True,True,True,0.527,0.527,0.5182,0.5146,4,5,1,0,0.42464167995746943,0.594012595591543
0.5,1201,Fault detection,"230,245,218,215,42","230,41,218,34,44",True,True,True,0.508,0.508,0.5065999999999999,0.5058,5,5,0,0,0.45197937150568723,0.5295351315351315
0.5,1202,Remaining useful life estimation,"59,58,60,207,208","59,207,60,35,36",True,True,True,0.518,0.518,0.518,0.518,5,5,0,0,0.49493479415200536,0.5409895079615322
0.5,1203,Fault identification,"216,13,246,210,48","216,196,13,201,243",True,True,True,0.52,0.52,0.5164,0.5124,5,5,0,0,0.5640371794871795,0.6193344322344323
0.5,1204,Fault identification,"216,252,243,244,238","216,247,243,192,210",True,True,True,0.519,0.519,0.5122,0.5094000000000001,4,5,1,0,0.4785408067542215,0.6672596866096867
0.5,1205,Health assessment,"239,153,154,193,73","239,104,7,31,153",True,True,True,0.533,0.533,0.5298,0.5174,4,5,1,0,0.3899738562091503,0.5888744834176625
0.5,1206,Remaining useful life estimation,"108,51,53,52,55","108,54,5,55,182",True,True,True,0.527,0.527,0.5198,0.5198,4,5,1,0,0.35367258794845,0.460783251231527
0.5,1207,Fault detection,"209,42,41,44,43","209,33,34,44,41",True,True,True,0.577,0.577,0.577,0.577,5,5,0,0,0.4394110275689223,0.4859203463203463
0.5,1208,Fault identification,"255,196,243,244,203","255,216,247,13,176",True,True,True,0.527,0.527,0.5152000000000001,0.5081999999999999,4,5,1,0,0.3894945632777368,0.680473178005965
0.5,1209,Fault feature extraction,"231,27,18,70,229","231,190,229,198,235",True,True,True,0.511,0.511,0.5065999999999999,0.5042,5,5,0,0,0.526950345737145,0.6022783882783883
0.5,1210,Remaining useful life estimation,"181,234,232,233,15","181,249,233,128,122",True,True,True,0.628,0.628,0.6176,0.6176,5,5,0,0,0.34178785425101216,0.5624635404635405
0.5,1211,Fault identification,"13,246,196,201,202","13,247,202,212,243",True,True,True,0.517,0.517,0.5126,0.5094,5,5,0,0,0.5592300525561394,0.6689618475315188
0.5,1212,One step future state forecast,"10,131,132,135,133","10,134,132,106,135",True,True,True,0.505,0.505,0.5042,0.5034,5,5,0,0,0.32854030501089326,0.3655148148148148
0.5,1213,Fault detection,"215,175,245,166,167","215,200,166,218,211",True,True,True,0.509,0.509,0.5084,0.5074,4,5,1,0,0.4675501165501165,0.6198774544169281
0.5,1214,Fault detection,"209,211,191,20,42","209,33,211,34,44",True,True,True,0.522,0.522,0.5192,0.5166000000000001,5,5,0,0,0.5561650279545016,0.5761606060606062
0.5,1215,Fault detection,"215,200,245,20,230","215,200,166,218,211",True,True,True,0.593,0.593,0.59,0.587,5,5,0,0,0.40942543859649116,0.6198774544169281
0.5,1216,Fault detection,"72,195,175,200,20","72,44,47,41,42",True,True,True,0.527,0.527,0.5156000000000001,0.5126,5,5,0,0,0.19571428571428567,0.3943611467693624
0.5,1217,Fault detection,"209,42,41,44,43","209,33,34,44,41",True,True,True,0.5,0.5,0.5,0.5,5,5,0,0,0.4394110275689223,0.4859203463203463
0.5,1218,Fault detection,"72,19,215,98,20","72,218,166,211,215",True,True,True,0.527,0.527,0.5120000000000001,0.5082000000000001,4,5,1,0,0.33530669466035323,0.6168215422788594
0.5,1219,Health assessment,"213,188,173,31,38","213,173,221,193,104",True,True,True,0.523,0.523,0.5174000000000001,0.5148,5,5,0,0,0.5634360876789405,0.6092518676874309
0.5,1220,Health assessment,"73,221,239,153,154","73,7,239,227,213",True,True,True,0.51,0.51,0.5067999999999999,0.5056,4,5,1,0,0.3772721018231854,0.5830473147482493
0.5,1221,Fault identification,"252,203,189,243,244","252,210,212,189,243",True,True,True,0.546,0.546,0.5192,0.5154,4,5,1,0,0.4632673217256742,0.5726891539354954
0.5,1222,Remaining useful life estimation,"22,21,24,23,26","22,197,107,263,69",True,True,True,0.523,0.523,0.523,0.5154,3,5,1,0,0.16684210526315785,0.5845171664686072
0.5,1223,Fault detection,"72,19,195,215,218","72,218,44,215,47",True,True,True,0.527,0.527,0.5144,0.51,5,5,0,0,0.5039957334035786,0.5656843656984865
0.5,1224,Fault identification,"255,201,202,176,210","255,216,247,210,176",True,True,True,0.544,0.544,0.519,0.516,5,5,0,0,0.5672597801936718,0.680450584479273
0.5,1225,Remaining useful life estimation,"147,148,149,234,232","147,15,242,128,122",True,True,True,0.542,0.542,0.5388,0.5356,5,5,0,0,0.28929498164014683,0.5525649138288168
0.5,1226,Fault detection,"72,98,42,41,44","72,44,47,41,29",True,True,True,0.515,0.515,0.5109999999999999,0.5102,5,5,0,0,0.3933202110968478,0.39231854025307167
0.5,1227,Fault feature extraction,"70,235,32,17,253","70,190,229,198,235",True,True,True,0.516,0.516,0.5119999999999999,0.5094000000000001,5,5,0,0,0.4278531267928859,0.605755152478044
0.5,1228,Health assessment,"31,38,104,173,2","31,213,193,221,104",True,True,True,0.515,0.515,0.5146,0.5102000000000001,5,5,0,0,0.4775924031642117,0.5800615447498526
0.5,1229,Fault detection,"218,245,209,211,191","218,72,44,211,230",True,True,True,0.514,0.514,0.5109999999999999,0.5092,5,5,0,0,0.5130205535205536,0.6064306560648023
0.5,1230,Fault feature extraction,"190,27,229,235,70","190,70,229,198,235",True,True,True,0.513,0.513,0.5115999999999999,0.5098,5,5,0,0,0.5980641981846802,0.605755152478044
0.5,1231,Fault detection,"42,41,44,43,46","42,72,215,44,34",True,True,True,0.546,0.546,0.546,0.5382000000000001,5,5,0,0,0.2967919799498747,0.49447069137537697
0.5,1232,Fault detection,"218,209,42,41,44","218,34,19,42,44",True,True,True,0.501,0.501,0.5002,0.5002,5,5,0,0,0.5477520724889147,0.5619777882935777
0.5,1233,Fault detection,"19,215,98,175,245","19,218,44,215,42",True,True,True,0.515,0.515,0.5115999999999999,0.508,5,5,0,0,0.39189346764346766,0.5459877257245679
0.5,1234,Remaining useful life estimation,"35,37,36,28,30","35,36,115,37,30",True,True,True,0.546,0.546,0.546,0.546,4,5,1,0,0.2680996168582376,0.29012887495646117
0.5,1235,Fault identification,"196,210,48,50,49","196,201,247,210,243",True,True,True,0.507,0.507,0.5038,0.5032,5,5,0,0,0.57242662425294,0.66754477004477
0.5,1236,Fault detection,"230,195,166,167,42","230,41,195,34,44",True,True,True,0.517,0.517,0.5134,0.5117999999999999,4,5,1,0,0.478225326852565,0.4903532755903889
0.5,1237,Health assessment,"213,31,38,104,188","213,227,221,193,104",True,True,True,0.504,0.504,0.504,0.503,5,5,0,0,0.5442510197203322,0.603223926999382
0.5,1238,Fault detection,"42,41,44,43,46","42,230,34,44,166",True,True,True,0.532,0.532,0.532,0.5278,5,5,0,0,0.2967919799498747,0.42894291673239043
0.5,1239,Fault detection,"209,42,41,44,43","209,33,34,44,41",True,True,True,0.5,0.5,0.5,0.5,5,5,0,0,0.4394110275689223,0.4859203463203463
0.5,1240,Fault detection,"209,211,191,19,245","209,42,211,215,72",True,True,True,0.591,0.591,0.5902000000000001,0.5878,5,5,0,0,0.5038876678876679,0.5960707847636602
0.5,1241,Health assessment,"31,38,104,227,73","31,213,239,104,221",True,True,True,0.546,0.546,0.5316000000000001,0.5206000000000001,5,5,0,0,0.45733195455600073,0.5927769588210243
0.5,1242,Fault identification,"203,189,243,244,252","203,201,189,243,210",True,True,True,0.655,0.655,0.5924,0.5801999999999999,4,5,1,0,0.4632673217256742,0.5800246043264912
0.5,1243,Fault detection,"230,218,19,200,195","230,211,42,218,72",True,True,True,0.519,0.519,0.5138,0.5092,5,5,0,0,0.44009794675692665,0.6092311532427065
0.5,1244,Fault detection,"98,42,41,44,43","98,42,44,34,41",True,True,True,0.536,0.536,0.5344,0.5344,5,5,0,0,0.30764828738512945,0.35107389686337054
0.5,1245,Fault identification,"252,201,202,176,203","252,247,210,212,189",True,True,True,0.59,0.59,0.529,0.5256,5,5,0,0,0.4137630279625868,0.6725538878465709
0.5,1246,One step future state forecast,"131,132,106,10,135","131,10,135,132,133",True,True,True,0.577,0.577,0.577,0.577,5,5,0,0,0.34907363834422656,0.32854030501089326
0.5,1247,Fault identification,"210,201,202,203,48","210,48,247,212,243",True,True,True,0.577,0.577,0.577,0.577,5,5,0,0,0.5280894698410694,0.6597099496709253
0.5,1248,Fault detection,"200,20,230,42,41","200,44,230,34,20",True,True,True,0.512,0.512,0.51,0.51,5,5,0,0,0.49961875843454784,0.4663034246455299
0.5,1249,One step future state forecast,"106,10,131,132,135","106,132,135,10,134",True,True,True,0.504,0.504,0.5025999999999999,0.5025999999999999,5,5,0,0,0.3490736383442266,0.3655148148148148
0.5,1250,Fault detection,"215,166,167,200,98","215,200,166,218,211",True,True,True,0.523,0.523,0.5166000000000001,0.514,4,5,1,0,0.4931943524311945,0.6198774544169281
0.5,1251,Fault detection,"230,42,41,44,43","230,41,200,34,19",True,True,True,0.517,0.517,0.5154000000000001,0.5136000000000001,5,5,0,0,0.38838538654328125,0.4638484235063182
0.5,1252,Health assessment,"227,31,38,221,104","227,213,221,193,104",True,True,True,0.516,0.516,0.5136,0.5119999999999999,5,5,0,0,0.4869005234140433,0.603223926999382
0.5,1253,Fault detection,"98,42,41,44,43","98,42,44,72,166",True,True,True,0.523,0.523,0.5166000000000001,0.5147999999999999,5,5,0,0,0.30764828738512945,0.394388921305481
0.5,1254,Remaining useful life estimation,"22,21,24,23,26","22,184,223,121,75",True,True,True,0.513,0.513,0.513,0.509,3,5,1,0,0.16684210526315785,0.5770243267030452
0.5,1255,Fault identification,"203,189,243,244,252","203,201,210,243,189",True,True,True,0.506,0.506,0.5048,0.5038,4,5,1,0,0.4632673217256742,0.5800246043264912
0.5,1256,Fault detection,"72,98,42,41,44","72,44,47,41,29",True,True,True,0.515,0.515,0.5109999999999999,0.5102,5,5,0,0,0.3933202110968478,0.39231854025307167
0.5,1257,Fault feature extraction,"18,229,32,17,253","18,229,70,190,235",True,True,True,0.515,0.515,0.5104,0.5066,4,5,1,0,0.521741784785263,0.599411467177837
0.5,1258,Fault detection,"230,215,218,42,41","230,41,218,34,44",True,True,True,0.515,0.515,0.5122000000000001,0.5118,5,5,0,0,0.5161463755542703,0.5295351315351315
0.5,1259,Fault identification,"247,210,48,50,49","247,238,49,212,13",True,True,True,0.53,0.53,0.5188,0.5172000000000001,5,5,0,0,0.6334748538011696,0.679337666398642
0.5,1260,Fault detection,"98,230,72,195,209","98,211,215,209,42",True,True,True,0.506,0.506,0.503,0.502,5,5,0,0,0.3874935897435897,0.5799403958614484
0.5,1261,Health assessment,"213,31,38,104,173","213,173,221,193,104",True,True,True,0.527,0.527,0.5228,0.5172000000000001,5,5,0,0,0.5647640266911683,0.6092518676874309
0.5,1262,Remaining useful life estimation,"75,74,76,157,158","75,226,157,74,127",True,True,True,0.552,0.552,0.5488000000000001,0.536,4,5,1,0,0.3313601953601954,0.47119257719257723
0.5,1263,Health assessment,"188,7,177,227,239","188,227,104,193,38",True,True,True,0.546,0.546,0.5176000000000001,0.514,4,5,1,0,0.5038922493922494,0.5954527733967389
0.5,1264,Fault detection,"215,42,41,44,43","215,34,42,44,166",True,True,True,0.559,0.559,0.5358,0.5342,5,5,0,0,0.39560656448814346,0.4577961293092872
0.5,1265,Fault detection,"42,41,44,43,46","42,34,44,41,98",True,True,True,0.546,0.546,0.546,0.544,5,5,0,0,0.2967919799498747,0.35107389686337054
0.5,1266,Health assessment,"7,177,213,73,188","7,227,104,221,239",True,True,True,0.532,0.532,0.5229999999999999,0.5119999999999999,4,5,1,0,0.4102825552778824,0.6108508397061028
0.5,1267,One step future state forecast,"106,131,132,135,133","106,132,135,10,134",True,True,True,0.582,0.582,0.5804,0.5804,5,5,0,0,0.2995798319327731,0.3655148148148148
0.5,1268,Fault detection,"42,41,44,43,46","42,195,215,34,44",True,True,True,0.515,0.515,0.515,0.5146000000000001,5,5,0,0,0.2967919799498747,0.5513122445920873
0.5,1269,Remaining useful life estimation,"127,69,157,158,156","127,226,55,69,157",True,True,True,0.567,0.567,0.5622,0.5524000000000001,3,5,1,0,0.26573500329597893,0.51993281085964
0.5,1270,Fault detection,"209,211,191,245,72","209,33,211,245,72",True,True,True,0.515,0.515,0.5138,0.5126000000000001,5,5,0,0,0.4980589133089133,0.5660427960927962
