query_index,facts_file,raw_parse_expected_to_fail_due_rdfstar,rdfstar_reification_blocks_removed,triples_after_cleanup,invalid_typed_literals,opmad_canonical_uri_occurrences,opmad_seed_uri_occurrences
496,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_cedb51cf5ade.ttl,True,142,159,0,50,36
497,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_cf590247685f.ttl,True,119,136,0,14,44
498,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_cf6e72680499.ttl,True,351,364,0,50,59
499,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_cff6cc30ff52.ttl,True,141,156,0,0,43
500,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_d007baaf4931.ttl,True,165,182,0,0,42
501,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_d0fbf5e6b909.ttl,True,181,196,0,0,52
502,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_d17d87c3a3eb.ttl,True,160,176,0,0,66
503,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_d1cdcadecd98.ttl,True,131,146,0,7,15
504,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_d223bbaa9246.ttl,True,170,186,1,0,59
505,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_d2bdc8b855bd.ttl,True,117,132,0,0,44
506,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_d329fce35511.ttl,True,172,188,0,13,21
507,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_d35b7b7541e8.ttl,True,85,100,0,2,27
508,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_d418cd39b9d0.ttl,True,131,148,0,22,16
509,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_d47e94f453f3.ttl,True,161,176,0,0,57
510,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_d493073360b8.ttl,True,118,133,2,0,59
511,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_d4b1cbe7a461.ttl,True,214,230,0,33,25
512,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_d523cf136b65.ttl,True,229,245,0,0,39
513,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_d5aab2dd8b3c.ttl,True,160,174,0,0,65
514,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_d65633e07130.ttl,True,216,234,0,0,80
515,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_d6a09466de9a.ttl,True,196,212,0,0,54
516,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_d715d990032f.ttl,True,219,235,0,44,20
517,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_d89aaaea83f7.ttl,True,227,244,0,0,68
518,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_d97b8789711a.ttl,True,174,189,0,0,50
519,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_da6f95eecb0b.ttl,True,163,178,0,0,38
520,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_dac4dd71236c.ttl,True,164,179,0,18,39
521,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_db4017381234.ttl,True,181,197,0,0,85
522,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_db4c36817c48.ttl,True,93,108,0,0,65
523,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_dbd86d76e868.ttl,True,174,191,0,0,67
524,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_dbf84cdbb960.ttl,True,146,158,0,0,78
525,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_dca2f34b6176.ttl,True,200,216,0,0,13
526,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_dd27fb45ad12.ttl,True,164,180,1,27,45
527,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_dd3e1f396fa8.ttl,True,108,123,0,0,42
528,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_dd98d08b8f00.ttl,True,195,210,0,0,79
529,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_e1be51b0c534.ttl,True,148,163,0,0,52
530,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_e1f936cbb7c2.ttl,True,157,172,0,0,72
531,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_e2b1d882f32b.ttl,True,141,156,0,0,41
532,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_e2bdf9e84552.ttl,True,163,176,0,24,10
533,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_e2f2354dbf9d.ttl,True,165,181,1,25,11
534,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_e39978613cc4.ttl,True,114,129,0,0,53
535,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_e415c45cce5a.ttl,True,169,185,0,0,60
536,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_e454f7446f6b.ttl,True,171,189,0,48,0
537,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_e4559ba11228.ttl,True,183,198,0,0,83
538,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_e4726e040ad7.ttl,True,201,216,0,0,121
539,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_e51292722a24.ttl,True,99,114,0,0,56
540,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_e55acaf01cc5.ttl,True,136,152,0,25,27
541,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_e5a95337168b.ttl,True,222,238,0,0,47
542,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_e5c1aa5c505b.ttl,True,164,179,0,0,92
543,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_e81a11cc92aa.ttl,True,161,178,1,0,39
544,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_e833bddd39db.ttl,True,148,165,0,52,47
545,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_e84380ee1506.ttl,True,183,200,0,0,47
546,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_e875e4d7dd8e.ttl,True,195,210,0,0,33
547,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_e8d1b9b021c6.ttl,True,169,184,0,0,84
548,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_e9d6cd4230be.ttl,True,184,203,0,55,36
549,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_ead5835a4af6.ttl,True,212,231,0,32,21
550,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_eae1b40b21d7.ttl,True,166,181,0,0,42
551,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_eb27293fafa8.ttl,True,95,110,1,11,28
552,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_ebd7bf94937b.ttl,True,217,232,0,0,134
553,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_ec1fe9ef17bb.ttl,True,121,138,0,10,33
554,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_ec9d7ee0695a.ttl,True,126,141,0,0,78
555,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_eca56b4f9e43.ttl,True,152,170,0,0,70
556,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_eccf53607080.ttl,True,166,181,1,0,28
557,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_ed0054f88224.ttl,True,179,196,0,0,72
558,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_ed31a7b35952.ttl,True,132,147,0,0,40
559,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_edfb051dca2e.ttl,True,150,166,0,31,22
560,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_ee072a2a59e7.ttl,True,110,127,0,0,51
561,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_ee0a75e61d45.ttl,True,140,155,0,4,14
562,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_ee9a0a608f08.ttl,True,218,233,0,0,97
563,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_ee9a7ea15be2.ttl,True,150,165,0,0,51
564,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_eeaa3f923a63.ttl,True,216,231,0,45,9
565,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_eeef3f4263d6.ttl,True,219,236,0,0,68
566,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_ef0dba915afc.ttl,True,227,243,0,0,50
567,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_efa87c7b41b2.ttl,True,149,165,0,0,87
568,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_efbab9026697.ttl,True,231,247,0,0,93
569,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_f013b39c73eb.ttl,True,211,226,0,0,74
570,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_f0313ba46488.ttl,True,126,141,0,0,0
571,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_f08fa7ff2465.ttl,True,176,195,0,29,27
572,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_f0bc196d90b1.ttl,True,164,179,0,0,59
573,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_f1087603d349.ttl,True,198,216,0,63,11
574,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_f1ee42d74e0f.ttl,True,128,146,0,0,38
575,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_f29d09158cf0.ttl,True,181,198,0,0,64
576,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_f2b7ac179570.ttl,True,150,167,0,36,35
577,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_f2f6fe6c1c7b.ttl,True,147,164,0,37,44
578,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_f313b1aa74f8.ttl,True,112,130,0,15,14
579,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_f34d0afa1e71.ttl,True,123,138,0,4,74
580,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_f3d29489b5d9.ttl,True,176,186,2,0,62
581,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_f52f31955818.ttl,True,156,171,0,39,24
582,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_f62b45f91653.ttl,True,150,165,0,20,19
583,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_f7eae092b413.ttl,True,161,180,0,40,17
584,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_f825989f2ec1.ttl,True,121,138,0,0,63
585,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_f85dfc7490d0.ttl,True,184,199,0,0,73
586,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_f8c14a9dd235.ttl,True,161,181,0,61,13
587,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_fa5793ba1e88.ttl,True,129,146,0,32,20
588,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_fb83d9a66daa.ttl,True,137,153,0,5,52
589,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_fbf5255fe1be.ttl,True,149,164,0,0,54
590,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_fc17fe9060c4.ttl,True,146,161,0,0,32
591,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_fd1eedd089d5.ttl,True,177,194,0,39,33
592,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_fd8433d36a79.ttl,True,196,211,0,26,15
593,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_fe104b30a598.ttl,True,150,165,0,0,21
594,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_fe823ec368d7.ttl,True,147,163,0,0,70
595,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_fea44576911a.ttl,True,188,205,0,0,59
596,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_ff03119d29c2.ttl,True,175,192,0,44,36
597,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_ff63b248f6b7.ttl,True,175,192,0,23,17
598,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_ff6c11b7abb1.ttl,True,290,306,0,1,31
599,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_fffa03ab557f.ttl,True,131,147,0,31,7
600,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_0028d9d5a386.ttl,True,138,154,0,42,11
601,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_0122f4455463.ttl,True,186,202,0,0,35
602,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_012a202279bd.ttl,True,141,158,0,40,25
603,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_017085dc54f2.ttl,True,127,145,0,37,17
604,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_01aac03dfa47.ttl,True,39,44,0,0,15
605,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_01d6da44113e.ttl,True,129,145,0,27,25
606,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_01ea63eede93.ttl,True,174,189,0,37,7
607,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_032b54eb788e.ttl,True,130,147,0,42,45
608,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_035db9008890.ttl,True,125,140,0,0,74
609,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_03a6cdb4cdc8.ttl,True,141,157,0,0,54
610,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_0411a2939dba.ttl,True,143,161,0,58,12
611,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_0423eec8d3e3.ttl,True,157,174,0,26,20
612,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_04a7f63f3ddd.ttl,True,164,179,0,0,0
613,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_065a4ddad0d4.ttl,True,154,168,0,7,25
614,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_0662fc47254d.ttl,True,160,178,0,27,24
615,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_0697d4152cca.ttl,True,185,200,0,0,0
616,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_06a6ef1fb638.ttl,True,186,203,0,9,32
617,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_08a77a2de66a.ttl,True,183,198,0,18,8
618,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_08e6afccca23.ttl,True,95,110,0,0,0
619,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_08f9ab7aa034.ttl,True,145,162,0,0,34
620,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_08fd540851d4.ttl,True,202,217,0,0,54
621,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_093a0b415e0a.ttl,True,161,178,0,19,19
622,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_0aaa87c10a19.ttl,True,114,130,0,18,37
623,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_0afb5272deac.ttl,True,197,212,0,17,64
624,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_0b4414fd6f15.ttl,True,203,220,0,82,14
625,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_0bf17f1a2b43.ttl,True,226,241,0,36,33
626,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_0c2792860870.ttl,True,157,172,0,0,31
627,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_0cbc667cdee7.ttl,True,131,147,0,28,20
628,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_0cbd095ba81e.ttl,True,146,163,0,104,0
629,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_0d9415ba9083.ttl,True,256,273,0,0,65
630,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_0e23d1d9ab19.ttl,True,158,174,0,28,30
631,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_0ea175f5da02.ttl,True,147,163,0,36,33
632,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_0f43116b6a57.ttl,True,134,149,0,0,21
633,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_0fc092b36e31.ttl,True,162,177,0,34,24
634,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_0fef9a50cdea.ttl,True,183,199,0,16,54
635,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_10c7cf4bb507.ttl,True,236,254,0,81,58
636,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_10fc6836508e.ttl,True,131,146,0,32,17
637,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_1197c4a7a550.ttl,True,129,144,0,48,0
638,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_11a6adc2ad22.ttl,True,183,199,0,20,22
639,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_11f0d8e05fb5.ttl,True,109,126,0,28,38
640,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_124de239a574.ttl,True,150,166,0,44,12
641,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_132fb3c19ecf.ttl,True,168,185,0,58,28
642,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_1369a550b788.ttl,True,144,162,0,22,10
643,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_1383fb47dc0b.ttl,True,183,198,0,0,48
644,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_13b6a96e3c49.ttl,True,122,137,0,0,68
645,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_13eee031c115.ttl,True,140,155,0,11,49
646,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_14c244517f16.ttl,True,175,182,0,84,31
647,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_14e2d45242d9.ttl,True,169,186,0,49,0
648,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_14ff68ec355e.ttl,True,143,158,0,17,26
649,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_1546c3ef38f1.ttl,True,165,182,0,45,41
650,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_15c3ad5fc8e1.ttl,True,158,173,0,39,17
651,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_15fe47328ffe.ttl,True,141,158,0,42,18
652,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_1659b448624e.ttl,True,136,152,0,50,7
653,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_16cce76b69b8.ttl,True,154,170,0,19,41
654,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_17364b981c05.ttl,True,214,231,0,45,26
655,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_174b4f5d17a5.ttl,True,131,146,0,0,30
656,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_1760757d9ad8.ttl,True,145,162,0,9,9
657,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_1804915cdefd.ttl,True,130,145,0,0,37
658,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_1828e7764198.ttl,True,199,216,0,23,24
659,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_18b6ee490663.ttl,True,258,277,0,78,23
660,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_18e830a9f47e.ttl,True,211,227,0,39,41
661,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_19ee37fc6450.ttl,True,135,152,0,21,14
662,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_1a10ec074530.ttl,True,201,217,0,35,19
663,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_1a1ef03ce149.ttl,True,138,152,0,0,94
664,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_1ac69b68a852.ttl,True,184,203,1,50,37
665,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_1c32bb81c2ca.ttl,True,171,188,0,43,18
666,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_1c6c15d7e92d.ttl,True,172,191,0,45,14
667,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_1e7793c0fb87.ttl,True,82,97,0,0,43
668,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_1ec7b79d0ea4.ttl,True,126,141,0,0,60
669,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_1f540ba42fa5.ttl,True,139,154,0,0,62
670,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_1f562b8ac71c.ttl,True,196,211,0,0,35
671,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_20a6e0deb55f.ttl,True,164,179,0,17,31
672,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_20f6fbfd7894.ttl,True,171,188,0,65,11
673,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_21a2d846ad65.ttl,True,131,147,0,0,58
674,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_21c271594507.ttl,True,108,126,0,32,37
675,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_226be26d5d7e.ttl,True,118,133,0,19,11
676,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_23254f5af84b.ttl,True,215,233,0,62,9
677,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_2458231486ca.ttl,True,120,135,0,6,39
678,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_2471590301df.ttl,True,111,126,0,0,43
679,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_27748de04611.ttl,True,135,151,0,25,21
680,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_27fa84415142.ttl,True,155,172,0,0,23
681,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_28071ee19862.ttl,True,122,138,0,28,17
682,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_2813a9cf840c.ttl,True,152,169,0,76,33
683,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_2828ec95580c.ttl,True,190,208,0,59,6
684,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_2942474080f1.ttl,True,130,147,0,47,6
685,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_29d80fec6db0.ttl,True,104,121,0,45,30
686,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_2a3e5109614f.ttl,True,94,112,0,49,3
687,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_2a5ab19eec1b.ttl,True,90,105,0,0,46
688,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_2a8937c2adda.ttl,True,217,232,0,49,19
689,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_2accaffeeb92.ttl,True,141,154,0,27,20
690,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_2ad5aaef592d.ttl,True,141,158,0,62,23
691,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_2c2a8543208a.ttl,True,197,211,0,14,26
692,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_2d84923922e7.ttl,True,168,185,0,69,0
693,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_2d985f627050.ttl,True,142,157,0,15,33
694,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_2e33d1a3d1d2.ttl,True,146,163,0,37,1
695,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_2eb6f4c9e7ab.ttl,True,117,136,0,18,12
696,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_2ed8c9d5e82d.ttl,True,198,215,0,85,39
697,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_2f22d6ffad1b.ttl,True,160,177,0,48,59
698,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_3033c6608984.ttl,True,153,168,0,18,46
699,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_314b35330e8d.ttl,True,108,124,0,1,30
700,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_316e4d8a3d18.ttl,True,202,218,0,18,42
701,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_31dcee2cecfd.ttl,True,146,161,0,0,43
702,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_320689a5feb9.ttl,True,142,159,0,43,21
703,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_322713e7e2a7.ttl,True,226,244,0,33,76
704,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_328ad43df64b.ttl,True,182,200,0,54,45
705,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_3291dab56c7e.ttl,True,130,146,0,30,14
706,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_32f8dfb4f37c.ttl,True,145,160,0,0,45
707,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_330c028d10b5.ttl,True,154,171,0,80,34
708,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_33dc516dd8de.ttl,True,137,153,0,0,39
709,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_3411fc81c13b.ttl,True,151,166,0,0,51
710,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_34364e5d4324.ttl,True,152,167,0,0,40
711,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_34e11e29a9e0.ttl,True,181,196,0,0,102
712,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_34f4f204165a.ttl,True,167,179,0,47,12
713,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_35bd4a298d1d.ttl,True,132,147,0,0,58
714,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_35fb99a9cf9a.ttl,True,167,184,0,40,7
715,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_360b674b9ae4.ttl,True,137,152,0,51,18
716,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_37902542e7d3.ttl,True,177,193,0,49,49
717,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_37d3b512f559.ttl,True,168,184,0,82,26
718,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_38008a39d8ba.ttl,True,224,241,0,72,6
719,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_38cb47eaae78.ttl,True,105,120,0,35,52
720,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_394b36f37a87.ttl,True,136,153,0,21,13
721,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_399c85ed8b40.ttl,True,202,217,0,13,57
722,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_39bf81af29ee.ttl,True,161,179,0,23,35
723,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_3a42ffd44a80.ttl,True,179,194,0,0,57
724,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_3acd98748b79.ttl,True,199,214,0,31,21
725,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_3b08c804a1da.ttl,True,164,181,0,55,15
726,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_3d0e659cfff8.ttl,True,245,260,0,23,14
727,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_3d4ae289478c.ttl,True,172,187,0,49,10
728,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_3dddf83495dd.ttl,True,148,165,0,0,32
729,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_3e28de484ec6.ttl,True,103,121,1,22,20
