query_index,normalized_task,normalized_case_study_type,normalized_case_study,normalized_online_offline,normalized_input_for_model,normalized_input_type,active__normalized_task,active__normalized_case_study_type,active__normalized_case_study,active__normalized_online_offline,active__normalized_input_for_model,active__normalized_input_type,active_content_fields,active_beyond_task,query_information_pattern
508,Health assessment,,transport fleet,,,"Factsearly_spring_transition_period1, Factsextreme_temperatures1, quarter, month, seasonal dummy variables",True,False,True,False,False,True,3,2,task+case_study+input_type
509,One step future state forecast,,methane compressor,,,"accelerations, elastic waves, strains",True,False,True,False,False,True,3,2,task+case_study+input_type
510,Fault detection,,internal surface of the cylinder,,,voltage signals,True,False,True,False,False,True,3,2,task+case_study+input_type
511,Fault detection,,equipment dedicated to agri-food processing,,,vibration indicators,True,False,True,False,False,True,3,2,task+case_study+input_type
512,Health assessment,,LIB systems,,,,True,False,True,False,False,False,2,1,task+case_study
513,Remaining useful life estimation,,compressor unit,,,"acceleration, Factsvariable2_7",True,False,True,False,False,True,3,2,task+case_study+input_type
514,Remaining useful life estimation,,LIB,,,highly correlated health indicator (enhanced incremental capacity curves),True,False,True,False,False,True,3,2,task+case_study+input_type
515,Fault detection,,Component X,,,"correlation-based feature reduction, data augmentation, imputation, normalization, padding, path-signature feature transformation, sliding-window features, visibility-graph transformation, weighted sampling, last_k_summary",True,False,True,False,False,True,3,2,task+case_study+input_type
516,Fault detection,,,,,"critical physical features, physical feature priors, Factssignal1_11",True,False,False,False,False,True,2,1,task+input_type
517,Fault detection,,hard drive,,,"hard disk location information, Device IP, VALUE",True,False,True,False,False,True,3,2,task+case_study+input_type
518,Fault detection,,forces,,,,True,False,True,False,False,False,2,1,task+case_study
519,Fault identification,,,,,,True,False,False,False,False,False,1,0,task
520,Fault detection,,hole in the bearing,,,labeled data,True,False,True,False,False,True,3,2,task+case_study+input_type
521,Fault detection,,gear,,,,True,False,True,False,False,False,2,1,task+case_study
522,Remaining useful life estimation,,drivetrain systems,,,,True,False,True,False,False,False,2,1,task+case_study
523,Fault detection,,cable core,,,,True,False,True,False,False,False,2,1,task+case_study
524,Fault detection,,transformer,,,"Factssample_size_46, CO2",True,False,True,False,False,True,3,2,task+case_study+input_type
525,One step future state forecast,,,,,,True,False,False,False,False,False,1,0,task
526,Remaining useful life estimation,,rotating machinery,,,"measurement matrix, raw data, reconstructed signals, sparse representation, bearing signal",True,False,True,False,False,True,3,2,task+case_study+input_type
527,Fault detection,,,,,"Amplitude statistics, Distribution entropy, Output voltage, Spectral energy",True,False,False,False,False,True,2,1,task+input_type
528,Health assessment,,bearing,,,"chaotic features, handcrafted descriptors, nonlinear features, statistical indicators, time-frequency measures, Factsvalue3_6",True,False,True,False,False,True,3,2,task+case_study+input_type
529,Fault detection,,rotating machinery,,,,True,False,True,False,False,False,2,1,task+case_study
530,One step future state forecast,,,,,,True,False,False,False,False,False,1,0,task
531,Fault detection,,air conditioning system,,,pressure measurement data,True,False,True,False,False,True,3,2,task+case_study+input_type
532,Remaining useful life estimation,,batteries,,,"degradation process, environment, fault time, real-time twin data, sensor values",True,False,True,False,False,True,3,2,task+case_study+input_type
533,Health assessment,,heat exchangers,,,,True,False,True,False,False,False,2,1,task+case_study
534,Health assessment,,industrial assets,,,,True,False,True,False,False,False,2,1,task+case_study
535,Fault detection,,shaft,,,,True,False,True,False,False,False,2,1,task+case_study
536,Remaining useful life estimation,,MPID,,,drone-based data acquisition,True,False,True,False,False,True,3,2,task+case_study+input_type
537,Fault detection,,robotic arms,,,"accelerometers, robot joints, sensor data, fault data, Factsfeatures1, gyroscopes, motor current sensors",True,False,True,False,False,True,3,2,task+case_study+input_type
538,Health assessment,,blades,,,"SCADA, vibration, power output, wind speed, temperature, rotor speed, Factsvar5_13",True,False,True,False,False,True,3,2,task+case_study+input_type
539,Fault detection,,electrolyser,,,,True,False,True,False,False,False,2,1,task+case_study
540,Fault detection,,wind turbine,,,,True,False,True,False,False,False,2,1,task+case_study
541,Remaining useful life estimation,,system,,,devices,True,False,True,False,False,True,3,2,task+case_study+input_type
542,Health assessment,,rolling bearing,,,,True,False,True,False,False,False,2,1,task+case_study
543,Health assessment,,manage RUL,,,median,True,False,True,False,False,True,3,2,task+case_study+input_type
544,Health assessment,,underwater module,,,"FactssensorPressure, Factsvar5_1",True,False,True,False,False,True,3,2,task+case_study+input_type
545,Fault feature extraction,,GVA,,,,True,False,True,False,False,False,2,1,task+case_study
546,Remaining useful life estimation,,CMAPSS,,,data,True,False,True,False,False,True,3,2,task+case_study+input_type
547,Fault detection,,,,,Ball Pass Frequency of the Outer race (BPFO),True,False,False,False,False,True,2,1,task+input_type
548,Health assessment,,multi-chip power modules,,,InformationContentEntity,True,False,True,False,False,True,3,2,task+case_study+input_type
549,Health assessment,,aging devices,,,"gate resistance, high di/dt, Rg, signal conditioning features",True,False,True,False,False,True,3,2,task+case_study+input_type
550,Fault feature extraction,,,,,"acoustic, condition monitoring, data analytics, load, long-interval data, lubricant condition, temperature, torque, vibration",True,False,False,False,False,True,2,1,task+input_type
551,Fault detection,,Industry 4.0,,,,True,False,True,False,False,False,2,1,task+case_study
552,Remaining useful life estimation,,rolling bearing,,,"Factsfact12_41, time-domain features, vibration signals, statistical traits",True,False,True,False,False,True,3,2,task+case_study+input_type
553,Fault detection,,rolling bearings,,,"intrinsic mode functions, vibration signals, weak fault signatures",True,False,True,False,False,True,3,2,task+case_study+input_type
554,Multiple steps future state forecast,,haul truck,,,,True,False,True,False,False,False,2,1,task+case_study
555,Remaining useful life estimation,,battery dataset (E-Bus case study),,,"Input data matrix X (sensor measurements), State of Charge (SoC), State of Health (SoH), dQ/dV rate, Discharging current I(t), Average temperature Tavg, Battery voltage V(t)",True,False,True,False,False,True,3,2,task+case_study+input_type
556,Remaining useful life estimation,,distributed energy storage,,,,True,False,True,False,False,False,2,1,task+case_study
557,Fault identification,,deep learning,,,"deep learning, accelerometer data, vibration measurements, coherence, uncertainty, root-mean-square error, RÂ²",True,False,True,False,False,True,3,2,task+case_study+input_type
558,Fault detection,,,,,,True,False,False,False,False,False,1,0,task
559,Fault feature extraction,,distribution network,,,"weather factors, monitoring data, protection relays, disturbance recorders, current",True,False,True,False,False,True,3,2,task+case_study+input_type
560,Remaining useful life estimation,,,,,"FactsindustrialSensors, FactsvibrationSignals",True,False,False,False,False,True,2,1,task+input_type
561,Remaining useful life estimation,,landing gear,,,"characteristics of the aircraft operator, aircraft size, geographical location, ground manoeuvres, ground turns",True,False,True,False,False,True,3,2,task+case_study+input_type
562,Fault detection,,bearing house,,,vibration amplitudes,True,False,True,False,False,True,3,2,task+case_study+input_type
563,Health assessment,,air coolers,,,,True,False,True,False,False,False,2,1,task+case_study
564,Fault detection,,hydraulic breakers,,,,True,False,True,False,False,False,2,1,task+case_study
565,Health assessment,,bearing,,,"validation performance, RMS vibration, lubrication temperature, mill feed, lubrication pressures, temperature",True,False,True,False,False,True,3,2,task+case_study+input_type
566,Fault detection,,valve body,,,,True,False,True,False,False,False,2,1,task+case_study
567,Remaining useful life estimation,,,,,"FactsRfFeatureSelection, FactsSensorData_1, Usage_Time_Hours, Vibration_mm_s",True,False,False,False,False,True,2,1,task+input_type
568,Fault detection,,medium-voltage power cables,,,field noise level,True,False,True,False,False,True,3,2,task+case_study+input_type
569,Fault detection,,cotton pickers,,,"test data, vibration signals, feature distribution shifts, output-distribution consistency, speed fluctuations, load variations",True,False,True,False,False,True,3,2,task+case_study+input_type
570,One step future state forecast,,,,,,True,False,False,False,False,False,1,0,task
571,Fault feature extraction,,essential infrastructure assets,,,,True,False,True,False,False,False,2,1,task+case_study
572,Health modelling,,rod string,,,"Factsvar1_5, working parameters",True,False,True,False,False,True,3,2,task+case_study+input_type
573,Fault detection,,solar panel,,,,True,False,True,False,False,False,2,1,task+case_study
574,Remaining useful life estimation,,robot,,,predictive maintenance,True,False,True,False,False,True,3,2,task+case_study+input_type
575,Multiple steps future state forecast,,lithium-ion battery dataset released by NASA Ames,,,,True,False,True,False,False,False,2,1,task+case_study
576,Fault detection,,oil-immersed transformer,,,"Factsdga1_1, DGA",True,False,True,False,False,True,3,2,task+case_study+input_type
577,Fault feature extraction,,batteries,,,"battery discharge capacity data, raw data, deep features, degradation features, feature engineering, historical state information, human intervention, hyperparameter adjustment, lifecycle monitoring data, local features, long-term dependencies, manual feature selection, mechanistic parameters, model training process, overfitting",True,False,True,False,False,True,3,2,task+case_study+input_type
578,Fault detection,,HPPT bench,,,,True,False,True,False,False,False,2,1,task+case_study
579,Health assessment,,belt-drive system,,,,True,False,True,False,False,False,2,1,task+case_study
580,One step future state forecast,,tire,,,"FactsRadialTreadDisplacement, FactsSensorMeasuredTargetContactPatchSize, FactsSensorMeasuredTargetFrictionCoefficient, FactsSensorMeasuredTargetRoadTexture, FactsSensorMeasuredTargetSlipAngle, FactsSensorMeasuredTargetTireLoad, FactsTireInflationPressureVariable, contact length, two-dimensional contact sector area, deformed tire profile, distance to tread surface, localized friction force, out-of-plane displacement, tire force, gap between rim and inner liner, strain, surface deformation (image-derived), tire temperature",True,False,True,False,False,True,3,2,task+case_study+input_type
581,Fault detection,,gearbox,,,"HDCN, accelerometer data, buffer sizes, power spectral density, FactsmaximumTemperature, noise levels, multiple domain orders, vibration, time-frequency images, RUL prediction",True,False,True,False,False,True,3,2,task+case_study+input_type
582,Remaining useful life estimation,,bearings,,,"number of modal components (K), EMD, penalty factor (Î±), FactsdenoisedEmpiricalModeFunctions, FactstemperatureMonitoring",True,False,True,False,False,True,3,2,task+case_study+input_type
583,Fault detection,,gearbox,,,vibration data,True,False,True,False,False,True,3,2,task+case_study+input_type
584,Remaining useful life estimation,,degradation process of photovoltaic systems,,,,True,False,True,False,False,False,2,1,task+case_study
585,Fault detection,,steady-state thermal model of a CPU die,,,,True,False,True,False,False,False,2,1,task+case_study
586,Remaining useful life estimation,,,,,AR Score 1224299,True,False,False,False,False,True,2,1,task+input_type
587,Fault detection,,,,,vibration signal,True,False,False,False,False,True,2,1,task+input_type
588,Fault detection,,,,,"FactsBatteryPackTemperature, FactsInternalResistance, FactsSoc",True,False,False,False,False,True,2,1,task+input_type
589,Health assessment,,lithium battery,,,"capacity regeneration, capacity sequence, local nonlinear dynamics, long-range dependencies, trend component",True,False,True,False,False,True,3,2,task+case_study+input_type
590,Fault feature extraction,,rolling bearings,,,,True,False,True,False,False,False,2,1,task+case_study
591,Fault detection,,sensor,,,"anomaly spoting, SCADA data",True,False,True,False,False,True,3,2,task+case_study+input_type
592,Fault detection,,reflectometers,,,,True,False,True,False,False,False,2,1,task+case_study
593,Health modelling,,,,,,True,False,False,False,False,False,1,0,task
594,Fault detection,,induction motor (maintainable item),,,"FactsvaryingLoadVariable, leakage flux measurements, stator current signals, variable load conditions",True,False,True,False,False,True,3,2,task+case_study+input_type
595,Fault detection,,autonomous robotic agents,,,input variables used by predictive maintenance models,True,False,True,False,False,True,3,2,task+case_study+input_type
596,Fault detection,,engine,,,"vibration signal, input signal, Factssignal1_9",True,False,True,False,False,True,3,2,task+case_study+input_type
597,One step future state forecast,,equipment,,,"corrective actions, failure types",True,False,True,False,False,True,3,2,task+case_study+input_type
598,Fault feature extraction,,gearbox,,,simulated signals,True,False,True,False,False,True,3,2,task+case_study+input_type
599,Fault detection,,bearing,,,"domain shift, multi-sensor, source domain",True,False,True,False,False,True,3,2,task+case_study+input_type
600,Fault detection,,BC idlers,,,"Factsrgb_images_1, Factssurface_temperature_1",True,False,True,False,False,True,3,2,task+case_study+input_type
601,Fault detection,,rotating machines,,,"dynamic machine vision data, event data, vibration analysis",True,False,True,False,False,True,3,2,task+case_study+input_type
602,Fault detection,,autolube system,,,"AIoT, input power, lubricant flow rate, pressure, pump vibration, voltage",True,False,True,False,False,True,3,2,task+case_study+input_type
603,Fault detection,,,,,,True,False,False,False,False,False,1,0,task
604,Fault feature extraction,,,,,,True,False,False,False,False,False,1,0,task
605,Fault identification,,BTA deep hole drilling,,,"orthotropic material behavior, raw signal",True,False,True,False,False,True,3,2,task+case_study+input_type
606,Remaining useful life estimation,,long-range dependence property,,,"rate of the process, a",True,False,True,False,False,True,3,2,task+case_study+input_type
607,Health assessment,,lithium NMC-based 4S3P cylindrical cell module,,,"current, live sensor telemetry, state-of-charge, temperature, terminal voltage, Factsvar3_21",True,False,True,False,False,True,3,2,task+case_study+input_type
608,Fault detection,,,,,"MCC, FactsthermalStress",True,False,False,False,False,True,2,1,task+input_type
609,Fault detection,,OpenMax,,,,True,False,True,False,False,False,2,1,task+case_study
610,Remaining useful life estimation,,SAX,,,"SAX, production cycle, steady-state, z-normalization, Symbolic Aggregate Approximation, dimensionality reduction, electric current range, handling of imbalanced datasets, Printed Circuit Board industry, electricity consumption by windmill motors (A), electricity consumption by heaters (A)",True,False,True,False,False,True,3,2,task+case_study+input_type
611,Health assessment,,new energy vehicles,,,InformationContentEntity,True,False,True,False,False,True,3,2,task+case_study+input_type
612,One step future state forecast,,,,,,True,False,False,False,False,False,1,0,task
613,Fault detection,,bearing,,,,True,False,True,False,False,False,2,1,task+case_study
614,Fault detection,,landfill site,,,"electric current, failure history, noise, operational status, current consumption related to torque, pH, transparency",True,False,True,False,False,True,3,2,task+case_study+input_type
615,One step future state forecast,,,,,,True,False,False,False,False,False,1,0,task
616,Fault identification,,long-service wind tunnel infrastructures,,,"flow field, structural behaviors, Factswater_droplet_median_diameter1",True,False,True,False,False,True,3,2,task+case_study+input_type
617,Fault detection,,ball,,,vibration signal,True,False,True,False,False,True,3,2,task+case_study+input_type
618,One step future state forecast,,,,,,True,False,False,False,False,False,1,0,task
619,Fault identification,,power transformers,,,,True,False,True,False,False,False,2,1,task+case_study
620,Fault detection,,High voltage insulators,,,"performance, Ultraviolet, FactshumidityVar1",True,False,True,False,False,True,3,2,task+case_study+input_type
621,Fault detection,,power grid,,,,True,False,True,False,False,False,2,1,task+case_study
622,Remaining useful life estimation,,orthotropic steel bridge deck welds,,,predictive maintenance,True,False,True,False,False,True,3,2,task+case_study+input_type
623,Remaining useful life estimation,,vibration modes,,,"multi-scale feature fusion, channel attention mechanisms, residual connections, complex machining environments, external disturbances, instability at boundaries, large oscillations, vibration modes, RUL, intrinsic mode functions",True,False,True,False,False,True,3,2,task+case_study+input_type
624,Remaining useful life estimation,,commercial greenhouse,,,"external environment, FactsfullLifeCycleManagement, control information, sensor data, real-world data, switch voltage, current, vibration, noise, environmental factors",True,False,True,False,False,True,3,2,task+case_study+input_type
625,Health assessment,,bearings,,,"voltages, SCADA, dense instrumentation, extensive calibration, Factsfeature_set_1",True,False,True,False,False,True,3,2,task+case_study+input_type
626,Fault detection,,UAV,,,training set,True,False,True,False,False,True,3,2,task+case_study+input_type
627,Remaining useful life estimation,,Condition-Based Maintenance,,,"CNN, DCNN, Monte Carlo dropout, TCN",True,False,True,False,False,True,3,2,task+case_study+input_type
628,Remaining useful life estimation,,PEMFC,,,"Factsaging_tolerant_control_strategy_1, ANN, degradation behavior, Factsextend_service_life_1, manual selection of features, historical data, Factspemfc_1_reliance_platinum, Factspv1",True,False,True,False,False,True,3,2,task+case_study+input_type
629,Remaining useful life estimation,,AAC system,,,"acoustic emissions, humidity, noise, oil analysis data, pressure, vibration pattern, voltage",True,False,True,False,False,True,3,2,task+case_study+input_type
630,Remaining useful life estimation,,equipment,,,"input signals, Probability Density Functions",True,False,True,False,False,True,3,2,task+case_study+input_type
631,Remaining useful life estimation,,motor,,,"TSA signals, phase, Factsvariable2_4, vibration signal",True,False,True,False,False,True,3,2,task+case_study+input_type
632,Fault identification,,,,,,True,False,False,False,False,False,1,0,task
633,Health assessment,,bus-line,,,gap length,True,False,True,False,False,True,3,2,task+case_study+input_type
634,Fault detection,,,,,,True,False,False,False,False,False,1,0,task
635,Fault detection,,voltage unbalance,,,"electric motors, microprocessors, external server infrastructures, vibration, thermal, fuzzy logic, Motor Current Signature Analysis, voltage unbalance, cloud infrastructure, PCA",True,False,True,False,False,True,3,2,task+case_study+input_type
636,Fault identification,,,,,"Factsauditory_emissions1, Factselectromagnetic_torque1, Factsinstantaneous_power1, Factsrotor_speed1, negative-sequence current, Factsstator_current1",True,False,False,False,False,True,2,1,task+input_type
637,Remaining useful life estimation,,axial fan motors,,,"diagnostic signals, FactsexternalStrayFlux, Factssound, Factstemperature_2",True,False,True,False,False,True,3,2,task+case_study+input_type
638,Fault feature extraction,,autonomous cars,,,,True,False,True,False,False,False,2,1,task+case_study
639,Health assessment,,,,,"FactslubricantTemperature, FactsspatiotemporalEvolutionOfGearPitting",True,False,False,False,False,True,2,1,task+input_type
640,Health assessment,,SCADA dataset,,,,True,False,True,False,False,False,2,1,task+case_study
641,Fault identification,,elevator,,,"Factsdata3_1, energy efficiency, lifting height, load capacity, travel speed",True,False,True,False,False,True,3,2,task+case_study+input_type
642,Fault detection,,,,,"relevant features, FactsonboardSensors, FactstemperatureSignal",True,False,False,False,False,True,2,1,task+input_type
643,Fault detection,,coal power units,,,"device operating variables, feature data",True,False,True,False,False,True,3,2,task+case_study+input_type
644,Health assessment,,aircraft component,,,"pressure, altitude, voltage waveform, defect type, electric field",True,False,True,False,False,True,3,2,task+case_study+input_type
645,Health assessment,,induction machine,,,"Factsdata_variable_1, ball-pass-related frequencies, Fast Fourier Transform, online monitoring, digital-twin applications, bearing defects, advanced signal-processing techniques, stator current, torque, flux, vibration",True,False,True,False,False,True,3,2,task+case_study+input_type
646,Fault detection,,slewing bearing,,,"FactsvarNoise, FactsvarSensorDrift",True,False,True,False,False,True,3,2,task+case_study+input_type
647,Fault detection,,pump,,,"sensitivity features in frequency domain, gas content, acoustic signal, pressure input",True,False,True,False,False,True,3,2,task+case_study+input_type
648,Fault detection,,engine,,,"pressure, temperature, velocity, health index",True,False,True,False,False,True,3,2,task+case_study+input_type
649,Fault identification,,conveyor belt,,,,True,False,True,False,False,False,2,1,task+case_study
650,Remaining useful life estimation,,FDM gears,,,,True,False,True,False,False,False,2,1,task+case_study
651,Fault detection,,photovoltaic inverter,,,fault detection,True,False,True,False,False,True,3,2,task+case_study+input_type
652,Fault feature extraction,,transformer,,,"load rate, upper oil temperature, winding temperature, dissolved gas components, fusion indices, FactstopOilLayer",True,False,True,False,False,True,3,2,task+case_study+input_type
653,Fault detection,,die-bonding machine,,,"motion profile, Factstopic5_2, torque",True,False,True,False,False,True,3,2,task+case_study+input_type
654,Remaining useful life estimation,,SPD,,,"leakage current, FactsnonlinearCoefficient, nonlinear protection capability, FactsparallelCapacitance, FactsparallelResistance, varistor voltage",True,False,True,False,False,True,3,2,task+case_study+input_type
655,Remaining useful life estimation,,lithium-ion battery,,,,True,False,True,False,False,False,2,1,task+case_study
656,Fault detection,,paper,,,X t,True,False,True,False,False,True,3,2,task+case_study+input_type
657,Health assessment,,bearing,,,"vibration signals, FactsnonZeroEntries",True,False,True,False,False,True,3,2,task+case_study+input_type
658,Fault detection,,spur gearbox,,,"condition indicator, frequency domain, statistical parameters, vibration signal",True,False,True,False,False,True,3,2,task+case_study+input_type
659,Fault detection,,clinical assets,,,"device telemetry, workload signals, temperature, vibration, pressure, sensor streams, Factsusage1",True,False,True,False,False,True,3,2,task+case_study+input_type
660,Fault detection,,busbars,,,low-voltage network,True,False,True,False,False,True,3,2,task+case_study+input_type
661,Fault detection,,critical feedwater pumps,,,"risk curves, traceability",True,False,True,False,False,True,3,2,task+case_study+input_type
662,Health assessment,,ZnO varistor,,,"damping factor, measured reference voltage signal, measured values, nonlinearity exponent, resistive current, number of sample points, scaling coefficient, predefined tolerance threshold, total leakage current, voltage",True,False,True,False,False,True,3,2,task+case_study+input_type
663,Fault detection,,subsea pipelines,,,"Factslpwan, FactsopticalFiberSensors1",True,False,True,False,False,True,3,2,task+case_study+input_type
664,Fault detection,,industrial machine,,,"Mel energies, inverse-Mel scale based acoustic features, MFCC",True,False,True,False,False,True,3,2,task+case_study+input_type
665,Health assessment,,GIS,,,UHF signal,True,False,True,False,False,True,3,2,task+case_study+input_type
666,Health assessment,,planetary journal bearing,,,friction state,True,False,True,False,False,True,3,2,task+case_study+input_type
667,Fault detection,,high-voltage isolation switches,,,"motor power signals, raw data",True,False,True,False,False,True,3,2,task+case_study+input_type
668,Health assessment,,,,,,True,False,False,False,False,False,1,0,task
669,Fault detection,,safety,,,"safety, Real-time sensor data",True,False,True,False,False,True,3,2,task+case_study+input_type
670,Fault detection,,rotating machinery,,,"FactsoperationalVariables, ultrasound levels, vibration velocity",True,False,True,False,False,True,3,2,task+case_study+input_type
671,Fault identification,,wind farms,,,"viscosity, water content, acidity, particle count, initial degradation, fuel, friction performance, early detection, bench testing, severe",True,False,True,False,False,True,3,2,task+case_study+input_type
672,Fault detection,,GFRPC laminate,,,"number of holes, feed rate, drill diameter, thrust force, vibration",True,False,True,False,False,True,3,2,task+case_study+input_type
673,Health assessment,,rolling element bearings,,,vibration measurement,True,False,True,False,False,True,3,2,task+case_study+input_type
674,Fault detection,,PV inverter,,,temporal leakage,True,False,True,False,False,True,3,2,task+case_study+input_type
675,Fault detection,,,,,"varying load effects, vibration signals, FactsvibrationData",True,False,False,False,False,True,2,1,task+input_type
676,Remaining useful life estimation,,SAG mill,,,"convolutional network features, current, prognostics, rotational speed, lube-oil pressures, hydrocyclone feed, hydrocyclone pressure, operating-state segmentation, time alignment, vibration, acoustic emissions, torque, temperature, load, particle-size proxies, mill power, process images, sensor streams",True,False,True,False,False,True,3,2,task+case_study+input_type
677,Fault detection,,work roll S,,,,True,False,True,False,False,False,2,1,task+case_study
678,Remaining useful life estimation,,lithium-ion battery,,,"Factsimf1_1, time warp profile",True,False,True,False,False,True,3,2,task+case_study+input_type
679,Health assessment,,bearing,,,"features, vibration signal, grayscale image",True,False,True,False,False,True,3,2,task+case_study+input_type
680,Fault detection,,C-MAPSS simulation dataset,,,,True,False,True,False,False,False,2,1,task+case_study
681,Fault detection,,impeller defects,,,"intrinsic mode functions, raw signal",True,False,True,False,False,True,3,2,task+case_study+input_type
682,Fault detection,,IIoT network,,,,True,False,True,False,False,False,2,1,task+case_study
683,Remaining useful life estimation,,extraction of spatiotemporal features,,,"features, Input shape, time steps",True,False,True,False,False,True,3,2,task+case_study+input_type
684,Fault detection,,lithium-ion battery,,,,True,False,True,False,False,False,2,1,task+case_study
685,Remaining useful life estimation,,industrial pump,,,,True,False,True,False,False,False,2,1,task+case_study
686,Fault detection,,electrical system,,,"FactsspeedData, Factsvar3_24",True,False,True,False,False,True,3,2,task+case_study+input_type
687,Fault identification,,acoustic emission sensor,,,,True,False,True,False,False,False,2,1,task+case_study
688,Fault detection,,rail transit system,,,"bracket force, dynamic stagger",True,False,True,False,False,True,3,2,task+case_study+input_type
689,Fault detection,,rolling element bearing,,,,True,False,True,False,False,False,2,1,task+case_study
690,Remaining useful life estimation,,tantalum capacitors,,,temperature measurements,True,False,True,False,False,True,3,2,task+case_study+input_type
691,Fault detection,,flexspline,,,"degradation data, HD life test",True,False,True,False,False,True,3,2,task+case_study+input_type
692,Fault detection,,rolling element bearing,,,"vibration signals, image data, sensor data, deep learning, accuracy",True,False,True,False,False,True,3,2,task+case_study+input_type
693,Fault detection,,Francis turbine,,,"prediction, FactspowerOutput",True,False,True,False,False,True,3,2,task+case_study+input_type
694,Remaining useful life estimation,,lithium-ion battery,,,,True,False,True,False,False,False,2,1,task+case_study
695,Remaining useful life estimation,,reciprocating compressor,,,,True,False,True,False,False,False,2,1,task+case_study
696,Fault detection,,maintainable item,,,"acoustic signals, data variable, run-to-failure data",True,False,True,False,False,True,3,2,task+case_study+input_type
697,Fault detection,,standby diesel generator,,,"net load, Factsvar3_18",True,False,True,False,False,True,3,2,task+case_study+input_type
698,Fault detection,,blanking process,,,"data scarcity, tool geometry, material thickness, force signal, Gramian Angular Field, manufacturing conditions, time-series data, training data availability",True,False,True,False,False,True,3,2,task+case_study+input_type
699,Fault detection,,boiler,,,,True,False,True,False,False,False,2,1,task+case_study
700,Fault detection,,wind energy asset,,,quantitative defect parameters,True,False,True,False,False,True,3,2,task+case_study+input_type
701,Fault detection,,gearbox,,,"current-based methods, current signal, mechanical vibration, electric torque",True,False,True,False,False,True,3,2,task+case_study+input_type
702,Fault detection,,,,,SCADA data,True,False,False,False,False,True,2,1,task+input_type
703,Fault detection,,PV system,,,"performance, dust sensor, historical data, humidity sensor, direct irradiance sensing, Pyranometer, sensor, wind speed sensor",True,False,True,False,False,True,3,2,task+case_study+input_type
704,Fault identification,,centrifugal pump,,,"Casing Vibration, Current, Pump Load Variation (PGV)",True,False,True,False,False,True,3,2,task+case_study+input_type
705,Remaining useful life estimation,,lithium batteries,,,,True,False,True,False,False,False,2,1,task+case_study
706,Remaining useful life estimation,,aircraft engines,,,"datasets, engine degradation parameters, system's lifecycle, redundant sensors, time",True,False,True,False,False,True,3,2,task+case_study+input_type
707,Health assessment,,SF6 high-voltage circuit breaker,,,arc-extinguishing,True,False,True,False,False,True,3,2,task+case_study+input_type
708,Health assessment,,,,,"FactsbatteryHealth1, handcrafted features, specific datasets, time-domain features, wavelet-domain features",True,False,False,False,False,True,2,1,task+input_type
709,Health assessment,,axle box bearing,,,,True,False,True,False,False,False,2,1,task+case_study
710,Fault detection,,load current unbalance,,,,True,False,True,False,False,False,2,1,task+case_study
711,Fault detection,,Power transformer,,,"Insulation, Temperature, Failure, FactsinsulationDegradation, Load, FactsrelieffBasedAttributePreference, thermal transients, cellulose insulation degradation, Humidity, Age, demand variation",True,False,True,False,False,True,3,2,task+case_study+input_type
712,Fault detection,,,,,cutting force,True,False,False,False,False,True,2,1,task+input_type
713,Remaining useful life estimation,,case study record,,,"RUL, sugarcane flow, electrical power, Factssec1",True,False,True,False,False,True,3,2,task+case_study+input_type
714,Health assessment,,OCTG systems,,,"corrosive substances, temperature, fluid chemistry, stress",True,False,True,False,False,True,3,2,task+case_study+input_type
715,Fault detection,,,,,FT features,True,False,False,False,False,True,2,1,task+input_type
716,Fault detection,,fragile,,,"CNNs, current signals, spectral sidebands, signals that change with time, transient features, vibration signals",True,False,True,False,False,True,3,2,task+case_study+input_type
717,Fault detection,,,,,,True,False,False,False,False,False,1,0,task
718,Fault detection,,cylindrical structures,,,,True,False,True,False,False,False,2,1,task+case_study
719,Fault feature extraction,,multilayered PCB,,,,True,False,True,False,False,False,2,1,task+case_study
720,Fault detection,,bearing,,,"systematic feature extraction, measured signals, raw data features, vibration signals",True,False,True,False,False,True,3,2,task+case_study+input_type
721,Health assessment,,rim,,,"reverberation time, ADF method, mass, sound absorption coefficient",True,False,True,False,False,True,3,2,task+case_study+input_type
722,Remaining useful life estimation,,,,,InformationContentEntity,True,False,False,False,False,True,2,1,task+input_type
723,Fault detection,,bearing dataset,,,"FactsdataCorruption, FactsdataDistributionDiscrepancies, FactsgrayscaleImages_1, FactslimitedTrainingData, FactsoperationalVariability, FactsprivacyConcerns, FactswaveletCoherence",True,False,True,False,False,True,3,2,task+case_study+input_type
724,Health assessment,,transformer,,,"Ethane, Oil temperature at site, CO, Breakdown Voltage",True,False,True,False,False,True,3,2,task+case_study+input_type
725,Fault detection,,earthing brush fault,,,"shaft current, shaft voltage",True,False,True,False,False,True,3,2,task+case_study+input_type
726,Fault detection,,WTB,,,"RGB imagery, infrared thermography",True,False,True,False,False,True,3,2,task+case_study+input_type
727,Fault detection,,motors,,,"image data, operational behavior, weather conditions, power generation, drive train characteristics, vibration data, acceleration data, label space, NBM",True,False,True,False,False,True,3,2,task+case_study+input_type
728,Fault detection,,safety,,,"fault histories, sensor measurements",True,False,True,False,False,True,3,2,task+case_study+input_type
729,Remaining useful life estimation,,,,,,True,False,False,False,False,False,1,0,task
730,One step future state forecast,,battery energy storage systems,,,,True,False,True,False,False,False,2,1,task+case_study
