batch_index,corpus_id,source_pdf,facts_file,status
165,paper-0662,extraction_papers/paper-0662_automatic_parameter_update_algorithm_for_regression_models_to_estimate_remaining_useful_life.pdf,facts_1dfe564c9a8c.ttl,extracted
166,paper-0667,extraction_papers/paper-0667_residual_life_prediction_of_progressive_failure_bearings_based_on_ngo_avmd_hybrid_domain_fea.pdf,facts_f62b45f91653.ttl,extracted
167,paper-0669,extraction_papers/paper-0669_fractional_long_range_dependence_model_for_remaining_useful_life_estimation_of_roller_bearin.pdf,facts_8329bdcb4b52.ttl,extracted
168,paper-0670,extraction_papers/paper-0670_support_vector_machine_and_k_means_clustering_for_advanced_wheel_flat_identification_a_compa.pdf,facts_b468c3c4b64a.ttl,extracted
169,paper-0672,extraction_papers/paper-0672_investigation_of_exponent_free_lstm_cells_for_virtual_sensing_applications.pdf,facts_184d608e1f84.ttl,extracted
170,paper-0673,extraction_papers/paper-0673_an_intelligent_support_method_for_the_formation_of_control_actions_in_proactive_management_o.pdf,facts_3c5b1b15be09.ttl,extracted
171,paper-0675,extraction_papers/paper-0675_multi_scale_feature_enhancement_for_gearbox_fault_diagnosis_under_variable_operating_conditi.pdf,facts_ec1fe9ef17bb.ttl,extracted
172,paper-0678,extraction_papers/paper-0678_remaining_useful_life_prediction_of_rolling_bearings_via_wavelet_feature_fusion_and_lstm_net.pdf,facts_2cfb118e9d92.ttl,extracted
173,paper-0679,extraction_papers/paper-0679_a_finite_horizon_condition_based_maintenance_and_spare_parts_ordering_policy_for_a_two_unit.pdf,facts_e2f2354dbf9d.ttl,extracted
174,paper-0681,extraction_papers/paper-0681_state_space_estimation_in_discriminant_subspace_a_kalman_filtering_approach_for_turbofan_eng.pdf,facts_f8c14a9dd235.ttl,extracted
175,paper-0682,extraction_papers/paper-0682_sensor_driven_predictive_vehicle_maintenance_and_routing_problem_with_time_windows.pdf,facts_ababe52429c3.ttl,extracted
176,paper-0684,extraction_papers/paper-0684_a_small_sample_fault_diagnosis_method_for_high_voltage_circuit_breaker_spring_mechanisms_bas.pdf,facts_d0fbf5e6b909.ttl,extracted
177,paper-0686,extraction_papers/paper-0686_bayesian_gaussian_mixture_model_classifier_for_fault_detection_in_induction_motors_using_sta.pdf,facts_2b6e75ab029f.ttl,extracted
178,paper-0693,extraction_papers/paper-0693_in_situ_detection_of_fouling_in_crossflow_filtration_using_3_sensing.pdf,facts_3bcaccb87e71.ttl,extracted
179,paper-0698,extraction_papers/paper-0698_hvac_smart_predictive_maintenance_using_machine_learning_and_bayesian_network.pdf,facts_8f6fbb01e775.ttl,extracted
180,paper-0702,extraction_papers/paper-0702_deep_learning_based_visual_analytics_for_efficiency_and_safety_optimization_in_power_infrast.pdf,facts_e454f7446f6b.ttl,extracted
181,paper-0704,extraction_papers/paper-0704_marine_engine_cylinder_exhaust_temperature_prediction_based_on_pso_optimized_cnn_lstm_attent.pdf,facts_56c24a4b2483.ttl,extracted
182,paper-0706,extraction_papers/paper-0706_condition_monitoring_model_development_for_belt_systems_using_hybrid_cnn_bilstm_deep_learnin.pdf,facts_f34d0afa1e71.ttl,extracted
183,paper-0708,extraction_papers/paper-0708_a_periodic_fractional_wiener_process_for_remaining_useful_life_prediction_of_photovoltaic_sy.pdf,facts_f825989f2ec1.ttl,extracted
184,paper-0709,extraction_papers/paper-0709_rul_prediction_method_for_tools_based_on_multi_channel_cnn_and_cross_modal_transformer.pdf,facts_70f53c87c69c.ttl,extracted
185,paper-0711,extraction_papers/paper-0711_ensemble_learning_based_battery_health_estimation_a_comparative_study_of_rul_soc_and_soh_pre.pdf,facts_9ae8c7096b85.ttl,extracted
186,paper-0712,extraction_papers/paper-0712_deep_learning_based_power_transformer_condition_monitoring_and_fault_diagnosis_algorithm.pdf,facts_b6cf69d1677f.ttl,extracted_after_sanitized_retry
187,paper-0713,extraction_papers/paper-0713_experimental_investigation_and_vibration_based_condition_analysis_for_varying_load_of_gear_b.pdf,facts_f7eae092b413.ttl,extracted
188,paper-0714,extraction_papers/paper-0714_from_reliability_modelling_to_cognitive_orchestration_a_paradigm_shift_in_aircraft_predictiv.pdf,facts_13a2395c2081.ttl,extracted
189,paper-0715,extraction_papers/paper-0715_integration_of_numerical_and_experimental_methods_to_improve_the_safety_of_working_machines.pdf,facts_eeaa3f923a63.ttl,extracted
190,paper-0716,extraction_papers/paper-0716_from_blade_loads_to_rotor_health_an_inverse_modelling_approach_for_wind_turbine_monitoring.pdf,facts_1996f16e00b3.ttl,extracted
191,paper-0719,extraction_papers/paper-0719_smart_predictive_maintenance_a_tcn_based_system_for_early_fault_detection_in_industrial_mach.pdf,facts_4cfe55c1f5ef.ttl,extracted
192,paper-0720,extraction_papers/paper-0720_modern_data_driven_strategies_for_enhancing_reliability_and_efficiency_in_predictive_mainten.pdf,facts_cde5a3fb156d.ttl,extracted
193,paper-0722,extraction_papers/paper-0722_evaluating_reconstruction_based_and_proximity_based_methods_a_four_way_comparison_ae_lstm_ae.pdf,facts_0cf575569a46.ttl,extracted
194,paper-0724,extraction_papers/paper-0724_improved_cnn_lstm_bearing_remaining_useful_life_prediction_based_on_the_weibull_loss_functio.pdf,facts_3646b6f83eec.ttl,extracted
195,paper-0725,extraction_papers/paper-0725_an_ai_digital_platform_for_fault_diagnosis_and_rul_estimation_in_drivetrain_systems_under_va.pdf,facts_db4c36817c48.ttl,extracted
196,paper-0726,extraction_papers/paper-0726_predictive_repair_of_vehicle_r1234yf_refrigerant_systems_based_on_monitoring_of_micro_leakag.pdf,facts_e2b1d882f32b.ttl,extracted
197,paper-0728,extraction_papers/paper-0728_trend_prediction_of_distribution_network_fault_symptoms_based_on_xlstm_informer_fusion_model.pdf,facts_edfb051dca2e.ttl,extracted
198,paper-0729,extraction_papers/paper-0729_shap_based_feature_selection_with_a_hybrid_convolutional_and_recurrent_deep_learning_framewo.pdf,facts_d1cdcadecd98.ttl,extracted
199,paper-0730,extraction_papers/paper-0730_single_frequency_impedance_monitoring_of_li_ion_18650_cells_for_battery_management_applicati.pdf,facts_44aad467543c.ttl,extracted
200,paper-0731,extraction_papers/paper-0731_machine_learning_enhanced_state_aware_health_assessment_of_industrial_assets_under_zero_labe.pdf,facts_3586d03d85ef.ttl,extracted
201,paper-0732,extraction_papers/paper-0732_vibration_based_bearing_fault_diagnosis_in_noisy_conditions_using_matrix_pencil_mean_frequen.pdf,facts_7da6df745dc5.ttl,extracted
202,paper-0733,extraction_papers/paper-0733_wind_turbine_fault_estimation_using_sliding_mode_observer_based_on_takagi_sugeno_fuzzy_model.pdf,facts_e55acaf01cc5.ttl,extracted
203,paper-0737,extraction_papers/paper-0737_printed_crack_detection_sensors_for_shm_based_on_direct_ink_write_additive_manufacturing.pdf,facts_24b4f118581d.ttl,extracted
204,paper-0738,extraction_papers/paper-0738_ai_applications_for_drone_of_things_in_the_power_sector.pdf,facts_695231da8662.ttl,extracted
205,paper-0741,extraction_papers/paper-0741_a_fine_tuning_deep_learning_framework_to_palliate_data_distribution_shift_effects_in_rotary.pdf,facts_ed31a7b35952.ttl,extracted
206,paper-0742,extraction_papers/paper-0742_design_of_a_wireless_monitoring_system_for_cooling_efficiency_of_grid_forming_svg.pdf,facts_7aeb85c6cf0b.ttl,extracted
207,paper-0747,extraction_papers/paper-0747_a_leakage_aware_and_reproducible_evaluation_framework_for_predictive_maintenance_classificat.pdf,facts_891b3ea550a0.ttl,extracted
208,paper-0749,extraction_papers/paper-0749_early_stage_damage_diagnosis_of_rolling_bearings_based_on_acoustic_emission_signals_interpre.pdf,facts_cd699842b395.ttl,extracted
209,paper-0750,extraction_papers/paper-0750_a_pre_activated_residual_parallel_convolutional_block_based_bigru_model_for_remaining_useful.pdf,facts_f2f6fe6c1c7b.ttl,extracted
210,paper-0751,extraction_papers/paper-0751_split_federated_learning_for_efficient_and_privacy_preserving_predictive_maintenance_in_reso.pdf,facts_e5a95337168b.ttl,extracted
211,paper-0752,extraction_papers/paper-0752_design_of_a_dual_chain_synchronization_monitoring_system_for_scraper_conveyors_based_on_magn.pdf,facts_4a304c34b75e.ttl,extracted
212,paper-0753,extraction_papers/paper-0753_mathematical_model_to_predict_vibration_behavior_of_lm6000_gas_turbines_at_musayyib_thermal.pdf,facts_c9f0c65295d5.ttl,extracted
213,paper-0754,extraction_papers/paper-0754_domain_adapted_explainability_for_machine_learning_predictions_of_rotodynamic_pump_degradati.pdf,facts_e1be51b0c534.ttl,extracted
214,paper-0757,extraction_papers/paper-0757_umap_and_k_means_based_degradation_condition_identification_for_switch_machines.pdf,facts_01ed610980f6.ttl,extracted
215,paper-0759,extraction_papers/paper-0759_predictive_maintenance_optimization_for_industrial_equipment_via_reliable_prognosis_and_risk.pdf,facts_0efdf6da33d6.ttl,extracted
216,paper-0761,extraction_papers/paper-0761_multi_level_short_circuit_fault_detection_in_induction_motors_using_deep_cnn_lstm_networks_f.pdf,facts_02fa479982bb.ttl,extracted
217,paper-0763,extraction_papers/paper-0763_hybrid_kolmogorov_arnold_and_xlstm_network_for_enhanced_rul_prediction_of_lithium_batteries.pdf,facts_b1ca20e0faf4.ttl,extracted
218,paper-0765,extraction_papers/paper-0765_resource_efficient_telemetry_based_condition_monitoring_with_digitally_configurable_dc_dc_co.pdf,facts_9b159fe947f5.ttl,extracted
219,paper-0769,extraction_papers/paper-0769_machine_learning_framework_for_fault_detection_and_diagnosis_in_rotating_machinery.pdf,facts_7b7d5c4dd1ba.ttl,extracted
220,paper-0771,extraction_papers/paper-0771_health_status_assessment_of_unmanned_aerial_vehicle_engine_based_on_ahp_enhancement_and_mult.pdf,facts_c39995eec18e.ttl,extracted
221,paper-0773,extraction_papers/paper-0773_assessment_of_insulation_aging_condition_for_dry_type_transformer_epoxy_resin_based_on_diele.pdf,facts_3b442c32918c.ttl,extracted
222,paper-0775,extraction_papers/paper-0775_development_of_a_physics_based_digital_twin_framework_for_a_3_mw_class_wind_turbine.pdf,facts_1489f1caf7d4.ttl,extracted
223,paper-0776,extraction_papers/paper-0776_a_moving_window_based_feature_extraction_method_for_gearbox_fault_detection_using_vibration.pdf,facts_eae1b40b21d7.ttl,extracted
224,paper-0779,extraction_papers/paper-0779_hybrid_deep_learning_for_predictive_maintenance_in_industrial_machinery_using_lstm_and_mlp_m.pdf,facts_83d39a85d59f.ttl,extracted
225,paper-0780,extraction_papers/paper-0780_unsupervised_feature_space_analysis_for_robust_motor_fault_diagnosis_under_varying_operating.pdf,facts_81e786de9dfb.ttl,extracted
226,paper-0782,extraction_papers/paper-0782_predictive_maintenance_in_pharma_manufacturing_challenges_and_strategic_directions.pdf,facts_2090c159abe1.ttl,extracted
227,paper-0783,extraction_papers/paper-0783_comparative_evaluation_of_yolo_and_transformer_based_models_for_photovoltaic_fault_detection.pdf,facts_9111fec121ac.ttl,extracted
228,paper-0789,extraction_papers/paper-0789_remaining_useful_life_prediction_of_electronic_power_components_based_on_a_hybrid_model_comb.pdf,facts_804c201052fc.ttl,extracted
229,paper-0790,extraction_papers/paper-0790_design_and_simulation_based_validation_of_an_embedded_acquisition_architecture_for_in_situ_p.pdf,facts_5b1cc3467d7a.ttl,extracted
230,paper-0791,extraction_papers/paper-0791_temporal_consistency_for_reliability_enhancement_in_correlation_based_time_frequency_domain.pdf,facts_2d91c598af4f.ttl,extracted
231,paper-0792,extraction_papers/paper-0792_optimal_maintenance_strategy_for_imperfect_manufacturing_system_considering_operational_avai.pdf,facts_1aa5b3e6f988.ttl,extracted
232,paper-0793,extraction_papers/paper-0793_vibration_based_wear_state_assessment_of_hopper_scales_a_coupled_dem_fem_approach.pdf,facts_c79730cbafdd.ttl,extracted
233,paper-0794,extraction_papers/paper-0794_research_on_edge_feature_extraction_methods_for_device_monitoring_based_on_cloud_edge_collab.pdf,facts_1d38dce714eb.ttl,extracted
234,paper-0795,extraction_papers/paper-0795_engine_failure_prediction_on_large_scale_cmapss_data_using_hybrid_feature_selection_and_imba.pdf,facts_a4a8eec7e361.ttl,extracted
235,paper-0798,extraction_papers/paper-0798_prediction_of_remaining_life_of_relay_protection_equipment_using_transformer_holt_model.pdf,facts_7ce8147528a3.ttl,extracted
236,paper-0799,extraction_papers/paper-0799_automated_structuring_and_analysis_of_unstructured_equipment_maintenance_text_data_in_manufa.pdf,facts_ff63b248f6b7.ttl,extracted
237,paper-0800,extraction_papers/paper-0800_integration_of_digital_twins_and_machine_learning_for_predictive_maintenance_using_apar_meth.pdf,facts_4d6301d8044f.ttl,extracted
238,paper-0802,extraction_papers/paper-0802_research_on_remaining_useful_life_prediction_of_equipment_based_on_digital_twins.pdf,facts_e2bdf9e84552.ttl,extracted
239,paper-0804,extraction_papers/paper-0804_an_intelligent_life_prediction_approach_employing_machine_learning_models_for_the_power_tran.pdf,facts_4501d16e33bc.ttl,extracted
240,paper-0805,extraction_papers/paper-0805_fires_in_urban_passenger_transport_vehicles_engine_case_study.pdf,facts_6284342b1ba8.ttl,extracted
241,paper-0808,extraction_papers/paper-0808_machine_learning_driven_predictive_maintenance_models_for_hydrogen_fuel_cell_systems_in_smar.pdf,facts_9533e9913740.ttl,extracted
242,paper-0810,extraction_papers/paper-0810_a_comparative_study_of_rqa_guided_attention_mechanisms_with_lstm_autoencoder_for_bearing_ano.pdf,facts_27df4a5e3a93.ttl,extracted
243,paper-0811,extraction_papers/paper-0811_early_remaining_useful_life_prediction_of_lithium_ion_batteries_based_on_a_hybrid_machine_le.pdf,facts_515756e1aadd.ttl,extracted
244,paper-0815,extraction_papers/paper-0815_a_hybrid_large_kernel_cnn_and_markov_feature_framework_for_remaining_useful_life_prediction.pdf,facts_1e7646977023.ttl,extracted
245,paper-0817,extraction_papers/paper-0817_coupling_model_and_early_stage_internal_short_circuits_fault_diagnosis_for_gel_electrolyte_l.pdf,facts_9bc3da5e3b19.ttl,extracted
246,paper-0818,extraction_papers/paper-0818_a_frequency_adaptive_feature_extraction_framework_for_bearing_remaining_useful_life_predicti.pdf,facts_6009f13f692f.ttl,extracted
247,paper-0819,extraction_papers/paper-0819_reliability_analysis_of_two_stage_nonlinear_phase_dependent_wiener_degradation_process.pdf,facts_f0313ba46488.ttl,extracted
248,paper-0820,extraction_papers/paper-0820_a_modular_and_integrated_on_board_system_for_freight_train_condition_monitoring_design_appro.pdf,facts_3c9ad7411517.ttl,extracted
249,paper-0821,extraction_papers/paper-0821_vibration_based_mechanical_fault_diagnosis_of_on_load_tap_changers_using_fuzzy_set_theory.pdf,facts_400bbf651a24.ttl,extracted
250,paper-0822,extraction_papers/paper-0822_remaining_life_prediction_of_lithium_ion_batteries_based_on_vmd_decomposition_and_cascaded_b.pdf,facts_036cad9d17bd.ttl,extracted
251,paper-0825,extraction_papers/paper-0825_from_hours_to_milliseconds_dual_horizon_fault_prediction_for_dynamic_wireless_ev_charging_vi.pdf,facts_8c4034ec538a.ttl,extracted
252,paper-0826,extraction_papers/paper-0826_prediction_of_the_remaining_useful_life_of_lithium_ion_batteries_based_on_the_optimized_ttao.pdf,facts_872943c34037.ttl,extracted
253,paper-0829,extraction_papers/paper-0829_rolling_bearing_remaining_useful_life_prediction_via_parameter_optimized_vmd_and_hybrid_tcn.pdf,facts_fc17fe9060c4.ttl,extracted
254,paper-0839,extraction_papers/paper-0839_artificial_neural_networks_for_predictive_maintenance_fault_prediction_in_belt_drive_systems.pdf,facts_5eeeb5d8e008.ttl,extracted
255,paper-0843,extraction_papers/paper-0843_a_hybrid_metaheuristic_and_deep_learning_framework_for_robust_predictive_maintenance_in_wind.pdf,facts_8462dbdc4a6a.ttl,extracted
256,paper-0844,extraction_papers/paper-0844_maximizing_uptime_of_the_aging_road_tanker_fleets_in_labor_shortages_and_economic_uncertaint.pdf,facts_b21b67fc8e43.ttl,extracted
257,paper-0846,extraction_papers/paper-0846_real_time_xr_maintenance_support_integrating_large_language_models_in_the_era_of_the_industr.pdf,facts_8a0548fc5770.ttl,extracted
258,paper-0848,extraction_papers/paper-0848_robust_energy_centric_machine_learning_assisted_fault_detection_diagnosis_an_extrusion_case.pdf,facts_6ce70958b289.ttl,extracted
259,paper-0853,extraction_papers/paper-0853_impact_of_internal_validation_protocols_on_predictive_maintenance_performance_in_biomedical.pdf,facts_4170e8a6f8ef.ttl,extracted
260,paper-0856,extraction_papers/paper-0856_remaining_useful_life_prediction_and_operation_optimization_of_offshore_electric_submersible.pdf,facts_c660cac33b68.ttl,extracted
261,paper-0857,extraction_papers/paper-0857_stochastic_differential_equation_based_dynamic_imperfect_maintenance_strategy_for_wind_turbi.pdf,facts_2f1204323191.ttl,extracted
262,paper-0859,extraction_papers/paper-0859_a_machine_learning_approach_for_bearing_fault_identification_using_ifwht_glcm_and_feature_ra.pdf,facts_3b389bcd8ccd.ttl,extracted
263,paper-0860,extraction_papers/paper-0860_remaining_useful_life_prediction_in_an_aerospace_engine_a_multivariable_fuzzy_time_series_cl.pdf,facts_426e03dc1501.ttl,extracted
264,paper-0861,extraction_papers/paper-0861_thermal_electrical_fusion_for_real_time_condition_monitoring_of_igbt_modules_in_transportati.pdf,facts_83891a4bc9b1.ttl,extracted
265,paper-0863,extraction_papers/paper-0863_ai_based_health_monitoring_for_class_i_induction_motors_in_data_scarce_environments_from_syn.pdf,facts_b9d7c30d5141.ttl,extracted
266,paper-0868,extraction_papers/paper-0868_persistence_based_absolute_relative_error_for_alarm_centric_monitoring_under_low_frequency_m.pdf,facts_972d28f8e6e8.ttl,extracted
267,paper-0869,extraction_papers/paper-0869_mathematical_modeling_of_operational_reliability_of_mine_lifting_equipment_based_on_censored.pdf,facts_2313ca9c6aa6.ttl,extracted
268,paper-0871,extraction_papers/paper-0871_eliminating_open_gears_in_spiral_classifiers_five_year_validation_of_reliability_and_economi.pdf,facts_bbe415e66758.ttl,extracted
269,paper-0874,extraction_papers/paper-0874_virtual_sensors_based_on_finite_element_method_balancing_accuracy_runtime_and_offline_effort.pdf,facts_f85dfc7490d0.ttl,extracted
270,paper-0875,extraction_papers/paper-0875_predictive_maintenance_mcp_an_open_source_framework_for_bridging_large_language_models_and_i.pdf,facts_a508bfac9c11.ttl,extracted
271,paper-0876,extraction_papers/paper-0876_industrial_deployment_of_a_decision_oriented_digital_twin_for_predictive_maintenance_of_a_re.pdf,facts_66514e3809a3.ttl,extracted
272,paper-0878,extraction_papers/paper-0878_an_artificial_neural_network_framework_for_automated_fault_diagnosis_in_industrial_dc_dc_con.pdf,facts_78291a971a19.ttl,extracted
273,paper-0883,extraction_papers/paper-0883_power_transformer_breathing_system_condition_monitoring_based_on_pressure_temperature_optica.pdf,facts_438feb0c3a8b.ttl,extracted
274,paper-0884,extraction_papers/paper-0884_a_unified_approach_for_ensemble_function_and_threshold_optimization_in_anomaly_based_failure.pdf,facts_a73e3cdb54b6.ttl,extracted
275,paper-0886,extraction_papers/paper-0886_integrated_approach_to_modelling_the_reliability_of_gears_in_ship_propulsion_systems.pdf,facts_9af920d91e9b.ttl,extracted
276,paper-0888,extraction_papers/paper-0888_fault_detection_and_monitoring_in_induction_machines_using_data_driven_model_drift_detection.pdf,facts_0c0922d4a23b.ttl,extracted
277,paper-0889,extraction_papers/paper-0889_research_on_engine_cooling_system_condition_monitoring_based_on_deep_digital_twin.pdf,facts_c7063fbd963c.ttl,extracted
278,paper-0891,extraction_papers/paper-0891_a_cost_aware_deep_learning_framework_for_gearbox_fault_detection_in_wind_turbines.pdf,facts_b655ceff2211.ttl,extracted
279,paper-0898,extraction_papers/paper-0898_two_stage_lightgbm_framework_for_cost_sensitive_prediction_of_impending_failures_of_componen.pdf,facts_d6a09466de9a.ttl,extracted
280,paper-0899,extraction_papers/paper-0899_analysis_and_adaptive_separation_of_igbt_switching_noise_in_pd_monitoring_of_flexible_hvdc_v.pdf,facts_ead5835a4af6.ttl,extracted
281,paper-0900,extraction_papers/paper-0900_rul_prediction_method_based_on_sequential_health_index_evaluation_with_multidimensional_coup.pdf,facts_4489dd6b61c6.ttl,extracted
282,paper-0901,extraction_papers/paper-0901_a_hydraulic_actuator_condition_monitoring_dataset_for_machine_learning.pdf,facts_23354065a3d2.ttl,extracted
283,paper-0903,extraction_papers/paper-0903_role_of_unified_namespace_uns_and_digital_twins_in_predictive_and_adaptive_industrial_system.pdf,facts_14d4842dceea.ttl,extracted
284,paper-0911,extraction_papers/paper-0911_prognostics_and_health_management_for_compressor_multi_actuator_energy_efficient_system_usin.pdf,facts_96c5ae04feb8.ttl,extracted
285,paper-0912,extraction_papers/paper-0912_smart_hybrid_maintenance_as_a_pathway_to_energy_efficient_manufacturing.pdf,facts_30ddca7feb40.ttl,extracted
286,paper-0913,extraction_papers/paper-0913_study_on_cumulative_effects_of_mechanical_forces_and_deformation_in_power_transformer_windin.pdf,facts_a18757173021.ttl,extracted
287,paper-0914,extraction_papers/paper-0914_a_signal_structure_priori_enhanced_deep_compressed_sensing_method_for_vibration_signals_and.pdf,facts_dd27fb45ad12.ttl,extracted
288,paper-0915,extraction_papers/paper-0915_induction_motor_simultaneous_fault_diagnosis_based_on_takagi_sugeno_models.pdf,facts_c9e70ae07243.ttl,extracted
289,paper-0918,extraction_papers/paper-0918_multiscale_investigation_on_fatigue_crack_growth_and_remaining_useful_life_of_bogie_frame_ma.pdf,facts_5bd770bbba76.ttl,extracted
290,paper-0919,extraction_papers/paper-0919_a_hybrid_driven_fault_diagnosis_method_for_railway_freight_car_braking_system.pdf,facts_5d06cd53f72d.ttl,extracted
291,paper-0921,extraction_papers/paper-0921_data_driven_fleet_optimization_using_ml_algorithms_and_a_decision_making_grid_framework.pdf,facts_869d03cdd61f.ttl,extracted
292,paper-0925,extraction_papers/paper-0925_development_and_long_term_operation_of_a_three_dimensional_displacement_monitoring_system_fo.pdf,facts_82116398e609.ttl,extracted
293,paper-0927,extraction_papers/paper-0927_explainable_ai_driven_quality_and_condition_monitoring_in_smart_manufacturing.pdf,facts_dca2f34b6176.ttl,extracted
294,paper-0929,extraction_papers/paper-0929_remaining_useful_life_prediction_of_binary_stochastic_degradation_equipment_based_on_mixed_c.pdf,facts_8055849c5344.ttl,extracted
295,paper-0932,extraction_papers/paper-0932_nonlinear_characterisation_of_wind_turbine_gearbox_vibration_dynamics_driven_by_inhomogeneou.pdf,facts_fa5793ba1e88.ttl,extracted
296,paper-0933,extraction_papers/paper-0933_remaining_useful_life_prediction_of_fracturing_truck_valve_bodies_based_on_the_cb2_rul_algor.pdf,facts_ef0dba915afc.ttl,extracted
297,paper-0934,extraction_papers/paper-0934_diagnostic_analytics_powered_by_iot_and_machine_learning_for_the_fault_evaluation_of_a_heavy.pdf,facts_eeef3f4263d6.ttl,extracted
298,paper-0938,extraction_papers/paper-0938_deep_learning_enhanced_fault_detection_and_localization_in_induction_motor_drives_a_resmlp_a.pdf,facts_7a165376264a.ttl,extracted
299,paper-0939,extraction_papers/paper-0939_predictive_maintenance_strategy_for_photovoltaic_power_systems_collaborative_optimization_of.pdf,facts_0274d4e4b6b4.ttl,extracted
300,paper-0941,extraction_papers/paper-0941_dynamically_weighted_spatiotemporal_fusion_for_deep_learning_based_prediction_of_eha_degrada.pdf,facts_419106279d06.ttl,extracted
301,paper-0942,extraction_papers/paper-0942_enhanced_engine_vibration_by_computer_vision_methods_for_predictive_maintenance_vibra_o_aume.pdf,facts_b63697539c38.ttl,extracted
302,paper-0943,extraction_papers/paper-0943_residual_value_predictive_lifetime_monitoring_of_power_converter_components_for_sustainable.pdf,facts_b32befcf6727.ttl,extracted
303,paper-0945,extraction_papers/paper-0945_isa_phm_a_standardized_format_for_storing_and_utilizing_meta_data_of_diagnostic_and_prognost.pdf,facts_e875e4d7dd8e.ttl,extracted
304,paper-0946,extraction_papers/paper-0946_integrated_reliability_modeling_and_maintenance_optimization_for_performance_enhancement_of.pdf,facts_b2646d73a753.ttl,extracted
305,paper-0950,extraction_papers/paper-0950_application_of_machine_learning_for_production_optimization_and_predictive_maintenance_in_an.pdf,facts_810133fe1e2a.ttl,extracted
306,paper-0951,extraction_papers/paper-0951_reliability_prediction_of_automotive_engines_integrating_mechanism_model.pdf,facts_b5382a2b8fb8.ttl,extracted
307,paper-0952,extraction_papers/paper-0952_experimental_analysis_of_the_acoustic_emission_waveforms_generated_by_friction_between_invol.pdf,facts_7a6f8131a906.ttl,extracted
308,paper-0953,extraction_papers/paper-0953_metaheuristic_based_machine_learning_models_for_accurate_battery_remaining_useful_life_predi.pdf,facts_96eb29ba0f72.ttl,extracted
309,paper-0954,extraction_papers/paper-0954_hyperscale_cascaded_transformer_net_based_framework_for_remaining_useful_life_prediction_of.pdf,facts_1850d37fbad4.ttl,extracted
310,paper-0957,extraction_papers/paper-0957_a_new_portable_smart_percussion_system_embedded_on_raspberry_pi_for_bolt_looseness_detection.pdf,facts_3d5d8a11e245.ttl,extracted
311,paper-0959,extraction_papers/paper-0959_temporal_attention_integrated_simulation_modelling_of_automotive_component_degradation_for_r.pdf,facts_22617f0051a2.ttl,extracted
312,paper-0960,extraction_papers/paper-0960_data_driven_defrost_on_demand_scheduling_in_reefer_ships_a_predictive_maintenance_framework.pdf,facts_ee9a7ea15be2.ttl,extracted
313,paper-0961,extraction_papers/paper-0961_a_physics_informed_ai_methodology_for_prognostics_and_health_management_of_complex_systems_u.pdf,facts_06390a092d7f.ttl,extracted
314,paper-0963,extraction_papers/paper-0963_vibration_based_fault_detection_in_induced_draft_fans_using_unsupervised_machine_learning_ap.pdf,facts_45a51c036a9d.ttl,extracted
315,paper-0965,extraction_papers/paper-0965_diagnosis_of_partial_discharge_in_high_voltage_potential_transformers_using_2d_scatter_plots.pdf,facts_65e8eae47311.ttl,extracted
316,paper-0967,extraction_papers/paper-0967_reliability_adaptive_control_of_aerospace_electromechanical_actuators_with_coupled_degradati.pdf,facts_8f7fd7a3e3e9.ttl,extracted
317,paper-0968,extraction_papers/paper-0968_differentiable_neural_search_architecture_with_zero_cost_metrics_for_insulator_fault_predict.pdf,facts_a05fcbe5829e.ttl,extracted
318,paper-0969,extraction_papers/paper-0969_explaining_system_level_prognostics_with_established_machine_learning_methods.pdf,facts_71fa2076b97e.ttl,extracted
319,paper-0972,extraction_papers/paper-0972_artificial_intelligence_driven_dynamic_optimization_for_predictive_maintenance_and_cybersecu.pdf,facts_3db8faecfca0.ttl,extracted
320,paper-0979,extraction_papers/paper-0979_a_novel_approach_for_motor_bearing_fault_detection_using_emd_based_denoising_and_detrended_f.pdf,facts_dd98d08b8f00.ttl,extracted
321,paper-0980,extraction_papers/paper-0980_aero_engine_remaining_useful_life_prediction_an_adaptive_method_for_individual_differences_o.pdf,facts_4a516f879096.ttl,extracted
322,paper-0982,extraction_papers/paper-0982_guided_ultrasound_horn_enhanced_fiber_bragg_grating_sensor_for_partial_discharge_detection_i.pdf,facts_96ec88c731fe.ttl,extracted
323,paper-0985,extraction_papers/paper-0985_deep_learning_for_gear_defect_diagnosis_and_wear_prediction_in_automotive_systems.pdf,facts_2904db2538a7.ttl,extracted
324,paper-0986,extraction_papers/paper-0986_multi_source_data_fusion_and_multi_task_physics_informed_transformer_for_power_transformer_f.pdf,facts_38f7a98014e5.ttl,extracted
325,paper-0987,extraction_papers/paper-0987_computer_aided_development_and_experimental_testing_of_a_multi_sensor_system_for_a_tilting_p.pdf,facts_1e54a6d33b60.ttl,extracted
326,paper-0988,extraction_papers/paper-0988_fuzzy_analytical_hierarchy_process_based_multi_criteria_decision_framework_for_risk_informed.pdf,facts_5675c51df0ec.ttl,extracted
327,paper-0989,extraction_papers/paper-0989_a_hybrid_optimization_model_for_transformer_fault_diagnosis_based_on_gas_classification.pdf,facts_f2b7ac179570.ttl,extracted
328,paper-0990,extraction_papers/paper-0990_thermal_degradation_diagnosis_of_ate_driver_boards_using_alt_derived_cumulative_degradation.pdf,facts_74edf159492a.ttl,extracted
