batch_index,corpus_id,filename,source_path,staged_path,staged_by,retry_reason
63,paper-3337,paper-3337_improving_predictive_maintenance_performance_using_machine_learning_and_vibration_analysis_a.pdf,extraction_papers/paper-3337_improving_predictive_maintenance_performance_using_machine_learning_and_vibration_analysis_a.pdf,extraction_papers/ontocast_runs/run_retry_failed_106_gpt-5.6-luna_20260725_220000/input/paper-3337_improving_predictive_maintenance_performance_using_machine_learning_and_vibration_analysis_a.pdf,hardlink,not_attempted_after_batch_1_crash
64,paper-3339,paper-3339_machine_learning_driven_preventive_maintenance_for_fibreboard_production_in_industry_4_0.pdf,extraction_papers/paper-3339_machine_learning_driven_preventive_maintenance_for_fibreboard_production_in_industry_4_0.pdf,extraction_papers/ontocast_runs/run_retry_failed_106_gpt-5.6-luna_20260725_220000/input/paper-3339_machine_learning_driven_preventive_maintenance_for_fibreboard_production_in_industry_4_0.pdf,hardlink,not_attempted_after_batch_1_crash
65,paper-3340,paper-3340_prediction_of_remaining_useful_life_and_downtime_of_induction_motors_with_supervised_machine.pdf,extraction_papers/paper-3340_prediction_of_remaining_useful_life_and_downtime_of_induction_motors_with_supervised_machine.pdf,extraction_papers/ontocast_runs/run_retry_failed_106_gpt-5.6-luna_20260725_220000/input/paper-3340_prediction_of_remaining_useful_life_and_downtime_of_induction_motors_with_supervised_machine.pdf,hardlink,not_attempted_after_batch_1_crash
66,paper-3346,paper-3346_signal_processing_algorithm_for_predictive_diagnostics_of_car_transmissions_using_artificial.pdf,extraction_papers/paper-3346_signal_processing_algorithm_for_predictive_diagnostics_of_car_transmissions_using_artificial.pdf,extraction_papers/ontocast_runs/run_retry_failed_106_gpt-5.6-luna_20260725_220000/input/paper-3346_signal_processing_algorithm_for_predictive_diagnostics_of_car_transmissions_using_artificial.pdf,hardlink,not_attempted_after_batch_1_crash
67,paper-3349,paper-3349_deep_learning_autoencoders_for_fast_fourier_transform_based_clustering_and_temporal_damage_e.pdf,extraction_papers/paper-3349_deep_learning_autoencoders_for_fast_fourier_transform_based_clustering_and_temporal_damage_e.pdf,extraction_papers/ontocast_runs/run_retry_failed_106_gpt-5.6-luna_20260725_220000/input/paper-3349_deep_learning_autoencoders_for_fast_fourier_transform_based_clustering_and_temporal_damage_e.pdf,hardlink,not_attempted_after_batch_1_crash
68,paper-3350,paper-3350_design_and_implementation_iot_driven_distribution_transformer_health_monitoring_system_for_t.pdf,extraction_papers/paper-3350_design_and_implementation_iot_driven_distribution_transformer_health_monitoring_system_for_t.pdf,extraction_papers/ontocast_runs/run_retry_failed_106_gpt-5.6-luna_20260725_220000/input/paper-3350_design_and_implementation_iot_driven_distribution_transformer_health_monitoring_system_for_t.pdf,hardlink,not_attempted_after_batch_1_crash
69,paper-3352,paper-3352_an_improved_nonlinear_health_index_crrms_for_the_remaining_useful_life_prediction_of_rolling.pdf,extraction_papers/paper-3352_an_improved_nonlinear_health_index_crrms_for_the_remaining_useful_life_prediction_of_rolling.pdf,extraction_papers/ontocast_runs/run_retry_failed_106_gpt-5.6-luna_20260725_220000/input/paper-3352_an_improved_nonlinear_health_index_crrms_for_the_remaining_useful_life_prediction_of_rolling.pdf,hardlink,not_attempted_after_batch_1_crash
70,paper-3354,paper-3354_out_of_roundness_wheel_damage_identification_in_railway_vehicles_using_autoencoder_models.pdf,extraction_papers/paper-3354_out_of_roundness_wheel_damage_identification_in_railway_vehicles_using_autoencoder_models.pdf,extraction_papers/ontocast_runs/run_retry_failed_106_gpt-5.6-luna_20260725_220000/input/paper-3354_out_of_roundness_wheel_damage_identification_in_railway_vehicles_using_autoencoder_models.pdf,hardlink,not_attempted_after_batch_1_crash
71,paper-3356,paper-3356_a_data_driven_predictive_maintenance_approach_for_industry_4_0_using_lstm_with_cross_validat.pdf,extraction_papers/paper-3356_a_data_driven_predictive_maintenance_approach_for_industry_4_0_using_lstm_with_cross_validat.pdf,extraction_papers/ontocast_runs/run_retry_failed_106_gpt-5.6-luna_20260725_220000/input/paper-3356_a_data_driven_predictive_maintenance_approach_for_industry_4_0_using_lstm_with_cross_validat.pdf,hardlink,not_attempted_after_batch_1_crash
72,paper-3357,paper-3357_a_novel_bearing_remaining_useful_life_prediction_methodology_with_slope_based_change_point_d.pdf,extraction_papers/paper-3357_a_novel_bearing_remaining_useful_life_prediction_methodology_with_slope_based_change_point_d.pdf,extraction_papers/ontocast_runs/run_retry_failed_106_gpt-5.6-luna_20260725_220000/input/paper-3357_a_novel_bearing_remaining_useful_life_prediction_methodology_with_slope_based_change_point_d.pdf,hardlink,not_attempted_after_batch_1_crash
73,paper-3359,paper-3359_remaining_useful_life_prediction_based_on_cross_temporal_dynamic_graph_convolutional_network.pdf,extraction_papers/paper-3359_remaining_useful_life_prediction_based_on_cross_temporal_dynamic_graph_convolutional_network.pdf,extraction_papers/ontocast_runs/run_retry_failed_106_gpt-5.6-luna_20260725_220000/input/paper-3359_remaining_useful_life_prediction_based_on_cross_temporal_dynamic_graph_convolutional_network.pdf,hardlink,not_attempted_after_batch_1_crash
74,paper-3360,paper-3360_servo_motor_predictive_maintenance_by_kafka_streams_and_deep_learning_based_on_acoustic_data.pdf,extraction_papers/paper-3360_servo_motor_predictive_maintenance_by_kafka_streams_and_deep_learning_based_on_acoustic_data.pdf,extraction_papers/ontocast_runs/run_retry_failed_106_gpt-5.6-luna_20260725_220000/input/paper-3360_servo_motor_predictive_maintenance_by_kafka_streams_and_deep_learning_based_on_acoustic_data.pdf,hardlink,not_attempted_after_batch_1_crash
75,paper-3362,paper-3362_performance_comparison_of_machine_learning_algorithms_for_condition_monitoring_of_tapered_ro.pdf,extraction_papers/paper-3362_performance_comparison_of_machine_learning_algorithms_for_condition_monitoring_of_tapered_ro.pdf,extraction_papers/ontocast_runs/run_retry_failed_106_gpt-5.6-luna_20260725_220000/input/paper-3362_performance_comparison_of_machine_learning_algorithms_for_condition_monitoring_of_tapered_ro.pdf,hardlink,not_attempted_after_batch_1_crash
76,paper-3363,paper-3363_failure_prediction_with_weibull_distribution.pdf,extraction_papers/paper-3363_failure_prediction_with_weibull_distribution.pdf,extraction_papers/ontocast_runs/run_retry_failed_106_gpt-5.6-luna_20260725_220000/input/paper-3363_failure_prediction_with_weibull_distribution.pdf,hardlink,not_attempted_after_batch_1_crash
77,paper-3364,paper-3364_a_modelling_approach_for_asset_degradation_advancing_digital_twin_in_maintenance.pdf,extraction_papers/paper-3364_a_modelling_approach_for_asset_degradation_advancing_digital_twin_in_maintenance.pdf,extraction_papers/ontocast_runs/run_retry_failed_106_gpt-5.6-luna_20260725_220000/input/paper-3364_a_modelling_approach_for_asset_degradation_advancing_digital_twin_in_maintenance.pdf,hardlink,not_attempted_after_batch_1_crash
78,paper-3365,paper-3365_industrial_robot_control_system_with_a_predictive_maintenance_module_using_iiot_technology.pdf,extraction_papers/paper-3365_industrial_robot_control_system_with_a_predictive_maintenance_module_using_iiot_technology.pdf,extraction_papers/ontocast_runs/run_retry_failed_106_gpt-5.6-luna_20260725_220000/input/paper-3365_industrial_robot_control_system_with_a_predictive_maintenance_module_using_iiot_technology.pdf,hardlink,not_attempted_after_batch_1_crash
79,paper-3369,paper-3369_enhancing_fault_detection_in_industry_4_0_by_introducing_a_power_and_fault_behavior_monitori.pdf,extraction_papers/paper-3369_enhancing_fault_detection_in_industry_4_0_by_introducing_a_power_and_fault_behavior_monitori.pdf,extraction_papers/ontocast_runs/run_retry_failed_106_gpt-5.6-luna_20260725_220000/input/paper-3369_enhancing_fault_detection_in_industry_4_0_by_introducing_a_power_and_fault_behavior_monitori.pdf,hardlink,not_attempted_after_batch_1_crash
80,paper-3376,paper-3376_a_restless_bandit_approach_for_capacitated_condition_based_maintenance_scheduling.pdf,extraction_papers/paper-3376_a_restless_bandit_approach_for_capacitated_condition_based_maintenance_scheduling.pdf,extraction_papers/ontocast_runs/run_retry_failed_106_gpt-5.6-luna_20260725_220000/input/paper-3376_a_restless_bandit_approach_for_capacitated_condition_based_maintenance_scheduling.pdf,hardlink,not_attempted_after_batch_1_crash
81,paper-3379,paper-3379_analog_frontend_for_big_data_compression_and_instantaneous_failure_prediction_in_power_manag.pdf,extraction_papers/paper-3379_analog_frontend_for_big_data_compression_and_instantaneous_failure_prediction_in_power_manag.pdf,extraction_papers/ontocast_runs/run_retry_failed_106_gpt-5.6-luna_20260725_220000/input/paper-3379_analog_frontend_for_big_data_compression_and_instantaneous_failure_prediction_in_power_manag.pdf,hardlink,not_attempted_after_batch_1_crash
82,paper-3381,paper-3381_industrial_part_faults_prediction_for_nonlinearity_and_implied_temporal_sequences.pdf,extraction_papers/paper-3381_industrial_part_faults_prediction_for_nonlinearity_and_implied_temporal_sequences.pdf,extraction_papers/ontocast_runs/run_retry_failed_106_gpt-5.6-luna_20260725_220000/input/paper-3381_industrial_part_faults_prediction_for_nonlinearity_and_implied_temporal_sequences.pdf,hardlink,not_attempted_after_batch_1_crash
83,paper-3382,paper-3382_a_practical_comparison_of_data_driven_prognostics_methods_for_energy_systems.pdf,extraction_papers/paper-3382_a_practical_comparison_of_data_driven_prognostics_methods_for_energy_systems.pdf,extraction_papers/ontocast_runs/run_retry_failed_106_gpt-5.6-luna_20260725_220000/input/paper-3382_a_practical_comparison_of_data_driven_prognostics_methods_for_energy_systems.pdf,hardlink,not_attempted_after_batch_1_crash
84,paper-3383,paper-3383_condition_monitoring_of_axial_piston_pumps_based_on_machine_learning_driven_real_time_cfd_si.pdf,extraction_papers/paper-3383_condition_monitoring_of_axial_piston_pumps_based_on_machine_learning_driven_real_time_cfd_si.pdf,extraction_papers/ontocast_runs/run_retry_failed_106_gpt-5.6-luna_20260725_220000/input/paper-3383_condition_monitoring_of_axial_piston_pumps_based_on_machine_learning_driven_real_time_cfd_si.pdf,hardlink,not_attempted_after_batch_1_crash
85,paper-3385,paper-3385_real_time_failure_prediction_of_roadms_by_gan_enhanced_machine_learning.pdf,extraction_papers/paper-3385_real_time_failure_prediction_of_roadms_by_gan_enhanced_machine_learning.pdf,extraction_papers/ontocast_runs/run_retry_failed_106_gpt-5.6-luna_20260725_220000/input/paper-3385_real_time_failure_prediction_of_roadms_by_gan_enhanced_machine_learning.pdf,hardlink,not_attempted_after_batch_1_crash
86,paper-2552,paper-2552_multiband_multisine_excitation_signal_for_online_impedance_spectroscopy_of_battery_cells.pdf,extraction_papers/paper-2552_multiband_multisine_excitation_signal_for_online_impedance_spectroscopy_of_battery_cells.pdf,extraction_papers/ontocast_runs/run_retry_failed_106_gpt-5.6-luna_20260725_220000/input/paper-2552_multiband_multisine_excitation_signal_for_online_impedance_spectroscopy_of_battery_cells.pdf,hardlink,failed_in_batch_1
87,paper-2621,paper-2621_data_augmentation_for_damaged_scenarios_in_floating_offshore_wind_turbines_an_approach_based.pdf,extraction_papers/paper-2621_data_augmentation_for_damaged_scenarios_in_floating_offshore_wind_turbines_an_approach_based.pdf,extraction_papers/ontocast_runs/run_retry_failed_106_gpt-5.6-luna_20260725_220000/input/paper-2621_data_augmentation_for_damaged_scenarios_in_floating_offshore_wind_turbines_an_approach_based.pdf,hardlink,failed_in_batch_1
88,paper-2704,paper-2704_predicting_filter_medium_performances_in_chamber_filter_presses_with_digital_twins_using_neu.pdf,extraction_papers/paper-2704_predicting_filter_medium_performances_in_chamber_filter_presses_with_digital_twins_using_neu.pdf,extraction_papers/ontocast_runs/run_retry_failed_106_gpt-5.6-luna_20260725_220000/input/paper-2704_predicting_filter_medium_performances_in_chamber_filter_presses_with_digital_twins_using_neu.pdf,hardlink,failed_in_batch_1
89,paper-2731,paper-2731_integrating_spare_part_inventory_management_and_predictive_maintenance_as_a_digital_supply_c.pdf,extraction_papers/paper-2731_integrating_spare_part_inventory_management_and_predictive_maintenance_as_a_digital_supply_c.pdf,extraction_papers/ontocast_runs/run_retry_failed_106_gpt-5.6-luna_20260725_220000/input/paper-2731_integrating_spare_part_inventory_management_and_predictive_maintenance_as_a_digital_supply_c.pdf,hardlink,failed_in_batch_1
90,paper-2904,paper-2904_data_driven_battery_remaining_life_prediction_based_on_resnet_with_ga_optimization.pdf,extraction_papers/paper-2904_data_driven_battery_remaining_life_prediction_based_on_resnet_with_ga_optimization.pdf,extraction_papers/ontocast_runs/run_retry_failed_106_gpt-5.6-luna_20260725_220000/input/paper-2904_data_driven_battery_remaining_life_prediction_based_on_resnet_with_ga_optimization.pdf,hardlink,failed_in_batch_1
91,paper-2933,paper-2933_dynamic_multibody_modeling_of_spherical_roller_bearings_with_localized_defects_for_large_sca.pdf,extraction_papers/paper-2933_dynamic_multibody_modeling_of_spherical_roller_bearings_with_localized_defects_for_large_sca.pdf,extraction_papers/ontocast_runs/run_retry_failed_106_gpt-5.6-luna_20260725_220000/input/paper-2933_dynamic_multibody_modeling_of_spherical_roller_bearings_with_localized_defects_for_large_sca.pdf,hardlink,failed_in_batch_1
92,paper-3050,paper-3050_autonomous_structural_health_monitoring_and_remaining_useful_life_estimation_of_floating_off.pdf,extraction_papers/paper-3050_autonomous_structural_health_monitoring_and_remaining_useful_life_estimation_of_floating_off.pdf,extraction_papers/ontocast_runs/run_retry_failed_106_gpt-5.6-luna_20260725_220000/input/paper-3050_autonomous_structural_health_monitoring_and_remaining_useful_life_estimation_of_floating_off.pdf,hardlink,failed_in_batch_1
93,paper-3064,paper-3064_predictive_maintenance_algorithm_of_a_six_dof_robotic_arm_using_gradient_boosting_regression.pdf,extraction_papers/paper-3064_predictive_maintenance_algorithm_of_a_six_dof_robotic_arm_using_gradient_boosting_regression.pdf,extraction_papers/ontocast_runs/run_retry_failed_106_gpt-5.6-luna_20260725_220000/input/paper-3064_predictive_maintenance_algorithm_of_a_six_dof_robotic_arm_using_gradient_boosting_regression.pdf,hardlink,failed_in_batch_1
94,paper-3436,paper-3436_measures_to_prevent_damage_and_to_extent_the_service_life_of_a_rotary_excavator.pdf,extraction_papers/paper-3436_measures_to_prevent_damage_and_to_extent_the_service_life_of_a_rotary_excavator.pdf,extraction_papers/ontocast_runs/run_retry_failed_106_gpt-5.6-luna_20260725_220000/input/paper-3436_measures_to_prevent_damage_and_to_extent_the_service_life_of_a_rotary_excavator.pdf,hardlink,failed_in_batch_2
95,paper-3437,paper-3437_remaining_useful_life_estimation_with_coupling_dual_random_effects_based_on_nonlinear_wiener.pdf,extraction_papers/paper-3437_remaining_useful_life_estimation_with_coupling_dual_random_effects_based_on_nonlinear_wiener.pdf,extraction_papers/ontocast_runs/run_retry_failed_106_gpt-5.6-luna_20260725_220000/input/paper-3437_remaining_useful_life_estimation_with_coupling_dual_random_effects_based_on_nonlinear_wiener.pdf,hardlink,failed_in_batch_2
96,paper-3441,paper-3441_end_to_end_methodology_for_predictive_maintenance_based_on_fingerprint_routines_and_anomaly.pdf,extraction_papers/paper-3441_end_to_end_methodology_for_predictive_maintenance_based_on_fingerprint_routines_and_anomaly.pdf,extraction_papers/ontocast_runs/run_retry_failed_106_gpt-5.6-luna_20260725_220000/input/paper-3441_end_to_end_methodology_for_predictive_maintenance_based_on_fingerprint_routines_and_anomaly.pdf,hardlink,failed_in_batch_2
97,paper-3442,paper-3442_structural_properties_of_optimal_maintenance_policies_for_k_out_of_n_systems_with_interdepen.pdf,extraction_papers/paper-3442_structural_properties_of_optimal_maintenance_policies_for_k_out_of_n_systems_with_interdepen.pdf,extraction_papers/ontocast_runs/run_retry_failed_106_gpt-5.6-luna_20260725_220000/input/paper-3442_structural_properties_of_optimal_maintenance_policies_for_k_out_of_n_systems_with_interdepen.pdf,hardlink,failed_in_batch_2
98,paper-3447,paper-3447_identification_of_operational_deflection_shapes_of_a_wind_turbine_gearbox_using_fiber_optic.pdf,extraction_papers/paper-3447_identification_of_operational_deflection_shapes_of_a_wind_turbine_gearbox_using_fiber_optic.pdf,extraction_papers/ontocast_runs/run_retry_failed_106_gpt-5.6-luna_20260725_220000/input/paper-3447_identification_of_operational_deflection_shapes_of_a_wind_turbine_gearbox_using_fiber_optic.pdf,hardlink,failed_in_batch_2
99,paper-3492,paper-3492_integrated_model_based_control_allocation_strategies_oriented_to_predictive_maintenance_of_s.pdf,extraction_papers/paper-3492_integrated_model_based_control_allocation_strategies_oriented_to_predictive_maintenance_of_s.pdf,extraction_papers/ontocast_runs/run_retry_failed_106_gpt-5.6-luna_20260725_220000/input/paper-3492_integrated_model_based_control_allocation_strategies_oriented_to_predictive_maintenance_of_s.pdf,hardlink,failed_in_batch_2
100,paper-3554,paper-3554_availability_and_maintenance_modeling_of_competing_risk_system_based_on_sequential_health_mo.pdf,extraction_papers/paper-3554_availability_and_maintenance_modeling_of_competing_risk_system_based_on_sequential_health_mo.pdf,extraction_papers/ontocast_runs/run_retry_failed_106_gpt-5.6-luna_20260725_220000/input/paper-3554_availability_and_maintenance_modeling_of_competing_risk_system_based_on_sequential_health_mo.pdf,hardlink,failed_in_batch_2
101,paper-3658,paper-3658_temperature_characteristics_of_axle_box_bearings_under_wheel_flat_excitation.pdf,extraction_papers/paper-3658_temperature_characteristics_of_axle_box_bearings_under_wheel_flat_excitation.pdf,extraction_papers/ontocast_runs/run_retry_failed_106_gpt-5.6-luna_20260725_220000/input/paper-3658_temperature_characteristics_of_axle_box_bearings_under_wheel_flat_excitation.pdf,hardlink,failed_in_batch_2
102,paper-3769,paper-3769_comparative_analysis_of_machine_learning_algorithms_for_flow_rate_prediction_in_optimizing_p.pdf,extraction_papers/paper-3769_comparative_analysis_of_machine_learning_algorithms_for_flow_rate_prediction_in_optimizing_p.pdf,extraction_papers/ontocast_runs/run_retry_failed_106_gpt-5.6-luna_20260725_220000/input/paper-3769_comparative_analysis_of_machine_learning_algorithms_for_flow_rate_prediction_in_optimizing_p.pdf,hardlink,failed_in_batch_2
103,paper-3844,paper-3844_generalised_envelope_spectrum_based_signal_to_noise_objectives_formulation_optimisation_and.pdf,extraction_papers/paper-3844_generalised_envelope_spectrum_based_signal_to_noise_objectives_formulation_optimisation_and.pdf,extraction_papers/ontocast_runs/run_retry_failed_106_gpt-5.6-luna_20260725_220000/input/paper-3844_generalised_envelope_spectrum_based_signal_to_noise_objectives_formulation_optimisation_and.pdf,hardlink,failed_in_batch_2
104,paper-3876,paper-3876_an_advanced_structural_health_monitoring_iot_platform_for_offshore_wind_turbine_blades.pdf,extraction_papers/paper-3876_an_advanced_structural_health_monitoring_iot_platform_for_offshore_wind_turbine_blades.pdf,extraction_papers/ontocast_runs/run_retry_failed_106_gpt-5.6-luna_20260725_220000/input/paper-3876_an_advanced_structural_health_monitoring_iot_platform_for_offshore_wind_turbine_blades.pdf,hardlink,failed_in_batch_2
105,paper-3931,paper-3931_a_digital_twin_model_within_the_framework_of_a_digital_healthcare_engineering_system_for_agi.pdf,extraction_papers/paper-3931_a_digital_twin_model_within_the_framework_of_a_digital_healthcare_engineering_system_for_agi.pdf,extraction_papers/ontocast_runs/run_retry_failed_106_gpt-5.6-luna_20260725_220000/input/paper-3931_a_digital_twin_model_within_the_framework_of_a_digital_healthcare_engineering_system_for_agi.pdf,hardlink,failed_in_batch_2
106,paper-3945,paper-3945_prediction_of_the_remaining_service_life_of_pumping_unit_elements_based_on_regularization_of.pdf,extraction_papers/paper-3945_prediction_of_the_remaining_service_life_of_pumping_unit_elements_based_on_regularization_of.pdf,extraction_papers/ontocast_runs/run_retry_failed_106_gpt-5.6-luna_20260725_220000/input/paper-3945_prediction_of_the_remaining_service_life_of_pumping_unit_elements_based_on_regularization_of.pdf,hardlink,failed_in_batch_2
