corpus_id,source_title,pdf_file,pdf_sha256,duplicate_sha256_count,final_extraction_run,actual_model,chunks,retry_run_count,sanitization,run_notes,facts_file,facts_sha256,query_index,extracted_title,extracted_task,extracted_case_count,matched_graph_literal,linkage_method,title_match_score,linkage_confidence
paper-0719,Smart Predictive Maintenance: A TCN-Based System for Early Fault Detection in Industrial Machinery,extraction_papers/paper-0719_smart_predictive_maintenance_a_tcn_based_system_for_early_fault_detection_in_industrial_mach.pdf,135772e7901be55b549e4ad317d7fd11014652e60c64baa4cdf0d7255933484d,1,run_500_20260710_185042,gpt-5-mini,3,0,false,direct_with_internal_retries,extraction_papers/ontocast_runs/run_500_20260710_185042/output/facts_4cfe55c1f5ef.ttl,2d8e574735ec22d8bcac4678fec5931a551ad4591190eb8ccca0006da35bd381,258,Factsarticle1_68,Remaining useful life estimation,1,Smart Predictive Maintenance: A TCN-Based System for Early Fault Detection in Industrial Machinery,historical_final_coverage_manifest,1.000000,exact_or_near_exact
paper-0720,Modern Data-Driven Strategies for Enhancing Reliability and Efficiency in Predictive Maintenance of Shipyard Infrastructure,extraction_papers/paper-0720_modern_data_driven_strategies_for_enhancing_reliability_and_efficiency_in_predictive_mainten.pdf,6bc31d4b6bb974fd388fb9b950797ee2dc5302cbf72cce54706671e9919080c3,1,run_500_20260710_185042,gpt-5-mini,3,0,false,direct_with_internal_retries,extraction_papers/ontocast_runs/run_500_20260710_185042/output/facts_cde5a3fb156d.ttl,62efc0b3c8ec2b02731148a62fb2ea7de772498944743e29c308858475d2e96c,493,digital maintenance advances,Health assessment,2,Modern Data-Driven Strategies for Enhancing Reliability and Efficiency in Predictive Maintenance of Shipyard Infrastructure,historical_final_coverage_manifest,1.000000,exact_or_near_exact
paper-0722,"Evaluating Reconstruction-Based and Proximity-Based Methods: A Four-Way Comparison (AE, LSTM-AE, OCSVM, IF) in SCADA Anomaly Detection Under Inverted Imbalance",extraction_papers/paper-0722_evaluating_reconstruction_based_and_proximity_based_methods_a_four_way_comparison_ae_lstm_ae.pdf,9efd3af092188c69ecb1fba0e8eccfb5b760dfb982ffeaeb68c0ffe5aabe843a,1,run_500_20260710_185042,gpt-5-mini,3,0,false,direct_with_internal_retries,extraction_papers/ontocast_runs/run_500_20260710_185042/output/facts_0cf575569a46.ttl,3ed4352872566058cb9f348a313ffde2c744a5463c158a86bcb364d7d573e89c,117,Factsarticle1_69,Fault detection,1,"Evaluating Reconstruction-Based and Proximity-Based Methods: AFour-Way Comparison (AE, LSTM-AE, OCSVM, IF) in SCADA Anomaly Detection Under Inverted Imbalance",historical_final_coverage_manifest,1.000000,exact_or_near_exact
paper-0724,Improved CNN-LSTM Bearing Remaining Useful Life Prediction Based on the Weibull Loss Function,extraction_papers/paper-0724_improved_cnn_lstm_bearing_remaining_useful_life_prediction_based_on_the_weibull_loss_functio.pdf,98e9706aba33acc79fb4bcf60bc0d3c2d9375f9c3f5f60b7670b67ac9cc11128,1,run_500_20260710_185042,gpt-5-mini,3,0,false,direct_with_internal_retries,extraction_papers/ontocast_runs/run_500_20260710_185042/output/facts_3646b6f83eec.ttl,803adb4f55a3c9f53b70ce03a81c13a293f9d0983f58f1c00eee7278398ef3c0,202,KCNN-LSTM,Health assessment,1,Improved CNN-LSTM Bearing Remaining Useful Life Prediction Based on the Weibull Loss Function,historical_final_coverage_manifest,1.000000,exact_or_near_exact
paper-0725,An AI Digital Platform for Fault Diagnosis and RUL Estimation in Drivetrain Systems Under Varying Operating Conditions,extraction_papers/paper-0725_an_ai_digital_platform_for_fault_diagnosis_and_rul_estimation_in_drivetrain_systems_under_va.pdf,a5172c3819b0a3a9c5e042e73e8bdf13acf70d7d5c77ae2fa631eee328f55c18,1,run_500_20260710_185042,gpt-5-mini,3,0,false,direct_with_internal_retries,extraction_papers/ontocast_runs/run_500_20260710_185042/output/facts_db4c36817c48.ttl,cb3501472246db6273daec9be3c77fe44ba9f69940cfe69ed81cffff557716a0,522,Factsarticle1_70,Remaining useful life estimation,1,An AI Digital Platform for Fault Diagnosis and RUL Estimation in Drivetrain Systems Under Varying Operating Conditions,historical_final_coverage_manifest,1.000000,exact_or_near_exact
paper-0726,Predictive Repair of Vehicle R1234yf Refrigerant Systems Based on Monitoring of Micro-Leakages,extraction_papers/paper-0726_predictive_repair_of_vehicle_r1234yf_refrigerant_systems_based_on_monitoring_of_micro_leakag.pdf,3094aa411e5e2a96e4c9ffc4aa565005dbd13ff800dc8b3444e7d383446f40f7,1,run_500_20260710_185042,gpt-5-mini,3,0,false,direct_with_internal_retries,extraction_papers/ontocast_runs/run_500_20260710_185042/output/facts_e2b1d882f32b.ttl,3cf8ad315b1535d63bd404b1f5ce3802bf14139deb5f4ee70bb0164c2f5c1b4d,531,Factsyear1_63,Fault detection,1,Predictive Repair of Vehicle R1234yf Refrigerant Systems Based on Monitoring of Micro-Leakages,historical_final_coverage_manifest,1.000000,exact_or_near_exact
paper-0728,Trend Prediction of Distribution Network Fault Symptoms Based on XLSTM-Informer Fusion Model,extraction_papers/paper-0728_trend_prediction_of_distribution_network_fault_symptoms_based_on_xlstm_informer_fusion_model.pdf,a91581d65486b234921c13cf9dfbe04075f4b96829d802c9d17d8e44882cfd4c,1,run_500_20260710_185042,gpt-5-mini,3,0,false,direct_with_internal_retries,extraction_papers/ontocast_runs/run_500_20260710_185042/output/facts_edfb051dca2e.ttl,c503150b172ab2c3ef68bd9af1c8629bc3517c33340c2cc7ff4c885274b82a41,559,Trend Prediction of Distribution Network Fault Symptoms Based on XLSTM-Informer Fusion Model,Fault feature extraction,1,Trend Prediction of Distribution Network Fault Symptoms Based on XLSTM-Informer Fusion Model,historical_final_coverage_manifest,1.000000,exact_or_near_exact
paper-0729,SHAP-Based Feature Selection with a Hybrid Convolutional and Recurrent Deep Learning Framework for Remaining Useful Life Prediction of Aero-Engines,extraction_papers/paper-0729_shap_based_feature_selection_with_a_hybrid_convolutional_and_recurrent_deep_learning_framewo.pdf,21e62da4a9e2657e6b3205175a6d42c9ae4f4ef559ac18637e2393386c23954a,1,run_500_20260710_185042,gpt-5-mini,3,0,false,direct_with_internal_retries,extraction_papers/ontocast_runs/run_500_20260710_185042/output/facts_d1cdcadecd98.ttl,9ebd9889836a69a6ca676bef902db1693c8bac1118131ee8d7adbf1ac8da48ad,503,Untitled extracted case,Remaining useful life estimation,1,SHAP-Based Feature Selection with a Hybrid Convolutional and Recurrent Deep Learning Framework for Remaining Useful Life Prediction of Aero-Engines,historical_final_coverage_manifest,1.000000,exact_or_near_exact
paper-0730,Single-frequency impedance monitoring of Li-ion 18650 cells for battery management applications,extraction_papers/paper-0730_single_frequency_impedance_monitoring_of_li_ion_18650_cells_for_battery_management_applicati.pdf,81b20e81965a67e41b4c9f3a017417e82a8b1c724029f1b22bc7447aeb776e73,1,run_500_20260710_185042,gpt-5-mini,3,0,false,direct_with_internal_retries,extraction_papers/ontocast_runs/run_500_20260710_185042/output/facts_44aad467543c.ttl,05576bdf834377c9c6039a7ddd632870130bac03051b4092712c55b55c8ff266,240,Factsyear1_64,Health assessment,1,Single-frequency impedance monitoring of Li-ion 18650 cells for battery management applications,historical_final_coverage_manifest,1.000000,exact_or_near_exact
paper-0731,Machine Learning-Enhanced State-Aware Health Assessment of Industrial Assets Under Zero-Label Constraints,extraction_papers/paper-0731_machine_learning_enhanced_state_aware_health_assessment_of_industrial_assets_under_zero_labe.pdf,0b7868580c4c24c6e4accbf18580f6d486fe7baab9c1dc362c9da1a664037465,1,run_500_20260710_185042,gpt-5-mini,3,0,false,direct_with_internal_retries,extraction_papers/ontocast_runs/run_500_20260710_185042/output/facts_3586d03d85ef.ttl,5db982cfedc0381d163a6a7fb4cb4272951a85b7318422b26d32793e7c7da07f,198,Factsarticle1_73,Health assessment,2,Machine Learning-Enhanced State-Aware Health Assessment of Industrial Assets Under Zero-Label Constraints,historical_final_coverage_manifest,1.000000,exact_or_near_exact
paper-0732,Vibration-based bearing fault diagnosis in noisy conditions using matrix pencil mean frequency and multilayer perceptron neural networks,extraction_papers/paper-0732_vibration_based_bearing_fault_diagnosis_in_noisy_conditions_using_matrix_pencil_mean_frequen.pdf,9a90fc86a1baa2b39e8e28e591d4e96c39d4f58978b6b114c1e0ee3f45a84b00,1,run_500_20260710_185042,gpt-5-mini,3,0,false,direct_with_internal_retries,extraction_papers/ontocast_runs/run_500_20260710_185042/output/facts_7da6df745dc5.ttl,a855317c3d6a1ce194ac2b9435fd9d21fd885b5e59bf58df1f2ca9421ae9beb7,358,Factsdoc1_31,Fault detection,1,Vibration-based bearing fault diagnosis in noisy conditions using matrix pencil mean frequency and multilayer perceptron neural networks,historical_final_coverage_manifest,1.000000,exact_or_near_exact
paper-0733,Wind turbine fault estimation using sliding mode observer based on Takagi–Sugeno fuzzy model,extraction_papers/paper-0733_wind_turbine_fault_estimation_using_sliding_mode_observer_based_on_takagi_sugeno_fuzzy_model.pdf,970343211acb19998f8a228ade63cc48f9ca86c4f6691318db2ee22e3c15ee97,1,run_500_20260710_185042,gpt-5-mini,3,0,false,direct_with_internal_retries,extraction_papers/ontocast_runs/run_500_20260710_185042/output/facts_e55acaf01cc5.ttl,427cb3227dc66c3a18c091d0f064a331081790faafff2f16dccaca626455614a,540,Factsarticle1_74,Fault detection,1,Wind turbine fault estimation using sliding mode observer based on Takagi-Sugeno fuzzy model,historical_final_coverage_manifest,1.000000,exact_or_near_exact
paper-0737,Printed Crack Detection Sensors for SHM Based on Direct Ink Write Additive Manufacturing,extraction_papers/paper-0737_printed_crack_detection_sensors_for_shm_based_on_direct_ink_write_additive_manufacturing.pdf,9c20106b74f1dd744d7e593cf60a2b4e508f9d32424e7d6e536b73e54a256c60,1,run_500_20260710_185042,gpt-5-mini,3,0,false,direct_with_internal_retries,extraction_papers/ontocast_runs/run_500_20260710_185042/output/facts_24b4f118581d.ttl,e8ccd714ecb782acbde4ad706f412d42cf1fa2ee68e10b0c96bb7c765d19a371,173,Factsyear1_67,Fault detection,1,Printed Crack Detection Sensors for SHM Based on Direct Ink Write Additive Manufacturing,historical_final_coverage_manifest,1.000000,exact_or_near_exact
paper-0738,AI APPLICATIONS FOR DRONE OF THINGS IN THE POWER SECTOR,extraction_papers/paper-0738_ai_applications_for_drone_of_things_in_the_power_sector.pdf,b30db7410bf37dde29a4d09466a91b328f6a4e2c11acd6cda94d9f2168f6d181,1,run_500_20260710_185042,gpt-5-mini,3,0,false,direct_with_internal_retries,extraction_papers/ontocast_runs/run_500_20260710_185042/output/facts_695231da8662.ttl,b0a587a736e78287abd0f949a58d7e88ff1235a8742f825d1becee7e2694ef90,302,AI APPLICATIONS FOR DRONE OF THINGS IN THE POWER SECTOR,Fault detection,1,AI APPLICATIONS FOR DRONE OF THINGS IN THE POWER SECTOR,historical_final_coverage_manifest,1.000000,exact_or_near_exact
paper-0741,A fine-tuning deep learning framework to palliate data distribution shift effects in rotary machine fault detection,extraction_papers/paper-0741_a_fine_tuning_deep_learning_framework_to_palliate_data_distribution_shift_effects_in_rotary.pdf,f18a7ba1ee9b6beb53c12e68170240c177eaa2694c708749169c06e37d3d13d3,1,run_500_20260710_185042,gpt-5-mini,3,0,false,direct_with_internal_retries,extraction_papers/ontocast_runs/run_500_20260710_185042/output/facts_ed31a7b35952.ttl,1f09e7acba9fdce96fdfbeea3e7c2c19ee9d90fdf34d21ac8bf4081be256cf95,558,Factsyear1_68,Fault detection,1,A fine-tuning deep learning framework to palliate data distribution shift effects in rotary machine fault detection,historical_final_coverage_manifest,1.000000,exact_or_near_exact
paper-0742,Design of a Wireless Monitoring System for Cooling Efficiency of Grid-Forming SVG,extraction_papers/paper-0742_design_of_a_wireless_monitoring_system_for_cooling_efficiency_of_grid_forming_svg.pdf,3dd29a8b2151cd967480a12cdae5e60861b146af3e2b9c5e98deab0b33384c7e,1,run_500_20260710_185042,gpt-5-mini,3,0,false,direct_with_internal_retries,extraction_papers/ontocast_runs/run_500_20260710_185042/output/facts_7aeb85c6cf0b.ttl,ce7a252808b8cd5d509a3f5731abea5b65869f0cfffe86751003cef82684a84b,352,fault diagnosis,Health assessment,1,Design of a Wireless Monitoring System for Cooling Efficiency of Grid-Forming SVG,historical_final_coverage_manifest,1.000000,exact_or_near_exact
paper-0747,A Leakage-Aware and Reproducible Evaluation Framework for Predictive Maintenance Classification,extraction_papers/paper-0747_a_leakage_aware_and_reproducible_evaluation_framework_for_predictive_maintenance_classificat.pdf,0f036fa60418c7a832b3081ffbc69307adeac95a9b8dbcb743c9651e925281ee,1,run_500_20260710_185042,gpt-5-mini,3,0,false,direct_with_internal_retries,extraction_papers/ontocast_runs/run_500_20260710_185042/output/facts_891b3ea550a0.ttl,1ed2b85446c60a6f1a02ba8a740bcbe0616896c52ddbdb382167f77f49691490,379,big data,Fault detection,1,A Leakage-Aware and Reproducible Evaluation Framework for Predictive Maintenance Classification,historical_final_coverage_manifest,1.000000,exact_or_near_exact
paper-0749,Early-Stage Damage Diagnosis of Rolling Bearings Based on Acoustic Emission Signals Interpreted by Friction Behavior and Machine Learning,extraction_papers/paper-0749_early_stage_damage_diagnosis_of_rolling_bearings_based_on_acoustic_emission_signals_interpre.pdf,3ee3de57611f4e918ea31b6c042c1a28586cddab670e5565cd0411ed9e6402ce,1,run_500_20260710_185042,gpt-5-mini,3,0,false,direct_with_internal_retries,extraction_papers/ontocast_runs/run_500_20260710_185042/output/facts_cd699842b395.ttl,94b4bd1514cd0e38050ef97f6278ad5dba1aaa875c64a2a67cbd226722549946,491,Early-Stage Damage Diagnosis of Rolling Bearings Based on Acoustic Emission Signals Interpreted by Friction Behavior and Machine Learning,Fault detection,1,Early-Stage Damage Diagnosis of Rolling Bearings Based on Acoustic Emission Signals Interpreted by Friction Behavior and Machine Learning,historical_final_coverage_manifest,1.000000,exact_or_near_exact
paper-0750,A Pre-Activated Residual Parallel Convolutional Block-Based BiGRU Model for Remaining Useful Life Prediction,extraction_papers/paper-0750_a_pre_activated_residual_parallel_convolutional_block_based_bigru_model_for_remaining_useful.pdf,10850dc3c92bccd5101fc9809414323380a94adcdebc7ef1ae10f2b4d352bf2e,1,run_500_20260710_185042,gpt-5-mini,3,0,false,direct_with_internal_retries,extraction_papers/ontocast_runs/run_500_20260710_185042/output/facts_f2f6fe6c1c7b.ttl,9bf7c4538fad489571ced4e4ea6e9c34e437eba6975f8327c93680186ea42235,577,A Pre-Activated Residual Parallel Convolutional Block-Based BiGRU Model for Remaining Useful Life Prediction,Fault feature extraction,1,A Pre-Activated Residual Parallel Convolutional Block-Based BiGRU Model for Remaining Useful Life Prediction,historical_final_coverage_manifest,1.000000,exact_or_near_exact
paper-0751,Split Federated Learning for Efficient and Privacy-Preserving Predictive Maintenance in Resource-Constrained Industrial IoT Systems,extraction_papers/paper-0751_split_federated_learning_for_efficient_and_privacy_preserving_predictive_maintenance_in_reso.pdf,48b44973941ade0afa65fac2896dd31806f6c8df3548cd8d1aa47d16075b78b2,1,run_500_20260710_185042,gpt-5-mini,3,0,false,direct_with_internal_retries,extraction_papers/ontocast_runs/run_500_20260710_185042/output/facts_e5a95337168b.ttl,b853b7c56eb0a92a6ad879612d8a3ab16ef89ba2174a27590a409bc198b097f0,541,Factsarticle1_77,Remaining useful life estimation,1,Split Federated Learning for Efficient and Privacy-Preserving Predictive Maintenance in Resource-Constrained Industrial IoT Systems,historical_final_coverage_manifest,1.000000,exact_or_near_exact
paper-0752,Design of a Dual-Chain Synchronization Monitoring System for Scraper Conveyors Based on Magnetic Sensing,extraction_papers/paper-0752_design_of_a_dual_chain_synchronization_monitoring_system_for_scraper_conveyors_based_on_magn.pdf,d7dff2ef55d739015b23816db9a0f2ac6a98ddd9faf80b71b81d2ac22de7eeba,1,run_500_20260710_185042,gpt-5-mini,3,0,false,direct_with_internal_retries,extraction_papers/ontocast_runs/run_500_20260710_185042/output/facts_4a304c34b75e.ttl,aec2665ccc2f89e08da3e44c9bdd74209d9673636499c32f44d5d49c341bea93,253,Factsarticle1_78,Fault detection,2,Design of a Dual-Chain Synchronization Monitoring System for Scraper Conveyors Based on Magnetic Sensing,historical_final_coverage_manifest,1.000000,exact_or_near_exact
paper-0753,Mathematical Model to Predict Vibration Behavior of LM6000 Gas Turbines at Musayyib Thermal Power Plant Under Variable Operating Conditions,extraction_papers/paper-0753_mathematical_model_to_predict_vibration_behavior_of_lm6000_gas_turbines_at_musayyib_thermal.pdf,a51e0285d89e8a665ddd0eac940187f7d3ab68bd3cd5b7d78efb7860a46fa022,1,run_500_20260710_185042,gpt-5-mini,3,0,false,direct_with_internal_retries,extraction_papers/ontocast_runs/run_500_20260710_185042/output/facts_c9f0c65295d5.ttl,d2196d677b8afa56713bcb758d154093c04a55cc25e099307cc854625a7e4798,488,Mathematical Model to Predict Vibration Behavior of LM6000 Gas Turbines at Musayyib Thermal Power Plant Under Variable Operating Conditions,Fault detection,2,Mathematical Model to Predict Vibration Behavior of LM6000 Gas Turbines at Musayyib Thermal Power Plant Under Variable Operating Conditions,historical_final_coverage_manifest,1.000000,exact_or_near_exact
paper-0754,Domain-adapted explainability for machine learning predictions of rotodynamic pump degradation in safety-critical industrial sectors,extraction_papers/paper-0754_domain_adapted_explainability_for_machine_learning_predictions_of_rotodynamic_pump_degradati.pdf,0dd32d60263777d64dec33ff623119048f40f40f240aff5166611038a91f4054,1,run_500_20260710_185042,gpt-5-mini,3,0,false,direct_with_internal_retries,extraction_papers/ontocast_runs/run_500_20260710_185042/output/facts_e1be51b0c534.ttl,551bd666f19125ca89178426eaa04139ccad022c978981b2d899137df3a58abd,529,LRP,Fault detection,1,Domain-adapted explainability for machine learning predictions of rotodynamic pump degradation in safety-critical industrial sectors,historical_final_coverage_manifest,1.000000,exact_or_near_exact
paper-0757,UMAP and K-Means++ Based Degradation Condition Identification for Switch Machines,extraction_papers/paper-0757_umap_and_k_means_based_degradation_condition_identification_for_switch_machines.pdf,f3f6f4da01e2b0f71161e1525d0f41523f8fce4714fcedd786fedb71ab4a1ab6,1,run_500_20260710_185042,gpt-5-mini,3,0,false,direct_with_internal_retries,extraction_papers/ontocast_runs/run_500_20260710_185042/output/facts_01ed610980f6.ttl,ac81325abb2447fe246c2dee2a9cc813f68b5b01435645985434ec0be799b952,101,Untitled extracted case,Fault feature extraction,1,UMAPand K-Means++ Based Degradation Condition Identification for Switch Machines,historical_final_coverage_manifest,1.000000,exact_or_near_exact
paper-0759,Predictive maintenance optimization for industrial equipment via reliable prognosis and risk-aware reinforcement learning,extraction_papers/paper-0759_predictive_maintenance_optimization_for_industrial_equipment_via_reliable_prognosis_and_risk.pdf,b36c3d4b576e30ff7b628b0d893df9ae7aeaaa74bdeaf075a3c47ca5a01f0a81,1,run_500_20260710_185042,gpt-5-mini,3,0,false,direct_with_internal_retries,extraction_papers/ontocast_runs/run_500_20260710_185042/output/facts_0efdf6da33d6.ttl,ea201e102d95794e2886ff4df119b9d2b71c24603e341f8ac2813bf0eab48a3e,121,Factsarticle1_81,One step future state forecast,1,Predictive maintenance optimization for industrial equipment via reliable prognosis and risk-aware reinforcement learning,historical_final_coverage_manifest,1.000000,exact_or_near_exact
paper-0761,Multi-Level Short Circuit Fault Detection in Induction Motors Using Deep CNN-LSTM Networks for Industry 4.0 Applications,extraction_papers/paper-0761_multi_level_short_circuit_fault_detection_in_induction_motors_using_deep_cnn_lstm_networks_f.pdf,ddd9745bc74e84612c2e4582f6d6b383a1acdc8e80093ef58d141cb3798bbedd,1,run_500_20260710_185042,gpt-5-mini,3,0,false,direct_with_internal_retries,extraction_papers/ontocast_runs/run_500_20260710_185042/output/facts_02fa479982bb.ttl,86f0bd95717ac0d9a97690d3cff85b2d0b46fe311d976006120c0b95a436b2cd,105,Factsarticle1_82,Fault detection,1,Multi-Level Short Circuit Fault Detection in Induction Motors Using Deep CNN-LSTM Networks for Industry 4.0 Applications,historical_final_coverage_manifest,1.000000,exact_or_near_exact
paper-0763,Hybrid Kolmogorov-Arnold and xLSTM network for enhanced RUL prediction of lithium batteries,extraction_papers/paper-0763_hybrid_kolmogorov_arnold_and_xlstm_network_for_enhanced_rul_prediction_of_lithium_batteries.pdf,b6800a3a1ab00555c7405eaafb684e67095dec0e737d7a7e0f44140a5fe4fde4,1,run_500_20260710_185042,gpt-5-mini,3,0,false,direct_with_internal_retries,extraction_papers/ontocast_runs/run_500_20260710_185042/output/facts_b1ca20e0faf4.ttl,7cfd84f8d0be724d0b7bad7fc17e1e99283f53e57aad8a5c233efefbc80d5d5f,449,Hybrid Kolmogorov-Arnold and xLSTM network for enhanced RUL prediction of lithium batteries,Remaining useful life estimation,1,Hybrid Kolmogorov-Arnold and xLSTM network for enhanced RUL prediction of lithium batteries,historical_final_coverage_manifest,1.000000,exact_or_near_exact
paper-0765,Resource-Efficient Telemetry-Based Condition Monitoring with Digitally Configurable DC/DC Converters and Embedded AI,extraction_papers/paper-0765_resource_efficient_telemetry_based_condition_monitoring_with_digitally_configurable_dc_dc_co.pdf,f1fe36f5a29a7891f649ea27eb941801815d0fad0e52c7f185af77dc973b5ff4,1,run_500_20260710_185042,gpt-5-mini,3,0,false,direct_with_internal_retries,extraction_papers/ontocast_runs/run_500_20260710_185042/output/facts_9b159fe947f5.ttl,cd3456b1c0402de85a17f4a40b9bb7770493d9199e43074c5aa17b4fa510eb2c,415,Factsarticle_1_6,Health assessment,2,Resource-Efficient Telemetry-Based Condition Monitoring with Digitally Configurable DC/DC Converters and Embedded AI,historical_final_coverage_manifest,1.000000,exact_or_near_exact
paper-0769,Machine Learning Framework for Fault Detection and Diagnosis in Rotating Machinery,extraction_papers/paper-0769_machine_learning_framework_for_fault_detection_and_diagnosis_in_rotating_machinery.pdf,4cf36778866f9a13d7c29bebf3087303bd40e37e5a0a8c1b53545cd0caf66226,1,run_500_20260710_185042,gpt-5-mini,3,0,false,direct_with_internal_retries,extraction_papers/ontocast_runs/run_500_20260710_185042/output/facts_7b7d5c4dd1ba.ttl,c01949e8019a41cd0360f9cc1982192cdb9a2640f287d88c72c0188890a3d284,353,Factsarticle1_84,Fault identification,2,Machine Learning Framework for Fault Detection and Diagnosis in Rotating Machinery,historical_final_coverage_manifest,1.000000,exact_or_near_exact
paper-0771,Health Status Assessment of Unmanned Aerial Vehicle Engine Based on AHP Enhancement and Multimodal Fusion,extraction_papers/paper-0771_health_status_assessment_of_unmanned_aerial_vehicle_engine_based_on_ahp_enhancement_and_mult.pdf,ddee57bb9a848db6729ab343f2f5e8cf4c54ca48c4bc40a635f4ab1f998d092d,1,run_500_20260710_185042,gpt-5-mini,3,0,false,direct_with_internal_retries,extraction_papers/ontocast_runs/run_500_20260710_185042/output/facts_c39995eec18e.ttl,d90b32f81a4d3a5149705c1c11a9e23bd04ebbc8ddfe03ee66dd5806b5c3be02,473,Factsyear1_73,Health assessment,1,Health Status Assessment of Unmanned Aerial Vehicle Engine Based on AHP Enhancement and Multimodal Fusion,historical_final_coverage_manifest,1.000000,exact_or_near_exact
paper-0773,Assessment of Insulation Aging Condition for Dry-Type Transformer Epoxy Resin Based on Dielectric Response and Activation Energy Analysis,extraction_papers/paper-0773_assessment_of_insulation_aging_condition_for_dry_type_transformer_epoxy_resin_based_on_diele.pdf,3fe1fee6074cf8b92ac2f3eca92b65fbadae63454e38713c2e7748738348a251,1,run_500_20260710_185042,gpt-5-mini,3,0,false,direct_with_internal_retries,extraction_papers/ontocast_runs/run_500_20260710_185042/output/facts_3b442c32918c.ttl,1b4bce82965912c1adb2a463fadad5326e341fa74d1e160a3472d06eea2b45df,215,Factsarticle1_85,Remaining useful life estimation,1,Assessment of Insulation Aging Condition for Dry-Type Transformer Epoxy Resin Based on Dielectric Response and Activation Energy Analysis,historical_final_coverage_manifest,1.000000,exact_or_near_exact
paper-0775,Development of a Physics-Based Digital Twin Framework for a 3 MW Class Wind Turbine,extraction_papers/paper-0775_development_of_a_physics_based_digital_twin_framework_for_a_3_mw_class_wind_turbine.pdf,27d64a01bf9bdc785407b99f8592350e32921e07269154becae80d4f9942683e,1,run_500_20260710_185042,gpt-5-mini,3,0,false,direct_with_internal_retries,extraction_papers/ontocast_runs/run_500_20260710_185042/output/facts_1489f1caf7d4.ttl,88df486f93e2ee14b4a42993f20e152d9f43063afd9f083df2ac9ad0fe491c74,128,Factsarticle1_86,Remaining useful life estimation,1,Development of a Physics-Based Digital Twin Framework for a 3 MW Class Wind Turbine,historical_final_coverage_manifest,1.000000,exact_or_near_exact
paper-0776,A Moving Window-Based Feature Extraction Method for Gearbox Fault Detection Using Vibration Signals,extraction_papers/paper-0776_a_moving_window_based_feature_extraction_method_for_gearbox_fault_detection_using_vibration.pdf,457fee6eb80c6416821c551b695477ef9aec40ffef846e36fd2a9b96272c0aac,1,run_500_20260710_185042,gpt-5-mini,3,0,false,direct_with_internal_retries,extraction_papers/ontocast_runs/run_500_20260710_185042/output/facts_eae1b40b21d7.ttl,975c561558725bbceec978b457d50b2d525e3fba59f30a5b4a3565218e14d433,550,A Moving Window-Based Feature Extraction Method for Gearbox Fault Detection Using Vibration Signals,Fault feature extraction,1,A Moving Window-Based Feature Extraction Method for Gearbox Fault Detection Using Vibration Signals,historical_final_coverage_manifest,1.000000,exact_or_near_exact
paper-0779,Hybrid Deep Learning for Predictive Maintenance in Industrial Machinery Using LSTM and MLP Models,extraction_papers/paper-0779_hybrid_deep_learning_for_predictive_maintenance_in_industrial_machinery_using_lstm_and_mlp_m.pdf,e7994573a9789f2955b3d6fba18cc6ef55161fb5ddd1edd5968f4fafa3368b44,1,run_500_20260710_185042,gpt-5-mini,3,0,false,direct_with_internal_retries,extraction_papers/ontocast_runs/run_500_20260710_185042/output/facts_83d39a85d59f.ttl,08e3cb6b03f3e4f1cb4303c967a9ad4b00e66e453a0c9878615752e144846cce,371,Campilho,Fault detection,1,Hybrid Deep Learning for Predictive Maintenance in Industrial Machinery Using LSTM and MLP Models,historical_final_coverage_manifest,1.000000,exact_or_near_exact
paper-0780,Unsupervised Feature Space Analysis for Robust Motor Fault Diagnosis Under Varying Operating Conditions,extraction_papers/paper-0780_unsupervised_feature_space_analysis_for_robust_motor_fault_diagnosis_under_varying_operating.pdf,5293d3115ffd42da23e41896d5aad8f49d0ad90ec093aab6184ec3b585bc2eb1,1,run_500_20260710_185042,gpt-5-mini,3,0,false,direct_with_internal_retries,extraction_papers/ontocast_runs/run_500_20260710_185042/output/facts_81e786de9dfb.ttl,0525a282ddbeba960dbf6611972052f0a59ae61a76c6f1ab9fdcf800401e1ba9,365,Factsarticle1_89,Fault detection,1,Unsupervised Feature Space Analysis for Robust Motor Fault Diagnosis Under Varying Operating Conditions,historical_final_coverage_manifest,1.000000,exact_or_near_exact
paper-0782,Predictive Maintenance in Pharma Manufacturing: Challenges and Strategic Directions †,extraction_papers/paper-0782_predictive_maintenance_in_pharma_manufacturing_challenges_and_strategic_directions.pdf,7cbe2cac771c1e95fefae543d9209cc48a0838e6c6bb6b7033f97a89f1caa2a5,1,run_500_20260710_185042,gpt-5-mini,3,0,false,direct_with_internal_retries,extraction_papers/ontocast_runs/run_500_20260710_185042/output/facts_2090c159abe1.ttl,1b23ad754fa22f5ca95f74475b1f79dd07c7e0bf1ae89fd9c61286e40664d42d,162,Untitled extracted case,One step future state forecast,1,Predictive Maintenance in Pharma Manufacturing: Challenges and Strategic Directions,historical_final_coverage_manifest,1.000000,exact_or_near_exact
