id,controversy_level,normalized_reason_category,subagent_reason_category,recommended_action,brief_reason,current_screening_confidence,current_screening_notes,pdf_present,title,year,source,doi
paper-2247,medium,sensor_material_only,grid_protection_testing,review_exclude,Protective-relay wavelet runtime testing targets grid stability and transient protection rather than a maintenance or asset-health decision.,medium,protective relay runtime monitoring,no,Evaluating wavelet decomposition techniques in protective relays under continuous run-time simulated operation,2025,Results in Engineering,10.1016/j.rineng.2025.106936
paper-2286,medium,generic_method_no_asset_case,maintenance_execution_not_pdm,review_exclude,"Mill-relining manipulator path planning supports maintenance execution and safety, not prediction of asset condition or maintenance need.",high,maintenance manipulator path planning,yes,Digital Twin System for Mill Relining Manipulator Path Planning Simulation,2025,Machines,10.3390/machines13090823
paper-2295,medium,civil_geotechnical_infrastructure,measurement_method_track_rolling_stock,review_exclude,Smartphone acceleration study focuses on ride comfort and possible future track/rolling-stock monitoring; no actual PdM task is performed.,medium,rail vehicle acceleration wear monitoring,yes,The Application of Mobile Devices for Measuring Accelerations in Rail Vehicles: Methodology and Field Research Outcomes in Tramway Transport,2025,Sensors,10.3390/s25154635
paper-2309,medium,business_social,operational_abort_policy,review_exclude,"Mission-abort policy uses alarms to protect a UAV mission, but the decision is operational safety rather than inspection/repair/replacement maintenance.",medium,mission system degradation decisions,yes,Mission Abort Policy Considering Imperfect Alarms and Two Abort Options,2025,Naval Research Logistics,10.1002/nav.22260
paper-2399,medium,civil_geotechnical_infrastructure,generic_material_damage_detection,review_exclude,Microscopic corrosion detection for generic ferrous-metal parts; predictive maintenance is only a broad industrial implication.,medium,metal part corrosion detection,yes,"Surface Corrosion Detection for Ferrous-metal Parts: Application of Artificial Intelligence, Python and Microscopic Images",2025,Medziagotyra,10.5755/j02.ms.41377
paper-2413,medium,civil_geotechnical_infrastructure,enabling_sensor_communication,review_exclude,Through-metal communication for batteryless sensors enables SHM/PdM data collection but contains no asset condition model and also invokes civil infrastructure.,high,sensors for SHM and predictive maintenance,yes,Wideband Communication with Batteryless Sensors Embedded in Metal Structures,2025,ACM Transactions on Internet of Things,10.1145/3748517
paper-2514,medium,civil_geotechnical_infrastructure,generic_method_civil_shm,review_exclude,Virtual-sensing paper evaluated partly on train-bridge live-load prediction; maintenance use is only potential and includes civil SHM.,high,virtual sensing for condition monitoring,no,Graph neural networks for virtual sensing in complex systems: Addressing heterogeneous temporal dynamics,2025,Mechanical Systems and Signal Processing,10.1016/j.ymssp.2025.112544
paper-2547,medium,civil_geotechnical_infrastructure,generic_ai_energy,review_exclude,"Broad generative-AI solar-energy overview spanning design, site selection, forecasting, and grids; predictive maintenance is only one application.",medium,solar predictive maintenance applications,no,Revolutionizing solar energy resources: The central role of generative AI in elevating system sustainability and efficiency,2025,Applied Energy,10.1016/j.apenergy.2025.125296
paper-2672,medium,civil_geotechnical_infrastructure,operations_safety_monitoring,review_exclude,"Wheel-rail friction estimation supports low-adhesion mitigation and operations safety, not fault/degradation maintenance of an asset.",medium,Railway adhesion condition monitoring,no,Estimation of wheel-rail friction coefficient using deep CNN on axlebox accelerations,2025,Mechanical Systems and Signal Processing,10.1016/j.ymssp.2025.112756
paper-2710,medium,process_quality_not_maintenance,process_safety_monitoring,review_exclude,Combustible-gas detection predicts gas concentrations/leaks for safety; physical asset fault or repair target is unclear.,medium,Gas leak condition monitoring,yes,A Wireless Sensor Network-Based Combustible Gas Detection System Using PSO-DBO-Optimized BP Neural Network,2025,Sensors,10.3390/s25103151
paper-2711,medium,generic_method_no_asset_case,grid_reliability_operations,review_exclude,Theoretical framework for grid automation effects on SAIDI/SAIFI and outages; no specific asset condition or maintenance decision.,medium,Power grid reliability maintenance,yes,Beyond Traditional Grid: A Novel Quantitative Framework for Assessing Automation’s Impact on System Average Interruption Duration Index and System Average Interruption Frequency Index,2025,Energies,10.3390/en18112671
paper-2716,medium,business_social,energy_management_unclear_maintenance,review_exclude,Greenhouse digital twin mainly manages energy use and agricultural environment; equipment maintenance decision is implicit at best.,high,Greenhouse electrical equipment monitoring,yes,Application of the Digital Twin for Condition Monitoring and Energy Management of Electrical Loads in Greenhouses,2025,"Engineering, Technology and Applied Science Research",10.48084/etasr.10467
paper-2794,medium,generic_method_no_asset_case,maintenance_workflow_not_predictive,review_exclude,"Personalized digital work instructions for maintenance workers; predictive maintenance is only a possible integration, not the study target.",high,Industrial maintenance work instructions,yes,Personalizing Industrial Maintenance Operation Using the Model of Hierarchical Complexity,2025,Journal of Manufacturing and Materials Processing,10.3390/jmmp9040132
paper-2894,medium,process_quality_not_maintenance,process_control_safety,review_exclude,Combustion/flame state diagnosis targets process safety/control states rather than equipment degradation or maintenance needs.,medium,Combustion fault diagnosis system,yes,Research on Combustion State System Diagnosis Based on Voiceprint Technology,2025,Sensors,10.3390/s25103152
paper-2938,medium,performance_or_energy_optimization,vehicle_safety_monitoring,review_exclude,"Tire-pressure-monitoring system performance study; predictive maintenance is only a future integration, not degradation or failure prediction.",medium,Tire pressure condition monitoring,yes,Developing smart tire pressure monitoring system: A performance evaluation of ESP32-C3 with ESP-NOW communication,2025,Review of Computer Engineering Research,10.18488/76.v12i2.4215
paper-2946,medium,performance_or_energy_optimization,generic_control_fault_estimation,review_exclude,Simulation-only actuator fault estimation for abstract nonlinear systems; maintenance is motivational with no real asset/use case.,high,Actuator fault estimation,yes,Actuator Fault Estimation for Distributed Interconnected Lipschitz Nonlinear Systems with Direct Feedthrough Inputs,2025,Processes,10.3390/pr13051283
paper-3030,medium,performance_or_energy_optimization,weak_maintenance_link,review_exclude,Induction-motor parameter/loss estimation is mainly for control/performance; condition monitoring and fault classification are described as future modifications.,medium,Motor aging parameter estimation,no,Estimation of induction motor equivalent circuit parameters and losses from transient measurement,2025,ISA Transactions,10.1016/j.isatra.2024.12.012
paper-3045,medium,civil_geotechnical_infrastructure,civil_infrastructure_scope,review_exclude,Rail curve-squeal/noise and rail-grinding case study; maintenance target is track/rail acoustics rather than clear vehicle/equipment PdM.,medium,Rail squeal condition monitoring,no,A case study of railway curve squeal radiated from both the outer and inner wheel,2025,Applied Acoustics,10.1016/j.apacoust.2024.110327
paper-3108,medium,performance_or_energy_optimization,weak_maintenance_link,review_exclude,"PMSM inductance estimation supports control and may aid condition monitoring, but no fault/degradation diagnosis or maintenance use is demonstrated.",medium,PMSM parameter estimation for monitoring,no,Speed Harmonic based Saturation Free Inductance Modeling and Estimation of Interior PMSM Using Measurements Under One Load Condition,2025,CES Transactions on Electrical Machines and Systems,10.30941/CESTEMS.2025.00010
paper-3189,medium,performance_or_energy_optimization,generic_ai_control,review_exclude,Automated industrial-equipment system focuses on energy consumption/control and standby savings; predictive-maintenance link is secondary and vague.,medium,Industrial equipment monitoring and PdM,yes,Design of an Automated System for the Benefit of Energy Consumption and Control of Industrial Equipment with Artificial Intelligence,2025,SSRG International Journal of Electrical and Electronics Engineering,10.14445/23488379/IJEEE-V12I3P110
paper-3279,medium,business_social,business_management,review_exclude,"Maintenance innovation/competitive-advantage guide is largely organizational and strategic, with no concrete predictive asset-health model.",high,Industrial machinery maintenance strategy management,yes,Innovation management strategies for industrial machinery maintenance: Enhancing competitive advantage,2025,Edelweiss Applied Science and Technology,10.55214/25768484.v9i5.7445
paper-3429,medium,performance_or_energy_optimization,enabling_sensor_power_only,review_exclude,"Energy harvester powers transmission-line sensors; it does not perform condition assessment, fault prediction, or maintenance decision support.",medium,Energy harvester powers grid condition sensors,yes,Hybrid Triboelectric-Electromagnetic-Electric Field Energy Harvester for Simultaneous Wind and Electric Field Energy Capture in High-Voltage Transmission System,2025,Advanced Energy Materials,10.1002/aenm.202403931
paper-3470,medium,business_social,legal_policy_context,review_exclude,Legal/data-storage framework for automotive PdM implementation; outside strict technical predictive-maintenance or asset-health modeling scope.,medium,Legal framework for vehicle predictive maintenance,no,Legal Framework and Data Storage Background of Online Collected Data for Predictive Maintenance and Repair Purposes in the Automotive Sector in the European Union,2025,IEEE Access,10.1109/ACCESS.2025.3594772
paper-3485,medium,sensor_material_only,enabling_sensor_only,review_exclude,Millimeter-wave radar displacement-sensor precision study has only generic condition-monitoring applications and no specific asset maintenance target.,medium,Displacement sensing for condition monitoring,yes,Experimental Analysis of Accuracy and Precision in Displacement Measurement Using Millimeter-Wave FMCW Radar,2025,Applied Sciences (Switzerland),10.3390/app15063316
paper-3578,medium,process_quality_not_maintenance,generic_process_monitoring,review_exclude,Fault classification is for abstract industrial processes/datasets with no clear physical equipment or maintenance action.,high,Industrial process fault classification,no,Improved Machine Learning for Multiclass Fault Classification in Industrial Processes,2025,IEEE Access,10.1109/ACCESS.2025.3633702
paper-3686,medium,performance_or_energy_optimization,operational_classification_not_maintenance,review_exclude,"Drive-mode classification for trucks may aid diagnostics, but it predicts operating mode rather than condition, fault, or RUL.",medium,Drive modes support truck diagnostics,no,DriveSense: A Noise-Resilient Framework for Driving Mode Identification,2025,IEEE Access,10.1109/ACCESS.2025.3608615
paper-3698,medium,performance_or_energy_optimization,environmental_monitoring_not_maintenance,review_exclude,Vehicle-emission forecasting targets high-emitting vehicles and environmental compliance; predictive maintenance is incidental.,medium,Vehicle emissions support diagnostics,no,IVEMPS: IoT-Based Vehicle Emission Monitoring and Prediction System,2025,IEEE Access,10.1109/ACCESS.2025.3572726
paper-3784,medium,civil_geotechnical_infrastructure,generic_or_civil_structure,review_exclude,Bolted-structure torque-loosening SHM lacks a specific in-scope industrial/electromechanical asset and may be civil/generic structure monitoring.,high,Bolted structure damage quantification,yes,Integrating Virtual Sensor Data Augmentation Into Machine Learning for Damage Quantification of Bolted Structures Under Assembly Uncertainty,2025,Structural Control and Health Monitoring,10.1155/stc/8030303
paper-3830,medium,sensor_material_only,sensor_method_only,review_exclude,"Evaluates low-cost particle sensors for HVAC ducts; predictive maintenance of filters is only an opportunity, not demonstrated.",high,HVAC filtration predictive maintenance,yes,Using low-cost particle sensors in HVAC ducts,2025,Aerosol Science and Technology,10.1080/02786826.2025.2475085
paper-3843,medium,process_quality_not_maintenance,manufacturing_quality_reliability_testing,review_exclude,"Predicts HDD failures during manufacturing reliability testing, closer to quality screening than field maintenance of assets.",high,HDD reliability failure prediction,yes,An Adaptive Machine Learning Framework Integrating AutoML and MLOps for Two-Stage Classification in Hard Disk Drive Manufacturing,2025,IET Collaborative Intelligent Manufacturing,10.1049/cim2.70047
paper-3964,medium,process_quality_not_maintenance,quality_control_not_maintenance,review_exclude,Surface-roughness classification is mainly machining quality/process control; tool replacement maintenance is downstream and indirect.,medium,Machining quality can trigger tool replacement,yes,Surface Roughness Determination With the Help of Artificial Neural Networks as Enabler of Metal Machining Process Controlling System,2025,"International Journal of Computers, Communications and Control",10.15837/ijccc.2025.2.7028
paper-3980,medium,civil_geotechnical_infrastructure,road_safety_driver_monitoring,review_exclude,Primary goal is driver profiling and accident prevention; vehicle-condition monitoring is secondary and simulated.,medium,Vehicle condition diagnostics for safety,yes,SmartYatra: a dynamic driver profiling and vehicle condition monitoring safety shield for accident prevention,2025,"Urban, Planning and Transport Research",10.1080/21650020.2025.2602326
paper-0019,medium,medical_bio_non_equipment,generic_ai_unclear_maintenance,review_keep,"Consumer-electronics maintenance is mentioned, but the abstract blends personalization and biometric security with no concrete asset fault or degradation case.",high,Consumer electronics predictive maintenance,yes,AI driven system for enhancing consumer electronics through maintenance personalization and security,2026,Scientific Reports,10.1038/s41598-026-37401-5
paper-0058,medium,process_quality_not_maintenance,data_quality_support_not_asset_fault,review_keep,"Detects and imputes anomalous/missing vessel data for digital-twin development, not actual marine-engine faults or maintenance needs.",medium,Marine engine data supports condition monitoring,no,Localized anomaly detection and recovery of marine engine data to support digital twin development in shipping,2026,Ocean Engineering,10.1016/j.oceaneng.2026.124356
paper-0089,medium,process_quality_not_maintenance,operational_performance_monitoring,review_keep,Renewable-energy production-imbalance detection is framed around performance/security; asset failure prevention is asserted but maintenance linkage is weak.,high,Renewable energy anomaly detection,yes,Adaptive Thresholding for Production Imbalance Detection in Renewable Energy Systems Using Statistical and Machine Learning Models,2026,International Journal of Intelligent Engineering and Systems,10.22266/ijies2026.0430.01
paper-0237,medium,sensor_material_only,environmental_vibration_study,review_keep,AC motor vibration study mainly characterizes vibration and environmental impact; predictive maintenance is presented as a future/use implication.,medium,motor vibration analysis,no,EXPERIMENTAL STUDY ON VIBRATION CHARACTERISTICS OF AN AC SYNCHRONOUS MOTOR AND THEIR ENVIRONMENTAL IMPACT,2026,International Journal of GEOMATE,10.21660/2026.140.g15191
paper-0251,medium,process_quality_not_maintenance,process_temperature_prediction,review_keep,"Extruder nozzle temperature prediction may help avoid clogging/failure, but the study is closer to additive-manufacturing process monitoring.",medium,nozzle failure monitoring,no,An ensemble stacking machine learning model for temperature prediction of extruder nozzle in an additive manufacturing process,2026,Engineering Research Express,10.1088/2631-8695/ae5917
paper-0293,medium,performance_or_energy_optimization,lab_scale_operational_anomaly,review_keep,Lab-scale pipe-flow digital twin detects flow-rate anomalies; predictive-maintenance use for hydro turbines is only prospective.,medium,pipe anomaly detection,no,Digital twin of a pipe conveying fluid: Flow rate anomaly detection and quantification via multi-fidelity Kalman filters and event based cameras signals,2026,Mechanical Systems and Signal Processing,10.1016/j.ymssp.2026.114027
paper-0300,medium,performance_or_energy_optimization,operational_control_strategy,review_keep,"Gas-turbine transient performance/control study discusses reliability and FDD, but primary contribution is control strategy rather than maintenance prediction.",medium,gas turbine diagnostics,no,Transient performance and control strategy of three shaft variable geometry industrial gas turbines,2026,Aerospace Science and Technology,10.1016/j.ast.2026.111718
paper-0602,medium,process_quality_not_maintenance,process_supervision,review_keep,AI/LLM architecture is mainly batch-process/CIP supervision; equipment health and preventive maintenance are secondary.,medium,Industrial batch process PdM decision support,yes,Hybrid AI and LLM-Enabled Agent-Based Real-Time Decision Support Architecture for Industrial Batch Processes: A Clean-in-Place Case Study,2026,AI (Switzerland),10.3390/ai7020051
paper-0652,medium,software_it_cyber,software_it_network,review_keep,Predicts optical-network amplifier failures; boundary between physical telecom equipment PdM and IT/network service reliability is ambiguous.,high,Optical amplifier failure prediction,no,Failure Prediction in Optical Transport Networks Through the Integration of Digital Twins and Deep Learning,2026,Journal of Lightwave Technology,10.1109/JLT.2026.3655186
paper-0738,medium,civil_geotechnical_infrastructure,broad_review_infrastructure,review_keep,"Broad Drone-of-Things/AI overview for power sector; predictive maintenance is one application among many, not a focused PdM study.",high,Power infrastructure drone inspection,yes,AI APPLICATIONS FOR DRONE OF THINGS IN THE POWER SECTOR,2026,Journal of Engineering and Technology for Industrial Applications,10.5935/jetia.v12i57.3030
paper-0921,medium,business_social,fleet_business_operations,review_keep,Fleet framework links driver behavior to service frequency and repair costs; asset health prediction is weak/indirect.,high,Fleet maintenance optimization,yes,Data-Driven Fleet Optimization Using ML Algorithms and a Decision-Making Grid Framework,2026,Applied System Innovation,10.3390/asi9030063
paper-0976,medium,software_it_cyber,software_it_hardware_boundary,review_keep,"PdM of CPUs, GPUs, disks and RAM sits at the boundary of physical hardware maintenance and IT service reliability.",medium,Hardware component predictive maintenance,no,From Uncertainty to Decision: An Intelligent Predictive Maintenance Approach Leveraging Fuzzy Bayesian Networks for Critical IT Components,2026,IEEE Access,10.1109/ACCESS.2026.3685169
paper-1021,medium,sensor_material_only,unclear_asset_material_shm,review_keep,Crack detection is tested on polymeric specimens; the maintainable asset/use case is generic rather than a specific equipment asset.,high,Crack detection for structural health,yes,An Intelligent Signal Classification Framework for Crack Detection in Polymeric Materials Using Ensemble Learning,2026,CMES - Computer Modeling in Engineering and Sciences,10.32604/cmes.2026.080607
paper-1079,medium,process_quality_not_maintenance,agriculture_iot_data_quality,review_keep,Focus is imputation under sensor failures in smart irrigation; the pump-failure/PdM link is indirect.,high,Irrigation sensor and pump failures,yes,Evaluating the Data Imputation Impact on Gradient Boosting Model Predictive Performance in Sensor Failure Recovery for Smart Irrigation Systems,2026,"Engineering, Technology and Applied Science Research",10.48084/etasr.17776
paper-1143,medium,business_social,unclear_asset_generic_method,review_keep,Generic anomaly/trend framework for system health management; the asset target is unspecified.,medium,Generic PHM anomaly trend method,yes,Adaptive Dynamic Thresholds for Unsupervised Joint Anomaly Detection and Trend Prediction,2026,Sensors,10.3390/s26010257
paper-1166,medium,civil_geotechnical_infrastructure,structural_health_unclear_asset,review_keep,"Fastener-preload SHM spans rail, aerospace and civil structures; the specific maintainable asset scope is unclear.",high,Fastener preload structural monitoring,no,Voiceprint analysis for non-destructive monitoring of fastener preload variations in complex structural components,2025,Results in Engineering,10.1016/j.rineng.2025.108153
paper-1225,medium,business_social,human_workforce_maintenance_ops,review_keep,"Evaluates maintenance crews and workforce KPIs rather than predicting asset condition, though tied to maintenance execution.",high,Maintenance crew evaluation,yes,A data-driven framework for evaluating maintenance crews in fertilizer manufacturing units,2025,Scientific Reports,10.1038/s41598-025-17418-y
paper-1246,medium,sensor_material_only,sensor_enabler_only,review_keep,FBG torque/speed sensing support-structure design; predictive maintenance is contextual rather than demonstrated.,medium,Aerospace structural health sensing,no,FBG-instrumented FDM support structure design guidelines and execution for torque and angular speed measurements in aerospace applications,2025,Measurement: Journal of the International Measurement Confederation,10.1016/j.measurement.2025.118413
paper-1272,medium,business_social,maintenance_logistics_no_abstract,review_keep,"Spare-part demand forecasting may support maintenance logistics, but no abstract confirms a physical-asset maintenance link.",medium,Spare part maintenance forecasting,yes,A machine learning framework for long-term forecasting of spare part demand in end-of-life product scenarios,2025,Scientific reports,10.1038/s41598-025-31171-2
paper-1341,medium,process_quality_not_maintenance,process_monitoring_weak_maintenance,review_keep,Acoustic virtual sensors monitor process states/anomalies; predictive-maintenance application is possible but indirect.,high,Machinery acoustic fault detection,yes,Acoustic virtual sensors for industrial process monitoring using non-negative matrix factorization,2025,"Eurasip Journal on Audio, Speech, and Music Processing",10.1186/s13636-025-00417-2
paper-1359,medium,generic_method_no_asset_case,generic_digital_twin_architecture,review_keep,"Generic digital-twin framework; packaging-line validation and PdM mention exist, but the asset-health use case is thin.",medium,Generic DT with PdM keyword,yes,Design and validation of a flexible framework for developing generic digital twins for Industry 4.0,2025,Scientific Reports,10.1038/s41598-025-28049-8
paper-1388,medium,process_quality_not_maintenance,generic_self_diagnosis_process_performance,review_keep,CPS self-diagnosis architecture for production performance; asset maintenance target is not well specified.,high,Production self-diagnosis service,no,"Self-diagnosis service to support analysis of production performance, monitoring and optimisation activities",2025,Journal of Manufacturing Systems,10.1016/j.jmsy.2025.11.010
paper-1406,medium,performance_or_energy_optimization,operational_forecasting_not_degradation,review_keep,Forecasts locomotive line voltage for protective operation; asset health/degradation link is indirect despite downtime motivation.,high,locomotive predictive maintenance,no,Comparison of Neuro-Fuzzy and Neural Network Techniques for Estimating the Line Voltage of 8E Electrical Locomotives,2026,International Transactions on Electrical Energy Systems,10.1155/etep/5591984
paper-1428,medium,sensor_material_only,material_corrosion_unclear_asset,review_keep,Corrosion staging from microscopy on ex-service images; the specific critical asset and maintenance decision are generic.,high,corrosion staging for maintenance,yes,Unsupervised machine learning for automated corrosion staging using optical microscopy images,2025,npj Materials Degradation,10.1038/s41529-025-00635-1
paper-1433,medium,sensor_material_only,generic_anomaly_benchmark,review_keep,Training-free anomaly detection on TEP/SKAB benchmarks; sensor validation/fault detection without a specific maintainable asset.,medium,industrial anomaly detection,no,Adaptive Statistical Windowing for Anomaly Detection in Industrial Sensor Signals,2026,IEEE Sensors Letters,10.1109/LSENS.2026.3690282
paper-1435,medium,generic_method_no_asset_case,lab_method_enabler_only,review_keep,Numerical microfluidic oil-particle enrichment method; enables oil condition monitoring but lacks an asset case.,medium,oil condition monitoring method,yes,Numerical Study on Oil Particle Enrichment in a Rectangular Microfluidic Channel Based on Acoustic Standing Waves,2026,Micromachines,10.3390/mi17010079
paper-1439,medium,business_social,maintenance_logistics_not_asset_health,review_keep,Repair-rate estimation in PBL/logistics supports maintenance planning but not asset condition prediction.,high,maintenance repair rate prediction,yes,Neural Network-Based Optimization of Repair Rate Estimation in Performance-Based Logistics Systems,2025,Information (Switzerland),10.3390/info16121031
paper-1458,medium,generic_method_no_asset_case,generic_iiot_no_asset,review_keep,Generic IIoT PdM framework for streaming data; asset type/use case is unspecified and simulation-heavy.,medium,IIoT maintenance framework,yes,Optimized predictive maintenance for streaming data in industrial IoT networks using deep reinforcement learning and ensemble techniques,2025,Scientific Reports,10.1038/s41598-025-10268-8
paper-1494,medium,civil_geotechnical_infrastructure,monitoring_infrastructure_enabler,review_keep,Energy harvester powers power-line monitoring nodes; it is an enabling device rather than asset-health prediction.,high,power line monitoring support,yes,A Hybrid Piezoelectric and Photovoltaic Energy Harvester for Power Line Monitoring,2026,Actuators,10.3390/act15010001
paper-1515,medium,software_it_cyber,system_resilience_not_asset_pdm,review_keep,Fault propagation and recovery in interconnected energy networks; resilience focus rather than maintenance of a specific asset.,high,energy network failure mitigation,yes,Hybrid learning-based fault prediction and cascading failure mitigation in multi-network energy systems,2025,Scientific Reports,10.1038/s41598-025-10304-7
paper-1521,medium,weak_maintenance_link,environmental_iot_device_risk,review_keep,Climate risk/adaptation study for IoT devices; device failure probabilities are relevant but maintenance role is indirect.,medium,IoT device failure risk,yes,Climate Risks to IoT Devices in Kazakhstan: Projections and Adaptation Strategies,2025,Electronics (Switzerland),10.3390/electronics14214317
paper-1544,medium,generic_method_no_asset_case,disaster_restoration_planning,review_keep,Hurricane line-failure prediction supports service restoration and resilience more than routine predictive maintenance.,high,power line failure prediction,yes,Resilience Oriented Distribution System Service Restoration Considering Overhead Power Lines Affected by Hurricanes,2025,Applied System Innovation,10.3390/asi8050149
paper-1637,medium,software_it_cyber,it_network_self_healing,review_keep,Power communication self-healing/fault recovery may concern network operations rather than physical asset maintenance.,medium,power communication fault recovery,yes,Realization and research of self-healing technology of power communication equipment based on power safety and controllability,2025,Energy Informatics,10.1186/s42162-024-00460-x
paper-1704,medium,generic_method_no_asset_case,generic_xai_mixed_domain,review_keep,"Explainability method spans bearing, transformer, and diabetes datasets; not primarily an equipment PdM study.",medium,includes bearing diagnostics,yes,Interpretable Diagnostics with SHAP-Rule: Fuzzy Linguistic Explanations from SHAP Values,2025,Mathematics,10.3390/math13203355
paper-1761,medium,business_social,operational_safety_not_degradation,review_keep,"Wheel-rail force estimation supports safety monitoring, but no clear degradation, fault prognosis, or maintenance policy is modeled.",medium,rail contact force monitoring,yes,A Novel Measurement-Based Computational Method for Real-Time Distribution of Lateral Wheel–Rail Contact Forces,2025,Machines,10.3390/machines13121105
paper-1778,medium,civil_geotechnical_infrastructure,operational_load_monitoring,review_keep,Detects imbalanced freight loads for safety/track-wear mitigation; maintenance relevance is indirect.,high,freight vehicle condition monitoring,yes,Unsupervised machine learning methodologies for identification of transversal imbalanced loads in freight railway vehicles,2025,Railway Engineering Science,10.1007/s40534-025-00391-7
paper-1813,medium,performance_or_energy_optimization,operational_instability_not_maintenance,review_keep,Francis turbine pressure-pulsation study defines operating regions; condition-monitoring link exists but maintenance decision is implicit.,medium,Turbine instability monitoring,yes,Symmetry Breaking Mechanisms and Pressure Pulsation Characteristics in a Large-Scale Francis Turbine Under Variable Head Operation,2025,Symmetry,10.3390/sym17122151
paper-1826,medium,performance_or_energy_optimization,sensor_power_enabling_only,review_keep,"Energy-harvesting metamaterial powers wireless condition sensors; it is enabling instrumentation, not asset diagnosis.",medium,Powers condition monitoring sensors,yes,Multi-Band Enhanced Energy Harvesting from Dual Sources Using a Symmetrical Gradient Metamaterial Beam,2025,Sensors,10.3390/s25237266
paper-1842,medium,software_it_cyber,data_platform_enabling_only,review_keep,Wind-equipment LIMS/data-management platform supports fault research but is mainly software/data infrastructure.,medium,Wind equipment fault data platform,yes,Design and Implementation of a Misalignment Experimental Data Management Platform for Wind Power Equipment,2025,Energies,10.3390/en18195047
paper-1889,medium,weak_maintenance_link,generic_shm_unclear_asset,review_keep,Residual-stress monitoring is validated on steel specimens with only potential SHM/PdM applications; target asset is unclear.,medium,Structural stress monitoring,yes,Long-Term Residual Stress Monitoring via Surface Acoustic Waves Using Piezoelectric Patch Transducers,2025,Applied Sciences (Switzerland),10.3390/app152011132
paper-1892,medium,weak_maintenance_link,iot_application_reliability,review_keep,"Green-IoT failure prediction concerns IoT application/device reliability across sectors, with ambiguous physical-asset maintenance scope.",medium,IoT device failure prediction,yes,Unveiling critical features for failure prediction in green internet of things applications,2025,IAES International Journal of Artificial Intelligence,10.11591/ijai.v14.i5.pp4308-4318
paper-1900,medium,civil_geotechnical_infrastructure,sensor_reliability_not_asset_pdm,review_keep,"Accelerated lifetime study targets the humidity sensor element used for monitoring, not the maintained rail asset itself.",high,Sensor lifetime for rail monitoring,no,Accelerated lifetime estimation and failure analysis of micromachined humidity sensors under high temperature and high humidity conditions,2025,Microelectronics Reliability,10.1016/j.microrel.2025.115885
paper-1914,medium,civil_geotechnical_infrastructure,generic_parameter_estimation,review_keep,"Railway parameter-estimation method is labeled condition monitoring but lacks explicit fault, degradation, or maintenance decision.",medium,Railway vehicle condition monitoring,no,Novel swarm intelligence-based multiple models approaches for parameter estimation: Application to a railway vehicle system with traction,2025,Ain Shams Engineering Journal,10.1016/j.asej.2025.103733
paper-1918,medium,civil_geotechnical_infrastructure,vibration_data_infrastructure,review_keep,Compression of vibration data supports wireless condition monitoring but does not diagnose or prognose a specific asset.,medium,Vibration data for condition monitoring,yes,Case Study on Compression of Vibration Data for Distributed Wireless Condition Monitoring Systems,2025,Applied Sciences (Switzerland),10.3390/app152212346
paper-1957,medium,performance_or_energy_optimization,soc_estimation_indirect_rul,review_keep,SOC estimation for WSN/IoT device batteries only indirectly relates to RUL or maintenance decisions.,medium,IoT battery SOC RUL,no,State-of-charge estimation of IoT devices using genetic algorithm-optimized long short-term memory networks under real-world conditions,2025,Energy Reports,10.1016/j.egyr.2025.11.109
paper-1976,medium,civil_geotechnical_infrastructure,generic_infrastructure_sensing,review_keep,Bending-deformation sensing for slender cylindrical infrastructure has unclear maintained asset and no explicit maintenance action.,high,Structural deformation monitoring,yes,Evaluation of Bending Deformations in Slender Cylindrical Structures Using Distributed Optical Fibre Strain Sensing,2025,Sensors,10.3390/s25237366
paper-1985,medium,sensor_material_only,instrumentation_calibration_only,review_keep,Accelerometer mounting-frequency response study supports PdM measurements but does not monitor asset health itself.,medium,Vibration measurement for PdM,yes,Mounted Accelerometer Frequency Response of Adhesive Products and Aluminum Frame Quick Mounts,2025,Vibration,10.3390/vibration8040061
paper-1998,medium,software_it_cyber,weather_resilience_planning,review_keep,Ice-coating fault prediction supports distribution-network planning/resilience; routine maintenance linkage is indirect.,high,Distribution network fault prediction,no,TSC model for distribution networks considering extreme ice-coating conditions,2025,Journal of Safety and Sustainability,10.1016/j.jsasus.2025.08.001
paper-2051,medium,generic_method_no_asset_case,training_visualization_not_core_pdm,review_keep,"VR/digital-twin platform emphasizes remote monitoring, visualization, and training; concrete asset-health prediction is limited.",high,Engine digital twin failure prevention,yes,Virtual Reality and Digital Twins for Catastrophic Failure Prevention in Industry 4.0,2025,Applied Sciences (Switzerland),10.3390/app15137230
paper-2152,medium,performance_or_energy_optimization,enabling_energy_harvester,review_keep,Piezoelectric energy-harvester study enables sensor nodes for gearbox monitoring but does not itself diagnose or predict asset condition.,low,Harvester powers gearbox monitoring nodes,no,Analysis of piezoelectric harvester with multi-array configuration for ultra-low power sensor nodes,2025,Results in Engineering,10.1016/j.rineng.2025.106728
paper-2176,medium,business_social,process_soft_sensor,review_keep,"FCC decant-oil soft sensor supports coking-risk management, but the contribution is mainly process monitoring rather than equipment PdM.",medium,FCC unit coking risk monitoring,no,Hybrid deep learning framework with spatiotemporal pattern extraction for decant oil solid content soft sensor development in fluid catalytic cracking units,2025,Petroleum Science,10.1016/j.petsci.2025.04.006
