corpus_id,screening_decision,screening_reason_category,screening_confidence,screening_notes,Authors,Author full names,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Cited by,DOI,Link,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
paper-2292,included,physical_asset_maintenance,high,power grid fault prediction,Aghahadi M.; Bosisio A.; Pegoiani A.; Forciniti S.; Merlo M.; Berizzi A.,"Aghahadi, Morteza (57220091334); Bosisio, Alessandro (57016588400); Pegoiani, Andrea (56440049400); Forciniti, Samuele (58795764200); Merlo, Marco (58080482700); Berizzi, Alberto (7004434560)",57220091334; 57016588400; 56440049400; 58795764200; 58080482700; 7004434560,Predicting faults in power distribution grids during heatwaves: A comparative study of machine learning models applied to Milan distribution network,2025,"Sustainable Energy, Grids and Networks",43,,101741,,,7,10.1016/j.segan.2025.101741,https://www.scopus.com/pages/publications/105005219661?origin=resultslist,"The increasing frequency and severity of extreme weather events, such as heatwaves in Milan, intensified by climate change, pose significant challenges to the reliability and resilience of electrical power distribution systems. Traditional deterministic planning methods are becoming inadequate as these events grow more unpredictable. This study introduces a novel machine learning methodology to enhance grid resilience during heatwaves, focusing on fault prediction and heatwave forecasting. Three complementary approaches were systematically evaluated: Ridge Regression with Recursive Feature Elimination and Cross-Validation, Random Forest Regression, and Second-order Polynomial Poisson Regression with Recursive Feature Elimination and Cross-Validation. Through innovative feature engineering incorporating soil temperature, humidity gradients, and dynamic load demand patterns, predictive accuracy was significantly improved over conventional methods. Rigorous cross-validation with statistical validation demonstrated model stability across varying conditions, with the Second-order Polynomial Poisson model achieving a mean absolute error of 0.15 in predicting fault occurrences. To address the observed heteroscedasticity during high-fault periods, adaptive prediction intervals were developed, providing operators with crucial uncertainty quantification when it matters most. When translated to operational reality, these models enable Distribution System Operators to implement proactive fault management strategies, potentially reducing outage response times by an estimated 15–20 % during extreme weather events. This research bridges the critical gap between climate science and power system engineering, offering data-driven decision support for the increasingly volatile operational environment facing urban distribution networks. © 2025 The Author(s)",Electrical distribution grids; Fault analysis; Heatwaves; Resilience; Supervised machine learning,Electric power system planning; Global warming; Outages; Polynomial regression; Polynomials; Self-supervised learning; Thermal Engineering; Cross validation; Distribution grid; Electrical distribution; Electrical distribution grid; Extreme weather events; Fault analysis; Heatwaves; Recursive feature elimination; Resilience; Supervised machine learning; Support vector machines,Article,Final,All Open Access; Green Open Access; Hybrid Gold Open Access,Scopus,2-s2.0-105005219661
paper-2293,included,physical_asset_maintenance,high,automotive steering fault diagnosis,Ma S.; Jia B.,"Ma, Shidian (55778793600); Jia, Bingao (60117360600)",55778793600; 60117360600,Group-Theoretic Bilateral Symmetry Analysis for Automotive Steering Systems: A Physics-Informed Deep Learning Framework for Symmetry-Breaking Fault Pattern Recognition,2025,Symmetry,17,9,1496,,,0,10.3390/sym17091496,https://www.scopus.com/pages/publications/105017293463?origin=resultslist,"Modern automotive steering systems exhibit inherent bilateral symmetry characteristics that can be mathematically described using group theory. When component failures occur, these systems experience quantifiable symmetry-breaking patterns that serve as diagnostic indicators. This research presents an approach that combines group-theoretic principles with machine learning for automotive steering system fault diagnosis. The study introduces a physics-informed neural network architecture that leverages the mathematical structure of bilateral symmetry for enhanced fault detection capabilities. Through systematic analysis of eight distinct fault categories including sensor malfunctions, actuator degradation, control system failures, and mechanical wear patterns, the proposed framework demonstrates that symmetry-breaking signatures provide reliable diagnostic features. The framework integrates symmetric convolutional operations with transformer-based attention mechanisms, optimized through physics-constrained particle swarm algorithms. Experimental validation using both simulation data (12,500 scenarios) and physical test bench measurements shows classification accuracy of 94.2% compared to traditional CNN-LSTM (86.2%), SVM (78.9%), and Random Forest (82.7%) approaches. The bilateral symmetry analysis achieves 91.8% sensitivity for fault detection in controlled laboratory environments. These results establish the practical viability of group-theoretic methods for automotive diagnostics while providing a foundation for condition-based maintenance strategies in intelligent vehicle systems. © 2025 by the authors.",automotive safety; bilateral symmetry; dihedral group; fault diagnosis; group theory; physics-informed neural networks; steering systems; symmetry-breaking analysis,,Article,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-105017293463
paper-2296,included,physical_asset_maintenance,high,wastewater aeration predictive maintenance,Voipan D.; Voipan A.E.; Barbu M.,"Voipan, Daniel (58675991400); Voipan, Andreea Elena (59323322700); Barbu, Marian (8661383100)",58675991400; 59323322700; 8661383100,Hybrid Explainable AI Framework for Predictive Maintenance of Aeration Systems in Wastewater Treatment Plants,2025,Water (Switzerland),17,17,2636,,,4,10.3390/w17172636,https://www.scopus.com/pages/publications/105016091167?origin=resultslist,"Aeration systems are among the most energy-intensive components of wastewater treatment plants (WWTPs), consuming up to 75% of total electricity while being prone to performance degradation caused by diffuser fouling and pressure losses. Traditional maintenance strategies are largely reactive or preventive, leading to inefficient interventions, higher operational costs, and limited fault anticipation. This study addresses the need for an advanced predictive maintenance framework capable of early detection and differentiation of multiple aeration system faults. Using the Benchmark Simulation Model No. 2 (BSM2), two representative degradation scenarios—acute airflow pressure loss and chronic diffuser fouling—were simulated to generate a labeled dataset. A hybrid machine learning approach was developed, combining Random Forest-based feature selection with Long Short-Term Memory (LSTM) neural networks for temporal, multi-label fault classification. To enhance interpretability and operator trust, SHapley Additive exPlanations (SHAP) were applied to quantify feature contributions and provide transparent model predictions. The results show that the proposed framework achieves over 94% detection accuracy and provides early warnings compared to static threshold-based methods. The integration of explainable AI ensures actionable insights for maintenance planning. This approach supports more energy-efficient, reliable, and sustainable operation of WWTP aeration systems and offers a benchmark methodology for future predictive maintenance research. © 2025 by the authors.",aeration systems; explainable AI; LSTM; predictive maintenance; SHAP; wastewater treatment,Benchmarking; Fault detection; Labeled data; Learning systems; Neural networks; Predictive maintenance; Preventive maintenance; Reclamation; Water aeration; Aeration system; Energy; Explainable AI; Performance degradation; Predictive maintenance; Pressure loss; Shapley; Shapley additive explanation; Short term memory; Waste water treatment plants; aeration; airflow; artificial intelligence; degradation; machine learning; wastewater treatment; Wastewater treatment,Article,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-105016091167
paper-2297,included,physical_asset_maintenance,medium,industrial plant faults with cyberattacks,Rodríguez-Ramos A.; Rivera Torres P.J.; Silva Neto A.J.; Llanes-Santiago O.,"Rodríguez-Ramos, Adrián (57190881003); Rivera Torres, Pedro J. (57008103000); Silva Neto, Antônio J. (6701634821); Llanes-Santiago, Orestes (6602930076)",57190881003; 57008103000; 6701634821; 6602930076,Machine Learning-Based Condition Monitoring with Novel Event Detection and Incremental Learning for Industrial Faults and Cyberattacks,2025,Processes,13,9,2984,,,2,10.3390/pr13092984,https://www.scopus.com/pages/publications/105018057135?origin=resultslist,"This study presents an integrated condition-monitoring approach for industrial processes. The proposed approach conveniently combines a computational intelligence-based mechanism to guarantee the resilience of the proposed scheme against unknown anomalies and a machine learning model with optimized parameters capable of unified detection and pinpointing of faults and cyberattacks in industrial plants. During the offline phase, process data are labeled, normalized, and used to train the machine learning model with hyperparameter tuned by using an optimization tool. In the online phase, the system performs real-time monitoring enhanced with a novelty mechanism to detect anomalous conditions not present in the training data, which are flagged for expert analysis and incorporated into the system through incremental learning. The implementation of the proposed strategy uses computational intelligence tools consisting of a multilayer perceptron neural network, local outlier factor, and differential evolution. The proposed framework was validated using the two-tank process benchmark, demonstrating superior detection accuracy of 99% and robustness compared to other machine learning algorithms. These results highlight the potential of combining fault diagnosis and cybersecurity in a unified architecture, thereby contributing to resilient and intelligent systems in the context of Industry 4.0/5.0. © 2025 by the authors.",condition monitoring; Industry 4.0; machine learning tools; unknown events,Evolutionary algorithms; Fault detection; Industrial plants; Intelligent systems; Learning algorithms; Learning systems; Machine learning; Condition; Cyber-attacks; Events detection; Incremental learning; Integrated condition monitoring; Learning tool; Machine learning models; Machine learning tool; Machine-learning; Unknown event; Condition monitoring,Article,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-105018057135
paper-2298,included,uncertain_but_included,low,predictive maintenance case study,Bolat Y.; Murray I.; Ren Y.; Ferdosian N.,"Bolat, Yernazar (60041745400); Murray, Iain (55605780042); Ren, Yifei (58774811000); Ferdosian, Nasim (56032018800)",60041745400; 55605780042; 58774811000; 56032018800,Decentralized Distributed Sequential Neural Networks Inference on Low-Power Microcontrollers in Wireless Sensor Networks: A Predictive Maintenance Case Study,2025,Sensors,25,15,4595,,,5,10.3390/s25154595,https://www.scopus.com/pages/publications/105013358969?origin=resultslist,"The growing adoption of IoT applications has led to increased use of low-power microcontroller units (MCUs) for energy-efficient, local data processing. However, deploying deep neural networks (DNNs) on these constrained devices is challenging due to limitations in memory, computational power, and energy. Traditional methods like cloud-based inference and model compression often incur bandwidth, privacy, and accuracy trade-offs. This paper introduces a novel Decentralized Distributed Sequential Neural Network (DDSNN) designed for low-power MCUs in Tiny Machine Learning (TinyML) applications. Unlike the existing methods that rely on centralized cluster-based approaches, DDSNN partitions a pre-trained LeNet across multiple MCUs, enabling fully decentralized inference in wireless sensor networks (WSNs). We validate DDSNN in a real-world predictive maintenance scenario, where vibration data from an industrial pump is analyzed in real-time. The experimental results demonstrate that DDSNN achieves 99.01% accuracy, explicitly maintaining the accuracy of the non-distributed baseline model and reducing inference latency by approximately 50%, highlighting its significant enhancement over traditional, non-distributed approaches, demonstrating its practical feasibility under realistic operating conditions. © 2025 by the authors.",deep neural network; distributed inference; edge AI; IoT; neural network partitioning; predictive maintenance; tiny machine learning; wireless sensor networks,Bandwidth compression; Deep neural networks; Distributed computer systems; Internet of things; Learning systems; Low power electronics; Microcontrollers; Predictive maintenance; Distributed inference; Edge AI; IoT; Machine-learning; Network partitioning; Neural network partitioning; Neural-networks; Predictive maintenance; Sensors network; Tiny machine learning; Wireless sensor; article; bandwidth; case study; cloud computing; compression; data processing; deep neural network; diagnosis; latent period; machine learning; nerve cell network; sensor; vibration; Economic and social effects,Article,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-105013358969
paper-2299,included,physical_asset_maintenance,high,PHM health index modeling,Dersin P.; Goglio D.; Bajarunas K.; Chao M.A.,"Dersin, Pierre (57112259000); Goglio, Dario (60028327700); Bajarunas, Kristupas (58737271700); Chao, Manuel Arias (55213706000)",57112259000; 60028327700; 58737271700; 55213706000,Analytical Health Indices: Towards Reliability-Informed Deep Learning for PHM,2025,International Journal of Prognostics and Health Management,16,2,,,,3,10.36001/ijphm.2025.v16i2.4262,https://www.scopus.com/pages/publications/105012466326?origin=resultslist,"Deep learning has demonstrated significant potential for prognostics in complex systems. Recent advances in physics-informed machine learning have integrated physics-of-failure principles within data-driven models. Beyond physical laws, fleet-level time-to-failure (TTF) distributions provide valuable prior knowledge for individual asset life predictions. In this paper we derive a probabilistic analytical health index (HI) model based on power-law degradation, enabling a probabilistic description that reconciles individual variability with fleet-wide trends. We show that, under Weibull, Gamma, and Pareto-distributed TTFs, the HI evolution follows an analytical form, allowing explicit characterization of time to reach intermediate degradation levels. Therefore, this work provides a theoretical foundation for integrating reliability principles with deep learning, advancing towards Reliability-Informed Deep Learning (RIDL). The approach is validated on synthetic turbofan engine data and real-world battery degradation datasets. This work establishes a rigorous basis for embedding reliability engineering principles into deep learning, improving predictive maintenance and remaining useful life (RUL) estimation. © 2025, Prognostics and Health Management Society. All rights reserved.",,,Article,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-105012466326
paper-2300,included,physical_asset_maintenance,high,hydropower station fault prediction,Liu B.; Wang X.; Zhang Z.; Zhao Z.; Wang X.; Liu T.,"Liu, Bei (60013983700); Wang, Xiao (60014409400); Zhang, Zhaoxin (60013983800); Zhao, Zhenjie (60013092400); Wang, Xiaoming (56086596700); Liu, Ting (56050286900)",60013983700; 60014409400; 60013983800; 60013092400; 56086596700; 56050286900,Fault Prediction of Hydropower Station Based on CNN-LSTM-GAN with Biased Data,2025,Energies,18,14,3772,,,3,10.3390/en18143772,https://www.scopus.com/pages/publications/105011654386?origin=resultslist,"Fault prediction of hydropower station is crucial for the stable operation of generator set equipment, but the traditional method struggles to deal with data with an imbalanced distribution and untrustworthiness. This paper proposes a fault detection method based on a convolutional neural network (CNNs) and long short-term memory network (LSTM) with a generative adversarial network (GAN). Firstly, a reliability mechanism based on principal component analysis (PCA) is designed to solve the problem of data bias caused by multiple monitoring devices. Then, the CNN-LSTM network is used to predict time series data, and the GAN is used to expand fault data samples to solve the problem of an unbalanced data distribution. Meanwhile, a multi-scale feature extraction network with time–frequency information is designed to improve the accuracy of fault detection. Finally, a dynamic multi-task training algorithm is proposed to ensure the convergence and training efficiency of the deep models. Experimental results show that compared with RNN, GRU, SVM, and threshold detection algorithms, the proposed fault prediction method improves the accuracy performance by (Formula presented.), (Formula presented.), (Formula presented.), and (Formula presented.), with at least a (Formula presented.) improvement in the fault recall rate. © 2025 by the authors.",biased data; CNN-LSTM; failure prediction; hydropower station; multi-scale feature extraction,Convolutional neural networks; Extraction; Fault detection; Feature extraction; Learning algorithms; Problem solving; Reliability analysis; Biased data; Convolutional neural network; Convolutional neural network-long short-term memory network; Failures prediction; Features extraction; Hydropower stations; Memory network; Multi-scale feature extraction; Multi-scale features; Short term memory; Long short-term memory; Principal component analysis,Article,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-105011654386
paper-2301,included,physical_asset_maintenance,high,metallurgical converter predictive diagnostics,Mihailov E.; Choshnova D.; Ivanova M.; Asenova M.,"Mihailov, Emil (13005858400); Choshnova, Daniela (36674467500); Ivanova, Maria (60115331500); Asenova, Monika (58923171500)",13005858400; 36674467500; 60115331500; 58923171500,Investigation of the Possibilities for Infrared Diagnosis of Peirce–Smith Converters in Non-Ferrous Metallurgy,2025,Materials,18,18,4383,,,0,10.3390/ma18184383,https://www.scopus.com/pages/publications/105017122321?origin=resultslist,"To implement predictive maintenance of units in the practice of metallurgical manufacturers, computer information and diagnostic systems are being developed to assess the current state of individual units throughout their entire life cycle. This publication presents the results of a study on developing an infrared diagnostic system for predictive maintenance of converter units in the non-ferrous metallurgy industry. A 3D mathematical model of the transient heat transfer in the wall of a real operating unit has been developed and numerically implemented to study, analyze, and diagnose surface temperature fields resulting from wear and local damage. To adjust the operation of the mathematical model, the design parameters and the results for operating and technological parameters from an industrial experiment are taken into consideration. Using the model, a full-factor experiment was simulated to study the surface temperature fields resulting from the erosion wear of the wall and the presence of local damage. Based on the simulation results, the optimal time range for thermographic monitoring is determined. A regression dependence was derived to predict the refractory wall wear as a function of the outer surface temperature of the converter unit. The results are part of a comprehensive investigation aimed at developing thermal imaging techniques for converter units in non-ferrous metallurgy. © 2025 by the authors.",infrared diagnosis; mathematical modeling; non-ferrous metallurgy; Peirce–Smith converter; predictive maintenance,Infrared imaging; Life cycle; Predictive maintenance; Wear of materials; Computer Information Systems; Diagnostic systems; Ferrous metallurgy; Infrared diagnose; Local damage; Mathematical modeling; Non-ferrous metallurgy; Peirce-Smith converter; Predictive maintenance; Surface temperatures; Surface properties,Article,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-105017122321
paper-2304,included,physical_asset_maintenance,high,rotating equipment fault classification,Ovacıklı A.K.; Yagcioglu M.; Demircioglu S.; Kocatekin T.; Birtane S.,"Ovacıklı, Aziz Kubilay (56071071200); Yagcioglu, Mert (57191342862); Demircioglu, Sevgi (57984471800); Kocatekin, Tugberk (55807996200); Birtane, Sibel (56365893400)",56071071200; 57191342862; 57984471800; 55807996200; 56365893400,Supervised Learning-Based Fault Classification in Industrial Rotating Equipment Using Multi-Sensor Data,2025,Applied Sciences (Switzerland),15,13,7580,,,10,10.3390/app15137580,https://www.scopus.com/pages/publications/105010298522?origin=resultslist,"The reliable operation of rotating machinery is critical in industrial production, necessitating advanced fault diagnosis and maintenance strategies to ensure operational availability. This study employs supervised machine learning algorithms to apply multi-label classification for fault detection in rotating machinery, utilizing a real dataset from multi-sensor systems installed on a suction fan in a typical manufacturing industry. The presented system focuses on multi-modal data analysis, such as vibration analysis, temperature monitoring, and ultrasound, for more effective fault diagnosis. The performance of general machine learning algorithms such as kNN, SVM, RF, and some boosting techniques was evaluated, and it was shown that the Random Forest achieved the best classification accuracy. Feature importance analysis has revealed how specific domain characteristics, such as vibration velocity and ultrasound levels, contribute significantly to performance and enabled the detection of multiple faults simultaneously. The results demonstrate the machine learning model’s ability to retrieve valuable information from multi-sensor data integration, improving predictive maintenance strategies. The presented study contributes a practical framework in intelligent fault diagnosis as it presents an example of a real-world implementation while enabling future improvements in industrial condition-based maintenance systems. © 2025 by the authors.",fault detection; machine learning; multi-label classification; multi-sensor data integration; predictive maintenance; rotating machinery,Condition based maintenance; Data integration; Failure analysis; Learning algorithms; Learning systems; Modal analysis; Predictive maintenance; Supervised learning; Vibration analysis; Fault classification; Faults detection; Faults diagnosis; Machine learning algorithms; Machine-learning; Maintenance strategies; Multi-label classifications; Multi-sensor data integration; Performance; Predictive maintenance; Fault detection; Rotating machinery,Article,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-105010298522
paper-2305,included,physical_asset_maintenance,high,wind turbine RUL prediction,Hu W.; Zhou X.; Jiao Q.; Zhao F.; Tang N.; Li K.; Wang Z.,"Hu, Weifei (55265252900); Zhou, Xuewei (60001615700); Jiao, Qing (57762792800); Zhao, Feng (60001164200); Tang, Ning (26324356800); Li, Ke (57015846100); Wang, Zili (57212119190)",55265252900; 60001615700; 57762792800; 60001164200; 26324356800; 57015846100; 57212119190,A New Two-Stage Probabilistic Remaining Useful Life Prediction Method for Wind Turbines,2025,Wind Energy,28,8,e70049,,,0,10.1002/we.70049,https://www.scopus.com/pages/publications/105010850942?origin=resultslist,"Accurate and reliable modeling of the degradation process is crucial for developing preventive maintenance strategies for wind turbines (WTs). However, the degradation data of WTs exhibit complex patterns and are often interfered with by noise, making it challenging to extract meaningful features from the data. Additionally, existing health indicators used in determining the first prediction time (FPT) of the remaining useful life (RUL) often fail to reflect the true health state of WT components, resulting in inaccurate starting points for RUL predictions. Furthermore, current methods for quantifying uncertainties in sensor data and predictive models typically require extensive degradation data and significant computational resources. To address these issues, this paper proposes a multihead long short-term memory neural network, which decouples complex time series data to extract prior sequential features and employs a parallel architecture to improve prediction accuracy. Building upon this, a two-stage probabilistic RUL prediction method is proposed. In the first stage, the FPT is determined based on a normal behavior model. In the second stage, the uncertainty of the RUL is quantified by integrating the linear regression and the kernel density estimation strategies, which provide probabilistic RUL predictions. The effectiveness of the proposed method is validated by two case studies using a publicly available dataset and real WT data, respectively. The results demonstrate that the proposed method can provide accurate and robust RUL prediction results. © 2025 The Author(s). Wind Energy published by John Wiley & Sons Ltd.",degradation model; normal behavior model; probabilistic prediction; remaining useful life; uncertainty quantification; wind turbine,Complex networks; Forecasting; Memory architecture; Parallel architectures; Prediction models; Preventive maintenance; Statistics; Uncertainty analysis; Wind forecasting; Wind power; Behaviour models; Degradation model; Life prediction methods; Normal behavior; Normal behavior model; Probabilistic prediction; Probabilistics; Remaining useful life predictions; Remaining useful lives; Uncertainty quantifications; data set; numerical model; prediction; probability; time series analysis; uncertainty analysis; wind turbine; Wind turbines,Article,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-105010850942
paper-2306,included,physical_asset_maintenance,high,rolling bearing RUL prediction,Jin C.; Li B.; Yang Y.; Yuan X.; Tu R.; Qiu L.; Chen X.,"Jin, Chun (60092748500); Li, Bo (60093575100); Yang, Yanli (60092867900); Yuan, Xiaodong (60092868000); Tu, Rang (36916005600); Qiu, Linbin (60093102400); Chen, Xu (60093342500)",60092748500; 60093575100; 60092867900; 60092868000; 36916005600; 60093102400; 60093342500,Remaining Useful Life Prediction of Rolling Bearings Based on Empirical Mode Decomposition and Transformer Bi-LSTM Network,2025,Applied Sciences (Switzerland),15,17,9529,,,8,10.3390/app15179529,https://www.scopus.com/pages/publications/105015445684?origin=resultslist,"Remaining useful life (RUL) prediction is critical for ensuring the reliability and safety of industrial equipment. In recent years, Transformer-based models have been widely employed in RUL prediction tasks for rolling bearings, owing to their superior capability in capturing global features. However, Transformers exhibit limitations in extracting local temporal features, making it challenging to fully model the degradation process. To address this issue, this paper proposes a parallel hybrid prediction approach based on Transformer and Long Short-Term Memory (LSTM) networks. The proposed method begins by applying Empirical Mode Decomposition (EMD) to the raw vibration signals of rolling bearings, decomposing them into a series of Intrinsic Mode Functions (IMFs), from which statistical features are extracted. These features are then normalized and used to construct the input dataset for the model. In the model architecture, the LSTM network is employed to capture local temporal dependencies, while the Transformer module is utilized to model long-range relationships for RUL prediction. The performance of the proposed method is evaluated using mean absolute error (MAE) and root mean square error (RMSE). Experimental validation is conducted on the PHM2012 dataset, along with generalization experiments on the XJTU-SY dataset. The results demonstrate that the proposed Transformer–LSTM approach achieves high prediction accuracy and strong generalization performance, outperforming conventional methods such as LSTM and GRU. © 2025 by the authors.",Bi-LSTM network; empirical mode decomposition; RUL prediction; transformer,Accident prevention; Decomposition; Empirical mode decomposition; Forecasting; Mean square error; Network architecture; Bi-long short-term memory network; Empirical Mode Decomposition; Industrial equipment; Memory network; Mode transformer; Reliability and safeties; Remaining useful life predictions; Rolling bearings; Short term memory; Transformer; Long short-term memory,Article,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-105015445684
paper-2307,included,physical_asset_maintenance,high,rolling bearing fault diagnosis,Chen Z.; He P.,"Chen, Zhifang (60191246300); He, Penglin (60191380500)",60191246300; 60191380500,Rolling Bearing Fault Diagnosis Considering Long-Term Dependence and Time-Frequency Feature Fusion,2025,International Journal of Automotive Manufacturing and Materials,4,3,4,,,1,10.53941/ijamm.2025.100016,https://www.scopus.com/pages/publications/105021514774?origin=resultslist,"Most of the current research models on rolling bearing fault diagnosis can effectively improve the reliability of bearings, but there are still some shortcomings. To address the issues of limited long-term dependency and sparse feature representation in existing rolling bearing fault diagnosis models, this paper proposes a novel method that incorporates long-term dependency and time-frequency feature fusion. The proposed method is based on a cross-deployed basic block with identity mapping and down-sampling, enabling the capture of long-term dependencies in bearing vibration time series signals. Furthermore, the use of skip connections facilitates effective information flow, allowing the network to integrate local dependencies, long-term dependencies, and time-frequency features at multiple scales. Experimental results on the Case Western Reserve University bearing dataset, which includes ten fault types, demonstrate that the proposed model achieves a detection accuracy of 86.8%. This performance surpasses that of the One-Dimensional Convolutional Neural Network (CNN1D) by 9% and the Multi-Layer Perceptron (MLP) by 16.3%. Moreover, the accuracy improvement is attributed to the incorporation of long-term dependency and time-frequency feature fusion. This research offers valuable insights for the intelligent diagnosis and predictive maintenance of bearings. © 2025 by the authors.",long-term dependency; mechanical engineering; rolling bearing fault diagnosis; rolling bearing vibration signals; time-frequency feature fusion,,Article,Final,All Open Access; Hybrid Gold Open Access,Scopus,2-s2.0-105021514774
paper-2308,included,physical_asset_maintenance,medium,turbomachine stability monitoring,Dreher N.; Machado T.; Paulsen T.; Santos I.,"Dreher, Nathali (57795222800); Machado, Tiago (56699699900); Paulsen, Thomas (57953245100); Santos, Ilmar (7102671675)",57795222800; 56699699900; 57953245100; 7102671675,Toward online stability margin tracking of Turbomachines via operational modal analysis,2025,Journal of Sound and Vibration,610,,119094,,,3,10.1016/j.jsv.2025.119094,https://www.scopus.com/pages/publications/105002376127?origin=resultslist,"Proper design and monitoring of turbomachines are highly important for efficient and safe operation in industry. In the special case of turbomachines that contain seals, it is important to predict and avoid the steam whirl phenomenon. Steam whirl occurs when negative damping effects overtake positive damping effects, which leads to instability due to lateral vibration. The power level in which this phenomenon occurs sets the stability margin of the turbomachine. Predicting this phenomenon usually comprises modeling and testing machines during the design and commissioning stages. Design is quite challenging considering that accurate mathematical models are difficult to obtain and valid over a given operational range. Moreover, design and commissioning do not encompass changes due to deterioration and possible damage, which can change the stability margin during the machine's operation. Operational Modal Analysis (OMA) is used to extract modal parameters of systems during operation, with most applications related to civil structures. Turbomachines, in general, are non-linear and time-varying systems subjected to harmonic excitation, which hampers modal identification via OMA. Nevertheless, recent studies show that OMA's techniques have a lot of potential to support the condition monitoring of these systems. To contribute to this topic, this research proposes the estimation and tracking of the stability margin of a turbomachine with seals via Automated OMA (AOMA). Vibration signals from a turbomachine composed of a rotor supported by active magnetic bearings and containing annular gas seals are employed. The results show that different excitation conditions are required for modal identification and when adjusting these conditions, it is possible to extract good estimates of modes related to the foundation and the rotor, including the one that defines the instability margin. AOMA proves to be a promising tool for identifying the stability margin of turbomachines during operation, being valuable for condition monitoring. © 2025 Elsevier Ltd",Annular gas seal; Automated operational modal analysis; Magnetic bearing; Stability margin,Convergence of numerical methods; Damage detection; Gas bearings; Modal analysis; Seals; Structural dynamics; Vibration analysis; Annular gas seal; Automated operational modal analyze; Condition; Damping effect; Gas seal; Modal identification; On-line stability margin; Operational modal analysis; Stability margins; Turbo machines; Magnetic bearings,Article,Final,All Open Access; Hybrid Gold Open Access,Scopus,2-s2.0-105002376127
paper-2311,included,physical_asset_maintenance,high,gas pipeline defect monitoring,Eginov A.A.; Eginova S.A.,"Eginov, Aiaal A. (59755729800); Eginova, Sardaana A. (59755389200)",59755729800; 59755389200,PipesDefectDetection: A novel deep learning framework for real-time gas pipeline safety monitoring and defect recognition,2025,SoftwareX,31,,102357,,,1,10.1016/j.softx.2025.102357,https://www.scopus.com/pages/publications/105015718375?origin=resultslist,"PipesDefectDetection is an open-source software framework for real-time visual detection of gas pipeline defects using deep learning. Built upon the YOLOv11 architecture and deployed via a lightweight Streamlit interface, the system enables engineers to identify surface anomalies – such as corrosion, dents, and deformation – directly from inspection images. The model is trained on field-collected datasets and supports continuous improvement via Roboflow-based annotation pipelines. With real-time inference, exportable reports, and platform independence, the software facilitates condition-based maintenance and risk-informed decision-making. This paper describes the architecture, functionalities, impact, and validation of the platform in operational environments. © 2025 The Authors",Computer vision; Corrosion analysis; Deep learning; Defect detection; Pipeline integrity; Real-time monitoring,Computer vision; Condition based maintenance; Decision making; Defects; Gas pipelines; Open source software; Open systems; Pipeline corrosion; Safety engineering; Corrosion analysis; Deep learning; Defect detection; Defect recognition; Learning frameworks; Pipeline integrity; Pipeline safety; Real time monitoring; Real- time; Safety monitoring; Deep learning,Article,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-105015718375
paper-2312,included,physical_asset_maintenance,high,PV fault detection predictive maintenance,Fadel M.; Alelaj F.M.,"Fadel, Mustafa (57205296760); Alelaj, Fajer M. (57217115050)",57205296760; 57217115050,Digital twin-based performance evaluation of a photovoltaic system: A real-time monitoring and optimization framework,2025,International Journal of Power Electronics and Drive Systems,16,3,,2072,2081,6,10.11591/ijpeds.v16.i3.pp2072-2081,https://www.scopus.com/pages/publications/105015569699?origin=resultslist,"The digital twin (DT) technology implementation in photovoltaic (PV) systems provides an innovative approach to real-time performance monitoring and predictive maintenance. In this paper, an end-to-end DT framework for real-time performance analysis, fault detection, and optimization of a 250 W PV system is proposed. A physics-based equation and AI-based prediction hybrid DT model is developed through MATLAB/Simulink, trained from real data acquired by means of a testbed. The DT simulates the dynamic physical PV system behavior and adjusts itself using self-correcting algorithms to enhance precision in prediction and forecast power output at high fidelity. Results indicate that the DT gives the true response of the PV system with very small differences attributable to model approximations and sensor faults, 95% error minimization after compensation, and a root mean square error (RMSE) of 2.8 W, indicating its applicability for real-time monitoring and predictive main-maintenance. The work here focuses on the feasibility of applying DTs towards the autonomous optimization of distributed renewable energy systems. © 2025, Institute of Advanced Engineering and Science. All rights reserved.",Digital twin; Optimization; Photovoltaic system; Real-time monitoring; Renewable energy system,,Article,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-105015569699
