id,decision,reason_category,confidence,notes
paper-2497,included,physical_asset_maintenance,medium,smart building systems predictive maintenance
paper-2511,included,physical_asset_maintenance,high,aircraft environmental control system diagnostics
paper-2513,included,physical_asset_maintenance,high,oil and gas IIoT predictive maintenance
paper-2514,included,physical_asset_maintenance,medium,virtual sensing for complex industrial systems
paper-2523,included,physical_asset_maintenance,medium,industrial sensor data imputation for monitoring
paper-2538,included,physical_asset_maintenance,medium,water pipe asset management under sparse data
paper-2554,excluded,civil_geotechnical_infrastructure,high,bridge slab deterioration prediction
paper-2555,excluded,civil_geotechnical_infrastructure,high,railway track defect assessment
paper-2579,included,physical_asset_maintenance,high,elevator PMSM fault diagnosis
paper-2597,excluded,civil_geotechnical_infrastructure,high,road quality measurement
paper-2606,included,physical_asset_maintenance,medium,environmental sensor system fault prediction
paper-2611,included,physical_asset_maintenance,high,wireless sensor network battery prognostics
paper-2617,included,physical_asset_maintenance,high,electronic toll OBU equipment monitoring
paper-2621,included,physical_asset_maintenance,high,floating offshore wind turbine monitoring
paper-2634,included,physical_asset_maintenance,medium,oil well casing failure prediction
paper-2643,included,physical_asset_maintenance,high,BLDC motor fault detection
paper-2655,excluded,civil_geotechnical_infrastructure,high,noise barrier tunnel infrastructure monitoring
paper-2658,included,physical_asset_maintenance,high,building service HVAC failure warning
paper-2669,included,physical_asset_maintenance,high,solar PV system fault detection
paper-2696,included,physical_asset_maintenance,high,aircraft engine RUL estimation
paper-2698,excluded,civil_geotechnical_infrastructure,medium,generic structural damage inverse analysis
paper-2723,included,physical_asset_maintenance,high,bearing health indicator extraction
paper-2726,included,physical_asset_maintenance,medium,transmission line grounding diagnostics
paper-2731,included,physical_asset_maintenance,high,maintenance spare parts optimization
paper-2732,excluded,civil_geotechnical_infrastructure,high,paved road network condition management
paper-2755,included,physical_asset_maintenance,medium,water distribution pipe failure prediction
paper-2756,excluded,civil_geotechnical_infrastructure,high,steel railway bridge digital twin monitoring
paper-2762,included,physical_asset_maintenance,high,tool wear prediction
paper-2769,included,physical_asset_maintenance,medium,urban water pipe asset vulnerability planning
paper-2780,excluded,civil_geotechnical_infrastructure,high,road crack detection
paper-2789,included,physical_asset_maintenance,high,marine energy system maintenance scheduling
paper-2791,excluded,other_nonmaintenance,medium,LLM failure report generation not maintenance prediction
paper-2792,excluded,civil_geotechnical_infrastructure,high,reinforced concrete beam structural monitoring
paper-2799,included,physical_asset_maintenance,high,expressway electromechanical equipment maintenance
paper-2822,included,physical_asset_maintenance,high,concreting equipment reliability prediction
paper-2830,included,physical_asset_maintenance,medium,water distribution pipe life prognosis
paper-2834,excluded,civil_geotechnical_infrastructure,high,rail surface crack monitoring
paper-2847,included,physical_asset_maintenance,high,bearing vibration dataset for predictive maintenance
paper-2851,included,physical_asset_maintenance,high,HVAC predictive maintenance
paper-2853,excluded,civil_geotechnical_infrastructure,high,road maintenance decision making
paper-2861,included,physical_asset_maintenance,medium,maritime maintenance scheduling decision support
paper-2864,included,physical_asset_maintenance,high,wind turbine normal behavior modeling
paper-2874,included,physical_asset_maintenance,high,building maintenance unit machinery diagnostics
paper-2882,included,physical_asset_maintenance,medium,carbon steel defect reconstruction for RUL
paper-2891,excluded,civil_geotechnical_infrastructure,high,asphalt pavement fatigue crack prediction
paper-2895,included,physical_asset_maintenance,high,train control system predictive maintenance
paper-2899,excluded,civil_geotechnical_infrastructure,high,steel structure coating corrosion deterioration
paper-2915,excluded,civil_geotechnical_infrastructure,high,railway ground deformation monitoring
paper-2920,included,physical_asset_maintenance,high,hydroelectric plant discharge ring vibration
paper-2941,included,physical_asset_maintenance,high,airplane engine RUL prediction
paper-2943,included,physical_asset_maintenance,medium,water pipeline failure prediction with GNNs
paper-2953,excluded,civil_geotechnical_infrastructure,high,apartment building life cycle assessment
paper-2955,excluded,civil_geotechnical_infrastructure,high,highway pavement condition prediction
paper-2956,included,physical_asset_maintenance,high,water pumping system anomaly detection
paper-2960,excluded,civil_geotechnical_infrastructure,high,school building condition assessment
paper-2965,excluded,civil_geotechnical_infrastructure,high,bridge construction vibration monitoring
paper-2968,excluded,civil_geotechnical_infrastructure,high,bridge crack identification
paper-2976,included,physical_asset_maintenance,high,machine health indicators and digital twins
paper-2995,included,physical_asset_maintenance,medium,railway rolling stock maintenance facilities
paper-3007,excluded,civil_geotechnical_infrastructure,medium,mega facility building management focus
paper-3010,included,physical_asset_maintenance,high,offshore wind turbine cable monitoring
paper-3015,included,physical_asset_maintenance,high,power plant boiler diagnostics and RUL
paper-3016,excluded,civil_geotechnical_infrastructure,high,road damage detection
paper-3021,included,physical_asset_maintenance,high,hydraulic excavator predictive maintenance
paper-3050,included,physical_asset_maintenance,high,offshore wind turbine cable maintenance
paper-3053,included,physical_asset_maintenance,medium,desalination plant inspection and maintenance
paper-3054,excluded,civil_geotechnical_infrastructure,high,bridge structural integrity assessment
paper-3063,included,physical_asset_maintenance,high,oil refinery industrial maintenance sensors
paper-3069,included,physical_asset_maintenance,high,aero engine RUL prediction
paper-3070,excluded,civil_geotechnical_infrastructure,high,concrete civil infrastructure assessment
paper-3099,included,physical_asset_maintenance,high,vehicle predictive maintenance
paper-3105,excluded,civil_geotechnical_infrastructure,high,railway track defects and RUL
paper-3115,excluded,civil_geotechnical_infrastructure,medium,port infrastructure asset management
paper-3123,excluded,civil_geotechnical_infrastructure,high,railroad infrastructure inspection
paper-3124,excluded,civil_geotechnical_infrastructure,medium,generic SHM regression not equipment
paper-3127,included,physical_asset_maintenance,high,electronic I&C equipment reliability
paper-3131,excluded,civil_geotechnical_infrastructure,medium,building maintenance data not equipment specific
paper-3139,excluded,civil_geotechnical_infrastructure,high,heritage building preservation
paper-3167,included,physical_asset_maintenance,high,IIoT industrial PdM framework
paper-3169,excluded,civil_geotechnical_infrastructure,high,railway track load monitoring
paper-3174,included,physical_asset_maintenance,high,production equipment monitoring
paper-3185,excluded,civil_geotechnical_infrastructure,high,stormwater pipe network condition
paper-3194,included,physical_asset_maintenance,high,wind turbine blade failure
paper-3197,included,physical_asset_maintenance,medium,urban equipment failure warning
paper-3199,excluded,civil_geotechnical_infrastructure,high,railway slope geotechnical failure
paper-3205,excluded,civil_geotechnical_infrastructure,high,bridge scour and foundation
paper-3234,included,physical_asset_maintenance,high,manufacturing process PdM
paper-3281,excluded,civil_geotechnical_infrastructure,high,concrete crane beam cracking
paper-3285,included,physical_asset_maintenance,high,turbofan engine RUL
paper-3288,excluded,civil_geotechnical_infrastructure,high,railway track failures
paper-3299,included,physical_asset_maintenance,high,rotating machine rotor faults
paper-3310,included,physical_asset_maintenance,medium,composite structure PHM
paper-3315,excluded,civil_geotechnical_infrastructure,high,bridge and civil asset framework
paper-3321,included,physical_asset_maintenance,high,rolling bearing RUL
paper-3324,included,physical_asset_maintenance,high,turbomachinery blade monitoring
paper-3334,included,physical_asset_maintenance,high,rolling bearing RUL
paper-3342,excluded,civil_geotechnical_infrastructure,high,pavement management
paper-3343,excluded,civil_geotechnical_infrastructure,high,lifting dam gate infrastructure
paper-3348,excluded,civil_geotechnical_infrastructure,high,railway track maintenance strategy
paper-3349,included,physical_asset_maintenance,medium,FRP composites for aerospace and wind
paper-3354,included,physical_asset_maintenance,high,railway vehicle wheel damage
paper-3357,included,physical_asset_maintenance,high,bearing RUL prediction
paper-3375,excluded,civil_geotechnical_infrastructure,high,mining ground support rockbolts
paper-3388,included,physical_asset_maintenance,high,metalworking predictive maintenance
paper-3393,included,physical_asset_maintenance,high,bearing temperature forecasting
paper-3400,excluded,civil_geotechnical_infrastructure,high,rail pads and track infrastructure
paper-3410,included,physical_asset_maintenance,high,HVAC and building system faults
paper-3427,included,physical_asset_maintenance,medium,public transport vehicle condition
paper-3438,excluded,civil_geotechnical_infrastructure,high,road surface damage
paper-3439,excluded,civil_geotechnical_infrastructure,high,bridge condition monitoring
paper-3471,excluded,civil_geotechnical_infrastructure,high,cement pole rebar assessment
paper-3482,included,physical_asset_maintenance,medium,metallic part microcrack NDT
paper-3494,included,physical_asset_maintenance,high,ball bearing RUL
paper-3499,included,physical_asset_maintenance,high,industrial IoT equipment PdM
paper-3516,included,physical_asset_maintenance,high,power equipment anomaly detection
paper-3527,excluded,civil_geotechnical_infrastructure,high,pavement condition assessment
paper-3541,included,physical_asset_maintenance,medium,power transmission grid assets
paper-3565,excluded,civil_geotechnical_infrastructure,high,railway track buckling
paper-3570,excluded,civil_geotechnical_infrastructure,high,rail surface damage
paper-3574,excluded,civil_geotechnical_infrastructure,high,civil structural health monitoring
paper-3579,included,physical_asset_maintenance,high,hydro turbine runner blade
paper-3583,excluded,civil_geotechnical_infrastructure,medium,railway infrastructure RCM data
paper-3587,included,physical_asset_maintenance,high,train propulsion axle faults
paper-3601,excluded,civil_geotechnical_infrastructure,high,rail surface roughness
paper-3619,included,physical_asset_maintenance,medium,energy grid asset monitoring
paper-3620,excluded,other_nonmaintenance,medium,generic rule mining review
paper-3625,excluded,civil_geotechnical_infrastructure,high,construction failure SHM
paper-3631,included,physical_asset_maintenance,high,solar PV fault diagnosis
paper-3637,included,physical_asset_maintenance,high,industrial suction fan faults
paper-3640,excluded,civil_geotechnical_infrastructure,high,railway track anomalies
paper-3656,excluded,civil_geotechnical_infrastructure,high,pavement distress analysis
paper-3660,excluded,civil_geotechnical_infrastructure,high,steel bridge cracks
paper-3665,excluded,civil_geotechnical_infrastructure,high,asphalt pavement monitoring
paper-3678,excluded,civil_geotechnical_infrastructure,high,heritage building conservation
paper-3679,included,physical_asset_maintenance,high,inverter component degradation
paper-3692,excluded,civil_geotechnical_infrastructure,high,pavement patch detection
paper-3699,included,physical_asset_maintenance,high,drainage pump inlet blockage
paper-3704,excluded,civil_geotechnical_infrastructure,high,road condition assessment
paper-3716,included,physical_asset_maintenance,high,grid insulator detection
paper-3719,included,physical_asset_maintenance,high,microgrid maintenance management
paper-3728,included,physical_asset_maintenance,high,solar plant fault and fire hazards
paper-3730,excluded,civil_geotechnical_infrastructure,high,historic bridge corrosion
paper-3732,excluded,civil_geotechnical_infrastructure,high,urban rail infrastructure inspection
paper-3751,excluded,civil_geotechnical_infrastructure,high,heritage steel bridge rehab
paper-3753,excluded,civil_geotechnical_infrastructure,high,railway track quality index
paper-3768,excluded,civil_geotechnical_infrastructure,high,road pavement vibration monitoring
paper-3777,excluded,civil_geotechnical_infrastructure,high,road crack detection
paper-3784,included,physical_asset_maintenance,medium,bolted joint loosening monitoring
paper-3798,excluded,civil_geotechnical_infrastructure,high,surface mine slope failure
paper-3800,excluded,civil_geotechnical_infrastructure,high,road pothole detection
paper-3803,included,physical_asset_maintenance,high,power system asset management
paper-3804,excluded,civil_geotechnical_infrastructure,high,highway tunnel rock deformation
paper-3811,included,physical_asset_maintenance,high,bearing fault diagnosis
paper-3817,excluded,civil_geotechnical_infrastructure,medium,railway system environmental risk
paper-3818,excluded,civil_geotechnical_infrastructure,high,rail track degradation
paper-3819,included,physical_asset_maintenance,high,offshore wind turbine O&M
paper-3824,excluded,civil_geotechnical_infrastructure,high,building moisture damage
paper-3833,included,physical_asset_maintenance,high,transformer arcing fault
paper-3834,included,physical_asset_maintenance,medium,building electrical system faults
paper-3842,excluded,civil_geotechnical_infrastructure,high,cable stayed bridge cables
paper-3843,included,physical_asset_maintenance,high,hard disk drive failure prediction
paper-3853,excluded,civil_geotechnical_infrastructure,high,urban drainage infrastructure
paper-3858,excluded,civil_geotechnical_infrastructure,high,pavement maintenance strategy
paper-3870,included,physical_asset_maintenance,high,smart grid insulator faults
paper-3872,excluded,civil_geotechnical_infrastructure,high,urban pipe gallery infrastructure
paper-3876,included,physical_asset_maintenance,high,wind turbine blade monitoring
paper-3885,excluded,civil_geotechnical_infrastructure,high,rail surface defects
paper-3890,excluded,civil_geotechnical_infrastructure,high,rail corrugation detection
paper-3899,excluded,civil_geotechnical_infrastructure,high,bridge girder displacement
paper-3909,excluded,civil_geotechnical_infrastructure,high,railway track diagnostics
paper-3916,included,physical_asset_maintenance,high,mining shovel transmissions
paper-3920,included,physical_asset_maintenance,high,drill bit damage
paper-3924,excluded,civil_geotechnical_infrastructure,high,road cracks and potholes
paper-3926,included,physical_asset_maintenance,high,tram drivetrain components
paper-3929,excluded,civil_geotechnical_infrastructure,high,water pipe integrity
paper-3942,included,physical_asset_maintenance,high,bearing fault diagnosis
paper-3945,included,physical_asset_maintenance,high,pumping unit RUL
paper-3953,included,physical_asset_maintenance,high,communication equipment faults
paper-3954,excluded,civil_geotechnical_infrastructure,high,railway infrastructure UAV inspection
paper-3957,included,physical_asset_maintenance,high,aircraft propulsion prognostics
paper-3962,included,physical_asset_maintenance,medium,renewable energy equipment monitoring
paper-3966,included,physical_asset_maintenance,high,IGBT switch fault prediction
paper-3970,excluded,civil_geotechnical_infrastructure,medium,district heating network infrastructure
paper-3976,excluded,other_nonmaintenance,medium,sensor material study not asset maintenance
paper-3982,included,physical_asset_maintenance,high,reciprocating compressor monitoring
