screening_decision,screening_reason_category,screening_confidence,screening_notes,corpus_id,year,title,authors,source_title,doi,doi_url,doi_prefix,publisher_family,open_access,scopus_link,eid,retrieval_status,attempted_candidates,notes,expected_pdf_filename
included,physical_asset_maintenance,high,Battery RUL estimation,paper-0676,2026,Life-decomposition-based battery remaining useful life estimation: From a probabilistic view,Xia J.; Ahn H.; Wang J.,Applied Energy,10.1016/j.apenergy.2025.127026,https://doi.org/10.1016/j.apenergy.2025.127026,10.1016,Elsevier / ScienceDirect,All Open Access; Hybrid Gold Open Access,https://www.scopus.com/pages/publications/105021868752?origin=resultslist,2-s2.0-105021868752,requires_manual_download,0,No candidate OA PDF URL produced a usable PDF automatically.,paper-0676_life_decomposition_based_battery_remaining_useful_life_estimation_from_a_probabilistic_view.pdf
included,physical_asset_maintenance,high,Induction motor fault severity,paper-0677,2026,Quantifying stator winding fault severity in induction motors: A machine learning approach with spectral feature extraction,Hussain R.; Yaqoob M.; Ishaq M.; Saleh M.A.; Refaat S.S.,International Journal of Electrical Power and Energy Systems,10.1016/j.ijepes.2026.111705,https://doi.org/10.1016/j.ijepes.2026.111705,10.1016,Elsevier / ScienceDirect,All Open Access; Gold Open Access,https://www.scopus.com/pages/publications/105033783518?origin=resultslist,2-s2.0-105033783518,requires_manual_download,0,No candidate OA PDF URL produced a usable PDF automatically.,paper-0677_quantifying_stator_winding_fault_severity_in_induction_motors_a_machine_learning_approach_wi.pdf
included,physical_asset_maintenance,high,Industrial robot anomaly detection,paper-0680,2026,Anomaly detection for industrial robots based on temporal graph neural networks and differential privacy,Cheng X.,Engineering Research Express,10.1088/2631-8695/ae50ab,https://doi.org/10.1088/2631-8695/ae50ab,10.1088,IOP/ECS,All Open Access; Hybrid Gold Open Access,https://www.scopus.com/pages/publications/105033926681?origin=resultslist,2-s2.0-105033926681,requires_manual_download,1,No candidate OA PDF URL produced a usable PDF automatically.,paper-0680_anomaly_detection_for_industrial_robots_based_on_temporal_graph_neural_networks_and_differen.pdf
included,physical_asset_maintenance,high,Industrial noise equipment monitoring,paper-0683,2026,Multi-Dimensional Feature Extraction and Classification Method for Industrial Noise Integrating Wavelet Transform and Machine Learning,Liu W.; Luo Q.,IEEE Access,10.1109/ACCESS.2026.3654955,https://doi.org/10.1109/ACCESS.2026.3654955,10.1109,IEEE,All Open Access; Gold Open Access,https://www.scopus.com/pages/publications/105028387779?origin=resultslist,2-s2.0-105028387779,requires_manual_download,0,No candidate OA PDF URL produced a usable PDF automatically.,paper-0683_multi_dimensional_feature_extraction_and_classification_method_for_industrial_noise_integrat.pdf
included,physical_asset_maintenance,high,Rotating machinery fault diagnosis,paper-0685,2026,Causal graph inference with adaptive dynamic structure learning for mechanism-oriented fault diagnosis in dynamic industrial systems,Li X.; Wang Y.; Xing J.; Wang Y.,Reliability Engineering and System Safety,10.1016/j.ress.2025.111865,https://doi.org/10.1016/j.ress.2025.111865,10.1016,Elsevier / ScienceDirect,All Open Access; Hybrid Gold Open Access,https://www.scopus.com/pages/publications/105020906444?origin=resultslist,2-s2.0-105020906444,requires_manual_download,0,No candidate OA PDF URL produced a usable PDF automatically.,paper-0685_causal_graph_inference_with_adaptive_dynamic_structure_learning_for_mechanism_oriented_fault.pdf
included,physical_asset_maintenance,high,Punch tool wear monitoring,paper-0690,2026,A novel contactless measurement framework for punch tool wear using cross-correlation imaging and burr-based deep learning estimation,Fann K.-J.; Wattanasinbumrung P.; Sawangsri W.,Results in Engineering,10.1016/j.rineng.2025.108872,https://doi.org/10.1016/j.rineng.2025.108872,10.1016,Elsevier / ScienceDirect,All Open Access; Gold Open Access,https://www.scopus.com/pages/publications/105026307399?origin=resultslist,2-s2.0-105026307399,requires_manual_download,0,No candidate OA PDF URL produced a usable PDF automatically.,paper-0690_a_novel_contactless_measurement_framework_for_punch_tool_wear_using_cross_correlation_imagin.pdf
included,physical_asset_maintenance,high,Aeronautical structure health indicators,paper-0692,2026,Health indicator modeling leveraging time-independent and time-dependent subtasks with adaptive standardization and physics-based Bayesian optimization for aeronautical structures,Moradi M.; Chiachío J.; Zarouchas D.,Engineering Applications of Artificial Intelligence,10.1016/j.engappai.2025.112767,https://doi.org/10.1016/j.engappai.2025.112767,10.1016,Elsevier / ScienceDirect,All Open Access; Hybrid Gold Open Access,https://www.scopus.com/pages/publications/105020921955?origin=resultslist,2-s2.0-105020921955,requires_manual_download,0,No candidate OA PDF URL produced a usable PDF automatically.,paper-0692_health_indicator_modeling_leveraging_time_independent_and_time_dependent_subtasks_with_adapt.pdf
included,physical_asset_maintenance,medium,Switchgear temperature monitoring,paper-0696,2026,Research on temperature field reconstruction and sensor optimization layout for switchgear based on Ms-PINN,Jin L.; Zuo P.; Wang J.; Yuan Z.,Engineering Research Express,10.1088/2631-8695/ae4c1d,https://doi.org/10.1088/2631-8695/ae4c1d,10.1088,IOP/ECS,All Open Access; Hybrid Gold Open Access,https://www.scopus.com/pages/publications/105033830491?origin=resultslist,2-s2.0-105033830491,requires_manual_download,1,No candidate OA PDF URL produced a usable PDF automatically.,paper-0696_research_on_temperature_field_reconstruction_and_sensor_optimization_layout_for_switchgear_b.pdf
included,physical_asset_maintenance,high,Nuclear component RUL prediction,paper-0697,2026,Hybrid Statistical–AI approach for RUL prediction of reactor protection system components,Kim J.H.; Kim C.H.; Kim D.; Shin D.; Jang I.; Jung J.H.; Park S.,Nuclear Engineering and Technology,10.1016/j.net.2025.103952,https://doi.org/10.1016/j.net.2025.103952,10.1016,Elsevier / ScienceDirect,All Open Access; Gold Open Access; Green Open Access,https://www.scopus.com/pages/publications/105020473525?origin=resultslist,2-s2.0-105020473525,requires_manual_download,0,No candidate OA PDF URL produced a usable PDF automatically.,paper-0697_hybrid_statistical_ai_approach_for_rul_prediction_of_reactor_protection_system_components.pdf
included,physical_asset_maintenance,high,IGBT wire bond degradation monitoring,paper-0699,2026,Early Detection of Wire Bond Degradation in IGBT Modules Using On-Chip Junction Temperature Sensor,Leppänen J.A.R.; Hoffrén A.L.J.; Leppänen T.F.V.; Kerttula E.E.I.; Liu S.; Vuorinen V.; Paulasto-Kröckel M.,IEEE Transactions on Power Electronics,10.1109/TPEL.2025.3621900,https://doi.org/10.1109/TPEL.2025.3621900,10.1109,IEEE,All Open Access; Hybrid Gold Open Access,https://www.scopus.com/pages/publications/105019375471?origin=resultslist,2-s2.0-105019375471,requires_manual_download,0,No candidate OA PDF URL produced a usable PDF automatically.,paper-0699_early_detection_of_wire_bond_degradation_in_igbt_modules_using_on_chip_junction_temperature.pdf
included,physical_asset_maintenance,high,Maintenance optimization under risk,paper-0710,2026,Integrating probabilistic risk assessment with the partially observable Markov decision process to consider risk constraints in maintenance optimization,Zhao Y.,Annals of Nuclear Energy,10.1016/j.anucene.2025.111951,https://doi.org/10.1016/j.anucene.2025.111951,10.1016,Elsevier / ScienceDirect,All Open Access; Hybrid Gold Open Access,https://www.scopus.com/pages/publications/105020786101?origin=resultslist,2-s2.0-105020786101,requires_manual_download,0,No candidate OA PDF URL produced a usable PDF automatically.,paper-0710_integrating_probabilistic_risk_assessment_with_the_partially_observable_markov_decision_proc.pdf
included,physical_asset_maintenance,high,Predictive maintenance RUL framework,paper-0717,2026,A Unified Uncertainty-Aware Multi-Task Framework for Robust Remaining Useful Life Prediction Under Distribution Shift,Alomari K.M.,IEEE Access,10.1109/ACCESS.2026.3685622,https://doi.org/10.1109/ACCESS.2026.3685622,10.1109,IEEE,All Open Access; Gold Open Access; Green Open Access,https://www.scopus.com/pages/publications/105036541506?origin=resultslist,2-s2.0-105036541506,requires_manual_download,0,No candidate OA PDF URL produced a usable PDF automatically.,paper-0717_a_unified_uncertainty_aware_multi_task_framework_for_robust_remaining_useful_life_prediction.pdf
included,physical_asset_maintenance,high,Microgrid battery SOH forecasting,paper-0718,2026,State of health estimation for microgrid storage batteries using CNN-BiLSTM-attention-transfer learning,Errakkas K.; Kissaoui M.; Lajouad R.; El Magri A.; Khayat A.; Atifi Y.,Scientific African,10.1016/j.sciaf.2026.e03244,https://doi.org/10.1016/j.sciaf.2026.e03244,10.1016,Elsevier / ScienceDirect,All Open Access; Gold Open Access,https://www.scopus.com/pages/publications/105034594136?origin=resultslist,2-s2.0-105034594136,requires_manual_download,0,No candidate OA PDF URL produced a usable PDF automatically.,paper-0718_state_of_health_estimation_for_microgrid_storage_batteries_using_cnn_bilstm_attention_transf.pdf
included,physical_asset_maintenance,high,BESS failure prognostics,paper-0721,2026,Learning When Not to Use a Battery: Multihorizon Failure Intelligence,Shikdar T.A.; Laaksonen H.,International Transactions on Electrical Energy Systems,10.1155/etep/6000810,https://doi.org/10.1155/etep/6000810,10.1155,Wiley / IET / Hindawi,All Open Access; Gold Open Access,https://www.scopus.com/pages/publications/105038349000?origin=resultslist,2-s2.0-105038349000,requires_manual_download,1,No candidate OA PDF URL produced a usable PDF automatically.,paper-0721_learning_when_not_to_use_a_battery_multihorizon_failure_intelligence.pdf
included,physical_asset_maintenance,high,Bearing fault diagnosis,paper-0723,2026,An efficient lightweight multi-scale CNN framework with CBAM and SPP for bearing fault diagnosis,Luu T.T.; Huynh D.A.,Intelligent Systems with Applications,10.1016/j.iswa.2026.200628,https://doi.org/10.1016/j.iswa.2026.200628,10.1016,Elsevier / ScienceDirect,All Open Access; Gold Open Access; Green Open Access,https://www.scopus.com/pages/publications/105027561497?origin=resultslist,2-s2.0-105027561497,requires_manual_download,0,No candidate OA PDF URL produced a usable PDF automatically.,paper-0723_an_efficient_lightweight_multi_scale_cnn_framework_with_cbam_and_spp_for_bearing_fault_diagn.pdf
included,physical_asset_maintenance,high,Insulation degradation PHM,paper-0727,2026,Disentangling Aleatoric and Epistemic Uncertainty in Physics-Informed Neural Networks: Application to Insulation Material Degradation Prognostics,Ramirez I.; Alcibar J.; Pino J.; Sanz M.; Aizpurua J.I.,Advanced Intelligent Systems,10.1002/aisy.202501502,https://doi.org/10.1002/aisy.202501502,10.1002,Wiley / IET / Hindawi,All Open Access; Gold Open Access,https://www.scopus.com/pages/publications/105036559474?origin=resultslist,2-s2.0-105036559474,requires_manual_download,1,No candidate OA PDF URL produced a usable PDF automatically.,paper-0727_disentangling_aleatoric_and_epistemic_uncertainty_in_physics_informed_neural_networks_applic.pdf
included,physical_asset_maintenance,high,Collaborative robot anomaly detection,paper-0735,2026,Unified Detection Method of Joint Anomaly for Collaborative Robots,Yoo D.-Y.; Lee J.-W.,IEEE Access,10.1109/ACCESS.2026.3693301,https://doi.org/10.1109/ACCESS.2026.3693301,10.1109,IEEE,All Open Access; Gold Open Access,https://www.scopus.com/pages/publications/105038999255?origin=resultslist,2-s2.0-105038999255,requires_manual_download,0,No candidate OA PDF URL produced a usable PDF automatically.,paper-0735_unified_detection_method_of_joint_anomaly_for_collaborative_robots.pdf
included,physical_asset_maintenance,high,Uncertainty-aware PdM RUL,paper-0736,2026,Uncertainty aware predictive maintenance using a hybrid Transformer with Monte Carlo Dropout and conformal prediction,Yang C.-L.; Meles T.Y.; Yilma A.A.; Teshome M.M.,Ain Shams Engineering Journal,10.1016/j.asej.2026.103992,https://doi.org/10.1016/j.asej.2026.103992,10.1016,Elsevier / ScienceDirect,All Open Access; Gold Open Access; Green Open Access,https://www.scopus.com/pages/publications/105027735161?origin=resultslist,2-s2.0-105027735161,requires_manual_download,0,No candidate OA PDF URL produced a usable PDF automatically.,paper-0736_uncertainty_aware_predictive_maintenance_using_a_hybrid_transformer_with_monte_carlo_dropout.pdf
included,physical_asset_maintenance,high,Engine fault diagnosis,paper-0740,2026,Data-driven torsional vibration-based fault diagnosis of large internal combustion engines without real fault data,Karhinen A.; Hämäläinen A.; Palestini C.; Kyrki V.; Viitala R.,Engineering Applications of Artificial Intelligence,10.1016/j.engappai.2025.113342,https://doi.org/10.1016/j.engappai.2025.113342,10.1016,Elsevier / ScienceDirect,All Open Access; Green Open Access; Hybrid Gold Open Access,https://www.scopus.com/pages/publications/105023505171?origin=resultslist,2-s2.0-105023505171,requires_manual_download,0,No candidate OA PDF URL produced a usable PDF automatically.,paper-0740_data_driven_torsional_vibration_based_fault_diagnosis_of_large_internal_combustion_engines_w.pdf
included,physical_asset_maintenance,high,Multi-component maintenance optimization,paper-0744,2026,Optimization of multi-component maintenance strategies under brownian-motion stochastic degradation and economic constraints,Cheikh K.; Boudi E.L.M.; Rabi R.; Mokhliss H.,Results in Engineering,10.1016/j.rineng.2025.108870,https://doi.org/10.1016/j.rineng.2025.108870,10.1016,Elsevier / ScienceDirect,All Open Access; Gold Open Access,https://www.scopus.com/pages/publications/105026129065?origin=resultslist,2-s2.0-105026129065,requires_manual_download,0,No candidate OA PDF URL produced a usable PDF automatically.,paper-0744_optimization_of_multi_component_maintenance_strategies_under_brownian_motion_stochastic_degr.pdf
included,physical_asset_maintenance,high,Starter bearing RUL prediction,paper-0745,2026,A dual-path time–frequency integration architecture applied to remaining useful life prediction of air turbine starter bearing,Guo R.; Wei X.,Measurement Science and Technology,10.1088/1361-6501/ae4130,https://doi.org/10.1088/1361-6501/ae4130,10.1088,IOP/ECS,All Open Access; Hybrid Gold Open Access,https://www.scopus.com/pages/publications/105033648807?origin=resultslist,2-s2.0-105033648807,requires_manual_download,1,No candidate OA PDF URL produced a usable PDF automatically.,paper-0745_a_dual_path_time_frequency_integration_architecture_applied_to_remaining_useful_life_predict.pdf
included,physical_asset_maintenance,high,Bearing vibration fault prediction,paper-0748,2026,Intelligent recognition and fault prediction of bearing vibration signals based on the CNN-LSTM hybrid model,Wang D.; Zhu W.; Zhu Y.,Engineering Research Express,10.1088/2631-8695/ae3b0d,https://doi.org/10.1088/2631-8695/ae3b0d,10.1088,IOP/ECS,All Open Access; Bronze Open Access,https://www.scopus.com/pages/publications/105029519606?origin=resultslist,2-s2.0-105029519606,requires_manual_download,1,No candidate OA PDF URL produced a usable PDF automatically.,paper-0748_intelligent_recognition_and_fault_prediction_of_bearing_vibration_signals_based_on_the_cnn_l.pdf
included,physical_asset_maintenance,high,Milling tool wear monitoring,paper-0758,2026,Eddy current sensor-based direct tool condition monitoring in milling,Kinnunen K.; Viitala R.,Measurement: Journal of the International Measurement Confederation,10.1016/j.measurement.2025.118333,https://doi.org/10.1016/j.measurement.2025.118333,10.1016,Elsevier / ScienceDirect,All Open Access; Green Open Access; Hybrid Gold Open Access,https://www.scopus.com/pages/publications/105012580321?origin=resultslist,2-s2.0-105012580321,requires_manual_download,0,No candidate OA PDF URL produced a usable PDF automatically.,paper-0758_eddy_current_sensor_based_direct_tool_condition_monitoring_in_milling.pdf
included,physical_asset_maintenance,high,Diesel engine health monitoring,paper-0772,2026,Integrated Mechanical and Chemical Diagnostics for Engine Health Monitoring Using Biodiesel Blends,Yadav J.; S A.K.; Kurre S.K.; Gaur P.; Khan T.; Junaedi H.; Sebaey T.A.,ACS Omega,10.1021/acsomega.5c08478,https://doi.org/10.1021/acsomega.5c08478,10.1021,Other,All Open Access; Gold Open Access; Green Open Access,https://www.scopus.com/pages/publications/105035906486?origin=resultslist,2-s2.0-105035906486,requires_manual_download,0,No candidate OA PDF URL produced a usable PDF automatically.,paper-0772_integrated_mechanical_and_chemical_diagnostics_for_engine_health_monitoring_using_biodiesel.pdf
included,physical_asset_maintenance,high,Battery SOH and RUL prediction,paper-0774,2026,"IC2ML: Unified battery state-of-health, degradation trajectory and remaining useful life prediction via intra-cycle and inter-cycle enhanced machine learning",Huang X.; Liang C.; Tao S.; Che Y.; Bian N.; Zhang J.; Wang R.; Zhang Y.; Xia B.; Zhang X.,Journal of Power Sources,10.1016/j.jpowsour.2025.239148,https://doi.org/10.1016/j.jpowsour.2025.239148,10.1016,Elsevier / ScienceDirect,All Open Access; Green Open Access; Hybrid Gold Open Access,https://www.scopus.com/pages/publications/105029942679?origin=resultslist,2-s2.0-105029942679,requires_manual_download,0,No candidate OA PDF URL produced a usable PDF automatically.,paper-0774_ic2ml_unified_battery_state_of_health_degradation_trajectory_and_remaining_useful_life_predi.pdf
included,physical_asset_maintenance,high,Aircraft engine RUL prediction,paper-0778,2026,A transformer-based method for aircraft engine RUL prediction integrating dual-layer attention with BiLSTM,Ren S.; Wu M.; Zhou H.,Results in Engineering,10.1016/j.rineng.2026.109187,https://doi.org/10.1016/j.rineng.2026.109187,10.1016,Elsevier / ScienceDirect,All Open Access; Gold Open Access,https://www.scopus.com/pages/publications/105029082378?origin=resultslist,2-s2.0-105029082378,requires_manual_download,0,No candidate OA PDF URL produced a usable PDF automatically.,paper-0778_a_transformer_based_method_for_aircraft_engine_rul_prediction_integrating_dual_layer_attenti.pdf
included,physical_asset_maintenance,high,Machining tool wear monitoring,paper-0781,2026,In-situ assessment of machinability and chip formation through the dynamic contact electrical resistance measurement method (DyCERM),Fonseca P.P.; Duarte V.R.; Silva T.; Machado C.M.; Santos T.G.,Measurement: Journal of the International Measurement Confederation,10.1016/j.measurement.2025.119119,https://doi.org/10.1016/j.measurement.2025.119119,10.1016,Elsevier / ScienceDirect,All Open Access; Green Open Access; Hybrid Gold Open Access,https://www.scopus.com/pages/publications/105017123421?origin=resultslist,2-s2.0-105017123421,requires_manual_download,0,No candidate OA PDF URL produced a usable PDF automatically.,paper-0781_in_situ_assessment_of_machinability_and_chip_formation_through_the_dynamic_contact_electrica.pdf
included,physical_asset_maintenance,high,Lithium battery RUL prediction,paper-0784,2026,HyBattNet: Hybrid Framework for Predicting the Remaining Useful Life of Lithium-Ion Batteries,Tran K.; Le T.; Huynh B.; Trinh H.-C.; Nguyen V.-R.; Nguyen-Thoi T.; Nguyen-Thai V.,IEEE Access,10.1109/ACCESS.2026.3656882,https://doi.org/10.1109/ACCESS.2026.3656882,10.1109,IEEE,All Open Access; Gold Open Access,https://www.scopus.com/pages/publications/105028595796?origin=resultslist,2-s2.0-105028595796,requires_manual_download,0,No candidate OA PDF URL produced a usable PDF automatically.,paper-0784_hybattnet_hybrid_framework_for_predicting_the_remaining_useful_life_of_lithium_ion_batteries.pdf
included,physical_asset_maintenance,high,Switching equipment PdM,paper-0785,2026,Risk-based predictive maintenance of medium voltage network switching equipment using analytical hierarchy process as an analytical tool,Gumilang E.S.; Hudaya C.; Sudiarto B.; Husnayain F.,Sinergi (Indonesia),10.22441/sinergi.2026.1.011,https://doi.org/10.22441/sinergi.2026.1.011,10.22441,Other,All Open Access; Gold Open Access; Green Open Access,https://www.scopus.com/pages/publications/105029726760?origin=resultslist,2-s2.0-105029726760,requires_manual_download,1,No candidate OA PDF URL produced a usable PDF automatically.,paper-0785_risk_based_predictive_maintenance_of_medium_voltage_network_switching_equipment_using_analyt.pdf
included,physical_asset_maintenance,high,Refrigeration system RUL,paper-0786,2026,Research on intelligent management of air compression refrigeration system in the environmental wind tunnel of high-speed railway trains,Zhuang J.; Liu M.; Sun L.; Wang J.,High-speed Railway,10.1016/j.hspr.2025.09.008,https://doi.org/10.1016/j.hspr.2025.09.008,10.1016,Elsevier / ScienceDirect,All Open Access; Gold Open Access,https://www.scopus.com/pages/publications/105023996413?origin=resultslist,2-s2.0-105023996413,requires_manual_download,0,No candidate OA PDF URL produced a usable PDF automatically.,paper-0786_research_on_intelligent_management_of_air_compression_refrigeration_system_in_the_environmen.pdf
included,physical_asset_maintenance,high,PWR pump time-to-failure,paper-0787,2026,Machine learning models for predicting time to failure of PWR main coolant pumps,Khosrowpour B.; Jamshidi V.,Nuclear Engineering and Technology,10.1016/j.net.2025.103964,https://doi.org/10.1016/j.net.2025.103964,10.1016,Elsevier / ScienceDirect,All Open Access; Gold Open Access; Green Open Access,https://www.scopus.com/pages/publications/105019968650?origin=resultslist,2-s2.0-105019968650,requires_manual_download,0,No candidate OA PDF URL produced a usable PDF automatically.,paper-0787_machine_learning_models_for_predicting_time_to_failure_of_pwr_main_coolant_pumps.pdf
included,physical_asset_maintenance,high,Marine engine injector fault monitoring,paper-0801,2026,A multi-domain machine learning framework for intelligent condition monitoring of marine diesel engines,Asif M.B.; Ali H.; Aslam H.; Safdar R.; Abd Manan T.S.B.; Basit A.; Pająk M.,Engineering Research Express,10.1088/2631-8695/ae3434,https://doi.org/10.1088/2631-8695/ae3434,10.1088,IOP/ECS,All Open Access; Hybrid Gold Open Access,https://www.scopus.com/pages/publications/105027677273?origin=resultslist,2-s2.0-105027677273,requires_manual_download,1,No candidate OA PDF URL produced a usable PDF automatically.,paper-0801_a_multi_domain_machine_learning_framework_for_intelligent_condition_monitoring_of_marine_die.pdf
included,physical_asset_maintenance,high,Straddle carrier spreader fault forecasting,paper-0807,2026,Deep learning models for straddle carriers: Predictive maintenance,Mudbhatkal P.; Juhola M.; Asikainen M.; Patel S.,Array,10.1016/j.array.2026.100706,https://doi.org/10.1016/j.array.2026.100706,10.1016,Elsevier / ScienceDirect,All Open Access; Gold Open Access; Green Open Access,https://www.scopus.com/pages/publications/105029438697?origin=resultslist,2-s2.0-105029438697,requires_manual_download,0,No candidate OA PDF URL produced a usable PDF automatically.,paper-0807_deep_learning_models_for_straddle_carriers_predictive_maintenance.pdf
included,physical_asset_maintenance,high,Smart manufacturing predictive maintenance framework,paper-0809,2026,Enhancing smart manufacturing: a tensor-based ontology framework for predictive optimization using semantic digital twin,Yasin S.; Draz U.; El-Hageen H.M.; Ali T.; Alfaifi Y.H.; Ayaz M.; Jung L.T.; Aggoune E.-H.M.,Ain Shams Engineering Journal,10.1016/j.asej.2025.103877,https://doi.org/10.1016/j.asej.2025.103877,10.1016,Elsevier / ScienceDirect,All Open Access; Gold Open Access; Green Open Access,https://www.scopus.com/pages/publications/105023168232?origin=resultslist,2-s2.0-105023168232,requires_manual_download,0,No candidate OA PDF URL produced a usable PDF automatically.,paper-0809_enhancing_smart_manufacturing_a_tensor_based_ontology_framework_for_predictive_optimization.pdf
included,physical_asset_maintenance,high,Automotive predictive maintenance architecture,paper-0812,2026,Architectural Strategies for Automotive Predictive Maintenance: Balancing System Efficiency and Security through Advanced Risk Analysis,Paraschiv C.-L.; Cirillo F.; Esposito C.; Khondoker R.; Salman M.; Vochin M.C.,IEEE Transactions on Intelligent Vehicles,10.1109/TIV.2026.3690410,https://doi.org/10.1109/TIV.2026.3690410,10.1109,IEEE,All Open Access; Hybrid Gold Open Access,https://www.scopus.com/pages/publications/105038698971?origin=resultslist,2-s2.0-105038698971,requires_manual_download,0,No candidate OA PDF URL produced a usable PDF automatically.,paper-0812_architectural_strategies_for_automotive_predictive_maintenance_balancing_system_efficiency_a.pdf
included,physical_asset_maintenance,high,Wind turbine component anomaly detection,paper-0814,2026,Machine Learning Techniques for Wind Turbine Predictive Maintenance Using SCADA Data,Xavier L.M.S.; Mota C.S.D.B.; Castro J.F.C.; Rosas P.,IEEE Access,10.1109/ACCESS.2026.3692394,https://doi.org/10.1109/ACCESS.2026.3692394,10.1109,IEEE,All Open Access; Gold Open Access,https://www.scopus.com/pages/publications/105039139899?origin=resultslist,2-s2.0-105039139899,requires_manual_download,0,No candidate OA PDF URL produced a usable PDF automatically.,paper-0814_machine_learning_techniques_for_wind_turbine_predictive_maintenance_using_scada_data.pdf
included,physical_asset_maintenance,high,Pneumatic seal degradation assessment,paper-0823,2026,Assessment of polyurethane seal degradation in pneumatic drives using EPR and SEM techniques,Żyłka M.; Cieniek B.; Skała P.; Żyłka W.; Stefaniuk I.,Measurement: Journal of the International Measurement Confederation,10.1016/j.measurement.2025.118614,https://doi.org/10.1016/j.measurement.2025.118614,10.1016,Elsevier / ScienceDirect,All Open Access; Hybrid Gold Open Access,https://www.scopus.com/pages/publications/105012258135?origin=resultslist,2-s2.0-105012258135,requires_manual_download,0,No candidate OA PDF URL produced a usable PDF automatically.,paper-0823_assessment_of_polyurethane_seal_degradation_in_pneumatic_drives_using_epr_and_sem_techniques.pdf
included,physical_asset_maintenance,high,Renewable asset fault prediction,paper-0824,2026,AI-Enabled Predictive Analytics for Wind Turbine Health and Solar Farm Performance Using Distributed Sensor Networks,Muhamad N.; Li X.; Imtiaz S.; Altimania M.R.M.; Abdelfattah W.M.; Munir H.M.,IET Renewable Power Generation,10.1049/rpg2.70200,https://doi.org/10.1049/rpg2.70200,10.1049,Wiley / IET / Hindawi,All Open Access; Gold Open Access,https://www.scopus.com/pages/publications/105029471334?origin=resultslist,2-s2.0-105029471334,requires_manual_download,1,No candidate OA PDF URL produced a usable PDF automatically.,paper-0824_ai_enabled_predictive_analytics_for_wind_turbine_health_and_solar_farm_performance_using_dis.pdf
included,physical_asset_maintenance,high,Converter station equipment condition assessment,paper-0827,2026,Data-Driven Hybrid Approach for Condition and Risk Assessment of Secondary Equipment in Converter Stations,Zou P.; Li C.; Li Y.; Zhao F.; Jiang K.; Liu L.; Lin G.; Liu J.,"IET Generation, Transmission and Distribution",10.1049/gtd2.70290,https://doi.org/10.1049/gtd2.70290,10.1049,Wiley / IET / Hindawi,All Open Access; Gold Open Access,https://www.scopus.com/pages/publications/105034886845?origin=resultslist,2-s2.0-105034886845,requires_manual_download,0,No candidate OA PDF URL produced a usable PDF automatically.,paper-0827_data_driven_hybrid_approach_for_condition_and_risk_assessment_of_secondary_equipment_in_conv.pdf
included,physical_asset_maintenance,high,Bearing fault diagnosis in cart systems,paper-0830,2026,Bimodal distribution detection and transformation for Gaussian merging for bearing fault classification of independent cart systems under nonstationary conditions,Jabbar A.; Cocconcelli M.; D'Elia G.,Measurement: Journal of the International Measurement Confederation,10.1016/j.measurement.2025.119900,https://doi.org/10.1016/j.measurement.2025.119900,10.1016,Elsevier / ScienceDirect,All Open Access; Hybrid Gold Open Access,https://www.scopus.com/pages/publications/105024496443?origin=resultslist,2-s2.0-105024496443,requires_manual_download,0,No candidate OA PDF URL produced a usable PDF automatically.,paper-0830_bimodal_distribution_detection_and_transformation_for_gaussian_merging_for_bearing_fault_cla.pdf
included,physical_asset_maintenance,high,Industrial pump predictive maintenance,paper-0831,2026,Predictive Maintenance of Industrial Pumps in Manufacturing Systems Using Hybrid Wiener–Hammerstein Ensemble Model,Rajesh T.; Pillai A.S.,IEEE Access,10.1109/ACCESS.2026.3660287,https://doi.org/10.1109/ACCESS.2026.3660287,10.1109,IEEE,All Open Access; Gold Open Access,https://www.scopus.com/pages/publications/105029632643?origin=resultslist,2-s2.0-105029632643,requires_manual_download,0,No candidate OA PDF URL produced a usable PDF automatically.,paper-0831_predictive_maintenance_of_industrial_pumps_in_manufacturing_systems_using_hybrid_wiener_hamm.pdf
included,physical_asset_maintenance,high,Gear fault diagnostics,paper-0832,2026,An Improved Instantaneous Wavelet Bispectrum Feature for gear fault diagnostics using a Wireless MEMS sensor,Zhu R.; Verwimp T.; Mauricio A.; Gryllias K.,Mechanical Systems and Signal Processing,10.1016/j.ymssp.2025.113729,https://doi.org/10.1016/j.ymssp.2025.113729,10.1016,Elsevier / ScienceDirect,All Open Access; Hybrid Gold Open Access,https://www.scopus.com/pages/publications/105024758004?origin=resultslist,2-s2.0-105024758004,requires_manual_download,0,No candidate OA PDF URL produced a usable PDF automatically.,paper-0832_an_improved_instantaneous_wavelet_bispectrum_feature_for_gear_fault_diagnostics_using_a_wire.pdf
included,physical_asset_maintenance,high,RUL uncertainty analysis for PHM,paper-0834,2026,Analysis of RUL dynamics and uncertainty via time transformation,Dersin P.; Rocchetta R.,Reliability Engineering and System Safety,10.1016/j.ress.2025.111730,https://doi.org/10.1016/j.ress.2025.111730,10.1016,Elsevier / ScienceDirect,All Open Access; Green Open Access; Hybrid Gold Open Access,https://www.scopus.com/pages/publications/105017844401?origin=resultslist,2-s2.0-105017844401,requires_manual_download,0,No candidate OA PDF URL produced a usable PDF automatically.,paper-0834_analysis_of_rul_dynamics_and_uncertainty_via_time_transformation.pdf
