id,controversy_level,normalized_reason_category,subagent_reason_category,recommended_action,brief_reason,current_screening_confidence,current_screening_notes,pdf_present,title,year,source,doi
paper-0447,low,performance_or_energy_optimization,enabling_sensor_harvester,review_keep,Triboelectric harvester powers wireless vibration sensing; it enables monitoring but does not perform asset diagnostics or prognostics.,medium,Harvester enables machinery condition monitoring,no,Compliant mechanism-engineered triboelectric harvester for micro-vibration energy harvesting and wireless sensing,2026,Nano Energy,10.1016/j.nanoen.2026.112010
paper-0451,low,generic_method_no_asset_case,parameter_extraction_only,review_keep,"PV module parameter extraction aids characterization/digital twins, but direct fault, degradation, or maintenance decision support is not demonstrated.",medium,PV module condition monitoring characterization,no,"Physics-informed hybrid fuzzy-metaheuristic optimization for trustworthy photovoltaic module characterization: Enhancing identifiability, stability, and physical consistency",2026,Energy Reports,10.1016/j.egyr.2026.109378
paper-0549,low,process_quality_not_maintenance,indirect_maintenance_purpose,review_keep,"Uses RUL to learn robot tool-use policies, but optimizes operation rather than inspection/repair/replacement.",medium,Tool lifespan guided RUL policy,no,Prolonging Tool Life: Learning Skillful Use of General-Purpose Tools Through Lifespan-Guided Reinforcement Learning,2026,IEEE Access,10.1109/ACCESS.2026.3665020
paper-0568,low,sensor_material_only,sensor_platform_only,review_keep,Ultrasonic edge/telemetry acquisition framework; fault/anomaly detection is described as future work.,medium,AMR ultrasonic condition monitoring framework,yes,High Frequency Ultrasonic Condition Monitoring Framework Based on Edge-Computing and Telemetry Stack Approach,2026,Machines,10.3390/machines14030270
paper-0588,low,generic_method_no_asset_case,preliminary_modeling,review_keep,Preliminary DC motor thermal linearity study for possible condition monitoring; no fault/degradation decision model.,medium,DC machine thermal condition monitoring,yes,Linearity analysis of a brushed DC machine thermal system in response to speed input using transfer function,2026,International Journal of Power Electronics and Drive Systems,10.11591/ijpeds.v17.i1.pp95-106
paper-0593,low,process_quality_not_maintenance,preprocessing_only,review_keep,Motor current denoising method supports diagnostics but does not itself detect faults or drive maintenance decisions.,medium,Motor diagnostic signal denoising,yes,Clarke-Domain Dyadic Wavelet Denoising for Three-Phase Induction Motor Current Signals,2026,Processes,10.3390/pr14060950
paper-0627,low,performance_or_energy_optimization,security_access_control,review_keep,"Blockchain access-control mechanism for PdM data sharing, not an asset health prediction or maintenance method itself.",medium,Access control for machinery PdM,yes,An attribute-driven access control framework based on smart contracts for secure collaborative predictive maintenance,2026,Annales des Telecommunications/Annals of Telecommunications,10.1007/s12243-026-01184-7
paper-0651,low,process_quality_not_maintenance,expert_risk_prioritization,review_keep,Food-processing equipment failures are prioritized by expert/FMECA-style risk model rather than predictive condition monitoring.,high,Food processing machine failure risk,yes,RISK-BASED PERFORMANCE OPTIMIZATION OF MOZZARELLA CHEESE PROCESSING USING EXPERT JUDGEMENT – PREFERENCE SELECTION INDEX (PSI) MODEL,2026,Journal of Engineering and Technology for Industrial Applications,10.5935/jetia.v12i57.3092
paper-0737,low,civil_geotechnical_infrastructure,generic_structural_health_monitoring,review_keep,Generic printed crack sensor for SHM; target asset and maintenance decision context are not specific.,high,Structural crack detection sensors,yes,Printed Crack Detection Sensors for SHM Based on Direct Ink Write Additive Manufacturing,2026,Materials,10.3390/ma19050870
paper-0753,low,business_social,operational_modeling,review_keep,"Gas-turbine vibration response model may support CBM, but no explicit fault diagnosis, degradation tracking or maintenance policy.",medium,Gas turbine vibration prediction,yes,Mathematical Model to Predict Vibration Behavior of LM6000 Gas Turbines at Musayyib Thermal Power Plant Under Variable Operating Conditions,2026,International Journal of Heat and Technology,10.18280/ijht.440135
paper-0765,low,performance_or_energy_optimization,condition_monitoring_weak,review_keep,Converter telemetry classifies load/system states; maintenance action or degradation/fault prognosis is not explicit.,medium,Converter telemetry condition monitoring,yes,Resource-Efficient Telemetry-Based Condition Monitoring with Digitally Configurable DC/DC Converters and Embedded AI,2026,Electronics (Switzerland),10.3390/electronics15040852
paper-0805,low,weak_maintenance_link,retrospective_failure_analysis,review_keep,"Bus engine fire case study recommends CBM but is mostly retrospective accident/root-cause analysis, not predictive maintenance.",high,Bus engine fire maintenance policies,yes,Fires in Urban Passenger Transport Vehicles Engine—Case Study,2026,Vehicles,10.3390/vehicles8020029
paper-0871,low,weak_maintenance_link,reliability_redesign,review_keep,Validates direct-drive retrofit and reliability/economic benefits; PdM appears mainly as an enabled future capability.,high,Spiral classifier reliability validation,yes,Eliminating open gears in spiral classifiers: Five-year validation of reliability and economic benefits,2026,Engineering Solid Mechanics,10.5267/j.esm.2025.12.001
paper-0874,low,sensor_material_only,generic_method_no_asset,review_keep,Generic FEM virtual-sensor workflow with benchmark/CPU examples; asset maintenance decision is indirect.,high,Virtual sensors for condition monitoring,yes,"Virtual Sensors Based on Finite Element Method: Balancing Accuracy, Runtime and Offline Effort",2026,Applied Sciences (Switzerland),10.3390/app16042049
paper-0910,low,process_quality_not_maintenance,quality_troubleshooting,review_keep,Roll defect identification is driven by product thickness variation and troubleshooting; maintenance/PdM link is indirect.,high,Rolling mill defective roll detection,no,Roll contribution estimation from thickness variation,2026,Measurement: Journal of the International Measurement Confederation,10.1016/j.measurement.2025.120036
paper-0913,low,generic_method_no_asset_case,simulation_basis_only,review_keep,Transformer winding force/deformation simulation provides theoretical basis for CBM/fault prediction but lacks monitoring or decision method.,medium,Transformer winding fault mechanics,yes,Study on Cumulative Effects of Mechanical Forces and Deformation in Power Transformer Windings,2026,Energies,10.3390/en19030824
paper-0927,low,process_quality_not_maintenance,mixed_quality_condition_monitoring,review_keep,XAI framework mixes casting/surface quality inspection with one machine-condition acoustic anomaly use case.,high,Smart manufacturing condition monitoring,yes,Explainable AI-Driven Quality and Condition Monitoring in Smart Manufacturing,2026,Sensors,10.3390/s26030911
paper-0945,low,generic_method_no_asset_case,data_standard_only,review_keep,PHM metadata standard/tooling supports datasets but is not an asset-specific predictive maintenance study.,high,PHM diagnostic data standard,yes,ISA-PHM – a Standardized Format for Storing and Utilizing Meta-data of Diagnostic and Prognostic Tests,2026,International Journal of Prognostics and Health Management,10.36001/IJPHM.2026.v17i1.4748
paper-0957,low,civil_geotechnical_infrastructure,generic_structural_health_monitoring,review_keep,Bolt looseness detection is generic SHM across structures; specific in-scope asset and maintenance workflow are unclear.,high,Bolt looseness structural monitoring,yes,A New Portable Smart Percussion System Embedded on Raspberry Pi for Bolt Looseness Detection,2026,Machines,10.3390/machines14030337
paper-0975,low,sensor_material_only,generic_signal_theory,review_keep,Theoretical weak-fault indicator optimality paper lacks a concrete asset application or maintenance decision context.,high,Weak fault detection indicators,no,"Optimality of the mean-square value, skewness, kurtosis, and synentropy for detection of weak additive fault signatures in (nearly) Gaussian noise",2026,Mechanical Systems and Signal Processing,10.1016/j.ymssp.2025.113828
paper-1014,low,business_social,nonindustrial_office_equipment,review_keep,"Enterprise print-fleet analytics is explicit PdM, but the office/print-management setting is peripheral to strict engineered-asset PdM.",high,Printer predictive maintenance,yes,SMART PRINT MANAGEMENT USING PREDICTIVE ANALYTICS,2025,ShodhKosh: Journal of Visual and Performing Arts,10.29121/shodhkosh.v6.i2s.2025.6710
paper-1043,low,generic_method_no_asset_case,generic_guidance,review_keep,Trustworthy-AI guidance for condition monitoring; maintenance context is explicit but no concrete asset/data case is screened.,high,Trustworthy machine condition monitoring,no,Building Trustworthy AI Systems for Condition Monitoring,2026,IEEE Access,10.1109/ACCESS.2026.3688909
paper-1146,low,performance_or_energy_optimization,performance_monitoring_not_fault,review_keep,"Air-conditioner COP/performance monitoring is useful, but fault/degradation or maintenance decision support is not explicit.",medium,HVAC performance monitoring,no,Non-intrusive performance monitoring method for air conditioners,2026,International Journal of Refrigeration,10.1016/j.ijrefrig.2025.10.003
paper-1193,low,generic_method_no_asset_case,nontraditional_asset,review_keep,"Explicit PdM for interactive art hardware, but the domain is peripheral and nonindustrial.",high,Interactive art installation maintenance,yes,PREDICTIVE MAINTENANCE FOR INTERACTIVE ART INSTALLATIONS,2025,ShodhKosh: Journal of Visual and Performing Arts,10.29121/shodhkosh.v6.i2s.2025.6739
paper-1235,low,process_quality_not_maintenance,inspection_enabler_only,review_keep,"Analog-gauge computer vision supports inspection, but does not itself model asset degradation or faults.",high,Industrial gauge monitoring,yes,Robust Analog Gauge Reading via Virtual Point-Based Geometric Rectification and P2-YOLO-Pose,2026,CMES - Computer Modeling in Engineering and Sciences,10.32604/cmes.2026.080624
paper-1434,low,sensor_material_only,iot_sensor_battery_maintenance,review_keep,"Battery-life model for LoRaWAN environmental sensors; relevant mainly to sensor-node replacement, peripheral to equipment PdM.",medium,sensor battery life prediction,yes,Predictive Battery Life Modeling for LoRaWAN Sensors Using Real-World Deployment Data,2026,Agris On-line Papers in Economics and Informatics,10.7160/AOL.2025.170306
paper-1580,low,business_social,energy_management_not_maintenance,review_keep,"BESS degradation and RUL are modeled, but the main objective is economic power dispatch rather than maintenance decisions.",medium,battery storage life management,no,Economic optimal power management of second-life battery energy storage systems,2025,Journal of Energy Storage,10.1016/j.est.2025.117680
paper-1784,low,civil_geotechnical_infrastructure,generic_pdm_framework_unclear_asset,review_keep,Generic hybrid PdM framework with broad domains and no specific maintained asset or dataset clearly established.,high,predictive maintenance framework,yes,A Hybrid SVM-Bayesian-Fuzzy Logic Framework for Predictive Maintenance,2025,NIPES - Journal of Science and Technology Research,10.37933/nipes/7.4.2025.SI205
paper-1785,low,process_quality_not_maintenance,enabling_simulation_method,review_keep,Contribution is virtual image reproduction for testing a cultivator tine monitoring system; maintenance target is secondary.,high,agricultural tine wear monitoring,no,A methodology for image reproduction in virtual environments applied to an agricultural assistance function,2025,Results in Engineering,10.1016/j.rineng.2025.108313
paper-1846,low,performance_or_energy_optimization,energy_harvesting_operational_monitoring,review_keep,"Train suspension work focuses on energy harvesting and operational-condition classification, not degradation or maintenance scheduling.",medium,Train suspension condition monitoring,no,Self-powered and self-sensing intelligent suspension for application in heavy-haul trains,2025,Sustainable Energy Technologies and Assessments,10.1016/j.seta.2025.104600
paper-1909,low,business_social,energy_management_asset_health,review_keep,"Energy-management controller improves BESS SOH/RUL, but core problem is dispatch/blackout management rather than maintenance.",medium,BESS SOH improvement,yes,Development of an Intelligent Energy Management System to Improve BESS State of Health,2025,Battery Energy,10.1002/bte2.20250019
paper-1933,low,generic_method_no_asset_case,fmea_risk_analysis_not_pdm,review_keep,PV FMEA prioritizes failure modes and actions; preventive risk analysis rather than predictive/condition-based maintenance.,high,PV system FMEA maintenance,no,Failure Mode and Effect Analysis of Floating Photovoltaic Systems: EMOBAMAZON Case Study,2025,IEEE Access,10.1109/ACCESS.2025.3633582
paper-1942,low,performance_or_energy_optimization,sensor_power_enabling_only,review_keep,Energy harvester enables self-powered rotating-machinery monitoring but is not itself a diagnostic/prognostic method.,medium,Energy harvesting for monitoring,no,Halbach-enhanced variable reluctance energy harvesting for self-powered condition monitoring,2025,Energy,10.1016/j.energy.2025.137915
paper-2039,low,software_it_cyber,data_toolchain_weak_pdm,review_keep,Cloud data-science/digital-twin toolchain; fuel-cell degradation/PdM is a proof-of-concept rather than the core diagnostic study.,low,Fuel cell vehicle monitoring tool,no,Development of a cloud-based toolchain for data science in fuel cell vehicles,2025,Journal of Power Sources,10.1016/j.jpowsour.2025.237276
paper-2072,low,civil_geotechnical_infrastructure,broad_infrastructure_monitoring,review_keep,Remote marine-infrastructure architecture covers subsea pipelines/offshore platforms; maintenance scheduling is mentioned but the treatment is broad.,high,Marine infrastructure predictive monitoring,yes,Implementing Ubiquitous Computing for Remote Monitoring of Marine Infrastructure in Harsh Environments,2025,"Journal of Wireless Mobile Networks, Ubiquitous Computing, and Dependable Applications",10.58346/JOWUA.2025.I3.024
paper-2112,low,weak_maintenance_link,design_reliability_not_maintenance,review_keep,"Solder-joint accelerated-life reliability modeling concerns a physical component, but maintenance decision support is indirect.",medium,Solder joint reliability life prediction,yes,A Machine Learning Framework with Shapley’s Additive Explanations to Assess Solder Joint Reliability for Electronic Packaging,2025,Journal of Electronic Materials,10.1007/s11664-025-12101-4
paper-2142,low,performance_or_energy_optimization,design_safety_factor_surrogate,review_keep,Gear safety-factor surrogate for digital twins is closer to design/simulation support than operational diagnostics or RUL prediction.,medium,Gear diagnostics and prognostics,yes,Neural Network-Based Estimation of Gear Safety Factors from ISO-Based Simulations,2025,Symmetry,10.3390/sym17081312
paper-2232,low,generic_method_no_asset_case,generic_digital_twin_rom,review_keep,Reduced-order-model workflow for digital twins; motor prognosis is illustrative while the primary contribution is computational workflow tooling.,medium,industrial digital twin predictive maintenance,no,Parallel reduced-order modeling for digital twins using high-performance computing workflows,2025,Computers and Structures,10.1016/j.compstruc.2025.107867
paper-2263,low,sensor_material_only,reliability_testing_not_pdm,review_keep,Automated life-cycle testing of caster-wheel brakes provides reliability/QA insight rather than a predictive maintenance model.,high,medical device component lifecycle testing,no,Development of A PLC-Based Automated Test System for The Life Cycle Evaluation of The Caster Wheel Brake Mechanisms in Medical Devices,2025,International Journal of Basic and Applied Sciences,10.14419/snte6g31
paper-2409,low,sensor_material_only,sensor_instrumentation_only,review_keep,Low-cost torque-sensing proof of concept for drivetrain shafts; PdM use is potential rather than an evaluated diagnostic/prognostic task.,medium,torque sensing for drivetrain predictive maintenance,yes,A Low-Cost IoT-Based Bidirectional Torque Measurement System with Strain Gauge Technology,2025,Applied Sciences (Switzerland),10.3390/app15158158
paper-2440,low,software_it_cyber,vr_planning_weak_pdm,review_keep,"VR/AI live-line distribution-network simulation includes fault prediction and scheduling, but design visualization/planning is the main contribution.",high,power line maintenance planning with VR,yes,Improving transmission systems through virtual reality modeling and simulation to enhance design visualization,2025,Journal of Computational Methods in Sciences and Engineering,10.1177/14727978251326521
paper-2474,low,civil_geotechnical_infrastructure,inspection_vegetation_infrastructure,review_keep,"Transmission-line laser inspection and vegetation/sag monitoring support O&M, but the work is inspection automation rather than predictive maintenance.",high,transmission line inspection monitoring,yes,Research on Power Laser Inspection Technology Based on High-Precision Servo Control System,2025,Photonics,10.3390/photonics12090944
paper-2479,low,generic_method_no_asset_case,design_prototyping_lifecycle,review_keep,Crusher-blade digital replica focuses on sustainable design/prototyping; condition-based maintenance use is prospective.,medium,crusher blade lifecycle and wear prediction,yes,Sustainable Design and Lifecycle Prediction of Crusher Blades Through a Digital Replica-Based Predictive Prototyping Framework and Data-Efficient Machine Learning,2025,Sustainability (Switzerland),10.3390/su17167543
paper-2529,low,process_quality_not_maintenance,generic_process_monitoring,review_keep,Industrial process anomaly visualization in a robotic cell; asset-maintenance purpose is not explicit beyond PdM framing.,medium,industrial predictive maintenance data analysis,yes,Time-Shifted Maps for Industrial Data Analysis: Monitoring Production Processes and Predicting Undesirable Situations,2025,Sensors,10.3390/s25113311
paper-2676,low,business_social,business_management,review_keep,"Enterprise-level economic/adoption study of PdM benefits; not an asset-level predictive-maintenance method, though explicitly PdM-related.",medium,PdM economic impact manufacturing,yes,"Predictive Maintenance Algorithms, Artificial Intelligence Digital Twin Technologies, and Internet of Robotic Things in Big Data-Driven Industry 4.0 Manufacturing Systems",2025,Mathematics,10.3390/math13060981
paper-2679,low,process_quality_not_maintenance,data_quality_supporting_monitoring,review_keep,Missing-data imputation for UPFC submodule monitoring; maintenance relevance is indirect through condition/fault-warning data quality.,medium,UPFC condition data restoration,yes,Research on Missing Data Estimation Method for UPFC Submodules Based on Bayesian Multiple Imputation and Support Vector Machines,2025,Energies,10.3390/en18102535
paper-2730,low,business_social,implementation_management,review_keep,Interview/case-study on PdM adoption barriers and success factors; relevant to PdM but not an equipment prediction paper.,high,PdM implementation factors,yes,"Unlocking the Potential of Predictive Maintenance for Intelligent Manufacturing: a Case Study On Potentials, Barriers, and Critical Success Factors",2025,Schmalenbach Journal of Business Research,10.1007/s41471-024-00204-3
paper-2776,low,civil_geotechnical_infrastructure,generic_iot_data_governance,review_keep,Generic IoT/blockchain data-quality framework with broad industrial-chain title; PdM relevance comes mainly from benchmark datasets.,high,Smart manufacturing PdM data quality,no,Application of IoT and blockchain technology in the integration of innovation and industrial chains in high-tech manufacturing,2025,Alexandria Engineering Journal,10.1016/j.aej.2025.01.020
paper-2861,low,business_social,human_factors_management,review_keep,Human-autonomy trust experiment around maritime maintenance scheduling; weak asset-condition content but maintenance decision context is explicit.,medium,Human factors for maritime maintenance decisions,yes,Effects of agent transparency and situation criticality upon human-autonomy trust and risk perception in decision-making,2025,"Cognition, Technology and Work",10.1007/s10111-024-00782-6
paper-2881,low,process_quality_not_maintenance,process_safety_monitoring,review_keep,"Gas-leak localization is framed as industrial/environmental safety; can support inspection of vessels, pipelines, valves, and connectors.",high,Industrial gas leak monitoring,yes,Ultrasonic Beamforming-Based Visual Localisation of Minor and Multiple Gas Leaks Using a Microelectromechanical System (MEMS) Microphone Array,2025,Sensors,10.3390/s25103190
paper-2888,low,process_quality_not_maintenance,data_quality_supporting_monitoring,review_keep,Sensor-data imputation for reactor status monitoring; maintenance or fault decision is indirect through improved monitoring data.,medium,Reactor sensor imputation for monitoring,yes,Sensor Data Imputation for Industry Reactor Based on Temporal Decomposition,2025,Processes,10.3390/pr13051526
paper-3028,low,weak_maintenance_link,weak_maintenance_link,review_keep,Bushing dynamics identification only mentions PdM as a possible downstream digital-tool use; no actual fault/degradation or maintenance decision.,medium,Bushing model supports predictive maintenance,yes,A fast Time-domain identification of bushing dynamics,2025,Mechanical Systems and Signal Processing,10.1016/j.ymssp.2024.112140
paper-3083,low,performance_or_energy_optimization,operations_optimization,review_keep,"Vibration-aware robot path planning reduces wear/rough-terrain exposure, but it is operational control rather than a maintenance prediction or scheduling study.",high,Mobile robot wear-aware planning,yes,RL-Based Vibration-Aware Path Planning for Mobile Robots’ Health and Safety,2025,Mathematics,10.3390/math13060913
paper-3215,low,performance_or_energy_optimization,generic_ai_method,review_keep,Neural-architecture-search efficiency method trained on PdM datasets; asset and maintenance context are indirect rather than paper-specific.,medium,Model search for predictive maintenance,yes,A Model for Learning-Curve Estimation in Efficient Neural Architecture Search and Its Application in Predictive Health Maintenance,2025,Mathematics,10.3390/math13040555
paper-3233,low,business_social,process_quality_monitoring,review_keep,"CNC chip-residue object detection prevents tool damage, but target is debris/chip management rather than direct equipment condition or RUL.",medium,CNC chip detection prevents equipment faults,yes,Synthetic-data-driven You-Only-Look-Once–Based Detection of Computer Numerical Control Machining Chips: Comparative Analysis of Omniverse Generated and Manually Annotated Images,2025,Sensors and Materials,10.18494/SAM5839
paper-3234,low,process_quality_not_maintenance,process_monitoring_ambiguous_asset,review_keep,"Drift detection for heterogeneous production processes is tied to PdM, but the monitored drift may be process-state rather than asset degradation.",high,Production process predictive maintenance drift diagnosis,no,Data-driven drift detection and diagnosis framework for predictive maintenance of heterogeneous production processes: Application to a multiple tapping process,2025,Engineering Applications of Artificial Intelligence,10.1016/j.engappai.2024.109552
paper-3305,low,sensor_material_only,enabling_measurement_method,review_keep,Framework evaluates measurement-system precision for condition monitoring; useful support topic but not an asset fault/RUL study itself.,high,Condition monitoring measurement capability,yes,Evaluating Measurement System Capability in Condition Monitoring: Framework and Illustration Using Gage Repeatability and Reproducibility,2025,Structural Control and Health Monitoring,10.1155/stc/3441846
paper-3327,low,medical_bio_non_equipment,generic_framework_unclear_asset,review_keep,"Biomimicry decision framework for condition monitoring is conceptual and asset-agnostic, with only generic vibration-data validation.",medium,Decision method for condition monitoring,yes,Biomimicry as a decision-making methodology in condition monitoring,2025,Frontiers in Artificial Intelligence,10.3389/frai.2025.1485489
paper-3416,low,weak_maintenance_link,environmental_monitoring_only,review_keep,PV-plant IoT system monitors temperature and humidity and only indirectly supports preventive/corrective maintenance; no fault prediction model.,medium,PV plant monitoring for predictive maintenance,yes,Design and Implementation of a Sustainable IoT Embedded System for Monitoring Temperature and Humidity in Photovoltaic Power Plants in the Amazon,2025,Sustainability (Switzerland),10.3390/su17062347
paper-3447,low,weak_maintenance_link,weak_maintenance_link,review_keep,Wind-turbine gearbox deflection/torque estimation is relevant to future RUL assessment but does not itself estimate degradation or maintenance timing.,medium,Wind turbine gearbox reliability monitoring,yes,Identification of operational deflection shapes of a wind turbine gearbox using fiber-optic strain sensors on a serial production end-of-line test bench,2025,Wind Energy Science,10.5194/wes-10-207-2025
paper-3618,low,sensor_material_only,test_apparatus_monitoring,review_keep,"Digital twin monitors a materials-testing apparatus and claims lower maintenance cost, but fault/degradation decision support is not central.",medium,Testing apparatus digital twin supports maintenance,yes,Digital Twin-Driven Modeling and Application of High-Temperature Biaxial Materials Testing Apparatus,2025,"Computers, Materials and Continua",10.32604/cmc.2025.060194
paper-3643,low,performance_or_energy_optimization,generic_iiot_optimization,review_keep,"Explicitly frames predictive-maintenance policies, but asset type and physical degradation model are generic/unspecified.",high,IIoT maintenance policy optimization,no,Federated Q-Learning-Based Optimization for Resource Allocation in Industrial IoT Networks,2025,IEEE Access,10.1109/ACCESS.2025.3624919
paper-3687,low,weak_maintenance_link,generic_method_unclear_asset,review_keep,"Online parameter estimation is demonstrated on DC motors and marine vessels, but maintenance linkage remains methodological/general.",medium,Generic digital twin condition monitoring,no,Online Parameter Estimation in Digital Twins for Real-Time Condition Monitoring,2025,IEEE Access,10.1109/ACCESS.2025.3531983
paper-3762,low,medical_bio_non_equipment,sensor_method_only,review_keep,"Disposable biosensor detects water in oil as a degradation indicator, but no equipment maintenance workflow is shown.",high,Oil water sensing for maintenance,no,Broadband Disposable Biosensors Based on Dielectric Waveguide Ring Resonators,2025,IEEE Sensors Journal,10.1109/JSEN.2025.3603936
paper-3814,low,generic_method_no_asset_case,model_benchmark_only,review_keep,Benchmarks PV IV equivalent-circuit models; health/fault detection is mentioned as a use case but not the main contribution.,high,PV module health and fault detection,yes,Benchmarking equivalent circuit models for the IV characteristic of bifacial photovoltaic modules,2025,EPJ Photovoltaics,10.1051/epjpv/2024046
paper-3815,low,performance_or_energy_optimization,operations_optimization_not_maintenance,review_keep,"Second-life battery dispatch uses SOH/RUL constraints, but the primary objective is capacity planning and power dispatch.",medium,Battery degradation informs dispatch planning,yes,Second-Life Battery Energy Storage System Capacity Planning and Power Dispatch via Model-Free Adaptive Control-Embedded Heuristic Optimization,2025,Energy Engineering: Journal of the Association of Energy Engineering,10.32604/ee.2025.067785
paper-3959,low,software_it_cyber,generic_lifecycle_framework,review_keep,"Distribution-network lifecycle framework is broad and policy-oriented, with predictive maintenance only one component.",high,Distribution network maintenance framework,yes,"Intelligent lifecycle management of distribution networks: a machine learning framework for efficiency, resilience, and environmental sustainability",2025,International Journal of Information and Communication Technology,10.1504/IJICT.2025.146906
paper-3962,low,civil_geotechnical_infrastructure,broad_inspection_framework,review_keep,"Drones/IoT renewable-energy integration includes inspection and faults, but the work is broad system integration rather than focused PdM.",high,Renewable energy inspection and maintenance,no,Drones and IoT for Enhancing Renewable Energy Integration,2025,International Journal on Informatics Visualization,10.62527/joiv.9.5.4630
paper-3969,low,weak_maintenance_link,repair_effects_not_predictive,review_keep,Studies effects of bearing surface grinding/repair; useful for maintenance but not predictive monitoring or prognosis.,medium,Bearing repair grinding effects,yes,Impact of Surface Grinding on the Performance of Tilting Pad Bearings,2025,Coatings,10.3390/coatings15010005
paper-3983,low,sensor_material_only,tribology_study_not_predictive,review_keep,"Marine thruster lip-seal behavior informs monitoring, but the paper is a tribology characterization without prediction/maintenance decisions.",medium,Marine seal behavior informs monitoring,no,Behavior of marine thruster lip seals under typical operating conditions,2025,Tribology International,10.1016/j.triboint.2024.110195
