removed_at,corpus_id,pdf_path,screening_reason_category,screening_confidence,screening_notes,title,doi
2026-06-04T15:43:31,paper-1111,extraction_papers\paper-1111_robots_ledgers_and_revpar_a_blockchain_enabled_ai_robotics_conceptual_model_for_sustainable.pdf,business_social_finance,high,Hotel revenue management model,"Robots, ledgers, and RevPAR: a blockchain-enabled AI–robotics conceptual model for sustainable hotel revenue and asset management",10.3389/frobt.2026.1779342
2026-06-04T15:43:31,paper-1118,extraction_papers\paper-1118_detection_of_cyber_attacks_in_electric_vehicle_charging_systems_using_a_remaining_useful_lif.pdf,software_it_cyber,high,Cyberattack remaining time prediction,Detection of cyber attacks in electric vehicle charging systems using a remaining useful life generative adversarial network,10.1038/s41598-025-92895-9
2026-06-04T15:43:31,paper-1122,extraction_papers\paper-1122_introducing_entrepreneurial_resilience_in_small_business_failure_prediction.pdf,business_social_finance,high,Small business failure prediction,Introducing entrepreneurial resilience in small business failure prediction,10.1080/26437015.2025.2461043
2026-06-04T15:43:31,paper-1127,extraction_papers\paper-1127_a_system_level_critical_assessment_of_electric_mobility_integrating_electric_vehicle_powertr.pdf,generic_nonmaintenance_ai_control,medium,Broad e mobility review,"A system-level critical assessment of electric mobility integrating electric vehicle powertrains, advanced battery technologies, grid impacts, artificial intelligence, and sustainability",10.1177/01445987261420536
2026-06-04T15:43:31,paper-1136,extraction_papers\paper-1136_a_lightweight_end_to_end_encrypted_data_pipeline_for_iiot_an_aes_gcm_implementation_for_esp3.pdf,software_it_cyber,high,IIoT encryption pipeline,"A Lightweight, End-to-End Encrypted Data Pipeline for IIoT: An AES-GCM Implementation for ESP32, MQTT, and Raspberry Pi",10.3390/info17010033
2026-06-04T15:43:31,paper-1139,extraction_papers\paper-1139_study_on_transient_thermal_characteristics_of_aviation_wet_clutches_with_conical_separate_di.pdf,other_nonmaintenance,medium,Clutch thermal design study,Study on Transient Thermal Characteristics of Aviation Wet Clutches with Conical Separate Discs for Helicopters in Successive Shifting,10.3390/lubricants14010010
2026-06-04T15:43:31,paper-1150,extraction_papers\paper-1150_application_oriented_proposal_and_validation_of_an_accelerated_engagement_strategy_for_hydra.pdf,generic_nonmaintenance_ai_control,medium,Clutch control strategy,Application-oriented proposal and validation of an accelerated engagement strategy for hydraulic wet clutches: system-level modeling and experimental evaluation,10.1007/s10010-025-00918-8
2026-06-04T15:43:31,paper-1151,extraction_papers\paper-1151_machine_learning_based_estimation_of_ripple_losses_in_high_temperature_superconductors_for_c.pdf,generic_nonmaintenance_ai_control,medium,Superconducting loss estimation,Machine Learning-Based Estimation of Ripple Losses in High Temperature Superconductors for Cryo-Electric Aviation Applications,10.1109/TASC.2026.3665130
2026-06-04T15:43:31,paper-1155,extraction_papers\paper-1155_on_multi_parameter_optimization_and_proactive_reliability_in_5g_and_beyond_cellular_networks.pdf,software_it_cyber,high,Cellular network reliability not maintenance,On Multi-Parameter Optimization and Proactive Reliability in 5G and Beyond Cellular Networks,10.3390/s25247651
2026-06-04T15:43:31,paper-1161,extraction_papers\paper-1161_shapelet_transformation_of_multivariate_time_series_for_iot_anomaly_detection.pdf,generic_nonmaintenance_ai_control,medium,Generic IoT anomaly detection,Shapelet Transformation of Multivariate Time Series for IoT Anomaly Detection,10.48084/etasr.17048
2026-06-04T15:43:31,paper-1165,extraction_papers\paper-1165_a_deep_reinforcement_learning_enhanced_multi_agent_system_for_ontology_based_health_manageme.pdf,generic_nonmaintenance_ai_control,medium,Nanomaterial design PHM,A Deep Reinforcement Learning-Enhanced Multi-Agent System for Ontology-Based Health Management in Nanotechnology,10.3390/electronics14234580
2026-06-04T15:43:31,paper-1182,extraction_papers\paper-1182_a_novel_method_for_estimating_the_body_weight_and_size_of_sows_using_3d_point_cloud.pdf,biology_biotech_non_equipment,high,Sow biological measurement,A Novel Method for Estimating the Body Weight and Size of Sows Using 3D Point Cloud,10.3390/ani16010072
2026-06-04T15:43:31,paper-1192,extraction_papers\paper-1192_a_digital_twin_approach_to_enhancing_the_reliability_of_inland_waterway_transport_via_water.pdf,generic_nonmaintenance_ai_control,medium,Water level logistics twin,A digital twin approach to enhancing the reliability of inland waterway transport via water-level forecasting and port call coordination,10.1057/s41278-026-00352-9
2026-06-04T15:43:31,paper-1196,extraction_papers\paper-1196_a_real_time_iot_and_cloud_monitoring_framework_for_performance_enhancement_of_solar_evacuate.pdf,generic_nonmaintenance_ai_control,medium,Solar heater performance monitoring,A Real-Time IoT and Cloud Monitoring Framework for Performance Enhancement of Solar Evacuated Tube Heaters,10.32604/fhmt.2025.074995
2026-06-04T15:43:31,paper-1216,extraction_papers\paper-1216_industry_4_0_enabled_sustainable_manufacturing.pdf,generic_nonmaintenance_ai_control,high,Sustainable manufacturing overview,Industry 4.0 Enabled Sustainable Manufacturing,10.3390/su18010156
2026-06-04T15:43:31,paper-1217,extraction_papers\paper-1217_dynamically_tunable_polarized_mid_infrared_light_emitting_diodes_from_polarization_singulari.pdf,acronym_collision,high,CBM means conduction band minimum,Dynamically tunable polarized mid-infrared light-emitting diodes from polarization singularities in a band-edge Weyl node,10.1038/s41467-025-66014-1
2026-06-04T15:43:31,paper-1242,extraction_papers\paper-1242_leveraging_the_dao_for_edge_to_cloud_data_sharing_and_availability.pdf,software_it_cyber,high,Edge data governance only,Leveraging the DAO for Edge-to-Cloud Data Sharing and Availability,10.3390/fi18010037
2026-06-04T15:43:31,paper-1248,extraction_papers\paper-1248_optimizing_large_scale_data_processing_in_smart_manufacturing_a_benchmarking_study_on_automo.pdf,software_it_cyber,medium,Python data processing benchmark,Optimizing Large-Scale Data Processing in Smart Manufacturing: A Benchmarking Study on Automotive Industry Data,10.30939/ijastech..1676422
2026-06-04T15:43:31,paper-1250,extraction_papers\paper-1250_performance_of_cacao_clones_resistant_to_frosty_pod_rot_under_agroforestry_systems_and_full.pdf,biology_biotech_non_equipment,high,Cacao disease biology,Performance of cacao clones resistant to frosty pod rot under agroforestry systems and full sun in the Colombian Amazon,10.1007/s10457-025-01384-5
2026-06-04T15:43:31,paper-1259,extraction_papers\paper-1259_corporate_failure_prediction_in_crisis_periods_the_case_of_visegrad_four_large_corporates.pdf,business_social_finance,high,Corporate bankruptcy prediction,Corporate failure prediction in crisis periods: the case of Visegrad Four large corporates,10.1057/s41283-025-00181-9
2026-06-04T15:43:31,paper-1271,extraction_papers\paper-1271_deep_learning_architectures_for_software_fault_prediction_the_impact_of_error_type_metrics_a.pdf,software_it_cyber,high,Software fault prediction,Deep Learning Architectures for Software Fault Prediction: The Impact of Error-Type Metrics and Class Imbalance,10.1002/cpe.70472
2026-06-04T15:43:31,paper-1281,extraction_papers\paper-1281_a_prognostic_theory_of_treatment_response_for_major_depressive_disorder_a_dynamic_systems_fr.pdf,clinical_human_outcome,high,Depression treatment prognosis,A Prognostic Theory of Treatment Response for Major Depressive Disorder: A Dynamic Systems Framework for Forecasting Clinical Trajectories,10.3390/app152312524
2026-06-04T15:43:31,paper-1286,extraction_papers\paper-1286_management_perspectives_on_ai_powered_sculpture_galleries.pdf,business_social_finance,high,Gallery management not assets,MANAGEMENT PERSPECTIVES ON AI-POWERED SCULPTURE GALLERIES,10.29121/shodhkosh.v6.i1s.2025.6634
2026-06-04T15:43:31,paper-1291,extraction_papers\paper-1291_failure_prediction_by_using_a_recurrent_neural_network_in_incremental_sheet_forming_with_act.pdf,generic_nonmaintenance_ai_control,medium,Workpiece cracking process prediction,Failure prediction by using a recurrent neural network in incremental sheet forming with active medium,10.1007/s12289-025-01957-w
2026-06-04T15:43:31,paper-1292,extraction_papers\paper-1292_motion_stage_precision_prediction_for_photonic_integrated_circuit_assembly.pdf,generic_nonmaintenance_ai_control,medium,Motion precision process optimization,Motion stage precision prediction for photonic integrated circuit assembly,10.1007/s10845-024-02539-4
2026-06-04T15:43:31,paper-1362,extraction_papers\paper-1362_numerical_simulation_of_the_formation_of_frozen_walls_in_subway_cross_passages_under_seepage.pdf,other_nonmaintenance,high,Construction freezing simulation,Numerical Simulation of the Formation of Frozen Walls in Subway Cross Passages Under Seepage Conditions,10.3390/app16010308
2026-06-04T15:43:31,paper-1376,extraction_papers\paper-1376_a_novel_dynamic_scheduling_model_for_application_in_multimode_approach.pdf,generic_nonmaintenance_ai_control,high,Job scheduling optimization,A novel dynamic scheduling model for application in multimode approach,10.1038/s41598-025-10710-x
2026-06-04T15:43:31,paper-1382,extraction_papers\paper-1382_performance_enhancement_of_wireless_bldc_motor_using_adaptive_reinforcement_learning_for_sus.pdf,acronym_collision,high,PDM means pulse density modulation,Performance Enhancement of Wireless BLDC Motor Using Adaptive Reinforcement Learning for Sustainable Pumping Applications,10.3390/su172310881
2026-06-04T15:43:31,paper-1387,extraction_papers\paper-1387_technological_forecasting_of_port_digitalization_using_patent_analysis.pdf,generic_nonmaintenance_ai_control,high,Port technology forecasting,Technological forecasting of port digitalization using patent analysis,10.1057/s41278-026-00346-7
2026-06-04T15:43:31,paper-1389,extraction_papers\paper-1389_cloud_based_management_of_art_institutions_using_ai.pdf,business_social_finance,high,Art institution management,CLOUD-BASED MANAGEMENT OF ART INSTITUTIONS USING AI,10.29121/shodhkosh.v6.i1s.2025.6667
2026-06-04T15:43:31,paper-1398,extraction_papers\paper-1398_development_of_digital_twins_for_library_information_system_simulation.pdf,software_it_cyber,high,Library information system simulation,Development of Digital Twins for Library Information System Simulation,10.51983/ijiss-2026.16.1.33
2026-06-04T15:43:31,paper-1400,extraction_papers\paper-1400_atomistic_simulation_study_on_spall_failure_and_damage_evolution_in_single_crystalline_ta_at.pdf,other_nonmaintenance,high,Material spall simulation,Atomistic Simulation Study on Spall Failure and Damage Evolution in Single-Crystalline Ta at Elevated Temperatures,10.32604/cmc.2025.071624
2026-06-04T15:43:31,paper-1401,extraction_papers\paper-1401_blockchain_and_smart_contracts_with_barzilai_borwein_intelligence_for_industrial_cyber_physi.pdf,software_it_cyber,high,ICPS cybersecurity not maintenance,Blockchain and Smart Contracts with Barzilai-Borwein Intelligence for Industrial Cyber-Physical System,10.32604/cmc.2025.071124
2026-06-04T15:43:31,paper-1403,extraction_papers\paper-1403_response_relationship_between_ash_content_and_nanopore_structure_of_deep_coal_seams_in_north.pdf,acronym_collision,high,CBM means coalbed methane,Response Relationship Between Ash Content and Nanopore Structure of Deep Coal Seams in North China Craton,10.3390/pr14010029
2026-06-04T15:43:31,paper-1411,extraction_papers\paper-1411_reference_architecture_for_the_design_and_implementation_of_ai_systems_in_manufacturing_in_c.pdf,generic_nonmaintenance_ai_control,high,AI governance architecture only,Reference architecture for the design and implementation of AI systems in manufacturing in conformity to ISO/IEC 42001,10.1080/0951192X.2026.2664187
2026-06-04T15:43:31,paper-1415,extraction_papers\paper-1415_winter_road_surface_condition_recognition_in_snowy_regions_based_on_image_to_image_translati.pdf,other_nonmaintenance,high,winter road safety classification,Winter Road Surface Condition Recognition in Snowy Regions Based on Image-to-Image Translation,10.3390/s26010241
2026-06-04T15:43:31,paper-1424,extraction_papers\paper-1424_a_bayesian_optimized_lsboost_framework_for_energy_usage_intensity_prediction_in_a_university.pdf,generic_nonmaintenance_ai_control,high,building energy prediction only,A Bayesian optimized LSboost framework for energy usage intensity prediction in a university office building,10.1177/01436244261435319
2026-06-04T15:43:31,paper-1431,extraction_papers\paper-1431_interpretable_deep_learning_framework_based_on_contrast_enhanced_mri_for_predicting_histolog.pdf,clinical_human_outcome,high,cancer grade prediction,Interpretable deep learning framework based on contrast-enhanced MRI for predicting histological grade of hepatocellular carcinoma,10.21037/qims-2025-269
2026-06-04T15:43:31,paper-1451,extraction_papers\paper-1451_generative_ai_capabilities_for_green_supply_chain_management_improvement_extended_dynamic_ca.pdf,business_social_finance,high,supply chain management capabilities,Generative AI capabilities for green supply chain management improvement: extended dynamic capabilities view,10.1080/13675567.2025.2479006
2026-06-04T15:43:31,paper-1492,extraction_papers\paper-1492_a_temporal_deep_learning_algorithm_for_prediction_of_extubation_failures_in_critical_care_pa.pdf,clinical_human_outcome,high,ICU extubation failure prediction,A temporal deep learning algorithm for prediction of extubation failures in critical care patients,10.1007/s10877-026-01439-7
2026-06-04T15:43:31,paper-1501,extraction_papers\paper-1501_dnn_based_software_reliability_model_for_fault_prediction_and_optimal_release_time_determina.pdf,software_it_cyber,high,software reliability prediction,DNN-based Software Reliability Model for Fault Prediction and Optimal Release Time Determination,10.33889/IJMEMS.2025.10.5.057
2026-06-04T15:43:31,paper-1503,extraction_papers\paper-1503_frequency_selective_dual_linearly_polarized_76_to_81_ghz_automotive_radar_system_concept_for.pdf,other_nonmaintenance,medium,street condition radar concept,Frequency-Selective Dual Linearly Polarized 76 to 81 GHz Automotive Radar System Concept for Street Condition Monitoring,10.5194/ars-23-87-2025
2026-06-04T15:43:31,paper-1504,extraction_papers\paper-1504_digital_twin_driven_electrode_optimization_for_wearable_bladder_monitoring_via_bioimpedance.pdf,clinical_human_outcome,high,bladder volume patient monitoring,Digital twin driven electrode optimization for wearable bladder monitoring via bioimpedance,10.1038/s41746-025-01441-4
2026-06-04T15:43:31,paper-1507,extraction_papers\paper-1507_deep_learning_based_method_for_optimizing_property_service_experience.pdf,business_social_finance,medium,property service optimization,Deep learning-based method for optimizing property service experience,10.1007/s44163-025-00670-6
2026-06-04T15:43:31,paper-1509,extraction_papers\paper-1509_ductile_fracture_of_l360qs_pipeline_steel_under_multi_axial_stress_states.pdf,other_nonmaintenance,medium,material fracture mechanics only,Ductile Fracture of L360QS Pipeline Steel Under Multi-Axial Stress States,10.3390/ma18245582
2026-06-04T15:43:31,paper-1513,extraction_papers\paper-1513_numerical_modeling_and_thermal_analysis_of_an_energy_efficient_smart_greenhouse.pdf,generic_nonmaintenance_ai_control,high,greenhouse climate optimization,Numerical Modeling and Thermal Analysis of an Energy-Efficient Smart Greenhouse,10.1002/ese3.70248
2026-06-04T15:43:31,paper-1526,extraction_papers\paper-1526_a_hybrid_mutual_information_and_heatmap_driven_under_sampling_algorithm_for_imbalanced_binar.pdf,generic_nonmaintenance_ai_control,high,generic classification algorithm,A Hybrid Mutual-Information and Heatmap Driven Under-Sampling Algorithm for Imbalanced Binary Classification,10.14569/IJACSA.2025.0161197
2026-06-04T15:43:31,paper-1537,extraction_papers\paper-1537_business_failure_prediction_from_textual_and_tabular_data_with_sentence_level_interpretation.pdf,business_social_finance,high,business failure prediction,Business Failure Prediction From Textual and Tabular Data With Sentence-Level Interpretations,10.1007/s10479-025-06574-z
2026-06-04T15:43:31,paper-1543,extraction_papers\paper-1543_a_platform_for_machine_learning_operations_for_network_constrained_far_edge_devices.pdf,software_it_cyber,medium,MLOps platform architecture,A Platform for Machine Learning Operations for Network Constrained Far-Edge Devices,10.3390/asi8050141
2026-06-04T15:43:31,paper-1545,extraction_papers\paper-1545_how_to_approach_long_term_monitoring_of_chemical_dynamics_in_oil_paintings.pdf,other_nonmaintenance,high,oil painting conservation monitoring,How to approach long-term monitoring of chemical dynamics in oil paintings?,10.1038/s40494-025-01583-4
2026-06-04T15:43:31,paper-1552,extraction_papers\paper-1552_a_semantic_enabled_common_data_environment_for_real_time_digital_twin_applications_in_small.pdf,generic_nonmaintenance_ai_control,high,construction data environment platform,A Semantic-Enabled Common Data Environment for Real-Time Digital Twin Applications in Small-Scale Construction Projects,10.28991/CEJ-2025-011-12-015
2026-06-04T15:43:31,paper-1561,extraction_papers\paper-1561_intelligent_optimization_of_ospf_path_selection_using_machine_learning_models_for_adaptive_n.pdf,software_it_cyber,high,network routing optimization,Intelligent Optimization of OSPF Path Selection Using Machine Learning Models for Adaptive Network Routing,10.24017/science.2025.2.3
2026-06-04T15:43:31,paper-1562,extraction_papers\paper-1562_utilization_of_rflp_in_v_model_methodology_for_the_interdisciplinary_development_of_digital.pdf,generic_nonmaintenance_ai_control,medium,generic digital twin development,Utilization of RFLP in V-Model methodology for the interdisciplinary development of Digital Twins; [Nutzbarmachung von RFLP im V-Modell für eine interdisziplinäre Entwicklung Digitaler Zwillinge],10.1007/s10010-025-00812-3
2026-06-04T15:43:31,paper-1566,extraction_papers\paper-1566_extending_the_frequency_bandwidth_of_a_tristable_electromagnetic_energy_harvester_through_th.pdf,generic_nonmaintenance_ai_control,high,energy harvester design only,Extending the Frequency Bandwidth of a Tristable Electromagnetic Energy Harvester Through the Use of Stoppers,10.3390/en18226007
2026-06-04T15:43:31,paper-1577,extraction_papers\paper-1577_a_joint_method_on_dynamic_states_estimation_for_digital_twin_of_floating_offshore_wind_turbi.pdf,generic_nonmaintenance_ai_control,medium,wind turbine state estimation,A Joint Method on Dynamic States Estimation for Digital Twin of Floating Offshore Wind Turbines,10.3390/jmse13101981
2026-06-04T15:43:31,paper-1578,extraction_papers\paper-1578_see_salt_recommendations_for_engaging_oyster_growers_in_community_based_coastal_monitoring_p.pdf,environment_natural_system,high,coastal environmental monitoring,See Salt: Recommendations for engaging oyster growers in community-based coastal monitoring programs,10.1007/s10661-025-14560-y
2026-06-04T15:43:31,paper-1581,extraction_papers\paper-1581_deep_learning_based_prediction_of_major_page_faults_in_cluster_systems.pdf,software_it_cyber,high,cluster memory page faults,Deep learning-based prediction of major page faults in cluster systems,10.1007/s42514-025-00233-2
2026-06-04T15:43:31,paper-1593,extraction_papers\paper-1593_a_small_sample_prediction_model_for_ground_surface_settlement_in_shield_tunneling_based_on_a.pdf,generic_nonmaintenance_ai_control,medium,tunneling settlement prediction,A Small-Sample Prediction Model for Ground Surface Settlement in Shield Tunneling Based on Adjacent-Ring Graph Convolutional Networks (GCN-SSPM),10.3390/buildings15193519
2026-06-04T15:43:31,paper-1600,extraction_papers\paper-1600_implementing_and_evaluating_the_quality_4_0_pmq_framework_for_process_monitoring_in_automoti.pdf,generic_nonmaintenance_ai_control,high,quality process monitoring only,Implementing and evaluating the quality 4.0 PMQ framework for process monitoring in automotive manufacturing,10.1038/s41598-025-10226-4
2026-06-04T15:43:31,paper-1606,extraction_papers\paper-1606_integrating_digital_twins_with_neural_networks_for_adaptive_control_of_automotive_suspension.pdf,generic_nonmaintenance_ai_control,high,ride control not maintenance,Integrating digital twins with neural networks for adaptive control of automotive suspension systems,10.1038/s41598-025-91243-1
2026-06-04T15:43:31,paper-1611,extraction_papers\paper-1611_image_captioning_with_object_detection_and_facial_expression_recognition_for_smart_industry.pdf,generic_nonmaintenance_ai_control,high,image captioning not maintenance,Image Captioning with Object Detection and Facial Expression Recognition for Smart Industry,10.3390/bioengineering12121325
2026-06-04T15:43:31,paper-1616,extraction_papers\paper-1616_the_role_of_traditional_fire_management_practices_in_mitigating_wildfire_risk_a_case_study_o.pdf,environment_natural_system,high,wildfire risk management,The Role of Traditional Fire Management Practices in Mitigating Wildfire Risk: A Case Study of Greece,10.3390/fire8100389
2026-06-04T15:43:31,paper-1628,extraction_papers\paper-1628_performance_study_of_collection_tree_protocol_in_mobile_wireless_sensor_network.pdf,software_it_cyber,high,sensor network routing only,Performance Study of Collection Tree Protocol in Mobile Wireless Sensor Network,10.37934/araset.52.1.3555
2026-06-04T15:43:31,paper-1633,extraction_papers\paper-1633_ieee_802_11ac_ax_be_wifi_6_target_wake_time_twt_improvement_in_battery_powered_iot_devices_b.pdf,software_it_cyber,high,WiFi battery scheduling only,IEEE 802.11ac/ax/be WiFi 6 Target Wake Time (TWT) Improvement in Battery Powered IoT Devices by Integrating Explainable Artificial Intelligence (XAI) Methods,10.37933/nipes/7.4.2025.SI504
2026-06-04T15:43:31,paper-1647,extraction_papers\paper-1647_semi_supervised_fault_prediction_and_proactive_task_migration_in_dynamic_edge_environments_u.pdf,software_it_cyber,high,edge task migration faults,Semi-Supervised Fault Prediction and Proactive Task Migration in Dynamic Edge Environments using PreGAN+,10.14445/23488549/IJECE-V12I10P106
2026-06-04T15:43:31,paper-1648,extraction_papers\paper-1648_towards_digital_transformation_in_smes_a_custom_software_solution_for_shopfloor_erp_integrat.pdf,software_it_cyber,high,ERP integration software,Towards Digital Transformation in SMEs: A Custom Software Solution for Shopfloor–ERP Integration,10.3390/machines13111002
2026-06-04T15:43:31,paper-1657,extraction_papers\paper-1657_dynamic_monitoring_method_of_polymer_injection_molding_product_quality_based_on_operating_co.pdf,generic_nonmaintenance_ai_control,high,product quality not maintenance,Dynamic Monitoring Method of Polymer Injection Molding Product Quality Based on Operating Condition Drift Detection and Incremental Learning,10.3390/polym17223025
2026-06-04T15:43:31,paper-1658,extraction_papers\paper-1658_preparing_for_predictive_maintenance_employee_perspectives_on_job_demands_and_resources_befo.pdf,business_social_finance,high,workforce perspectives only,Preparing for predictive maintenance: Employee perspectives on job demands and resources before and after its implementation,10.1016/j.apergo.2025.104561
2026-06-04T15:43:31,paper-1665,extraction_papers\paper-1665_communication_computation_co_optimized_federated_learning_for_efficient_large_model_embeddin.pdf,generic_nonmaintenance_ai_control,medium,model training framework only,Communication-Computation Co-Optimized Federated Learning for Efficient Large-Model Embedding Training,10.3390/math13233871
2026-06-04T15:43:31,paper-1666,extraction_papers\paper-1666_room_energy_management_utilizing_internet_of_things_technology_for_decreasing_electricity_co.pdf,generic_nonmaintenance_ai_control,high,room energy control only,Room energy management utilizing internet of things technology for decreasing electricity consumption,10.11591/ijres.v14.i3.pp734-744
2026-06-04T15:43:31,paper-1672,extraction_papers\paper-1672_role_and_application_of_tribology_in_reducing_mechanical_wear_and_tear_during_operations.pdf,other_nonmaintenance,medium,generic tribology overview,Role and Application of Tribology in Reducing Mechanical Wear and Tear During Operations,10.37933/nipes/7.4.2025.SI441
2026-06-04T15:43:31,paper-1676,extraction_papers\paper-1676_research_on_the_development_of_a_building_model_management_system_integrating_mqtt_sensing.pdf,generic_nonmaintenance_ai_control,high,BIM visualization system only,Research on the Development of a Building Model Management System Integrating MQTT Sensing,10.3390/s25196069
2026-06-04T15:43:31,paper-1678,extraction_papers\paper-1678_adopting_biochar_as_immobilization_support_for_hyper_ammonia_producing_bacteria_proliferatio.pdf,biology_biotech_non_equipment,high,bacteria fermentation growth,Adopting Biochar as Immobilization Support for Hyper Ammonia-Producing Bacteria Proliferation,10.3390/applmicrobiol5040111
2026-06-04T15:43:31,paper-1706,extraction_papers\paper-1706_development_of_an_adapted_water_quality_index_for_the_danube_river_using_objective_weighting.pdf,environment_natural_system,high,river water quality assessment,Development of an Adapted Water Quality Index for the Danube River Using Objective Weighting Methods,10.3390/hydrology12120329
2026-06-04T15:43:31,paper-1730,extraction_papers\paper-1730_a_vision_based_deep_learning_approach_for_non_contact_vibration_measurement_using_2_1_d_cnn.pdf,other_nonmaintenance,medium,vibration measurement method only,A vision-based deep learning approach for non-contact vibration measurement using (2+1)D CNN and optical flow,10.21595/jve.2025.25002
2026-06-04T15:43:31,paper-1736,extraction_papers\paper-1736_toward_advance_digitalized_fff_real_time_multimodal_synchronized_data_acquisition_and_ml_dl.pdf,generic_nonmaintenance_ai_control,high,additive process optimization,Toward advance/digitalized FFF: real-time multimodal synchronized data acquisition and ML/DL-driven process optimization,10.1007/s40964-025-01187-1
2026-06-04T15:43:31,paper-1739,extraction_papers\paper-1739_an_attention_based_lstm_electre_model_for_intelligent_and_proactive_load_balancing_in_real_t.pdf,software_it_cyber,high,fog load balancing,An Attention-Based LSTM-ELECTRE Model for Intelligent and Proactive Load Balancing in Real-Time Fog Computing Environments,10.48084/etasr.12374
2026-06-04T15:43:31,paper-1744,extraction_papers\paper-1744_an_industry_4_0_framework_for_the_smart_production_management_of_renewable_energy_and_water.pdf,generic_nonmaintenance_ai_control,medium,production scheduling not maintenance,"An Industry 4.0 Framework for the Smart Production Management of Renewable Energy and Water Systems: An Application of AI, IoT, and Digital Twin Technologies",10.24867/IJIEM-397
2026-06-04T15:43:31,paper-1746,extraction_papers\paper-1746_a_new_methodology_for_medium_term_wind_speed_forecasting_using_wave_oceanographic_and_meteor.pdf,generic_nonmaintenance_ai_control,high,wind forecasting not maintenance,"A New Methodology for Medium-Term Wind Speed Forecasting Using Wave, Oceanographic and Meteorological Predictor Variables",10.3390/app152111639
2026-06-04T15:43:31,paper-1747,extraction_papers\paper-1747_measurement_of_strain_and_vibration_at_ambient_conditions_on_a_dynamically_pressurised_aircr.pdf,other_nonmaintenance,medium,design instrumentation not maintenance,"Measurement of Strain and Vibration, at Ambient Conditions, on a Dynamically Pressurised Aircraft Fuel Pump Using Optical Fibre Sensors",10.3390/s25206407
2026-06-04T15:43:31,paper-1751,extraction_papers\paper-1751_advancements_and_innovations_of_machine_learning_applications_in_tribology.pdf,other_nonmaintenance,medium,generic tribology ML review,Advancements and Innovations of Machine Learning Applications in Tribology,10.37933/nipes/7.4.2025.SI435
2026-06-04T15:43:31,paper-1759,extraction_papers\paper-1759_galectin_3_and_strain_imaging_for_early_heart_failure_prediction_after_first_myocardial_infa.pdf,clinical_human_outcome,high,heart failure prediction,Galectin-3 and Strain Imaging for Early Heart Failure Prediction After First Myocardial Infarction,10.3390/ijms262110718
2026-06-04T15:43:31,paper-1760,extraction_papers\paper-1760_control_system_of_resonance_voltage_inverter_with_pulse_density_modulation_and_self_oscillat.pdf,acronym_collision,high,PDM pulse density modulation,CONTROL SYSTEM OF RESONANCE VOLTAGE INVERTER WITH PULSE DENSITY MODULATION AND SELF-OSCILLATING AS AN ALTERNATIVE TO PHASE-LOCKED LOOP IN INDUCTION HEATING EQUIPMENT; [СИСТЕМА КЕРУВАННЯ РЕЗОНАНСНИМ ІНВЕРТОРОМ НАПРУГИ З МОДУЛЯЦІЄЮ ЩІЛЬНОСТІ ІМПУЛЬСІВ ТА САМОЗБУДЖЕННЯМ ЯК АЛЬТЕРНАТИВА ФАЗОВОГО АВТОМАТИЧНОГО ПІДСТРОЮВАННЯ ЧАСТОТИ В УСТАНОВКАХ ІНДУКЦІЙНОГО НАГРІВАННЯ],10.15407/techned2025.06.017
2026-06-04T15:43:31,paper-1769,extraction_papers\paper-1769_a_bedbug_optimization_based_machine_learning_framework_for_software_fault_prediction.pdf,software_it_cyber,high,software fault prediction,A Bedbug Optimization-Based Machine Learning Framework for Software Fault Prediction,10.3390/math13213531
2026-06-04T15:43:31,paper-1772,extraction_papers\paper-1772_predicting_the_risk_of_death_for_cryptocurrencies_using_deep_learning.pdf,business_social_finance,high,cryptocurrency failure prediction,Predicting the Risk of Death for Cryptocurrencies Using Deep Learning,10.3390/jrfm18120716
2026-06-04T15:43:31,paper-1775,extraction_papers\paper-1775_concept_for_generic_agile_reactive_optical_link_planning.pdf,generic_nonmaintenance_ai_control,high,communication link planning,"Concept for generic agile, reactive optical link planning",10.1007/s12567-025-00592-0
2026-06-04T15:43:31,paper-1777,extraction_papers\paper-1777_detection_method_of_ppe_wearing_and_small_target_positioning_for_offshore_operators_the_impr.pdf,other_nonmaintenance,high,PPE compliance monitoring,Detection method of PPE wearing and small target positioning for offshore operators: The improved YOLOv11 model and targets recognition,10.1371/journal.pone.0335891
2026-06-04T15:43:31,paper-1802,extraction_papers\paper-1802_investigation_of_failures_in_rotational_moulding_using_historical_production_dataset_and_mac.pdf,generic_nonmaintenance_ai_control,high,Product defect prediction not maintenance,Investigation of failures in rotational moulding using historical production dataset and machine learning,10.1007/s00170-025-16925-6
2026-06-04T15:43:31,paper-1808,extraction_papers\paper-1808_identifying_key_ai_challenges_in_make_to_order_manufacturing_organisations_a_multiple_case_s.pdf,generic_nonmaintenance_ai_control,high,Manufacturing AI requirements only,Identifying key AI challenges in make-to-order manufacturing organisations: A multiple case study,10.1016/j.jss.2025.112559
2026-06-04T15:43:31,paper-1822,extraction_papers\paper-1822_chaotic_gradient_based_optimization_with_fuzzy_temporal_optimized_cnn_for_heart_failure_pred.pdf,clinical_human_outcome,high,Heart failure clinical prediction,Chaotic gradient based optimization with fuzzy temporal optimized CNN for heart failure prediction,10.1038/s41598-025-88277-w
