removed_at,corpus_id,pdf_path,civil_reason_category,screening_reason_category,screening_confidence,screening_notes,title,doi
2026-06-11T14:34:49,paper-2289,extraction_papers\paper-2289_digital_twin_based_structural_health_monitoring_of_dikes.pdf,civil_geotechnical_infrastructure,environment_natural_system,high,dike structural health monitoring,Digital-Twin-Based Structural Health Monitoring of Dikes,10.3390/civileng6030039
2026-06-11T14:34:49,paper-2314,extraction_papers\paper-2314_mems_enabled_vibration_monitoring_and_diagnostic_evaluation_for_long_term_health_assessment.pdf,civil_geotechnical_infrastructure,environment_natural_system,high,bridge structural health monitoring,MEMS-ENABLED VIBRATION MONITORING AND DIAGNOSTIC EVALUATION FOR LONG-TERM HEALTH ASSESSMENT OF SWARNAMUKHI AND BHAKTA KANNAPPA SETHU BRIDGES IN SRIKALAHASTI,10.70102/afts.2025.1833.135
2026-06-11T14:34:49,paper-2396,extraction_papers\paper-2396_design_strategies_for_stack_based_piezoelectric_energy_harvesters_near_bridge_bearings.pdf,civil_geotechnical_infrastructure,environment_natural_system,high,bridge bearing sensor energy harvesting,Design Strategies for Stack-Based Piezoelectric Energy Harvesters near Bridge Bearings,10.3390/s25154692
2026-06-11T14:34:49,paper-2554,extraction_papers\paper-2554_digital_twin_framework_for_bridge_slab_deterioration_from_2d_inspection_data_to_predictive_3.pdf,civil_geotechnical_infrastructure,environment_natural_system,high,bridge slab deterioration prediction,Digital Twin Framework for Bridge Slab Deterioration: From 2D Inspection Data to Predictive 3D Maintenance Modeling,10.3390/buildings15121979
2026-06-11T14:34:49,paper-2555,extraction_papers\paper-2555_a_multilevel_track_defects_assessment_framework_based_on_vehicle_body_vibration.pdf,civil_geotechnical_infrastructure,environment_natural_system,high,railway track defect assessment,A multilevel track defects assessment framework based on vehicle body vibration,10.1111/mice.13466
2026-06-11T14:34:49,paper-2655,extraction_papers\paper-2655_design_and_validation_of_a_real_time_maintenance_monitoring_system_using_bim_and_digital_twi.pdf,civil_geotechnical_infrastructure,environment_natural_system,high,noise barrier tunnel infrastructure monitoring,Design and Validation of a Real-Time Maintenance Monitoring System Using BIM and Digital Twin Integration,10.3390/buildings15081312
2026-06-11T14:34:49,paper-2732,extraction_papers\paper-2732_managing_and_predicting_the_condition_of_paved_road_network_in_finland_essential_technical_i.pdf,civil_geotechnical_infrastructure,environment_natural_system,high,paved road network condition management,MANAGING AND PREDICTING THE CONDITION OF PAVED ROAD NETWORK IN FINLAND: ESSENTIAL TECHNICAL INFORMATION,10.7250/bjrbe.2025-20.658
2026-06-11T14:34:49,paper-2756,extraction_papers\paper-2756_genetic_algorithm_based_model_updating_in_a_real_time_digital_twin_for_steel_bridge_monitori.pdf,civil_geotechnical_infrastructure,environment_natural_system,high,steel railway bridge digital twin monitoring,Genetic Algorithm-Based Model Updating in a Real-Time Digital Twin for Steel Bridge Monitoring,10.3390/app15084074
2026-06-11T14:34:49,paper-2780,extraction_papers\paper-2780_lidar_based_road_cracking_detection_machine_learning_comparison_intensity_normalization_and.pdf,civil_geotechnical_infrastructure,environment_natural_system,high,road crack detection,"LiDAR-Based Road Cracking Detection: Machine Learning Comparison, Intensity Normalization, and Open-Source WebGIS for Infrastructure Maintenance",10.3390/rs17091543
2026-06-11T14:34:49,paper-2792,extraction_papers\paper-2792_numerical_model_development_of_reinforced_concrete_beam_for_structural_health_monitoring.pdf,civil_geotechnical_infrastructure,environment_natural_system,high,reinforced concrete beam structural monitoring,Numerical Model Development of Reinforced Concrete Beam for Structural Health Monitoring,10.37934/aram.128.1.2439
2026-06-11T14:34:49,paper-2834,extraction_papers\paper-2834_real_time_detection_and_quantification_of_rail_surface_cracks_using_surface_acoustic_waves_a.pdf,civil_geotechnical_infrastructure,environment_natural_system,high,rail surface crack monitoring,Real-Time Detection and Quantification of Rail Surface Cracks Using Surface Acoustic Waves and Piezoelectric Patch Transducers,10.3390/s25103014
2026-06-11T14:34:49,paper-2891,extraction_papers\paper-2891_neural_network_approach_for_fatigue_crack_prediction_in_asphalt_pavements_using_falling_weig.pdf,civil_geotechnical_infrastructure,environment_natural_system,high,asphalt pavement fatigue crack prediction,Neural Network Approach for Fatigue Crack Prediction in Asphalt Pavements Using Falling Weight Deflectometer Data,10.3390/app15073799
2026-06-11T14:34:49,paper-2899,extraction_papers\paper-2899_predicting_deterioration_in_paint_coated_steel_due_to_defects_using_a_generative_adversarial.pdf,civil_geotechnical_infrastructure,environment_natural_system,high,steel structure coating corrosion deterioration,Predicting deterioration in paint-coated steel due to defects using a generative adversarial network approach,10.1007/s11709-025-1180-9
2026-06-11T14:34:49,paper-2968,extraction_papers\paper-2968_crack_identification_for_bridge_condition_monitoring_combining_graph_attention_networks_and.pdf,civil_geotechnical_infrastructure,environment_natural_system,high,bridge crack identification,Crack Identification for Bridge Condition Monitoring Combining Graph Attention Networks and Convolutional Neural Networks,10.3390/app15105452
2026-06-11T14:34:49,paper-3016,extraction_papers\paper-3016_yolo_rd_a_road_damage_detection_method_for_effective_pavement_maintenance.pdf,civil_geotechnical_infrastructure,environment_natural_system,high,road damage detection,YOLO-RD: A Road Damage Detection Method for Effective Pavement Maintenance,10.3390/s25051442
2026-06-11T14:34:49,paper-3054,extraction_papers\paper-3054_application_of_machine_learning_for_real_time_structural_integrity_assessment_of_bridges.pdf,civil_geotechnical_infrastructure,environment_natural_system,high,bridge structural integrity assessment,Application of Machine Learning for Real-Time Structural Integrity Assessment of Bridges †,10.3390/civileng6010002
2026-06-11T14:34:49,paper-3070,extraction_papers\paper-3070_artificial_intelligence_and_non_destructive_testing_data_to_assess_concrete_sustainability_o.pdf,civil_geotechnical_infrastructure,environment_natural_system,high,concrete civil infrastructure assessment,Artificial Intelligence and Non-Destructive Testing Data to Assess Concrete Sustainability of Civil Engineering Infrastructures,10.3390/ma18040826
2026-06-11T14:34:49,paper-3105,extraction_papers\paper-3105_a_predictive_model_based_on_the_lstm_technique_for_the_maintenance_of_railway_track_system.pdf,civil_geotechnical_infrastructure,environment_natural_system,high,railway track defects and RUL,A predictive model based on the LSTM technique for the maintenance of railway track system,10.1504/IJCSE.2025.143461
2026-06-11T14:34:49,paper-3115,extraction_papers\paper-3115_optimization_of_port_asset_management_using_digital_twin_and_bim_gis_in_the_context_of_indus.pdf,civil_geotechnical_infrastructure,environment_natural_system,medium,port infrastructure asset management,Optimization of Port Asset Management Using Digital Twin and BIM/GIS in the Context of Industry 4.0: A Case Study of Spanish Ports,10.3390/pr13030705
2026-06-11T14:34:49,paper-3123,extraction_papers\paper-3123_uav_framework_for_railroad_inspection_and_predictive_maintenance.pdf,civil_geotechnical_infrastructure,environment_natural_system,high,railroad infrastructure inspection,UAV framework for railroad inspection and predictive maintenance,10.1007/s43995-025-00234-w
2026-06-11T14:34:49,paper-3124,extraction_papers\paper-3124_active_learning_for_regression_in_engineering_populations_a_risk_informed_approach.pdf,civil_geotechnical_infrastructure,environment_natural_system,medium,generic SHM regression not equipment,Active learning for regression in engineering populations: A risk-informed approach,10.1017/dce.2025.7
2026-06-11T14:34:49,paper-3169,extraction_papers\paper-3169_quasi_static_methods_for_determining_the_calculated_wheel_load_on_the_railway_track.pdf,civil_geotechnical_infrastructure,environment_natural_system,high,railway track load monitoring,Quasi-static methods for determining the calculated wheel load on the railway track,10.14513/actatechjaur.00769
2026-06-11T14:34:49,paper-3185,extraction_papers\paper-3185_leveraging_deep_learning_techniques_for_condition_assessment_of_stormwater_pipe_network.pdf,civil_geotechnical_infrastructure,environment_natural_system,high,stormwater pipe network condition,Leveraging deep learning techniques for condition assessment of stormwater pipe network,10.1007/s13349-024-00841-6
2026-06-11T14:34:49,paper-3281,extraction_papers\paper-3281_assessment_of_cracking_development_in_concrete_precast_crane_beams_using_optical_and_deep_le.pdf,civil_geotechnical_infrastructure,environment_natural_system,high,concrete crane beam cracking,Assessment of Cracking Development in Concrete Precast Crane Beams Using Optical and Deep Learning Methods,10.3390/ma18040731
2026-06-11T14:34:49,paper-3315,extraction_papers\paper-3315_framework_for_asset_digitalization_iot_platforms_and_asset_health_index_in_maintenance_appli.pdf,civil_geotechnical_infrastructure,environment_natural_system,high,bridge and civil asset framework,Framework for Asset Digitalization: IoT Platforms and Asset Health Index in Maintenance Applications,10.3390/app15031524
2026-06-11T14:34:49,paper-3343,extraction_papers\paper-3343_clustering_and_vectorizing_acoustic_emission_events_of_large_infrastructures_normal_operatio.pdf,civil_geotechnical_infrastructure,environment_natural_system,high,lifting dam gate infrastructure,Clustering and Vectorizing Acoustic Emission Events of Large Infrastructures’ Normal Operation,10.3390/infrastructures10020038
2026-06-11T14:34:49,paper-3348,extraction_papers\paper-3348_exploring_the_paradigm_of_railway_predictive_maintenance.pdf,civil_geotechnical_infrastructure,environment_natural_system,high,railway track maintenance strategy,Exploring the paradigm of railway predictive maintenance,10.1080/15732479.2025.2596714
2026-06-11T14:34:49,paper-3400,extraction_papers\paper-3400_design_of_sensorized_rail_pads_for_real_time_monitoring_and_predictive_maintenance_of_railwa.pdf,civil_geotechnical_infrastructure,environment_natural_system,high,rail pads and track infrastructure,Design of Sensorized Rail Pads for Real-Time Monitoring and Predictive Maintenance of Railway Infrastructure,10.3390/infrastructures10020045
2026-06-11T14:34:49,paper-3438,extraction_papers\paper-3438_improving_road_safety_with_ai_automated_detection_of_signs_and_surface_damage.pdf,civil_geotechnical_infrastructure,environment_natural_system,high,road surface damage,Improving Road Safety with AI: Automated Detection of Signs and Surface Damage,10.3390/computers14030091
2026-06-11T14:34:49,paper-3439,extraction_papers\paper-3439_cost_efficiency_and_effectiveness_of_drone_applications_in_bridge_condition_monitoring.pdf,civil_geotechnical_infrastructure,environment_natural_system,high,bridge condition monitoring,Cost Efficiency and Effectiveness of Drone Applications in Bridge Condition Monitoring,10.3390/infrastructures10030063
2026-06-11T14:34:49,paper-3471,extraction_papers\paper-3471_an_ndt_method_for_measuring_the_diameter_and_embedment_depth_of_the_main_rebar_in_cement_pol.pdf,civil_geotechnical_infrastructure,environment_natural_system,high,cement pole rebar assessment,An NDT Method for Measuring the Diameter and Embedment Depth of the Main Rebar in Cement Poles Based on Rotating Permanent Magnet Excitation,10.3390/s25051477
2026-06-11T14:34:49,paper-3565,extraction_papers\paper-3565_railway_track_buckling_evaluation_using_rigid_flexible_multibody_dynamic_model_and_machine_l.pdf,civil_geotechnical_infrastructure,environment_natural_system,high,railway track buckling,Railway track buckling evaluation using rigid-flexible multibody dynamic model and machine learning,10.1080/15397734.2025.2456655
2026-06-11T14:34:49,paper-3570,extraction_papers\paper-3570_rail_surface_damage_management_through_monitoring_and_modelling.pdf,civil_geotechnical_infrastructure,environment_natural_system,high,rail surface damage,Rail surface damage management through monitoring and modelling,10.1080/23248378.2024.2337364
2026-06-11T14:34:49,paper-3620,extraction_papers\paper-3620_a_retrospective_analysis_of_soft_computing_techniques_for_rule_mining.pdf,other_nonmaintenance,other_nonmaintenance,medium,generic rule mining review,A Retrospective Analysis of Soft Computing Techniques for Rule Mining †,10.3390/engproc2025107058
2026-06-11T14:34:49,paper-3656,extraction_papers\paper-3656_a_data_driven_framework_for_explainable_artificial_intelligence_in_pavement_distress_analysi.pdf,civil_geotechnical_infrastructure,environment_natural_system,high,pavement distress analysis,A Data-Driven Framework for Explainable Artificial Intelligence in Pavement Distress Analysis and Decision Support: Integrating Clustering Models and Principal Component Analysis,10.1155/stc/8852297
2026-06-11T14:34:49,paper-3660,extraction_papers\paper-3660_a_hybrid_approach_for_damage_identification_of_steel_bridges_with_discrete_cracks.pdf,civil_geotechnical_infrastructure,environment_natural_system,high,steel bridge cracks,A hybrid approach for damage identification of steel bridges with discrete cracks,10.1080/15732479.2025.2520341
2026-06-11T14:34:49,paper-3665,extraction_papers\paper-3665_advancing_asphalt_pavement_monitoring_and_prognostics_with_physics_informed_digital_twins_a.pdf,civil_geotechnical_infrastructure,environment_natural_system,high,asphalt pavement monitoring,Advancing asphalt pavement monitoring and prognostics with physics-informed digital twins: a feasibility study,10.1080/10298436.2025.2566277
2026-06-11T14:34:49,paper-3692,extraction_papers\paper-3692_a_dual_image_fusion_instance_segmentation_model_for_pavement_patch_detection.pdf,civil_geotechnical_infrastructure,environment_natural_system,high,pavement patch detection,A dual-image fusion instance segmentation model for pavement patch detection,10.1080/10298436.2025.2472857
2026-06-11T14:34:49,paper-3704,extraction_papers\paper-3704_condition_assessment_of_low_volume_roads_in_norway_a_deep_learning_approach_for_automatic_as.pdf,civil_geotechnical_infrastructure,environment_natural_system,high,road condition assessment,Condition Assessment of Low-Volume Roads in Norway: A Deep Learning Approach for Automatic Assessment at Network Level,10.1007/s42947-025-00603-7
2026-06-11T14:34:49,paper-3732,extraction_papers\paper-3732_automated_inspection_system_with_gps_and_deep_learning_in_urban_rail_safety_and_efficiency.pdf,civil_geotechnical_infrastructure,environment_natural_system,high,urban rail infrastructure inspection,Automated Inspection System with GPS and Deep Learning in Urban Rail Safety and Efficiency,10.12700/APH.22.4.2025.4.2
2026-06-11T14:34:49,paper-3751,extraction_papers\paper-3751_a_bim_enabled_workflow_for_the_rehabilitation_of_heritage_steel_bridges.pdf,civil_geotechnical_infrastructure,environment_natural_system,high,heritage steel bridge rehab,A BIM-Enabled Workflow for the Rehabilitation of Heritage Steel Bridges,10.3390/app15020677
2026-06-11T14:34:49,paper-3753,extraction_papers\paper-3753_prediction_model_for_track_quality_index_categories_on_the_northern_and_southern_railway_lin.pdf,civil_geotechnical_infrastructure,environment_natural_system,high,railway track quality index,Prediction Model for Track Quality Index Categories on the Northern and Southern Railway Lines of Java,10.3311/PPtr.38115
2026-06-11T14:34:49,paper-3817,extraction_papers\paper-3817_integration_of_deep_learning_and_railway_big_data_for_environmental_risk_prediction_models_a.pdf,civil_geotechnical_infrastructure,environment_natural_system,medium,railway system environmental risk,Integration of deep learning and railway big data for environmental risk prediction models and analysis of their limitations,10.3389/fenvs.2025.1550745
2026-06-11T14:34:49,paper-3818,extraction_papers\paper-3818_estimation_of_vertical_forces_and_track_degradation_considering_wheel_rail_interaction_railw.pdf,civil_geotechnical_infrastructure,environment_natural_system,high,rail track degradation,"Estimation of Vertical Forces and Track Degradation Considering, Wheel-Rail Interaction, Railway Traffic Severity and Seasonal Conditions",10.12700/APH.22.4.2025.4.17
2026-06-11T14:34:49,paper-3853,extraction_papers\paper-3853_a_four_layer_digital_framework_for_bim_and_fm_integration_in_a_sustainable_urban_drainage_sy.pdf,civil_geotechnical_infrastructure,environment_natural_system,high,urban drainage infrastructure,A Four-Layer Digital Framework for BIM and FM Integration in a Sustainable Urban Drainage System †,10.3390/engproc2025116039
2026-06-11T14:34:49,paper-3872,extraction_papers\paper-3872_integration_of_iot_and_digital_twin_for_intelligent_management_of_urban_underground_pipe_gal.pdf,civil_geotechnical_infrastructure,environment_natural_system,high,urban pipe gallery infrastructure,Integration of IoT and Digital Twin for Intelligent Management of Urban Underground Pipe Galleries in Smart Cities,10.31449/inf.v49i15.7903
2026-06-11T14:34:49,paper-3885,extraction_papers\paper-3885_automated_polarisation_optical_method_for_diagnostics_of_railway_rails_surface_defects.pdf,civil_geotechnical_infrastructure,environment_natural_system,high,rail surface defects,Automated polarisation-optical method for diagnostics of railway rails surface defects,10.24425/opelre.2025.155876
2026-06-11T14:34:49,paper-3899,extraction_papers\paper-3899_estimation_of_bridge_girder_cumulative_displacement_for_component_operational_warning_using.pdf,civil_geotechnical_infrastructure,environment_natural_system,high,bridge girder displacement,Estimation of Bridge Girder Cumulative Displacement for Component Operational Warning Using Bayesian Neural Networks,10.1155/stc/9974584
2026-06-11T14:34:49,paper-3924,extraction_papers\paper-3924_benchmarking_yolov8_variants_with_transfer_learning_for_real_time_detection_and_classificati.pdf,civil_geotechnical_infrastructure,environment_natural_system,high,road cracks and potholes,Benchmarking YOLOv8 Variants with Transfer Learning for Real-Time Detection and Classification of Road Cracks and Potholes,10.29207/resti.v9i4.6710
2026-06-11T14:34:49,paper-3929,extraction_papers\paper-3929_building_a_monitoring_mechanism_for_water_pipe_spatial_status_in_a_cyber_physical_system.pdf,civil_geotechnical_infrastructure,environment_natural_system,high,water pipe integrity,Building a Monitoring Mechanism for Water Pipe Spatial Status in a Cyber-physical System,10.18494/SAM6012
2026-06-11T14:34:49,paper-3970,extraction_papers\paper-3970_developing_an_algorithmic_framework_for_sustainable_asset_management_of_district_heating_net.pdf,civil_geotechnical_infrastructure,environment_natural_system,medium,district heating network infrastructure,Developing an Algorithmic Framework for Sustainable Asset Management of District Heating Networks: A Scenario-Based Approach,10.2478/rtuect-2025-0056
