corpus_id,screening_decision,screening_reason_category,screening_confidence,screening_notes,Authors,Author full names,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Cited by,DOI,Link,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
paper-2231,excluded,environment_natural_system,high,"controversial scan: Water distribution leak/burst detection targets utility infrastructure and conservation, not electromechanical equipment maintenance.",Joseph K.; Shetty J.; Patnaik R.; Matthew N.S.; Van Staden R.; Liyanage W.P.; Powell G.; Bennett N.; Sharma A.K.,"Joseph, Kiran (57666732900); Shetty, Jyoti (55994536900); Patnaik, Rahul (57219090993); Matthew, Noel S. (60033336800); Van Staden, Rudi (23478695400); Liyanage, Wasantha P. (60033336900); Powell, Grant (60033800100); Bennett, Nathan (59234612100); Sharma, Ashok K. (55605770450)",57666732900; 55994536900; 57219090993; 60033336800; 23478695400; 60033336900; 60033800100; 59234612100; 55605770450,Early Leak and Burst Detection in Water Pipeline Networks Using Machine Learning Approaches,2025,Water (Switzerland),17,14,2164,,,6,10.3390/w17142164,https://www.scopus.com/pages/publications/105012889296?origin=resultslist,"Leakages in water distribution networks pose a formidable challenge, often leading to substantial water wastage and escalating operational costs. Traditional methods for leak detection often fall short, particularly when dealing with complex or subtle data patterns. To address this, a comprehensive comparison of fourteen machine learning algorithms was conducted, with evaluation based on key performance metrics such as multi-class classification metrics, micro and macro averages, accuracy, precision, recall, and F1-score. The data, collected from an experimental site under leak, major leak, and no-leak scenarios, was used to perform multi-class classification. The results highlight the superiority of models such as Random Forest, K-Nearest Neighbours, and Decision Tree in detecting leaks with high accuracy and robustness. Multiple models effectively captured the nuances in the data and accurately predicted the presence of a leak, burst, or no leak, thus automating leak detection and contributing to water conservation efforts. This research demonstrates the practical benefits of applying machine learning models in water distribution systems, offering scalable solutions for real-time leak detection. Furthermore, it emphasises the role of machine learning in modernising infrastructure management, reducing water losses, and promoting the sustainability of water resources, while laying the groundwork for future advancements in predictive maintenance and resilience of water infrastructure. © 2025 by the authors.",artificial intelligence; burst detection; hardware-based technologies; internet of things (IoT); leak detection; leak prediction; machine learning; sensing technologies; software-based technologies; water infrastructure; water pipe networks,Classification (of information); Decision trees; Learning systems; Machine learning; Nearest neighbor search; Predictive maintenance; Random forests; Water conservation; Water management; Water pipelines; Water piping systems; Burst detection; Hardware-based technology; Internet of thing; Leak prediction; Leaks detections; Machine-learning; Sensing technology; Software-based technology; Water infrastructure; Water pipe networks; detection method; machine learning; maintenance; software; sustainability; Leak detection,Article,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-105012889296
paper-2232,included,physical_asset_maintenance,medium,industrial digital twin predictive maintenance,Ares de Parga S.; Bravo J.R.; Sibuet N.; Hernandez J.A.; Rossi R.; Boschert S.; Quintana-Ortí E.S.; Tomás A.E.; Tatu C.C.; Vázquez-Novoa F.; Ejarque J.; Badia R.M.,"Ares de Parga, S. (58549844100); Bravo, J.R. (58540840100); Sibuet, N. (57235475000); Hernandez, J.A. (16303515200); Rossi, R. (56484752300); Boschert, Stefan (6602417884); Quintana-Ortí, Enrique S. (6701402984); Tomás, Andrés E. (35270254400); Tatu, Cristian Cătălin (58600055700); Vázquez-Novoa, Fernando (58566971400); Ejarque, Jorge (24801943700); Badia, Rosa M. (6603994224)",58549844100; 58540840100; 57235475000; 16303515200; 56484752300; 6602417884; 6701402984; 35270254400; 58600055700; 58566971400; 24801943700; 6603994224,Parallel reduced-order modeling for digital twins using high-performance computing workflows,2025,Computers and Structures,316,,107867,,,5,10.1016/j.compstruc.2025.107867,https://www.scopus.com/pages/publications/105008800247?origin=resultslist,"The integration of reduced-order models with high-performance computing is critical for developing digital twins, particularly for real-time monitoring and predictive maintenance of industrial systems. This paper presents a comprehensive, high-performance computing-enabled workflow for developing and deploying projection-based reduced-order models for large-scale mechanical simulations. We use PyCOMPSs’ parallel framework to efficiently execute reduced-order model training simulations, employing parallel singular value decomposition algorithms such as randomized singular value decomposition, Lanczos singular value decomposition, and full singular value decomposition based on tall-skinny QR. Moreover, we introduce a partitioned version of the hyperreduction scheme known as the Empirical Cubature Method to further enhance computational efficiency in projection-based reduced-order models for mechanical systems. Despite the widespread use of high-performance computing for projection-based reduced-order models, there is a significant lack of publications detailing comprehensive workflows for building and deploying end-to-end projection-based reduced-order models in high-performance computing environments. Our workflow is validated through a case study focusing on the thermal dynamics of a motor, a multiphysics problem involving convective heat transfer and mechanical components. The projection-based reduced-order model is designed to deliver a real-time prognosis tool that could enable rapid and safe motor restarts post-emergency shutdowns under different operating conditions, demonstrating its potential impact on the practice of simulations in engineering mechanics. To facilitate deployment, we use the High-Performance Computing Workflow as a Service strategy and Functional Mock-Up Units to ensure compatibility and ease of integration across high-performance computing, edge, and cloud environments. The outcomes illustrate the efficacy of combining projection-based reduced-order models and high-performance computing, establishing a precedent for scalable, real-time digital twin applications in computational mechanics across multiple industries. © 2025 The Author(s)",Computational mechanics; Convective heat transfer; Digital twins; Empirical cubature method; High-performance computing; Hyperreduction techniques; Motor thermal dynamics; Multiphysics simulations; Parallel algorithms; Projection-based reduced-order models; Thermal analysis,Computational efficiency; Digital twin; Dynamics; Predictive maintenance; Singular value decomposition; Convective heat transfer; Cubature methods; Empirical cubature method; High-performance computing; Hyperreduction technique; Motor thermal dynamic; Multiphysics simulations; Performance computing; Projection-based reduced-order model; Reduced order modelling; Reduced-order model; Thermal; Thermal dynamics; Computational mechanics; Parallel algorithms; Thermoanalysis,Article,Final,All Open Access; Green Open Access; Hybrid Gold Open Access,Scopus,2-s2.0-105008800247
paper-2233,included,physical_asset_maintenance,high,hydraulic turbine servomotor fatigue prediction,Hua H.; Zhang Z.; Liu X.; Deng W.,"Hua, Hong (55488767900); Zhang, Zhizhong (60115345200); Liu, Xiaobing (24512278000); Deng, Wanquan (8710740400)",55488767900; 60115345200; 24512278000; 8710740400,Strain Sensor-Based Fatigue Prediction for Hydraulic Turbine Governor Servomotor in Complementary Energy Systems,2025,Sensors,25,18,5860,,,1,10.3390/s25185860,https://www.scopus.com/pages/publications/105017112219?origin=resultslist,"Hydraulic turbine governor servomotors in wind solar hydro complementary energy systems face significant fatigue failure challenges due to high-frequency regulation. This study develops an intelligent fatigue monitoring and prediction system based on strain sensors, specifically designed for the frequent regulation requirements of complementary systems. A multi-point monitoring network was constructed using resistive strain sensors, integrated with temperature and vibration sensors for multimodal data fusion. Field validation was conducted at an 18.56 MW hydroelectric unit, covering guide vane opening ranges from 13% to 63%, with system response time <1 ms and a signal-to-noise ratio of 65 dB. A simulation model combining sensor measurements with finite element simulation was established through fine-mesh modeling to identify critical fatigue locations. The finite element analysis results show excellent agreement with experimental measurements (error < 8%), validating the simulation model approach. The fork head was identified as the critical component with a stress concentration factor of 3.4, maximum stress of 51.7 MPa, and predicted fatigue life of 1.2 × 106 cycles (12–16 years). The cylindrical pin shows a maximum shear stress of 36.1 MPa, with fatigue life of 3.8 × 106 cycles (16–20 years). Monte Carlo reliability analysis indicates a system reliability of 51.2% over 20 years. This work provides an effective technical solution for the predictive maintenance and digital operation of wind solar hydro complementary systems. © 2025 by the authors.",fatigue prediction; finite element analysis; hydraulic turbine governor; servomotor; strain sensor,Fatigue testing; Forecasting; Hydraulic motors; Hydraulic turbines; Hydroelectric power; Predictive maintenance; Reliability analysis; Sensor data fusion; Stress concentration; Thermal fatigue; Complementary energy; Complementary systems; Energy systems; Fatigue failures; Fatigue prediction; Finite element analyse; High frequency HF; Hydraulic turbines' governors; Simulation model; Strain sensors; article; controlled study; energy; fatigue; finite element analysis; human; male; normal human; prediction; reaction time; reliability; sensor; shear stress; signal noise ratio; simulation; surgery; temperature; vibration; wind; Servomotors,Article,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-105017112219
paper-2234,included,physical_asset_maintenance,high,rolling bearing degradation assessment,Zhan T.; Chen W.; Xu C.; Li L.; Ding X.,"Zhan, Teng (60070824200); Chen, Wentao (60086137300); Xu, Congchang (56164419000); Li, Luoxing (60070824300); Ding, Xiaoxi (56105737900)",60070824200; 60086137300; 56164419000; 60070824300; 56105737900,Attention Mechanism-Based Feature Fusion and Degradation State Classification for Rolling Bearing Performance Assessment,2025,Sensors,25,16,4951,,,2,10.3390/s25164951,https://www.scopus.com/pages/publications/105014240464?origin=resultslist,"Rolling bearing failure poses significant risks to mechanical system integrity, potentially leading to catastrophic safety incidents. Current challenges in performance degradation assessment include complex structural characteristics, suboptimal feature selection, and inadequate health index characterization. This study proposes a novel attention mechanism-based feature fusion method for accurate bearing performance assessment. First, we construct a multidimensional feature set encompassing time domain, frequency domain, and time–frequency domain characteristics. A two-stage sensitive feature selection strategy is developed, combining intersection-based primary selection with clustering-based re-selection to eliminate redundancy while preserving correlation, monotonicity, and robustness. Subsequently, an attention mechanism-driven fusion model adaptively weights selected features to generate high-performance health indicators. Experimental validation demonstrates the proposed method’s superiority in degradation characterization through two case studies. The intersection clustering strategy achieves 32% redundancy reduction compared to conventional methods, while the attention-based fusion improves health indicator consistency by 18.7% over principal component analysis. This approach provides an effective solution for equipment health monitoring and early fault warning in industrial applications. © 2025 by the authors.",attention mechanism; feature fusion; performance degradation assessment; rolling bearing,Clustering algorithms; Feature extraction; Frequency domain analysis; Principal component analysis; Redundancy; Safety engineering; Structural health monitoring; Time domain analysis; Attention mechanisms; Bearing performance; Features fusions; Features selection; Fusion state; Health indicators; Mechanism-based; Performance assessment; Performance degradation assessment; Rolling bearings; aged; article; classification; controlled study; degradation; feature selection; human; principal component analysis; Roller bearings,Article,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-105014240464
paper-2235,excluded,generic_nonmaintenance_ai_control,medium,manufacturing process quality monitoring,Alvares A.J.; Rodriguez E.; Figueroa B.,"Alvares, Alberto José (14318875100); Rodriguez, Efrain (57197028938); Figueroa, Brayan (57545588400)",14318875100; 57197028938; 57545588400,Digital-Twin-Enabled Process Monitoring for a Robotic Additive Manufacturing Cell Using Wire-Based Laser Metal Deposition,2025,Processes,13,8,2335,,,4,10.3390/pr13082335,https://www.scopus.com/pages/publications/105014320040?origin=resultslist,"Digital Twins (DTs) are transforming manufacturing by bridging the physical and digital worlds, enabling real-time insights, predictive analytics, and enhanced decision making. In Industry 4.0, DTs facilitate automation and data integration, while Industry 5.0 emphasizes human-centric, resilient, and sustainable production. However, implementing DTs in robotic metal additive manufacturing (AM) remains challenging because of the complexity of the wire-based laser metal deposition (LMD) process, the need for real-time monitoring, and the demand for advanced defect detection to ensure high-quality prints. This work proposes a structured DT architecture for a robotic wire-based LMD cell, following a standard framework. Three DT implementations were developed. First, a real-time 3D simulation in RoboDK, integrated with a 2D Node-RED dashboard, enabled motion validation and live process monitoring via MQTT (message queuing telemetry transport) telemetry, minimizing toolpath errors and collisions. Second, an Industrial IoT-based system using KUKA iiQoT (Industrial Internet of Things Quality of Things) facilitated predictive maintenance by analyzing motor loads, joint temperatures, and energy consumption, allowing early anomaly detection and reducing unplanned downtime. Third, the Meltio dashboard provided real-time insights into the laser temperature, wire tension, and deposition accuracy, ensuring adaptive control based on live telemetry. Additionally, a prescriptive analytics layer leveraging historical data in FireStore was integrated to optimize the process performance, enabling data-driven decision making. © 2025 by the authors.",additive manufacturing; digital twin; Industry 4.0; ISO 23247; robotics; wire-based laser metal deposition,Additives; Anomaly detection; Data integration; Decision making; Deposition; Digital twin; Industry 4.0; Internet of things; Predictive analytics; Predictive maintenance; Process monitoring; Telemetering; Telemetering equipment; Decisions makings; Digital world; Human-centric; ISO 23247; Laser metal deposition; Metal additives; Physical world; Real- time; Sustainable production; Wire-based laser metal deposition; Robotics,Article,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-105014320040
paper-2236,included,physical_asset_maintenance,high,pump fault diagnosis predictive maintenance,Zeng J.; Li Z.; Zheng Z.; Lin Q.,"Zeng, Jinchao (60071429700); Li, Zicheng (60070617900); Zheng, Zuopeng (60070618000); Lin, Qizhe (58055251400)",60071429700; 60070617900; 60070618000; 58055251400,Temporal-Aware Chain-of-Thought Reasoning for Vibration-Based Pump Fault Diagnosis,2025,Processes,13,8,2624,,,2,10.3390/pr13082624,https://www.scopus.com/pages/publications/105014296344?origin=resultslist,"Industrial pump systems require real-time fault diagnosis for predictive maintenance, but conventional Chain-of-Thought (COT) reasoning faces computational bottlenecks when processing high-frequency vibration data. This paper proposes Vibration-Aware COT (VA-COT), a novel framework that integrates multi-domain feature fusion (time, frequency, time–frequency) with adaptive reasoning depth control. Key innovations involve expert prior-guided dynamic feature selection to optimize edge-device inputs, complexity-aware reasoning chains reducing computational steps by 40–65% through confidence-based early termination, and lightweight deployment on industrial ARM-based single-board computers (SBCs). Evaluated on a 12-class pump fault dataset (5400 samples from centrifugal/gear pumps), VA-COT achieves 93.2% accuracy surpassing standard COT (89.3%) and CNN–LSTM (Convolutional Neural Network-Long Short-Term Memory network) (91.2%), while cutting latency to <1.1 s and memory usage by 65%. Six-month validation at pump manufacturing facilities demonstrated 35% maintenance cost reduction and 98% faster diagnostics versus manual methods, proving its viability for IIoT (Industrial Internet of Things) deployment. © 2025 by the authors.",Chain-of-Thought Reasoning; Industrial IoT; MEMS sensors; predictive maintenance; pump fault diagnosis; vibration analysis,Convolutional neural networks; Cost reduction; Failure analysis; Fault detection; Internet of things; Long short-term memory; Predictive maintenance; Pumps; Real time systems; Chain-of-thought reasoning; Faults diagnosis; Industrial IoT; Industrial pumps; MEMS sensors; Predictive maintenance; Pump fault diagnose; Pump system; Time frequency; Vibrations analysis; Vibration analysis,Article,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-105014296344
paper-2237,included,physical_asset_maintenance,high,aging system condition based policies,Wang J.,"Wang, Jue (56736522700)",56736522700,Learning to Balance the Performance and Deterioration of Aging Systems Through Derating,2025,Production and Operations Management,34,7,,1743,1758,1,10.1177/10591478241305339,https://www.scopus.com/pages/publications/85212827786?origin=resultslist,"A common strategy of extending the lifetime of an aging system is to reduce its workload below the normal operating level, a practice known as derating. While derating can slow the deterioration process, it often comes at the expense of reduced performance. Thus, derating involves a trade-off between performance and deterioration. Central to the optimal derating strategy is the relationship between deterioration and workload, also referred to as the pd-relationship. In practice, however, this relationship is rarely known a priori. We consider the workload optimization when the pd-relationship can be adaptively learned through sequential experimentation, or active learning. We show that the workload not only influences the performance and deterioration but also controls the speed of learning. The decision-maker must therefore account for the complex interplay between performance, deterioration, and information in real time. We formulate this problem as a partially observable Markov decision process and characterize the optimal policy. A key structural insight is that the optimal workload is always less than the myopic load. We further propose an efficient algorithm based on the fast Gauss transform to compute the optimal policies. The model is validated with vibration data and the performance of the optimal policy is compared against several heuristic policies. © The Author(s) 2024. This article is distributed under the terms of the Creative Commons Attribution-NonCommercial 4.0 License (https://creativecommons.org/licenses/by-nc/4.0/) which permits non-commercial use, reproduction and distribution of the work without further permission provided the original work is attributed as specified on the SAGE and Open Access page (https://us.sagepub.com/en-us/nam/open-access-at-sage).",Active Bayesian Learning; Condition-Based Maintenance; Optimal Policies; Partially Observable Markov Decision Process (POMDP),,Article,Final,All Open Access; Green Open Access; Hybrid Gold Open Access,Scopus,2-s2.0-85212827786
paper-2238,excluded,clinical_human_outcome,high,cancer probiotic prognosis,Arima J.; Yoshino H.; Tatarano S.; Mitsuke A.; Osako Y.; Sakaguchi T.; Matsushita R.; Inoguchi S.; Yamada Y.; Enokida H.,"Arima, Junya (57901798600); Yoshino, Hirofumi (7202151928); Tatarano, Shuichi (22037023100); Mitsuke, Akihiko (56736808000); Osako, Yoichi (60029841100); Sakaguchi, Takashi (35732064100); Matsushita, Ryosuke (57211784972); Inoguchi, Satoru (26667669000); Yamada, Yasutoshi (7407164361); Enokida, Hideki (6603541700)",57901798600; 7202151928; 22037023100; 56736808000; 60029841100; 35732064100; 57211784972; 26667669000; 7407164361; 6603541700,Prognostic Impact of Clostridium butyricum MIYAIRI (CBM588) in Combination With Pembrolizumab for Advanced Urothelial Carcinoma: A Retrospective Cohort Study,2025,Cancer Reports,8,8,e70308,,,1,10.1002/cnr2.70308,https://www.scopus.com/pages/publications/105012582813?origin=resultslist,"Background: Combining the probiotic product CBM588 with immune checkpoint inhibitors (ICIs) has shown improved prognosis in several cancers. Pembrolizumab alone as a second-line treatment for urothelial cancer (UC) extends prognosis by only 3 months. Aims: This is a retrospective study that examined the effects of CBM588 combined with pembrolizumab in advanced UC. Methods and Results: The study included 44 patients who had recurrence or progression after first-line chemotherapy with cisplatin or carboplatin. The study compared 33 patients treated with pembrolizumab alone and 11 patients treated with CBM588 plus pembrolizumab over a median observation period of 12 months. The combination of CBM588 and pembrolizumab significantly improved progression-free survival (PFS; p = 0.004) and overall survival (OS; p = 0.02). Multivariate analysis identified CBM588 as a significant prognostic factor for both PFS (hazard ratio: 0.074, p = 0.0008) and OS (hazard ratio: 0.105, p = 0.0056). Conclusion: These results suggest the effectiveness of the CBM588 combination with ICI treatment in UC. © 2025 The Author(s). Cancer Reports published by Wiley Periodicals LLC.",CBM588; pembrolizumab; probiotics; urothelial cancer,carboplatin; cbm 588; cisplatin; pembrolizumab; probiotic agent; unclassified drug; advanced cancer; aged; Article; cancer chemotherapy; cancer growth; cancer prognosis; cancer recurrence; cancer survival; clinical article; Clostridium butyricum; cohort analysis; controlled study; drug efficacy; drug induced disease; drug safety; drug withdrawal; female; first-line treatment; human; immune related adverse event; male; monotherapy; overall survival; progression free survival; retrospective study; transitional cell carcinoma,Article,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-105012582813
paper-2239,excluded,other_nonmaintenance,medium,generic vibration data logger,Ivanov S.,"Ivanov, Stefan (17434665800)",17434665800,Low-Cost Device for Collecting Data from Acceleration Sensors †,2025,Engineering Proceedings,104,1,10,,,0,10.3390/engproc2025104010,https://www.scopus.com/pages/publications/105017809375?origin=resultslist,"This article presents the development of a device for collecting data from acceleration sensors. The developed device uses a 32-bit ESP32 microcontroller, which offers good computational capabilities and rich communication peripherals. The current work examines the structure of the developed system, as well as its operational algorithm. The text presents the main components of the device and the method used for data acquisition. Vibration data was collected using a digital accelerometer. The configuration and parameterization of the device were carried out via a JSON file, which controlled the number of measurements and the rate at which they were performed. The acquired data can be easily filtered and processed using mathematical software, allowing it to be presented in a format suitable for further use in machine learning algorithms and artificial neural networks. The developed solution represents a low-cost alternative to similar vibration data acquisition systems, enabling condition monitoring of various machine components and predictive maintenance at a low hardware cost. © 2025 by the author.",accelerometer sensors; vibration measurement system,,Article,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-105017809375
paper-2240,included,physical_asset_maintenance,high,biomedical device thermal monitoring,Pratticò D.; Carlo D.D.; Silipo G.; Laganà F.,"Pratticò, Danilo (59324253900); Carlo, Domenico De (24558732300); Silipo, Gaetano (60118767100); Laganà, Filippo (35179619200)",59324253900; 24558732300; 60118767100; 35179619200,Hybrid FEM-AI Approach for Thermographic Monitoring of Biomedical Electronic Devices,2025,Computers,14,9,344,,,44,10.3390/computers14090344,https://www.scopus.com/pages/publications/105017376480?origin=resultslist,"Prolonged operation of biomedical devices may compromise electronic component integrity due to cyclic thermal stress, thereby impacting both functionality and safety. Regulatory standards require regular inspections, particularly for surgical applications, highlighting the need for efficient and non-invasive diagnostic tools. This study introduces an integrated system that combines finite element models, infrared thermographic analysis, and artificial intelligence to monitor thermal stress in printed circuit boards (PCBs) within biomedical devices. A dynamic thermal model, implemented in COMSOL Multiphysics® (version 6.2), identifies regions at high risk of thermal overload. The infrared measurements acquired through a FLIR P660 thermal camera provided experimental validation and a dataset for training a hybrid artificial intelligence system. This model integrates deep learning-based U-Net architecture for thermal anomaly segmentation with machine learning classification of heat diffusion patterns. By combining simulation, the proposed system achieved an F1-score of 0.970 for hotspot segmentation using a U-Net architecture and an F1-score of 0.933 for the classification of heat propagation modes via a Multi-Layer Perceptron. This study contributes to the development of intelligent diagnostic tools for biomedical electronics by integrating physics-based simulation and AI-driven thermographic analysis, supporting automatic classification and localisation of thermal anomalies, real-time fault detection and predictive maintenance strategies. © 2025 by the authors.",biomedical signal monitoring; Convolutional Neural Network; finite element method; infrared thermography; U-Net; vision transformer,Biomedical equipment; Deep learning; Diagnosis; Electronic devices; Electronic equipment; Image segmentation; Infrared devices; Learning systems; Neural networks; Noninvasive medical procedures; Printed circuit boards; Thermal modeling; Thermal stress; Thermography (temperature measurement); Biomedical devices; Biomedical electronics; Biomedical signal; Biomedical signal monitoring; Convolutional neural network; Element method; Signal monitoring; Thermal; U-net; Vision transformer; Thermography (imaging),Article,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-105017376480
paper-2241,included,physical_asset_maintenance,high,mine ventilator bearing fault diagnosis,Cao Y.; Du Y.; Le L.; Li X.; Gao Y.,"Cao, Yu (59985921200); Du, Yongzhi (58669746400); Le, Likun (57223023472); Li, Xiaoxue (59986515300); Gao, Yanfang (59986071400)",59985921200; 58669746400; 57223023472; 59986515300; 59986071400,FCRNet: Fast Fourier convolutional residual network for ventilator bearing fault diagnosis,2025,PLOS ONE,20,7 July,e0327342,,,0,10.1371/journal.pone.0327342,https://www.scopus.com/pages/publications/105010324570?origin=resultslist,"This study presents FCRNet, a Fast Fourier Convolution Residual Network, tailored for fault diagnosis of mine ventilation bearings under complex operating conditions. By integrating residual learning with Fast Fourier Convolution (FFC), FCRNet employs a dual-branch architecture to effectively capture local spatial features and global frequency patterns. A Spectral Transformation (ST) module achieves unified processing of multiscale spatial and frequency information by integrating local Fourier features (LFF), global fourier features (GFF), and local time-domain features (LF), overcoming the limitations of conventional convolutional approaches. The testing results on publicly available datasets and our self-built platform validate that the proposed method outperforms several existing fault diagnosis methods at various noise levels, providing strong support for the condition monitoring of mine ventilation. © 2025 Cao et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.",,"Algorithms; Fourier Analysis; Humans; Neural Networks, Computer; Ventilators, Mechanical; algorithm; Article; artificial ventilation; computer model; convolutional neural network; fast fourier convolutional residual network; feature extraction; frequency domain processing; global fourier feature; human; immunity; learning; local time domain feature; noise; residual neural network; spectral transformation; artificial neural network; Fourier analysis; mechanical ventilator",Article,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-105010324570
paper-2242,excluded,software_it_cyber,high,cloud task fault tolerant scheduling,S S.R.; Aburukba R.,"S, Sheeja Rani (59985630700); Aburukba, Raafat (16038508600)",59985630700; 16038508600,Federated Learning-Driven IoT Request Scheduling for Fault Tolerance in Cloud Data Centers,2025,Mathematics,13,13,2198,,,2,10.3390/math13132198,https://www.scopus.com/pages/publications/105010324578?origin=resultslist,"Cloud computing is a virtualized and distributed computing model that provides resources and services based on demand and self-service. Resource failure is one of the major challenges in cloud computing, and there is a need for fault tolerance mechanisms. This paper addresses the issue by proposing a multi-objective radial kernelized federated learning-based fault-tolerant scheduling (MRKFL-FTS) technique for allocating multiple IoT requests or user tasks to virtual machines in cloud IoT-based environments. The MRKFL-FTS technique includes Cloud RAN (C-RAN) and Virtual RAN (V-RAN). The proposed MRKFL-FTS technique comprises four entities, namely, IoT devices, cloud servers, task assigners, and virtual machines. Each IoT device generates several service requests and sends them to the control server. At first, radial kernelized support vector regression is applied in the local training model to identify resource-efficient virtual machines. After that, locally trained models are combined, and the resulting model is fed into the global aggregation model. Finally, using a weighted round-robin method, the task assigner allocates incoming IoT service requests to virtual machines. This approach improves resource awareness and fault tolerance in scheduling. The quantitatively analyzed results show that the MRKFL-FTS technique achieved an 8% improvement in task scheduling efficiency and fault prediction accuracy, a 36% improvement in throughput, and a 14% reduction in makespan and time complexity. In addition, the MRKFL-FTS technique resulted in a 13% reduction in response time. The energy consumption of the MRKFL-FTS technique is reduced by 17% and increases the scalability by 8% compared to conventional scheduling techniques. © 2025 by the authors.",cloud; Cloud RAN (C-RAN); fault-tolerant scheduling; IoT; multi-objective federated learning; radial kernelized support vector regression; Virtual RAN (V-RAN); weighted round-robin scheduling method,,Article,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-105010324578
paper-2243,excluded,environment_natural_system,high,civil infra update: paved road network condition management,Hämäläinen A.; Vaismaa K.; Kolisoja P.,"Hämäläinen, Anne (59558842600); Vaismaa, Kalle (56958585800); Kolisoja, Pauli (6505957266)",59558842600; 56958585800; 6505957266,MANAGING AND PREDICTING THE CONDITION OF PAVED ROAD NETWORK IN FINLAND: ESSENTIAL TECHNICAL INFORMATION,2025,Baltic Journal of Road and Bridge Engineering,20,2,,24,42,1,10.7250/bjrbe.2025-20.658,https://www.scopus.com/pages/publications/105009731542?origin=resultslist,"The condition of roads is recognised as a critical foundation for economic prosperity and, therefore, requires continuous maintenance. Effective management of roads necessitates a clear understanding of the road network’s condition. This study aims to identify the technical condition information currently utilised, needed, and missing within the context of paved roads in Finland. The study is qualitative, with data consisting of fifteen semi-structured interviews: road authorities (7), maintenance specialists in road condition analysis (6), and contractors (2). Based on the results, recommendations were given for monitoring the road network. For monitoring functional conditions, a new method for detecting defects must be introduced, with other measurable parameters being better managed. For monitoring structural conditions, it is recommended to start regular deflection measurements and define the condition criteria. Additionally, more up-to-date information is needed on the condition of drainage structures. With the help of these findings and recommendations, it is possible to enhance the monitoring, management, and optimization of the road network’s condition in a more data-driven manner. © 2025 The Author(s).",pavement condition monitoring; predicting road condition; road condition; road condition management; road functional condition; road structural condition,Highway administration; Highway planning; Information management; Motor transportation; Roads and streets; Condition; Functionals; Pavement condition; Pavement condition monitoring; Predicting road condition; Road condition; Road condition management; Road functional condition; Road structural condition; Structural condition; Condition monitoring,Article,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-105009731542
paper-2244,included,physical_asset_maintenance,high,machine maintenance contract risk,Loeys S.; Boute R.N.; Antonio K.,"Loeys, Stijn (59221946300); Boute, Robert N. (15057581200); Antonio, Katrien (24536758700)",59221946300; 15057581200; 24536758700,The use of IoT sensor data to dynamically assess maintenance risk in service contracts,2025,European Journal of Operational Research,324,2,,454,465,2,10.1016/j.ejor.2025.01.041,https://www.scopus.com/pages/publications/105003047619?origin=resultslist,"We explore the value of using operational sensor data to improve the risk assessment of service contracts that cover all maintenance-related costs during a fixed period. An initial estimate of the contract risk is determined by predicting the maintenance costs via a gradient-boosting machine based on the machine's and contract's characteristics observable at the onset of the contract period. We then periodically update this risk assessment based on operational sensor data observed throughout the contract period. These sensor data reveal operational machine usage that drives the maintenance risk. We validate our approach on a portfolio of about 4,000 full-service contracts of industrial equipment and show how dynamic sensor data improves risk differentiation. © 2025 Elsevier B.V.",Condition monitoring; Maintenance; Predictive models; Service contracts; Usage-based risk assessment,Predictive maintenance; Scheduled maintenance; Condition; Contract period; Fixed period; Maintenance risks; Operational sensors; Predictive models; Risks assessments; Sensors data; Service contract; Usage-based risk assessment; Condition based maintenance,Article,Final,All Open Access; Green Open Access,Scopus,2-s2.0-105003047619
