id,update_decision,new_reason_category,confidence,notes
paper-1585,newly_exclude,generic_structural_material,medium,Generic concrete ASR sensor study
paper-1595,keep,still_relevant_physical_asset_maintenance,high,Actuator fatigue lifespan prediction
paper-1596,newly_exclude,heritage_culture_building,high,Cultural heritage conservation excluded
paper-1599,newly_exclude,generic_nonmaintenance,high,Generic reliability engineering overview
paper-1603,keep,still_relevant_physical_asset_maintenance,medium,Rail slab condition monitoring
paper-1610,keep,still_relevant_physical_asset_maintenance,medium,Injection mold cooling degradation modeling
paper-1613,keep,still_relevant_physical_asset_maintenance,medium,IC interconnect failure time prediction
paper-1615,keep,still_relevant_physical_asset_maintenance,high,Drill bit failure analysis supports maintenance
paper-1620,keep,still_relevant_physical_asset_maintenance,medium,Robotic digital twins for predictive maintenance
paper-1622,newly_exclude,generic_nonmaintenance,high,PV performance monitor not maintenance
paper-1629,newly_exclude,generic_nonmaintenance,medium,Method paper lacks asset use-case
paper-1632,keep,still_relevant_physical_asset_maintenance,high,Industrial predictive and prescriptive maintenance
paper-1637,keep,still_relevant_physical_asset_maintenance,high,Power communication equipment fault recovery
paper-1649,keep,still_relevant_physical_asset_maintenance,high,Industrial pipeline clogging health monitoring
paper-1650,keep,still_relevant_physical_asset_maintenance,high,Rotating machinery fault diagnosis
paper-1652,keep,still_relevant_physical_asset_maintenance,high,Offshore wind turbine failure prediction
paper-1689,keep,still_relevant_physical_asset_maintenance,medium,Road crack defect detection dataset
paper-1703,keep,still_relevant_physical_asset_maintenance,high,PV soiling maintenance strategy modeling
paper-1704,keep,still_relevant_physical_asset_maintenance,high,Bearing and transformer diagnostic explanations
paper-1712,keep,still_relevant_physical_asset_maintenance,high,Planetary gear fault diagnosis
paper-1715,newly_exclude,generic_structural_material,high,Pavement skid prediction lacks maintenance purpose
paper-1719,keep,still_relevant_physical_asset_maintenance,high,Coaxial equipment composite fault diagnosis
paper-1722,keep,still_relevant_physical_asset_maintenance,high,Nuclear equipment predictive maintenance
paper-1727,newly_exclude,generic_structural_material,high,Welded plate crack propagation only
paper-1732,keep,still_relevant_physical_asset_maintenance,medium,Heat pipe operational failure prediction
paper-1740,keep,still_relevant_physical_asset_maintenance,high,Piston pump predictive maintenance
paper-1741,newly_exclude,heritage_culture_building,high,Facility BIM building maintenance excluded
paper-1749,keep,still_relevant_physical_asset_maintenance,medium,Drill tube real-time condition monitoring
paper-1758,newly_exclude,generic_structural_material,medium,Insulator heat inverse problem not maintenance
paper-1761,keep,still_relevant_physical_asset_maintenance,medium,Rail contact force condition monitoring
paper-1764,keep,still_relevant_physical_asset_maintenance,high,Maritime fleet predictive maintenance
paper-1765,keep,still_relevant_physical_asset_maintenance,high,Harmonic drive wear reliability
paper-1773,keep,still_relevant_physical_asset_maintenance,high,Road surface damage detection
paper-1779,newly_exclude,heritage_culture_building,high,Smart building DT excluded
paper-1807,keep,still_relevant_physical_asset_maintenance,high,Offshore wind foundation scour detection
paper-1813,keep,still_relevant_physical_asset_maintenance,medium,Francis turbine pressure pulsation monitoring
paper-1818,keep,still_relevant_physical_asset_maintenance,high,Ship engine fuel system prognosis
paper-1819,keep,still_relevant_physical_asset_maintenance,high,Medical equipment maintenance scheduling
paper-1826,keep,still_relevant_physical_asset_maintenance,medium,Energy harvester enables machinery monitoring
paper-1827,keep,still_relevant_physical_asset_maintenance,medium,Wind tunnel condition monitoring
paper-1831,newly_exclude,other_nonmaintenance,medium,Chemical accident warning not maintenance
paper-1842,keep,still_relevant_physical_asset_maintenance,medium,Wind equipment misalignment data platform
paper-1846,keep,still_relevant_physical_asset_maintenance,medium,Train suspension condition monitoring
paper-1847,newly_exclude,generic_nonmaintenance,high,Generic acoustic sensor no asset case
paper-1849,keep,still_relevant_physical_asset_maintenance,medium,Vehicle acoustic predictive service
paper-1850,keep,still_relevant_physical_asset_maintenance,high,Aerospace insulation condition monitoring
paper-1852,keep,still_relevant_physical_asset_maintenance,high,Power infrastructure automated damage diagnosis
paper-1855,newly_exclude,generic_structural_material,high,Alloy fatigue material study only
paper-1858,keep,still_relevant_physical_asset_maintenance,high,Wind turbine bearing condition monitoring
paper-1866,newly_exclude,generic_structural_material,high,Oxide scale material failure without maintenance use
paper-1875,keep,still_relevant_physical_asset_maintenance,high,Wind generator short circuit fault identification
paper-1880,newly_exclude,generic_nonmaintenance,medium,Transformer voltage model lacks maintenance decision
paper-1882,newly_exclude,generic_structural_material,high,Insulation gas breakdown study lacks maintenance use
paper-1886,newly_exclude,generic_structural_material,medium,Lab bridge girder failure tests lack maintenance
paper-1889,keep,still_relevant_physical_asset_maintenance,medium,Structural stress monitoring supports maintenance
paper-1892,keep,still_relevant_physical_asset_maintenance,high,IoT device failure prediction for predictive maintenance
paper-1893,newly_exclude,generic_structural_material,medium,Cement material evaluation not asset maintenance
paper-1895,keep,still_relevant_physical_asset_maintenance,high,HVAC component RUL drives maintenance actions
paper-1897,keep,still_relevant_physical_asset_maintenance,medium,Battery cell thermal mechanical state monitoring
paper-1899,keep,still_relevant_physical_asset_maintenance,medium,Industrial maintenance maturity decision support
paper-1902,keep,still_relevant_physical_asset_maintenance,high,Generator fault diagnosis in wind systems
paper-1906,keep,still_relevant_physical_asset_maintenance,high,Wind gearbox load monitoring for reliability
paper-1907,keep,still_relevant_physical_asset_maintenance,high,Hydrogen pressure vessel damage monitoring
paper-1909,keep,still_relevant_physical_asset_maintenance,high,BESS SOH optimization extends lifetime
paper-1914,keep,still_relevant_physical_asset_maintenance,medium,Railway vehicle condition monitoring parameter estimation
paper-1918,keep,still_relevant_physical_asset_maintenance,medium,Vibration data compression for condition monitoring
paper-1922,keep,still_relevant_physical_asset_maintenance,high,Harmonic drive life degradation reliability tests
paper-1924,newly_exclude,generic_structural_material,high,Creep failure in model material only
paper-1925,keep,still_relevant_physical_asset_maintenance,high,Industrial milling machine predictive maintenance
paper-1926,keep,still_relevant_physical_asset_maintenance,high,Offshore wind turbine digital twin for CBM
paper-1928,keep,still_relevant_physical_asset_maintenance,high,Manufacturing machinery health predictive maintenance
paper-1932,newly_exclude,generic_structural_material,medium,Generic beam vibration method lacks maintenance asset
paper-1935,keep,still_relevant_physical_asset_maintenance,high,Solar tower plant condition monitoring
paper-1938,keep,still_relevant_physical_asset_maintenance,high,Diesel engine oil degradation prediction
paper-1942,keep,still_relevant_physical_asset_maintenance,high,Energy harvesting supports rotating component monitoring
paper-1945,keep,still_relevant_physical_asset_maintenance,medium,Turbine blade fatigue area detection
paper-1951,keep,still_relevant_physical_asset_maintenance,high,Spur gear failure trends for maintenance optimization
paper-1957,keep,still_relevant_physical_asset_maintenance,medium,IoT battery SOC supports RUL estimation
paper-1958,newly_exclude,generic_nonmaintenance,medium,Sensor data recovery not maintenance prediction
paper-1973,newly_exclude,generic_nonmaintenance,high,Generic IIoT twin modeling lacks maintenance task
paper-1977,newly_exclude,generic_structural_material,high,Coating material degradation without maintenance decision
paper-1980,keep,still_relevant_physical_asset_maintenance,medium,Degrading system monitoring and time to event prediction
paper-1982,keep,still_relevant_physical_asset_maintenance,high,Ship rope condition monitoring for preventive maintenance
paper-1983,keep,still_relevant_physical_asset_maintenance,high,Industrial distillation anomaly fault detection
paper-1985,keep,still_relevant_physical_asset_maintenance,medium,Accelerometer mounting for predictive maintenance measurements
paper-1986,keep,still_relevant_physical_asset_maintenance,high,Aircraft maintenance delay reduction framework
paper-1994,keep,still_relevant_physical_asset_maintenance,medium,Service exposed steam pipe condition assessment
paper-2002,keep,still_relevant_physical_asset_maintenance,medium,Smart water grid predicts maintenance needs
paper-2003,keep,still_relevant_physical_asset_maintenance,medium,Fuel cell condition estimation for monitoring
paper-2005,keep,still_relevant_physical_asset_maintenance,high,Federated predictive maintenance for manufacturing equipment
paper-2006,keep,still_relevant_physical_asset_maintenance,high,PHM remaining useful life prediction method
paper-2010,keep,still_relevant_physical_asset_maintenance,medium,Induction motor speed estimation supports monitoring
paper-2020,keep,still_relevant_physical_asset_maintenance,high,Winter road condition monitoring for maintenance
paper-2021,keep,still_relevant_physical_asset_maintenance,high,Industrial machine failure forecasting
paper-2039,keep,still_relevant_physical_asset_maintenance,medium,Fuel cell vehicle digital twin diagnostics
paper-2052,newly_exclude,generic_nonmaintenance,medium,PV performance prediction lacks maintenance decision
paper-2066,keep,still_relevant_physical_asset_maintenance,medium,Self powered vehicle condition monitoring sensors
paper-2067,keep,still_relevant_physical_asset_maintenance,high,AI PLC framework includes predictive maintenance
paper-2074,keep,still_relevant_physical_asset_maintenance,medium,Manufacturing equipment predictive maintenance framework
paper-2084,keep,still_relevant_physical_asset_maintenance,high,Industrial CPS fault detection PHM
paper-2092,keep,still_relevant_physical_asset_maintenance,high,High voltage insulator online fault detection
paper-2095,keep,still_relevant_physical_asset_maintenance,high,Lubricant health assessment for predictive maintenance
paper-2100,keep,still_relevant_physical_asset_maintenance,medium,Drilling tool wear prediction supports replacement
paper-2104,newly_exclude,generic_nonmaintenance,high,Generic IIoT anomaly detector lacks maintenance use
paper-2108,newly_exclude,generic_nonmaintenance,medium,VR digital twin framework lacks maintenance task
paper-2111,keep,still_relevant_physical_asset_maintenance,high,Field PV module degradation diagnostics
paper-2112,keep,still_relevant_physical_asset_maintenance,medium,Electronic solder joint reliability life prediction
paper-2114,newly_exclude,generic_structural_material,high,E skin crack sensing not maintenance focused
paper-2117,keep,still_relevant_physical_asset_maintenance,high,Hard disk failure prediction for replacement
paper-2118,keep,still_relevant_physical_asset_maintenance,high,Air compressor condition monitoring predictive maintenance
paper-2124,newly_exclude,heritage_culture_building,high,Cultural heritage security conservation system
paper-2127,keep,still_relevant_physical_asset_maintenance,high,Pavement cracking prediction for road maintenance
paper-2133,keep,still_relevant_physical_asset_maintenance,high,Edge RUL prediction for predictive maintenance
paper-2138,keep,still_relevant_physical_asset_maintenance,high,RC infrastructure deterioration supports CBM
paper-2141,newly_exclude,generic_structural_material,high,RC beam debonding structural failure only
paper-2142,keep,still_relevant_physical_asset_maintenance,high,Gear digital twin diagnostics and prognostics
paper-2144,keep,still_relevant_physical_asset_maintenance,high,Conveyor belt condition assessment for maintenance
paper-2146,keep,still_relevant_physical_asset_maintenance,high,Planetary gearbox in situ condition sensing
paper-2148,keep,still_relevant_physical_asset_maintenance,medium,PV hotspot monitoring supports lifetime management
paper-2152,keep,still_relevant_physical_asset_maintenance,medium,Harvester powers gearbox monitoring sensor nodes
paper-2156,newly_exclude,generic_nonmaintenance,medium,Harmonic reducer dynamics model lacks maintenance use
paper-2171,newly_exclude,generic_nonmaintenance,medium,Motor vibration sensing lacks maintenance diagnosis
paper-2176,keep,still_relevant_physical_asset_maintenance,high,FCCU soft sensor supports predictive maintenance
paper-2183,keep,still_relevant_physical_asset_maintenance,medium,RUL estimation for degrading systems
paper-2197,keep,still_relevant_physical_asset_maintenance,medium,Edge sensor ML supports condition monitoring
paper-2199,keep,still_relevant_physical_asset_maintenance,high,Wind turbine monitoring and predictive maintenance
paper-2202,newly_exclude,generic_structural_material,medium,Battery electrode failure mechanics lacks maintenance use
paper-2204,newly_exclude,generic_nonmaintenance,medium,AI bias overview not maintenance study
paper-2207,keep,still_relevant_physical_asset_maintenance,high,Power equipment insulation diagnostic system
paper-2214,newly_exclude,generic_structural_material,high,RC column seismic degradation model only
paper-2220,keep,still_relevant_physical_asset_maintenance,high,Regional bridge condition monitoring
paper-2229,keep,still_relevant_physical_asset_maintenance,medium,Cracked water pipeline failure prediction
paper-2231,keep,still_relevant_physical_asset_maintenance,high,Water pipeline leak and burst detection
paper-2232,keep,still_relevant_physical_asset_maintenance,medium,Digital twin ROM for industrial predictive maintenance
paper-2233,keep,still_relevant_physical_asset_maintenance,high,Hydraulic turbine servomotor fatigue prediction
paper-2247,keep,still_relevant_physical_asset_maintenance,medium,Protective relay run time condition monitoring
paper-2249,newly_exclude,heritage_culture_building,high,Library facility digital twin not equipment maintenance
paper-2250,keep,still_relevant_physical_asset_maintenance,high,Vehicle predictive maintenance scheduling framework
paper-2251,newly_exclude,generic_structural_material,high,Composite laminate structural design failure prediction
paper-2255,keep,still_relevant_physical_asset_maintenance,high,Cement mill fan vibration predictive maintenance
paper-2257,keep,still_relevant_physical_asset_maintenance,high,Industrial machinery acoustic fault detection
paper-2258,newly_exclude,generic_structural_material,high,Fused silica optics material damage mechanics
paper-2275,keep,still_relevant_physical_asset_maintenance,medium,Rectifier monitoring and predictive maintenance features
paper-2279,keep,still_relevant_physical_asset_maintenance,high,Concrete corrosion prediction supports maintenance planning
paper-2290,keep,still_relevant_physical_asset_maintenance,high,Water pipe failure risk guides maintenance
paper-2292,keep,still_relevant_physical_asset_maintenance,medium,Distribution grid fault prediction supports reliability
paper-2294,newly_exclude,other_nonmaintenance,medium,Assembly quality testing not maintenance
paper-2295,keep,still_relevant_physical_asset_maintenance,medium,Rail acceleration monitoring for wear assessment
paper-2297,keep,still_relevant_physical_asset_maintenance,high,Industrial process condition monitoring and faults
paper-2298,keep,still_relevant_physical_asset_maintenance,high,Predictive maintenance case study with vibration data
paper-2300,keep,still_relevant_physical_asset_maintenance,high,Hydropower generator equipment fault prediction
paper-2308,keep,still_relevant_physical_asset_maintenance,medium,Turbomachine stability tracking under deterioration
paper-2309,keep,still_relevant_physical_asset_maintenance,medium,Degradation alarms guide mission reliability decisions
paper-2313,newly_exclude,generic_structural_material,high,Concrete impact failure modeling lacks maintenance
paper-2316,keep,still_relevant_physical_asset_maintenance,high,Alloy equipment fatigue RUL for maintenance
paper-2318,keep,still_relevant_physical_asset_maintenance,high,Corroded pipeline failure pressure prediction
paper-2330,keep,still_relevant_physical_asset_maintenance,medium,Converter failure modes support diagnostics
paper-2331,newly_exclude,generic_nonmaintenance,medium,Machine utilization analytics not maintenance focused
paper-2342,keep,still_relevant_physical_asset_maintenance,high,Filter plate RUL optimizes maintenance intervals
paper-2347,keep,still_relevant_physical_asset_maintenance,high,Rotating biological contactor failure prediction
paper-2360,keep,still_relevant_physical_asset_maintenance,medium,DSS selection for machine maintenance prognostics
paper-2364,newly_exclude,heritage_culture_building,high,Building deformation monitoring not equipment maintenance
paper-2372,keep,still_relevant_physical_asset_maintenance,high,RUL based maintenance optimization strategy
paper-2375,newly_exclude,generic_structural_material,medium,Flywheel crack simulation lacks maintenance decision
paper-2395,keep,still_relevant_physical_asset_maintenance,high,Hard drive prognostics guide replacement
paper-2396,keep,still_relevant_physical_asset_maintenance,high,Bridge maintenance sensor power design
paper-2399,keep,still_relevant_physical_asset_maintenance,medium,Corrosion damage detection for metal parts
paper-2401,keep,still_relevant_physical_asset_maintenance,medium,Vibration current fault prediction model
paper-2408,keep,still_relevant_physical_asset_maintenance,high,Gas pipeline fault detection management
paper-2409,keep,still_relevant_physical_asset_maintenance,medium,Torque sensing supports drivetrain maintenance
paper-2421,newly_exclude,generic_nonmaintenance,high,Generic edge ML without asset case
paper-2431,keep,still_relevant_physical_asset_maintenance,high,Robot condition monitoring for CBM
paper-2434,newly_exclude,generic_structural_material,medium,Pipeline weld fatigue mechanics only
paper-2437,keep,still_relevant_physical_asset_maintenance,medium,Water network predictive maintenance opportunities
paper-2444,keep,still_relevant_physical_asset_maintenance,high,Industrial machine failure prediction
paper-2469,newly_exclude,heritage_culture_building,high,Cultural heritage conservation system
paper-2471,keep,still_relevant_physical_asset_maintenance,high,Fuel cell stack failure diagnosis
paper-2479,keep,still_relevant_physical_asset_maintenance,medium,Crusher blade wear supports CBM
paper-2490,newly_exclude,generic_nonmaintenance,medium,End of line motor quality inspection
paper-2497,newly_exclude,heritage_culture_building,high,Smart building energy models
paper-2498,keep,still_relevant_physical_asset_maintenance,high,Machine spindle condition monitoring
paper-2500,newly_exclude,generic_nonmaintenance,medium,PV power forecasting not maintenance
paper-2507,keep,still_relevant_physical_asset_maintenance,medium,Battery degradation supports BMS reliability
paper-2513,keep,still_relevant_physical_asset_maintenance,high,IIoT architecture enables oil gas PdM
paper-2523,newly_exclude,generic_nonmaintenance,high,Generic signal imputation method
paper-2526,keep,still_relevant_physical_asset_maintenance,high,Geothermal pump condition monitoring
paper-2528,keep,still_relevant_physical_asset_maintenance,medium,Pipe crack detection supports leak prevention
paper-2529,keep,still_relevant_physical_asset_maintenance,medium,Industrial process monitoring for PdM
paper-2533,keep,still_relevant_physical_asset_maintenance,high,Marine engine maintenance optimization
paper-2535,keep,still_relevant_physical_asset_maintenance,high,Centrifugal pump fault diagnosis
paper-2537,keep,still_relevant_physical_asset_maintenance,medium,Compressor system maintenance optimization
paper-2538,keep,still_relevant_physical_asset_maintenance,high,Water infrastructure asset management
paper-2543,keep,still_relevant_physical_asset_maintenance,medium,Bearing defect vibration modeling
paper-2546,keep,still_relevant_physical_asset_maintenance,high,Hydropower turbine reliability analysis
paper-2547,keep,still_relevant_physical_asset_maintenance,medium,Solar systems predictive maintenance review
paper-2553,keep,still_relevant_physical_asset_maintenance,high,Industrial belt failure prediction
paper-2560,keep,still_relevant_physical_asset_maintenance,high,Pressure vessel fatigue PdM
paper-2563,newly_exclude,generic_structural_material,high,Post failure boiler metallurgy study
paper-2569,newly_exclude,generic_nonmaintenance,medium,Transformer GIC coupling lacks maintenance
paper-2573,keep,still_relevant_physical_asset_maintenance,high,Planetary gearbox health monitoring
paper-2580,keep,still_relevant_physical_asset_maintenance,high,Rolling bearing RUL prediction
paper-2587,keep,still_relevant_physical_asset_maintenance,high,Machine condition monitoring system
paper-2588,newly_exclude,generic_structural_material,medium,Transformer oil material aging study
paper-2591,keep,still_relevant_physical_asset_maintenance,medium,Manufacturing FMEA maintenance risk prediction
paper-2602,newly_exclude,other_nonmaintenance,high,Medical implant failure prediction
paper-2604,newly_exclude,generic_structural_material,high,Pipeline steel embrittlement mechanics
paper-2610,keep,still_relevant_physical_asset_maintenance,high,Induction motor fault diagnosis
paper-2617,keep,still_relevant_physical_asset_maintenance,medium,Toll OBU equipment status monitoring
paper-2619,keep,still_relevant_physical_asset_maintenance,high,PHM RUL prediction framework
paper-2622,newly_exclude,generic_nonmaintenance,high,Microfluidic clogging lab study
paper-2631,keep,still_relevant_physical_asset_maintenance,high,Manufacturing asset failure prediction
paper-2634,newly_exclude,geotechnical_natural_hazard,high,Hydraulic fracturing geomechanics not maintenance
paper-2638,keep,still_relevant_physical_asset_maintenance,high,Tool wear monitoring and replacement
paper-2640,keep,still_relevant_physical_asset_maintenance,medium,Edge AI framework for PdM
paper-2643,keep,still_relevant_physical_asset_maintenance,high,BLDC motor fault detection
paper-2649,keep,still_relevant_physical_asset_maintenance,high,Bearing fault diagnosis
paper-2651,newly_exclude,generic_nonmaintenance,medium,Manufacturing process monitoring not maintenance
paper-2659,keep,still_relevant_physical_asset_maintenance,high,PHM maintenance work order NLP
paper-2662,keep,still_relevant_physical_asset_maintenance,high,Motor condition monitoring sensor
paper-2664,keep,still_relevant_physical_asset_maintenance,high,Battery RUL prediction
paper-2665,newly_exclude,generic_nonmaintenance,medium,Robot control paper with incidental maintenance
paper-2667,keep,still_relevant_physical_asset_maintenance,medium,Rotor bearing condition monitoring
paper-2671,newly_exclude,generic_structural_material,high,Insulation design reliability study
paper-2672,keep,still_relevant_physical_asset_maintenance,medium,Railway adhesion condition monitoring
paper-2676,keep,still_relevant_physical_asset_maintenance,medium,Industrial PdM economic impact
paper-2679,keep,still_relevant_physical_asset_maintenance,medium,UPFC condition data restoration
paper-2683,keep,still_relevant_physical_asset_maintenance,high,Bearing RUL under unknown conditions
paper-2686,newly_exclude,generic_nonmaintenance,high,Generic FBG demodulation hardware
paper-2690,newly_exclude,generic_nonmaintenance,high,Welding quality inspection not maintenance
paper-2698,keep,still_relevant_physical_asset_maintenance,medium,Structural damage identification for maintenance
paper-2699,keep,still_relevant_physical_asset_maintenance,high,Online tool wear monitoring
paper-2703,keep,still_relevant_physical_asset_maintenance,high,Industrial asset predictive maintenance
paper-2710,keep,still_relevant_physical_asset_maintenance,medium,Combustible gas leak condition monitoring
paper-2711,keep,still_relevant_physical_asset_maintenance,medium,Grid reliability and maintenance framework
paper-2715,keep,still_relevant_physical_asset_maintenance,medium,Aeroengine clearance condition measurement
paper-2717,newly_exclude,generic_nonmaintenance,high,PV dust power prediction only
paper-2723,keep,still_relevant_physical_asset_maintenance,high,Bearing health indicators for PdM
paper-2726,newly_exclude,generic_nonmaintenance,medium,Grounding meter validation not maintenance
paper-2727,keep,still_relevant_physical_asset_maintenance,high,CNC equipment failure prediction
paper-2734,keep,still_relevant_physical_asset_maintenance,high,Water pipe failure prediction
paper-2736,keep,still_relevant_physical_asset_maintenance,high,IT equipment prescriptive maintenance
paper-2750,newly_exclude,generic_nonmaintenance,medium,Iron bird simulation model validation
paper-2754,keep,still_relevant_physical_asset_maintenance,high,Pipeline corrosion maintenance prediction
paper-2755,keep,still_relevant_physical_asset_maintenance,high,Water pipe risk based maintenance
paper-2759,keep,still_relevant_physical_asset_maintenance,high,Wind turbine bearing diagnostics
paper-2772,keep,still_relevant_physical_asset_maintenance,high,Rotating shaft RUL monitoring
paper-2781,keep,still_relevant_physical_asset_maintenance,medium,Power equipment pressure condition sensor
paper-2782,keep,still_relevant_physical_asset_maintenance,high,Aeroengine RUL prediction
paper-2786,keep,still_relevant_physical_asset_maintenance,high,Machine tool RUL prediction
paper-2791,newly_exclude,generic_structural_material,high,Generic material failure report generation
paper-2792,keep,still_relevant_physical_asset_maintenance,medium,RC beam SHM supports inspection
paper-2799,keep,still_relevant_physical_asset_maintenance,high,Expressway equipment operation maintenance
paper-2805,keep,still_relevant_physical_asset_maintenance,high,Transformer winding fault detection
paper-2807,keep,still_relevant_physical_asset_maintenance,high,Assembly line failure prediction PdM
paper-2809,keep,still_relevant_physical_asset_maintenance,high,Rolling bearing fault diagnosis
paper-2814,keep,still_relevant_physical_asset_maintenance,high,NGL pump maintenance optimization
paper-2820,keep,still_relevant_physical_asset_maintenance,high,Machine health monitoring prognostics
paper-2821,keep,still_relevant_physical_asset_maintenance,high,Wind turbine gearbox diagnostics
paper-2822,keep,still_relevant_physical_asset_maintenance,high,Concreting equipment reliability maintenance
paper-2851,keep,still_relevant_physical_asset_maintenance,high,HVAC fault diagnosis maintenance
paper-2859,keep,still_relevant_physical_asset_maintenance,medium,Fatigue crack detection and prognosis
paper-2861,keep,still_relevant_physical_asset_maintenance,medium,Maritime maintenance decision support
paper-2869,keep,still_relevant_physical_asset_maintenance,high,Server memory failure prediction
paper-2871,keep,still_relevant_physical_asset_maintenance,high,Semiconductor ageing health monitoring
paper-2875,newly_exclude,generic_nonmaintenance,high,Circular end of life product sorting
paper-2880,keep,still_relevant_physical_asset_maintenance,high,Battery SOH RUL for WSN
paper-2886,keep,still_relevant_physical_asset_maintenance,high,Federated learning for industrial PdM
paper-2888,keep,still_relevant_physical_asset_maintenance,medium,Reactor monitoring data imputation
paper-2891,keep,still_relevant_physical_asset_maintenance,high,Pavement cracking maintenance prediction
paper-2894,keep,still_relevant_physical_asset_maintenance,medium,Combustion fault diagnosis
paper-2899,keep,still_relevant_physical_asset_maintenance,high,Steel corrosion predictive maintenance
paper-2900,keep,still_relevant_physical_asset_maintenance,high,IGBT PHM failure prediction
paper-2903,newly_exclude,generic_nonmaintenance,high,Circular electronics passport not PdM
paper-2915,newly_exclude,geotechnical_natural_hazard,high,Railway ground subsidence monitoring
paper-2917,keep,still_relevant_physical_asset_maintenance,high,SSD failure prediction
paper-2918,keep,still_relevant_physical_asset_maintenance,high,Aircraft systems RUL prognostics
paper-2924,keep,still_relevant_physical_asset_maintenance,medium,Aerospace bearing degradation model
paper-2938,keep,still_relevant_physical_asset_maintenance,medium,Tire pressure condition monitoring
paper-2943,keep,still_relevant_physical_asset_maintenance,high,Water pipeline failure prediction
paper-2945,keep,still_relevant_physical_asset_maintenance,high,Gear transmission condition monitoring
paper-2950,keep,still_relevant_physical_asset_maintenance,high,Transformer winding deformation detection
paper-2953,newly_exclude,heritage_culture_building,high,Apartment lifecycle energy study
paper-2960,newly_exclude,heritage_culture_building,high,School building condition assessment
paper-2962,keep,still_relevant_physical_asset_maintenance,high,Shaft bearing condition monitoring
paper-2965,newly_exclude,generic_structural_material,high,Bridge construction vibration monitoring
paper-2975,keep,still_relevant_physical_asset_maintenance,medium,Flash burner anomaly monitoring
paper-2995,newly_exclude,generic_nonmaintenance,medium,Railway hygiene maintenance center operations
paper-2996,keep,still_relevant_physical_asset_maintenance,high,Mandrel RUL prediction
paper-3007,newly_exclude,heritage_culture_building,high,Generic facility management not equipment maintenance
paper-3012,keep,still_relevant_physical_asset_maintenance,high,Manufacturing PdM failure prediction with MTBF metrics
paper-3017,keep,still_relevant_physical_asset_maintenance,high,Rolling bearing defect diagnosis condition monitoring
paper-3019,newly_exclude,generic_nonmaintenance,high,Statistical anomaly method lacks asset use case
paper-3026,keep,still_relevant_physical_asset_maintenance,high,Industrial machinery predictive maintenance study
paper-3028,keep,still_relevant_physical_asset_maintenance,medium,Bushing dynamics supports predictive maintenance tools
paper-3030,keep,still_relevant_physical_asset_maintenance,medium,Motor aging parameters estimated under operation
paper-3031,keep,still_relevant_physical_asset_maintenance,high,Transformer insulation health and RUL assessment
paper-3045,keep,still_relevant_physical_asset_maintenance,medium,Rail squeal condition monitoring context
paper-3049,keep,still_relevant_physical_asset_maintenance,high,Gear tooth damage condition monitoring
paper-3053,keep,still_relevant_physical_asset_maintenance,high,Desalination plant inspection predictive maintenance
paper-3063,newly_exclude,generic_nonmaintenance,medium,Energy harvesting for sensors not asset maintenance
paper-3066,keep,still_relevant_physical_asset_maintenance,high,ESP pump failure prediction for operations
paper-3080,newly_exclude,generic_nonmaintenance,medium,Welding process monitoring not equipment maintenance
paper-3082,newly_exclude,generic_nonmaintenance,high,Synthetic RUL method lacks asset use case
paper-3086,keep,still_relevant_physical_asset_maintenance,high,Pipeline corrosion RUL and integrity management
paper-3106,keep,still_relevant_physical_asset_maintenance,high,Charging station equipment fault prediction
paper-3108,keep,still_relevant_physical_asset_maintenance,medium,PMSM parameter estimation for condition monitoring
paper-3123,keep,still_relevant_physical_asset_maintenance,high,Railroad inspection and predictive maintenance framework
paper-3124,keep,still_relevant_physical_asset_maintenance,medium,SHM active learning for inspection decisions
paper-3126,keep,still_relevant_physical_asset_maintenance,high,Transformer partial discharge condition monitoring
paper-3127,keep,still_relevant_physical_asset_maintenance,high,I&C equipment reliability maintenance monitoring
paper-3139,newly_exclude,heritage_culture_building,high,Heritage preservation not technical equipment maintenance
paper-3144,keep,still_relevant_physical_asset_maintenance,high,Peristaltic pump aging detection for tube replacement
paper-3145,keep,still_relevant_physical_asset_maintenance,high,High-impact recorder fault prediction
paper-3161,newly_exclude,generic_structural_material,high,Composite material creep test lacks asset maintenance
paper-3165,keep,still_relevant_physical_asset_maintenance,high,Aircraft engine MRO predictive maintenance
paper-3169,keep,still_relevant_physical_asset_maintenance,medium,Railway track load condition monitoring
paper-3188,keep,still_relevant_physical_asset_maintenance,high,Automotive belt lifetime and preventive maintenance
paper-3189,keep,still_relevant_physical_asset_maintenance,medium,Industrial equipment monitoring and maintenance program
paper-3194,keep,still_relevant_physical_asset_maintenance,high,Wind turbine blade failure condition monitoring
paper-3197,keep,still_relevant_physical_asset_maintenance,high,Urban infrastructure equipment failure early warning
paper-3199,newly_exclude,geotechnical_natural_hazard,high,Rainfall slope failure geotechnical hazard
paper-3205,keep,still_relevant_physical_asset_maintenance,high,Bridge scour digital twin predictive maintenance
paper-3215,keep,still_relevant_physical_asset_maintenance,medium,NAS method trained on predictive maintenance datasets
paper-3219,keep,still_relevant_physical_asset_maintenance,high,Linear guideway load monitoring for PdM
paper-3220,keep,still_relevant_physical_asset_maintenance,high,AGV RUL estimation over IIoT networks
paper-3222,keep,still_relevant_physical_asset_maintenance,medium,Oil well casing failure risk supports prevention
