id,controversy_level,normalized_reason_category,subagent_reason_category,recommended_action,brief_reason,current_screening_confidence,current_screening_notes,pdf_present,title,year,source,doi
paper-2247,medium,sensor_material_only,grid_protection_testing,review_exclude,Protective-relay wavelet runtime testing targets grid stability and transient protection rather than a maintenance or asset-health decision.,medium,protective relay runtime monitoring,no,Evaluating wavelet decomposition techniques in protective relays under continuous run-time simulated operation,2025,Results in Engineering,10.1016/j.rineng.2025.106936
paper-2286,medium,generic_method_no_asset_case,maintenance_execution_not_pdm,review_exclude,"Mill-relining manipulator path planning supports maintenance execution and safety, not prediction of asset condition or maintenance need.",high,maintenance manipulator path planning,yes,Digital Twin System for Mill Relining Manipulator Path Planning Simulation,2025,Machines,10.3390/machines13090823
paper-2295,medium,civil_geotechnical_infrastructure,measurement_method_track_rolling_stock,review_exclude,Smartphone acceleration study focuses on ride comfort and possible future track/rolling-stock monitoring; no actual PdM task is performed.,medium,rail vehicle acceleration wear monitoring,yes,The Application of Mobile Devices for Measuring Accelerations in Rail Vehicles: Methodology and Field Research Outcomes in Tramway Transport,2025,Sensors,10.3390/s25154635
paper-2309,medium,business_social,operational_abort_policy,review_exclude,"Mission-abort policy uses alarms to protect a UAV mission, but the decision is operational safety rather than inspection/repair/replacement maintenance.",medium,mission system degradation decisions,yes,Mission Abort Policy Considering Imperfect Alarms and Two Abort Options,2025,Naval Research Logistics,10.1002/nav.22260
paper-2399,medium,civil_geotechnical_infrastructure,generic_material_damage_detection,review_exclude,Microscopic corrosion detection for generic ferrous-metal parts; predictive maintenance is only a broad industrial implication.,medium,metal part corrosion detection,yes,"Surface Corrosion Detection for Ferrous-metal Parts: Application of Artificial Intelligence, Python and Microscopic Images",2025,Medziagotyra,10.5755/j02.ms.41377
paper-2413,medium,civil_geotechnical_infrastructure,enabling_sensor_communication,review_exclude,Through-metal communication for batteryless sensors enables SHM/PdM data collection but contains no asset condition model and also invokes civil infrastructure.,high,sensors for SHM and predictive maintenance,yes,Wideband Communication with Batteryless Sensors Embedded in Metal Structures,2025,ACM Transactions on Internet of Things,10.1145/3748517
paper-2514,medium,civil_geotechnical_infrastructure,generic_method_civil_shm,review_exclude,Virtual-sensing paper evaluated partly on train-bridge live-load prediction; maintenance use is only potential and includes civil SHM.,high,virtual sensing for condition monitoring,no,Graph neural networks for virtual sensing in complex systems: Addressing heterogeneous temporal dynamics,2025,Mechanical Systems and Signal Processing,10.1016/j.ymssp.2025.112544
paper-2547,medium,civil_geotechnical_infrastructure,generic_ai_energy,review_exclude,"Broad generative-AI solar-energy overview spanning design, site selection, forecasting, and grids; predictive maintenance is only one application.",medium,solar predictive maintenance applications,no,Revolutionizing solar energy resources: The central role of generative AI in elevating system sustainability and efficiency,2025,Applied Energy,10.1016/j.apenergy.2025.125296
paper-2672,medium,civil_geotechnical_infrastructure,operations_safety_monitoring,review_exclude,"Wheel-rail friction estimation supports low-adhesion mitigation and operations safety, not fault/degradation maintenance of an asset.",medium,Railway adhesion condition monitoring,no,Estimation of wheel-rail friction coefficient using deep CNN on axlebox accelerations,2025,Mechanical Systems and Signal Processing,10.1016/j.ymssp.2025.112756
paper-2710,medium,process_quality_not_maintenance,process_safety_monitoring,review_exclude,Combustible-gas detection predicts gas concentrations/leaks for safety; physical asset fault or repair target is unclear.,medium,Gas leak condition monitoring,yes,A Wireless Sensor Network-Based Combustible Gas Detection System Using PSO-DBO-Optimized BP Neural Network,2025,Sensors,10.3390/s25103151
paper-2711,medium,generic_method_no_asset_case,grid_reliability_operations,review_exclude,Theoretical framework for grid automation effects on SAIDI/SAIFI and outages; no specific asset condition or maintenance decision.,medium,Power grid reliability maintenance,yes,Beyond Traditional Grid: A Novel Quantitative Framework for Assessing Automation’s Impact on System Average Interruption Duration Index and System Average Interruption Frequency Index,2025,Energies,10.3390/en18112671
paper-2716,medium,business_social,energy_management_unclear_maintenance,review_exclude,Greenhouse digital twin mainly manages energy use and agricultural environment; equipment maintenance decision is implicit at best.,high,Greenhouse electrical equipment monitoring,yes,Application of the Digital Twin for Condition Monitoring and Energy Management of Electrical Loads in Greenhouses,2025,"Engineering, Technology and Applied Science Research",10.48084/etasr.10467
paper-2794,medium,generic_method_no_asset_case,maintenance_workflow_not_predictive,review_exclude,"Personalized digital work instructions for maintenance workers; predictive maintenance is only a possible integration, not the study target.",high,Industrial maintenance work instructions,yes,Personalizing Industrial Maintenance Operation Using the Model of Hierarchical Complexity,2025,Journal of Manufacturing and Materials Processing,10.3390/jmmp9040132
paper-2894,medium,process_quality_not_maintenance,process_control_safety,review_exclude,Combustion/flame state diagnosis targets process safety/control states rather than equipment degradation or maintenance needs.,medium,Combustion fault diagnosis system,yes,Research on Combustion State System Diagnosis Based on Voiceprint Technology,2025,Sensors,10.3390/s25103152
paper-2938,medium,performance_or_energy_optimization,vehicle_safety_monitoring,review_exclude,"Tire-pressure-monitoring system performance study; predictive maintenance is only a future integration, not degradation or failure prediction.",medium,Tire pressure condition monitoring,yes,Developing smart tire pressure monitoring system: A performance evaluation of ESP32-C3 with ESP-NOW communication,2025,Review of Computer Engineering Research,10.18488/76.v12i2.4215
paper-2946,medium,performance_or_energy_optimization,generic_control_fault_estimation,review_exclude,Simulation-only actuator fault estimation for abstract nonlinear systems; maintenance is motivational with no real asset/use case.,high,Actuator fault estimation,yes,Actuator Fault Estimation for Distributed Interconnected Lipschitz Nonlinear Systems with Direct Feedthrough Inputs,2025,Processes,10.3390/pr13051283
paper-3030,medium,performance_or_energy_optimization,weak_maintenance_link,review_exclude,Induction-motor parameter/loss estimation is mainly for control/performance; condition monitoring and fault classification are described as future modifications.,medium,Motor aging parameter estimation,no,Estimation of induction motor equivalent circuit parameters and losses from transient measurement,2025,ISA Transactions,10.1016/j.isatra.2024.12.012
paper-3045,medium,civil_geotechnical_infrastructure,civil_infrastructure_scope,review_exclude,Rail curve-squeal/noise and rail-grinding case study; maintenance target is track/rail acoustics rather than clear vehicle/equipment PdM.,medium,Rail squeal condition monitoring,no,A case study of railway curve squeal radiated from both the outer and inner wheel,2025,Applied Acoustics,10.1016/j.apacoust.2024.110327
paper-3108,medium,performance_or_energy_optimization,weak_maintenance_link,review_exclude,"PMSM inductance estimation supports control and may aid condition monitoring, but no fault/degradation diagnosis or maintenance use is demonstrated.",medium,PMSM parameter estimation for monitoring,no,Speed Harmonic based Saturation Free Inductance Modeling and Estimation of Interior PMSM Using Measurements Under One Load Condition,2025,CES Transactions on Electrical Machines and Systems,10.30941/CESTEMS.2025.00010
paper-3189,medium,performance_or_energy_optimization,generic_ai_control,review_exclude,Automated industrial-equipment system focuses on energy consumption/control and standby savings; predictive-maintenance link is secondary and vague.,medium,Industrial equipment monitoring and PdM,yes,Design of an Automated System for the Benefit of Energy Consumption and Control of Industrial Equipment with Artificial Intelligence,2025,SSRG International Journal of Electrical and Electronics Engineering,10.14445/23488379/IJEEE-V12I3P110
paper-3279,medium,business_social,business_management,review_exclude,"Maintenance innovation/competitive-advantage guide is largely organizational and strategic, with no concrete predictive asset-health model.",high,Industrial machinery maintenance strategy management,yes,Innovation management strategies for industrial machinery maintenance: Enhancing competitive advantage,2025,Edelweiss Applied Science and Technology,10.55214/25768484.v9i5.7445
paper-3429,medium,performance_or_energy_optimization,enabling_sensor_power_only,review_exclude,"Energy harvester powers transmission-line sensors; it does not perform condition assessment, fault prediction, or maintenance decision support.",medium,Energy harvester powers grid condition sensors,yes,Hybrid Triboelectric-Electromagnetic-Electric Field Energy Harvester for Simultaneous Wind and Electric Field Energy Capture in High-Voltage Transmission System,2025,Advanced Energy Materials,10.1002/aenm.202403931
paper-3470,medium,business_social,legal_policy_context,review_exclude,Legal/data-storage framework for automotive PdM implementation; outside strict technical predictive-maintenance or asset-health modeling scope.,medium,Legal framework for vehicle predictive maintenance,no,Legal Framework and Data Storage Background of Online Collected Data for Predictive Maintenance and Repair Purposes in the Automotive Sector in the European Union,2025,IEEE Access,10.1109/ACCESS.2025.3594772
paper-3485,medium,sensor_material_only,enabling_sensor_only,review_exclude,Millimeter-wave radar displacement-sensor precision study has only generic condition-monitoring applications and no specific asset maintenance target.,medium,Displacement sensing for condition monitoring,yes,Experimental Analysis of Accuracy and Precision in Displacement Measurement Using Millimeter-Wave FMCW Radar,2025,Applied Sciences (Switzerland),10.3390/app15063316
paper-3578,medium,process_quality_not_maintenance,generic_process_monitoring,review_exclude,Fault classification is for abstract industrial processes/datasets with no clear physical equipment or maintenance action.,high,Industrial process fault classification,no,Improved Machine Learning for Multiclass Fault Classification in Industrial Processes,2025,IEEE Access,10.1109/ACCESS.2025.3633702
paper-3686,medium,performance_or_energy_optimization,operational_classification_not_maintenance,review_exclude,"Drive-mode classification for trucks may aid diagnostics, but it predicts operating mode rather than condition, fault, or RUL.",medium,Drive modes support truck diagnostics,no,DriveSense: A Noise-Resilient Framework for Driving Mode Identification,2025,IEEE Access,10.1109/ACCESS.2025.3608615
paper-3698,medium,performance_or_energy_optimization,environmental_monitoring_not_maintenance,review_exclude,Vehicle-emission forecasting targets high-emitting vehicles and environmental compliance; predictive maintenance is incidental.,medium,Vehicle emissions support diagnostics,no,IVEMPS: IoT-Based Vehicle Emission Monitoring and Prediction System,2025,IEEE Access,10.1109/ACCESS.2025.3572726
paper-3784,medium,civil_geotechnical_infrastructure,generic_or_civil_structure,review_exclude,Bolted-structure torque-loosening SHM lacks a specific in-scope industrial/electromechanical asset and may be civil/generic structure monitoring.,high,Bolted structure damage quantification,yes,Integrating Virtual Sensor Data Augmentation Into Machine Learning for Damage Quantification of Bolted Structures Under Assembly Uncertainty,2025,Structural Control and Health Monitoring,10.1155/stc/8030303
paper-3830,medium,sensor_material_only,sensor_method_only,review_exclude,"Evaluates low-cost particle sensors for HVAC ducts; predictive maintenance of filters is only an opportunity, not demonstrated.",high,HVAC filtration predictive maintenance,yes,Using low-cost particle sensors in HVAC ducts,2025,Aerosol Science and Technology,10.1080/02786826.2025.2475085
paper-3843,medium,process_quality_not_maintenance,manufacturing_quality_reliability_testing,review_exclude,"Predicts HDD failures during manufacturing reliability testing, closer to quality screening than field maintenance of assets.",high,HDD reliability failure prediction,yes,An Adaptive Machine Learning Framework Integrating AutoML and MLOps for Two-Stage Classification in Hard Disk Drive Manufacturing,2025,IET Collaborative Intelligent Manufacturing,10.1049/cim2.70047
paper-3964,medium,process_quality_not_maintenance,quality_control_not_maintenance,review_exclude,Surface-roughness classification is mainly machining quality/process control; tool replacement maintenance is downstream and indirect.,medium,Machining quality can trigger tool replacement,yes,Surface Roughness Determination With the Help of Artificial Neural Networks as Enabler of Metal Machining Process Controlling System,2025,"International Journal of Computers, Communications and Control",10.15837/ijccc.2025.2.7028
paper-3980,medium,civil_geotechnical_infrastructure,road_safety_driver_monitoring,review_exclude,Primary goal is driver profiling and accident prevention; vehicle-condition monitoring is secondary and simulated.,medium,Vehicle condition diagnostics for safety,yes,SmartYatra: a dynamic driver profiling and vehicle condition monitoring safety shield for accident prevention,2025,"Urban, Planning and Transport Research",10.1080/21650020.2025.2602326
