corpus_id,screening_decision,screening_reason_category,screening_confidence,screening_notes,Authors,Author full names,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Cited by,DOI,Link,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
paper-2235,excluded,generic_nonmaintenance_ai_control,medium,manufacturing process quality monitoring,Alvares A.J.; Rodriguez E.; Figueroa B.,"Alvares, Alberto José (14318875100); Rodriguez, Efrain (57197028938); Figueroa, Brayan (57545588400)",14318875100; 57197028938; 57545588400,Digital-Twin-Enabled Process Monitoring for a Robotic Additive Manufacturing Cell Using Wire-Based Laser Metal Deposition,2025,Processes,13,8,2335,,,4,10.3390/pr13082335,https://www.scopus.com/pages/publications/105014320040?origin=resultslist,"Digital Twins (DTs) are transforming manufacturing by bridging the physical and digital worlds, enabling real-time insights, predictive analytics, and enhanced decision making. In Industry 4.0, DTs facilitate automation and data integration, while Industry 5.0 emphasizes human-centric, resilient, and sustainable production. However, implementing DTs in robotic metal additive manufacturing (AM) remains challenging because of the complexity of the wire-based laser metal deposition (LMD) process, the need for real-time monitoring, and the demand for advanced defect detection to ensure high-quality prints. This work proposes a structured DT architecture for a robotic wire-based LMD cell, following a standard framework. Three DT implementations were developed. First, a real-time 3D simulation in RoboDK, integrated with a 2D Node-RED dashboard, enabled motion validation and live process monitoring via MQTT (message queuing telemetry transport) telemetry, minimizing toolpath errors and collisions. Second, an Industrial IoT-based system using KUKA iiQoT (Industrial Internet of Things Quality of Things) facilitated predictive maintenance by analyzing motor loads, joint temperatures, and energy consumption, allowing early anomaly detection and reducing unplanned downtime. Third, the Meltio dashboard provided real-time insights into the laser temperature, wire tension, and deposition accuracy, ensuring adaptive control based on live telemetry. Additionally, a prescriptive analytics layer leveraging historical data in FireStore was integrated to optimize the process performance, enabling data-driven decision making. © 2025 by the authors.",additive manufacturing; digital twin; Industry 4.0; ISO 23247; robotics; wire-based laser metal deposition,Additives; Anomaly detection; Data integration; Decision making; Deposition; Digital twin; Industry 4.0; Internet of things; Predictive analytics; Predictive maintenance; Process monitoring; Telemetering; Telemetering equipment; Decisions makings; Digital world; Human-centric; ISO 23247; Laser metal deposition; Metal additives; Physical world; Real- time; Sustainable production; Wire-based laser metal deposition; Robotics,Article,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-105014320040
paper-2238,excluded,clinical_human_outcome,high,cancer probiotic prognosis,Arima J.; Yoshino H.; Tatarano S.; Mitsuke A.; Osako Y.; Sakaguchi T.; Matsushita R.; Inoguchi S.; Yamada Y.; Enokida H.,"Arima, Junya (57901798600); Yoshino, Hirofumi (7202151928); Tatarano, Shuichi (22037023100); Mitsuke, Akihiko (56736808000); Osako, Yoichi (60029841100); Sakaguchi, Takashi (35732064100); Matsushita, Ryosuke (57211784972); Inoguchi, Satoru (26667669000); Yamada, Yasutoshi (7407164361); Enokida, Hideki (6603541700)",57901798600; 7202151928; 22037023100; 56736808000; 60029841100; 35732064100; 57211784972; 26667669000; 7407164361; 6603541700,Prognostic Impact of Clostridium butyricum MIYAIRI (CBM588) in Combination With Pembrolizumab for Advanced Urothelial Carcinoma: A Retrospective Cohort Study,2025,Cancer Reports,8,8,e70308,,,1,10.1002/cnr2.70308,https://www.scopus.com/pages/publications/105012582813?origin=resultslist,"Background: Combining the probiotic product CBM588 with immune checkpoint inhibitors (ICIs) has shown improved prognosis in several cancers. Pembrolizumab alone as a second-line treatment for urothelial cancer (UC) extends prognosis by only 3 months. Aims: This is a retrospective study that examined the effects of CBM588 combined with pembrolizumab in advanced UC. Methods and Results: The study included 44 patients who had recurrence or progression after first-line chemotherapy with cisplatin or carboplatin. The study compared 33 patients treated with pembrolizumab alone and 11 patients treated with CBM588 plus pembrolizumab over a median observation period of 12 months. The combination of CBM588 and pembrolizumab significantly improved progression-free survival (PFS; p = 0.004) and overall survival (OS; p = 0.02). Multivariate analysis identified CBM588 as a significant prognostic factor for both PFS (hazard ratio: 0.074, p = 0.0008) and OS (hazard ratio: 0.105, p = 0.0056). Conclusion: These results suggest the effectiveness of the CBM588 combination with ICI treatment in UC. © 2025 The Author(s). Cancer Reports published by Wiley Periodicals LLC.",CBM588; pembrolizumab; probiotics; urothelial cancer,carboplatin; cbm 588; cisplatin; pembrolizumab; probiotic agent; unclassified drug; advanced cancer; aged; Article; cancer chemotherapy; cancer growth; cancer prognosis; cancer recurrence; cancer survival; clinical article; Clostridium butyricum; cohort analysis; controlled study; drug efficacy; drug induced disease; drug safety; drug withdrawal; female; first-line treatment; human; immune related adverse event; male; monotherapy; overall survival; progression free survival; retrospective study; transitional cell carcinoma,Article,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-105012582813
paper-2239,excluded,other_nonmaintenance,medium,generic vibration data logger,Ivanov S.,"Ivanov, Stefan (17434665800)",17434665800,Low-Cost Device for Collecting Data from Acceleration Sensors †,2025,Engineering Proceedings,104,1,10,,,0,10.3390/engproc2025104010,https://www.scopus.com/pages/publications/105017809375?origin=resultslist,"This article presents the development of a device for collecting data from acceleration sensors. The developed device uses a 32-bit ESP32 microcontroller, which offers good computational capabilities and rich communication peripherals. The current work examines the structure of the developed system, as well as its operational algorithm. The text presents the main components of the device and the method used for data acquisition. Vibration data was collected using a digital accelerometer. The configuration and parameterization of the device were carried out via a JSON file, which controlled the number of measurements and the rate at which they were performed. The acquired data can be easily filtered and processed using mathematical software, allowing it to be presented in a format suitable for further use in machine learning algorithms and artificial neural networks. The developed solution represents a low-cost alternative to similar vibration data acquisition systems, enabling condition monitoring of various machine components and predictive maintenance at a low hardware cost. © 2025 by the author.",accelerometer sensors; vibration measurement system,,Article,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-105017809375
paper-2242,excluded,software_it_cyber,high,cloud task fault tolerant scheduling,S S.R.; Aburukba R.,"S, Sheeja Rani (59985630700); Aburukba, Raafat (16038508600)",59985630700; 16038508600,Federated Learning-Driven IoT Request Scheduling for Fault Tolerance in Cloud Data Centers,2025,Mathematics,13,13,2198,,,2,10.3390/math13132198,https://www.scopus.com/pages/publications/105010324578?origin=resultslist,"Cloud computing is a virtualized and distributed computing model that provides resources and services based on demand and self-service. Resource failure is one of the major challenges in cloud computing, and there is a need for fault tolerance mechanisms. This paper addresses the issue by proposing a multi-objective radial kernelized federated learning-based fault-tolerant scheduling (MRKFL-FTS) technique for allocating multiple IoT requests or user tasks to virtual machines in cloud IoT-based environments. The MRKFL-FTS technique includes Cloud RAN (C-RAN) and Virtual RAN (V-RAN). The proposed MRKFL-FTS technique comprises four entities, namely, IoT devices, cloud servers, task assigners, and virtual machines. Each IoT device generates several service requests and sends them to the control server. At first, radial kernelized support vector regression is applied in the local training model to identify resource-efficient virtual machines. After that, locally trained models are combined, and the resulting model is fed into the global aggregation model. Finally, using a weighted round-robin method, the task assigner allocates incoming IoT service requests to virtual machines. This approach improves resource awareness and fault tolerance in scheduling. The quantitatively analyzed results show that the MRKFL-FTS technique achieved an 8% improvement in task scheduling efficiency and fault prediction accuracy, a 36% improvement in throughput, and a 14% reduction in makespan and time complexity. In addition, the MRKFL-FTS technique resulted in a 13% reduction in response time. The energy consumption of the MRKFL-FTS technique is reduced by 17% and increases the scalability by 8% compared to conventional scheduling techniques. © 2025 by the authors.",cloud; Cloud RAN (C-RAN); fault-tolerant scheduling; IoT; multi-objective federated learning; radial kernelized support vector regression; Virtual RAN (V-RAN); weighted round-robin scheduling method,,Article,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-105010324578
paper-2243,excluded,environment_natural_system,high,civil infra update: paved road network condition management,Hämäläinen A.; Vaismaa K.; Kolisoja P.,"Hämäläinen, Anne (59558842600); Vaismaa, Kalle (56958585800); Kolisoja, Pauli (6505957266)",59558842600; 56958585800; 6505957266,MANAGING AND PREDICTING THE CONDITION OF PAVED ROAD NETWORK IN FINLAND: ESSENTIAL TECHNICAL INFORMATION,2025,Baltic Journal of Road and Bridge Engineering,20,2,,24,42,1,10.7250/bjrbe.2025-20.658,https://www.scopus.com/pages/publications/105009731542?origin=resultslist,"The condition of roads is recognised as a critical foundation for economic prosperity and, therefore, requires continuous maintenance. Effective management of roads necessitates a clear understanding of the road network’s condition. This study aims to identify the technical condition information currently utilised, needed, and missing within the context of paved roads in Finland. The study is qualitative, with data consisting of fifteen semi-structured interviews: road authorities (7), maintenance specialists in road condition analysis (6), and contractors (2). Based on the results, recommendations were given for monitoring the road network. For monitoring functional conditions, a new method for detecting defects must be introduced, with other measurable parameters being better managed. For monitoring structural conditions, it is recommended to start regular deflection measurements and define the condition criteria. Additionally, more up-to-date information is needed on the condition of drainage structures. With the help of these findings and recommendations, it is possible to enhance the monitoring, management, and optimization of the road network’s condition in a more data-driven manner. © 2025 The Author(s).",pavement condition monitoring; predicting road condition; road condition; road condition management; road functional condition; road structural condition,Highway administration; Highway planning; Information management; Motor transportation; Roads and streets; Condition; Functionals; Pavement condition; Pavement condition monitoring; Predicting road condition; Road condition; Road condition management; Road functional condition; Road structural condition; Structural condition; Condition monitoring,Article,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-105009731542
paper-2247,excluded,other_nonmaintenance,medium,controversial scan: Protective-relay wavelet runtime testing targets grid stability and transient protection rather than a maintenance or asset-health decision.,Awada E.; Al-Mahrouk A.; Al-Rousan W.; Radwan E.,"Awada, Emad (18433658800); Al-Mahrouk, Akram (57217485244); Al-Rousan, Wasseem (57203310223); Radwan, Eyad (8950790100)",18433658800; 57217485244; 57203310223; 8950790100,Evaluating wavelet decomposition techniques in protective relays under continuous run-time simulated operation,2025,Results in Engineering,27,,106936,,,4,10.1016/j.rineng.2025.106936,https://www.scopus.com/pages/publications/105014108533?origin=resultslist,"As modern power systems continue to evolve with the integration of advanced technologies and a growing share of renewable energy sources, maintaining grid stability has become increasingly challenging. Variations in the fundamental frequency and the presence of harmonics can significantly affect the performance of electrical networks. To ensure a stable and reliable grid, continuous monitoring and protection are essential through digital measurements and frequency analysis. This study introduces a run-time testing model for protective frequency relays, utilizing the Wavelet transform as a signal decomposition. Known for its ability to analyze non-stationary signals, the Wavelet transform is applied in three testing configurations: run-time Simulink operation, a combination of Simulink and function-based testing, and run-time sampling for assessing over- and under-frequency relay performance. The model's effectiveness is evaluated based on several key factors, including system complexity, run time responsiveness, data sampling resolution, reaction time, and overall performance. Unlike traditional methods, this approach supports real-time signal decomposition, effective noise filtering, and accurate detection of transient faults. As a result, it delivers more reliable, responsive, and practical protection under the dynamic conditions of modern power grids. © 2025 The Author(s)",Data-driven analysis models; Dynamic condition monitoring; Dynamic modeling; Protective relay; Run time operation; Wavelet analysis,Ability testing; Condition monitoring; Electric fault currents; Electric power system protection; Electric power system stability; Electric power transmission networks; Power quality; Relay protection; Renewable energy; Signal analysis; Wavelet analysis; Wavelet decomposition; Analysis models; Data-driven analysis; Data-driven analyze model; Dynamic condition; Dynamic condition monitoring; Dynamics models; Run time operation; Runtimes; Wavelet analyze; Wavelet-analysis; Dynamic models,Article,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-105014108533
paper-2249,excluded,other_nonmaintenance,high,strict update: Library facility digital twin not equipment maintenance,Punia A.; Geetha C.J.; Ramesh D.B.; Nikhila K.; Manjunath H.R.; Tripathi R.K.,"Punia, Ankit (58195670300); Geetha, C.J. (60175304700); Ramesh, Dola Babu (57194182215); Nikhila, Kethirisetty (57672115700); Manjunath, Honganur Raju (24791581500); Tripathi, R.K. (58890384300)",58195670300; 60175304700; 57194182215; 57672115700; 24791581500; 58890384300,Implementing Digital Twins for Real-Time Library Operations Monitoring,2025,Indian Journal of Information Sources and Services,15,3,,66,75,2,10.51983/ijiss-2025.IJISS.15.3.08,https://www.scopus.com/pages/publications/105020725146?origin=resultslist,"Increased user expectations for intelligent systems fuel enhanced digitization of daily activities in library systems. We propose a new framework RT-LTM, Real-Time Library Twin Monitoring, which aims to utilize Digital Twins for real-time monitoring, predictive maintenance, and tailored service optimization in library spaces. RT-LTM framework designs a virtual model of library assets such as books, RFID-tagged materials, HVAC systems, and previous behavior analytics to achieve real-time synchronization of physical and virtual systems. The architecture integrates IoT sensors, edge-cloud computing, and AI analytics for real-time monitoring of spatial efficiency, resource consumption, and maintenance forecasting. A university library case study demonstrates the active library's real-time monitoring efficacy, resource access, energy use, and user satisfaction. The results highlight the outstanding impact of Digital Twin technology in contemporary library systems and services management. © The Research Publication, www.trp.org.in.",Automation in the Library; Digital Library Transformation; Digital Twin; IoT RealTime Monitoring; Library Management Software; Predictive Maintenance; Resource Use Optimization; RT-LTM; Smart Library; User Behavior Analytics,,Article,Final,All Open Access; Hybrid Gold Open Access,Scopus,2-s2.0-105020725146
paper-2251,excluded,other_nonmaintenance,high,strict update: Composite laminate structural design failure prediction,Milic Jankovic M.; Svorcan J.; Atanasovska I.,"Milic Jankovic, Milica (60075590900); Svorcan, Jelena (55862156500); Atanasovska, Ivana (25652740200)",60075590900; 55862156500; 25652740200,Development of an Artificial Neural Network-Based Tool for Predicting Failures in Composite Laminate Structures,2025,Biomimetics,10,8,520,,,0,10.3390/biomimetics10080520,https://www.scopus.com/pages/publications/105014407502?origin=resultslist,"Composite materials are widely used in aerospace, automotive, biomedical, and renewable energy sectors due to their high strength-to-weight ratio and design flexibility. However, their anisotropic and layered nature makes structural analysis and failure prediction challenging. Traditional methods require solving complex interlaminar stress–strain equations, demanding significant computational resources. This paper presents a bio-inspired machine learning approach, based on human reasoning, to accelerate predictions and reduce dependence on computationally intensive Finite Element Analysis (FEA). An artificial neural network model was developed to rapidly estimate key parameters—laminate thickness, total weight, maximum stress, displacement, deformation, and failure criteria—based on stacking sequence and geometry for a desired load case. Although validated using a specific composite beam, the methodology demonstrates potential for broader use in rapid structural assessment, with prediction deviations under 15% compared to FEA results. The time savings are particularly significant—while conventional FEA can take several hours or even days, the ANN model delivers accurate predictions within seconds. The approach significantly reduces computational time while maintaining precision. Moreover, with further refinement, this logic-driven model could be effectively applied to aircraft maintenance, enabling faster decision-making and improved structural reliability assessment. © 2025 by the authors.",artificial neural networks; composite materials; failure prediction; FEA; structural design,Biomimetics; Computation theory; Decision making; Failure (mechanical); Forecasting; Laminated composites; Structural analysis; Automotive energy; Composite laminate; Composites material; Failures prediction; Finite element analyse; High-strength; Laminate structures; Network-based tools; Neural-networks; Renewable energy sector; Neural networks,Article,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-105014407502
paper-2253,excluded,environment_natural_system,high,civil infra update: steel bridge corrosion fatigue degradation,Huang L.; Wan L.; Zuo Z.; Cai Z.; Wang X.; Liu H.; Liu J.,"Huang, Lizhen (57191711078); Wan, Li (59724151000); Zuo, Zifan (59700523700); Cai, Zhiqin (59700132300); Wang, Xianwei (59700523600); Liu, Hui (56121988200); Liu, Jingwen (59699360400)",57191711078; 59724151000; 59700523700; 59700132300; 59700523600; 56121988200; 59699360400,Corrosion-fatigue synergy in steel bridges: Mechanisms and mechanical degradation,2025,Results in Engineering,27,,106235,,,2,10.1016/j.rineng.2025.106235,https://www.scopus.com/pages/publications/105010331886?origin=resultslist,"This study pioneers the investigation of asynchronous corrosion-fatigue coupling effects on structural steel degradation, addressing a critical gap in understanding synergistic damage mechanisms under combined environmental and mechanical stresses. Through systematic experimentation under three service conditions (isolated corrosion, isolated fatigue, and asynchronous corrosion-fatigue coupling), key innovations include: (1) Quantification of a two-stage corrosion kinetics regime influenced by protective oxide layer formation; (2) Identification of an initial mechanical strengthening phase followed by progressive degradation, with yield strength showing 50 % reduction post-corrosion in coupled conditions; (3) Discovery of fatigue-induced ductility enhancement concurrent with strength loss in asynchronous coupling scenarios. These findings establish new mechanistic insights into time-dependent corrosion-fatigue interactions, providing a paradigm shift for predictive maintenance and corrosion-resistant design in steel bridge engineering. © 2025",Asynchronous coupling; Corrosion-fatigue interaction; Mechanical degradation; Structural steel; Yield strength,Corrosion fatigue; Corrosion protection; Corrosion resistance; Degradation; Fatigue damage; Predictive maintenance; Steel construction; Steel corrosion; Asynchronous coupling; Corrosion-fatigue; Corrosion-fatigue interaction; Coupling effect; Damage mechanism; Environmental stress; Fatigue interactions; Mechanical degradation; Mechanical stress; Structural steels; Yield stress,Article,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-105010331886
paper-2258,excluded,other_nonmaintenance,high,strict update: Fused silica optics material damage mechanics,Yang D.; Liu Z.; Zhao L.; Cheng J.; Chen M.; Wang S.; Geng F.; Sun Y.; Xu Q.,"Yang, Dinghuai (57204909811); Liu, Zhichao (55714625300); Zhao, Linjie (57203247289); Cheng, Jian (55492618200); Chen, Mingjun (7406352172); Wang, Shengfei (53164953000); Geng, Feng (55796966300); Sun, Yazhou (13806525700); Xu, Qiao (35249835100)",57204909811; 55714625300; 57203247289; 55492618200; 7406352172; 53164953000; 55796966300; 13806525700; 35249835100,Role of atomic electronic structure defects in initiating laser-induced modification and failure of brittle-hard fused silica optics,2025,Optica,12,8,,1291,1303,7,10.1364/OPTICA.563181,https://www.scopus.com/pages/publications/105014118212?origin=resultslist,"Laser-induced modification and failure are prone to occur on fused silica surfaces, seriously restricting their high-performance applications. However, it remains challenging to predict where and which type of damage would occur under specific laser conditions since the dominant traceable micro-structures in fused silica and corresponding influencing mechanisms have not been determined. It hinders effective solutions for damage issues. Herein, the damage and steady-state photoluminescence features of fused silica were explored to determine the dominant micro-structures. Furthermore, the influence mechanisms of these micro-structures under laser irradiation were studied based on the developed electron-transition and particle-in-cell plasma simulation models. It was, to our knowledge, first found that the electronic structure defects could govern the occurrence and types of laser-induced modification/failure. Accordingly, a non-destructive modification/failure prediction strategy based on steady-state photoluminescence detection was first proposed, whose accuracy was more than 90%. Furthermore, it was found that the initial electronic structure defects and laser intensities jointly determine the steady-state free-electron densities. Two vital intrinsic critical free-electron densities were found and defined (“first” and “second” free-electron densities). We found that the initial electronic defects could only induce defect “slow proliferation” as the steady-state free-electron density is smaller than the first critical value. The stress-induced damage could be induced when the steady-state free-electron density reaches the first critical value. The plasma ablative damage would be caused as the steady-state free-electron density reaches the second critical value. This work is meaningful for addressing the laser-induced damage issues of fused silica and other similar silicate glass, which could promote their application in intense-laser fields. © 2025 Optica Publishing Group under the terms of the Optica Open Access Publishing Agreement.",,Defect density; Electronic structure; Electrons; Failure (mechanical); Fused silica; Laser damage; Laser optics; Plasma theory; Silicates; Critical value; Electronic.structure; Free-electron density; Fused silica optics; High performance applications; Laser induced modification; Micro-structures; Silica surface; Steady state; Structure defects; Carrier concentration; Photoluminescence,Article,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-105014118212
paper-2266,excluded,generic_nonmaintenance_ai_control,high,static MOSFET modeling only,Bonkoungou B.D.R.; Gwoziecki R.; Perez G.; Sterna L.; Khatir Z.,"Bonkoungou, B.D.R. (59899163000); Gwoziecki, R. (6602538833); Perez, G. (57195370727); Sterna, L. (57193644520); Khatir, Z. (6602997103)",59899163000; 6602538833; 57195370727; 57193644520; 6602997103,Optimized semi-physical EKV model for simulation of SiC MOSFETs,2025,Microelectronics Reliability,171,,115780,,,0,10.1016/j.microrel.2025.115780,https://www.scopus.com/pages/publications/105005208866?origin=resultslist,"This paper presents a detailed static characteristic model based on the EKV (Enz Krummenacher and Vittoz) model for 1200 V SiC MOSFETs in power electronic applications, with a specific focus on IdsVgs at different temperatures. The study explores the nuanced behavior parameters in the model and provides a subset of results in this publication. Additionally, the methodology of parameter fitting for the model is elaborated upon, providing insights into the process of refining the model to match real-world behaviors. To validate the steady state characteristics, this paper integrates MOSFET capacitance modeling, internal diode characteristics, and the influence of parasitic elements in the printed circuit board (PCB) for dynamic simulations and comparison with experimental tests conducted. Notably, the model incorporates the physical behavior of the device and can facilitates the integration of drift models for specific parameters, such as threshold voltage Vth, on state resistance Rds,on. Additionally, with the integration of aging parameters models the current sharing in parallelized devices used in power electronics can be predicted through simulation with the EKV model. This integration can be crucial for establishing models for predictive maintenance of converters equipped with SiC MOSFETs. © 2025 The Authors",EKV model; Power electronics; SiC MOSFETs; Static characteristic modeling,Behavior parameters; Enz krummenacher and vittoz model; Model-based OPC; Modeling for simulations; Parameter fitting; Power electronic applications; Power-electronics; Real-world; SiC MOSFETs; Static characteristic models; MOSFET devices,Article,Final,All Open Access; Green Open Access; Hybrid Gold Open Access,Scopus,2-s2.0-105005208866
paper-2268,excluded,generic_nonmaintenance_ai_control,medium,generic UAV target detection,Liu C.; Lin C.; Han G.; Wang Z.; Wang Z.,"Liu, Cuimei (60040081400); Lin, Chuan (56158751000); Han, Guangjie (7202923237); Wang, Zhongxiang (59206671100); Wang, Zhenyu (57253658800)",60040081400; 56158751000; 7202923237; 59206671100; 57253658800,Lightweight Target Detection for Computationally Resource-Constrained and Low-cost UAV Platforms Using Dual-Weights Attention Technology,2025,KSII Transactions on Internet and Information Systems,19,7,,2250,2270,0,10.3837/tiis.2025.07.007,https://www.scopus.com/pages/publications/105013126678?origin=resultslist,"Computationally resource-constrained and low-cost UAV platforms have become pivotal in advancing industrial automation, safety monitoring, and infrastructure inspection, offering transformative socio-economic value. These platforms enable cost-effective, real-time data acquisition in industries such as logistics, energy, and agriculture, driving operational efficiency, predictive maintenance, and risk mitigation. However, deploying sophisticated target detection algorithms on resource-limited UAVs remains a critical challenge, as traditional models often compromise accuracy for efficiency. Addressing this gap, this study proposes Dual-Weights Attention Technology (DWAT), a novel lightweight detection framework tailored for UAV platforms. The methodological innovation of DWAT lies in three key components: (1) A lightweight depthwise dimension separation bottleneck (BottleNeck-DDW), which replaces conventional convolutions with multi-branch parallel processing to reduce parameters while retaining feature richness. Using grouped convolutions and attention-driven pooling, it minimizes computational costs without sacrificing feature extraction. (2) A CBAM-enhanced Neck network that integrates spatial-channel attention to prioritize salient features during multi-scale fusion, enhancing detection robustness in cluttered environments. (3) An Attention Decoupling Head (AD-Head) that decouples classification and localization tasks via task-specific attention mechanisms, addressing spatial misalignment and boosting prediction accuracy. Experimental validation on VOC, VisDrone, HIT-UAV, and FAIR1M2.0 datasets confirms DWAT’s superiority. Compared to leading lightweight models, DWAT achieves 81.6% mAP_0.5 (3% higher than YOLOv11-tiny) and 59.4% mAP_0.5:0.95 (5.8% improvement) with 54.3 FPS inference speed, outperforming YOLOv4-tiny, Drone-YOLO, and MobileNet-YOLO variants. Ablation studies highlight DWAT’s modular synergy: integrating BottleNeck-DDW reduced parameters by 23%, while AD-Head boosted mAP by 4.2%. Visual results further demonstrate DWAT’s capability to detect small, occluded objects with fewer false positives, even in UAV-captured aerial scenes. This work bridges the accuracy-efficiency gap in resource-constrained and low-cost UAV platforms, enabling reliable real-time detection for automated quality control, safety surveillance, and remote monitoring. By balancing minimal computational overhead with high performance, DWAT empowers scalable deployment of UAV technologies in resource-constrained settings, advancing intelligent manufacturing and smart industry ecosystems. © 2025 KSII.",Attention Decoupling Head; Convolutional Block Attention Module; Depthwise dimension separation bottleneck; Lightweight target detection; Resource-constrained and low-cost UAV,Accident prevention; Agriculture; Aircraft detection; Automation; Cost effectiveness; Drones; Feature extraction; Predictive maintenance; Attention decoupling head; Convolutional block attention module; Decouplings; Depthwise dimension separation bottleneck; Dual weights; Lightweight target detection; Low-costs; Resource-constrained and low-cost UAV; Targets detection; UAV platform; Convolution,Article,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-105013126678
paper-2275,excluded,other_nonmaintenance,high,"controversial scan: High-current rectifier design for metal recycling; predictive maintenance appears as a built-in feature, not the research focus.",Guevara N.A.; Tito J.P.; Torres R.R.S.,"Guevara, Nelson Aguilar (60052735900); Tito, Jerzhinio Pineda (60053007700); Torres, Raúl Ricardo Sulla (57208664261)",60052735900; 60053007700; 57208664261,Development and Design Of a 4000 Amp DC Rectifier for Industrial Metal Scrapping,2025,SSRG International Journal of Electrical and Electronics Engineering,12,7,,210,220,0,10.14445/23488379/IJEEE-V12I7P115,https://www.scopus.com/pages/publications/105013596424?origin=resultslist,"This paper presents the development and design of a high efficiency 4000A at 12VDC DC rectifier for metal scrapping, overcoming the limitations of conventional systems such as low energy efficiency of 90-96%, inaccurate current control and frequent maintenance. The proposed system uses PWM modulation with Half-Bridge type IGBTs (15kHz), controlled by an ATmega328P microcontroller and SG3525N integrated circuit, achieving 5 times higher efficiency. An HMI system that allows precise current/voltage adjustments (±2% error), adapting to different metals needed in different ranges, such as copper, aluminum, etc. Advanced protections include alerts, a predictive maintenance system, real-time monitoring, and fast response to failures through an ATMEGA 328P microcontroller and vacuum contactors. Compared to conventional SCR-based rectifiers, the equipment provides 24% higher energy efficiency than SCR, 40% lower downtime and operating costs, and improved purity of recovered metal. This work demonstrates how modern power electronics can optimize industrial metal recycling processes, combining efficiency, automation and robustness for sustainable recovery. © 2025 Seventh Sense Research Group®. This is an open access article under the CC BY-NC-ND license (http://creativecommons.org/licenses/by-nc-nd/4.0/)",Electrolytic metal recycling; High-current DC rectifier; IGBT-based half-bridge converter; Modbus TCP/IP control system; Predictive maintenance in power electronics,,Article,Final,All Open Access; Hybrid Gold Open Access,Scopus,2-s2.0-105013596424
paper-2277,excluded,other_nonmaintenance,medium,static joint strength design,Wan C.; Du X.; Zhang G.; Yu Z.; Lian X.,"Wan, Chunhua (57965966500); Du, Xin (58492704600); Zhang, Guofan (57191841310); Yu, Zhefeng (55577671400); Lian, Xin (58564638300)",57965966500; 58492704600; 57191841310; 55577671400; 58564638300,Effect of Pitch Angle on the Strength of a TC4/Helicoidal Composite Double-Bolt Scarf Joint: A Numerical Study,2025,Materials,18,17,3956,,,1,10.3390/ma18173956,https://www.scopus.com/pages/publications/105015515766?origin=resultslist,"A progressive damage model was developed to study the damage and failure behavior of CFRP/Ti double-bolt scarf joints under quasi-static loading. The three-dimensional Hashin failure criterion was integrated into a finite element model via the ABAQUS user-defined material subroutine. Quasi-static tensile tests were conducted to investigate failure mechanisms and validate the model. The predicted failure modes match the experimental results with an error of 11.8% in the prediction of ultimate load. The effect of helicoidal layup on the composite joint was studied for the application of a helicoidal composite. The results show that the helicoidal layup configuration with a 45/−45 layup on the surface had the highest failure load, and the helicoidal layup introduced more tensile damage in the matrix. This study offers practical failure prediction methods and comprehensive failure mode analysis for composite bolted scarf joints. © 2025 by the authors.",failure behavior; helicoidal composite; progressive damage model; scarf joint,ABAQUS; Bolts; Failure (mechanical); Failure modes; Outages; Safety engineering; Tensile strength; Damage and failure; Damage behaviour; Damage modelling; Failure behaviors; Helicoidal composite; Helicoidal layup; Pitch angle; Progressive damage; Progressive damage model; Scarf joints; Tensile testing,Article,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-105015515766
