batch_index,corpus_id,filename,source_path,staged_path,staged_by
112,paper-2590,paper-2590_real_time_fault_diagnosis_of_mooring_chain_jack_hydraulic_system_based_on_multi_scale_featur.pdf,extraction_papers/paper-2590_real_time_fault_diagnosis_of_mooring_chain_jack_hydraulic_system_based_on_multi_scale_featur.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2590_real_time_fault_diagnosis_of_mooring_chain_jack_hydraulic_system_based_on_multi_scale_featur.pdf,hardlink
113,paper-2591,paper-2591_optimization_of_business_processes_using_artificial_intelligence.pdf,extraction_papers/paper-2591_optimization_of_business_processes_using_artificial_intelligence.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2591_optimization_of_business_processes_using_artificial_intelligence.pdf,hardlink
114,paper-2592,paper-2592_stochastic_modeling_and_time_frequency_analysis_for_predictive_maintenance_of_automotive_sus.pdf,extraction_papers/paper-2592_stochastic_modeling_and_time_frequency_analysis_for_predictive_maintenance_of_automotive_sus.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2592_stochastic_modeling_and_time_frequency_analysis_for_predictive_maintenance_of_automotive_sus.pdf,hardlink
115,paper-2593,paper-2593_a_hybrid_deep_learning_approach_for_bearing_fault_diagnosis_using_continuous_wavelet_transfo.pdf,extraction_papers/paper-2593_a_hybrid_deep_learning_approach_for_bearing_fault_diagnosis_using_continuous_wavelet_transfo.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2593_a_hybrid_deep_learning_approach_for_bearing_fault_diagnosis_using_continuous_wavelet_transfo.pdf,hardlink
116,paper-2595,paper-2595_a_mold_damage_monitoring_algorithm_for_power_metallurgy_molding_machines_using_bidirectional.pdf,extraction_papers/paper-2595_a_mold_damage_monitoring_algorithm_for_power_metallurgy_molding_machines_using_bidirectional.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2595_a_mold_damage_monitoring_algorithm_for_power_metallurgy_molding_machines_using_bidirectional.pdf,hardlink
117,paper-2598,paper-2598_accuracy_evaluation_method_for_blade_vibration_measurement_in_blade_tip_timing_based_on_dire.pdf,extraction_papers/paper-2598_accuracy_evaluation_method_for_blade_vibration_measurement_in_blade_tip_timing_based_on_dire.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2598_accuracy_evaluation_method_for_blade_vibration_measurement_in_blade_tip_timing_based_on_dire.pdf,hardlink
118,paper-2600,paper-2600_addressing_sensor_data_heterogeneity_and_sample_imbalance_a_transformer_based_approach_for_b.pdf,extraction_papers/paper-2600_addressing_sensor_data_heterogeneity_and_sample_imbalance_a_transformer_based_approach_for_b.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2600_addressing_sensor_data_heterogeneity_and_sample_imbalance_a_transformer_based_approach_for_b.pdf,hardlink
119,paper-2601,paper-2601_the_rul_prediction_of_li_ion_batteries_based_on_adaptive_lstm.pdf,extraction_papers/paper-2601_the_rul_prediction_of_li_ion_batteries_based_on_adaptive_lstm.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2601_the_rul_prediction_of_li_ion_batteries_based_on_adaptive_lstm.pdf,hardlink
120,paper-2603,paper-2603_study_on_energy_efficiency_and_maintenance_optimization_of_run_out_table_in_hot_rolling_mill.pdf,extraction_papers/paper-2603_study_on_energy_efficiency_and_maintenance_optimization_of_run_out_table_in_hot_rolling_mill.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2603_study_on_energy_efficiency_and_maintenance_optimization_of_run_out_table_in_hot_rolling_mill.pdf,hardlink
121,paper-2607,paper-2607_tkeo_enhanced_machine_learning_for_classification_of_bearing_faults_in_predictive_maintenanc.pdf,extraction_papers/paper-2607_tkeo_enhanced_machine_learning_for_classification_of_bearing_faults_in_predictive_maintenanc.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2607_tkeo_enhanced_machine_learning_for_classification_of_bearing_faults_in_predictive_maintenanc.pdf,hardlink
122,paper-2610,paper-2610_wing_technique_as_a_comprehensive_method_for_stator_and_rotor_inter_turn_fault_diagnosis_in.pdf,extraction_papers/paper-2610_wing_technique_as_a_comprehensive_method_for_stator_and_rotor_inter_turn_fault_diagnosis_in.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2610_wing_technique_as_a_comprehensive_method_for_stator_and_rotor_inter_turn_fault_diagnosis_in.pdf,hardlink
123,paper-2611,paper-2611_prognostic_based_active_battery_degradation_management_in_wireless_sensor_networks_for_group.pdf,extraction_papers/paper-2611_prognostic_based_active_battery_degradation_management_in_wireless_sensor_networks_for_group.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2611_prognostic_based_active_battery_degradation_management_in_wireless_sensor_networks_for_group.pdf,hardlink
124,paper-2614,paper-2614_an_adaptive_dual_distillation_framework_for_efficient_remaining_useful_life_prediction.pdf,extraction_papers/paper-2614_an_adaptive_dual_distillation_framework_for_efficient_remaining_useful_life_prediction.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2614_an_adaptive_dual_distillation_framework_for_efficient_remaining_useful_life_prediction.pdf,hardlink
125,paper-2616,paper-2616_a_comparative_study_of_image_processing_and_machine_learning_methods_for_classification_of_r.pdf,extraction_papers/paper-2616_a_comparative_study_of_image_processing_and_machine_learning_methods_for_classification_of_r.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2616_a_comparative_study_of_image_processing_and_machine_learning_methods_for_classification_of_r.pdf,hardlink
126,paper-2617,paper-2617_real_time_monitoring_of_on_board_unit_status_in_highway_electronic_toll_collection_systems_u.pdf,extraction_papers/paper-2617_real_time_monitoring_of_on_board_unit_status_in_highway_electronic_toll_collection_systems_u.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2617_real_time_monitoring_of_on_board_unit_status_in_highway_electronic_toll_collection_systems_u.pdf,hardlink
127,paper-2618,paper-2618_hybrid_ai_models_for_predictive_electric_vehicle_battery_capacity_estimation_and_fault_toler.pdf,extraction_papers/paper-2618_hybrid_ai_models_for_predictive_electric_vehicle_battery_capacity_estimation_and_fault_toler.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2618_hybrid_ai_models_for_predictive_electric_vehicle_battery_capacity_estimation_and_fault_toler.pdf,hardlink
128,paper-2620,paper-2620_a_mid_1dc_lrt_multi_task_model_for_soh_assessment_and_rul_prediction_of_mechanical_systems.pdf,extraction_papers/paper-2620_a_mid_1dc_lrt_multi_task_model_for_soh_assessment_and_rul_prediction_of_mechanical_systems.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2620_a_mid_1dc_lrt_multi_task_model_for_soh_assessment_and_rul_prediction_of_mechanical_systems.pdf,hardlink
129,paper-2621,paper-2621_data_augmentation_for_damaged_scenarios_in_floating_offshore_wind_turbines_an_approach_based.pdf,extraction_papers/paper-2621_data_augmentation_for_damaged_scenarios_in_floating_offshore_wind_turbines_an_approach_based.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2621_data_augmentation_for_damaged_scenarios_in_floating_offshore_wind_turbines_an_approach_based.pdf,hardlink
130,paper-2624,paper-2624_pemfc_rul_prediction_for_non_stationary_time_series_based_on_crossformer_model.pdf,extraction_papers/paper-2624_pemfc_rul_prediction_for_non_stationary_time_series_based_on_crossformer_model.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2624_pemfc_rul_prediction_for_non_stationary_time_series_based_on_crossformer_model.pdf,hardlink
131,paper-2628,paper-2628_online_pre_diagnosis_of_multiple_faults_in_proton_exchange_membrane_fuel_cells_by_convolutio.pdf,extraction_papers/paper-2628_online_pre_diagnosis_of_multiple_faults_in_proton_exchange_membrane_fuel_cells_by_convolutio.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2628_online_pre_diagnosis_of_multiple_faults_in_proton_exchange_membrane_fuel_cells_by_convolutio.pdf,hardlink
132,paper-2631,paper-2631_a_learning_probabilistic_boolean_network_model_of_a_manufacturing_process_with_applications.pdf,extraction_papers/paper-2631_a_learning_probabilistic_boolean_network_model_of_a_manufacturing_process_with_applications.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2631_a_learning_probabilistic_boolean_network_model_of_a_manufacturing_process_with_applications.pdf,hardlink
133,paper-2637,paper-2637_a_robust_conformal_framework_for_iot_based_predictive_maintenance.pdf,extraction_papers/paper-2637_a_robust_conformal_framework_for_iot_based_predictive_maintenance.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2637_a_robust_conformal_framework_for_iot_based_predictive_maintenance.pdf,hardlink
134,paper-2638,paper-2638_knot_tpp_a_unified_deep_learning_model_for_process_incidence_and_tool_wear_monitoring_in_sta.pdf,extraction_papers/paper-2638_knot_tpp_a_unified_deep_learning_model_for_process_incidence_and_tool_wear_monitoring_in_sta.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2638_knot_tpp_a_unified_deep_learning_model_for_process_incidence_and_tool_wear_monitoring_in_sta.pdf,hardlink
135,paper-2641,paper-2641_condition_monitoring_of_roller_bearing_using_enhanced_dempster_shafer_evidence_theory.pdf,extraction_papers/paper-2641_condition_monitoring_of_roller_bearing_using_enhanced_dempster_shafer_evidence_theory.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2641_condition_monitoring_of_roller_bearing_using_enhanced_dempster_shafer_evidence_theory.pdf,hardlink
136,paper-2642,paper-2642_suitability_of_selected_diagnostic_factors_for_assessing_the_technical_condition_of_the_work.pdf,extraction_papers/paper-2642_suitability_of_selected_diagnostic_factors_for_assessing_the_technical_condition_of_the_work.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2642_suitability_of_selected_diagnostic_factors_for_assessing_the_technical_condition_of_the_work.pdf,hardlink
137,paper-2643,paper-2643_a_reliable_unsupervised_sensor_data_fusion_method_for_fault_detection_in_brushless_direct_cu.pdf,extraction_papers/paper-2643_a_reliable_unsupervised_sensor_data_fusion_method_for_fault_detection_in_brushless_direct_cu.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2643_a_reliable_unsupervised_sensor_data_fusion_method_for_fault_detection_in_brushless_direct_cu.pdf,hardlink
138,paper-2645,paper-2645_a_hybrid_dscnn_bilstm_model_for_accurate_wind_turbine_temperature_prediction.pdf,extraction_papers/paper-2645_a_hybrid_dscnn_bilstm_model_for_accurate_wind_turbine_temperature_prediction.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2645_a_hybrid_dscnn_bilstm_model_for_accurate_wind_turbine_temperature_prediction.pdf,hardlink
139,paper-2646,paper-2646_assessment_of_conveyor_telemetry_system_in_a_manufacturing_firm_a_case_study_of_a_brewery_in.pdf,extraction_papers/paper-2646_assessment_of_conveyor_telemetry_system_in_a_manufacturing_firm_a_case_study_of_a_brewery_in.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2646_assessment_of_conveyor_telemetry_system_in_a_manufacturing_firm_a_case_study_of_a_brewery_in.pdf,hardlink
140,paper-2647,paper-2647_rul_prediction_method_for_lithium_ion_batteries_based_on_the_soa_elm_algorithm.pdf,extraction_papers/paper-2647_rul_prediction_method_for_lithium_ion_batteries_based_on_the_soa_elm_algorithm.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2647_rul_prediction_method_for_lithium_ion_batteries_based_on_the_soa_elm_algorithm.pdf,hardlink
141,paper-2648,paper-2648_performance_optimization_of_machine_learning_algorithms_for_fault_detection_and_diagnosis_in.pdf,extraction_papers/paper-2648_performance_optimization_of_machine_learning_algorithms_for_fault_detection_and_diagnosis_in.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2648_performance_optimization_of_machine_learning_algorithms_for_fault_detection_and_diagnosis_in.pdf,hardlink
142,paper-2649,paper-2649_a_long_tail_fault_diagnosis_method_based_on_a_coupled_time_frequency_attention_transformer.pdf,extraction_papers/paper-2649_a_long_tail_fault_diagnosis_method_based_on_a_coupled_time_frequency_attention_transformer.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2649_a_long_tail_fault_diagnosis_method_based_on_a_coupled_time_frequency_attention_transformer.pdf,hardlink
143,paper-2652,paper-2652_implementation_of_mf_block_in_cnn_for_advanced_reb_fault_diagnosis.pdf,extraction_papers/paper-2652_implementation_of_mf_block_in_cnn_for_advanced_reb_fault_diagnosis.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2652_implementation_of_mf_block_in_cnn_for_advanced_reb_fault_diagnosis.pdf,hardlink
144,paper-2653,paper-2653_classification_of_artificial_gear_damage_by_angle_measurement_utilizing_the_gear_wheel_as_a.pdf,extraction_papers/paper-2653_classification_of_artificial_gear_damage_by_angle_measurement_utilizing_the_gear_wheel_as_a.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2653_classification_of_artificial_gear_damage_by_angle_measurement_utilizing_the_gear_wheel_as_a.pdf,hardlink
145,paper-2654,paper-2654_remaining_useful_life_rul_prediction_based_on_the_bivariant_two_phase_nonlinear_wiener_degra.pdf,extraction_papers/paper-2654_remaining_useful_life_rul_prediction_based_on_the_bivariant_two_phase_nonlinear_wiener_degra.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2654_remaining_useful_life_rul_prediction_based_on_the_bivariant_two_phase_nonlinear_wiener_degra.pdf,hardlink
146,paper-2656,paper-2656_an_ews_lstm_based_deep_learning_early_warning_system_for_industrial_machine_fault_prediction.pdf,extraction_papers/paper-2656_an_ews_lstm_based_deep_learning_early_warning_system_for_industrial_machine_fault_prediction.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2656_an_ews_lstm_based_deep_learning_early_warning_system_for_industrial_machine_fault_prediction.pdf,hardlink
147,paper-2657,paper-2657_the_impact_of_data_augmentation_on_ai_driven_predictive_algorithms_for_enhanced_solar_panel.pdf,extraction_papers/paper-2657_the_impact_of_data_augmentation_on_ai_driven_predictive_algorithms_for_enhanced_solar_panel.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2657_the_impact_of_data_augmentation_on_ai_driven_predictive_algorithms_for_enhanced_solar_panel.pdf,hardlink
148,paper-2658,paper-2658_redefining_early_warning_frameworks_for_predictive_maintenance_in_service_intensive_building.pdf,extraction_papers/paper-2658_redefining_early_warning_frameworks_for_predictive_maintenance_in_service_intensive_building.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2658_redefining_early_warning_frameworks_for_predictive_maintenance_in_service_intensive_building.pdf,hardlink
149,paper-2659,paper-2659_technical_language_processing_for_prognostics_and_health_management_applying_text_similarity.pdf,extraction_papers/paper-2659_technical_language_processing_for_prognostics_and_health_management_applying_text_similarity.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2659_technical_language_processing_for_prognostics_and_health_management_applying_text_similarity.pdf,hardlink
150,paper-2660,paper-2660_cnn_transformer_bigru_a_pump_fault_detection_model_for_industrialized_recirculating_aquacult.pdf,extraction_papers/paper-2660_cnn_transformer_bigru_a_pump_fault_detection_model_for_industrialized_recirculating_aquacult.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2660_cnn_transformer_bigru_a_pump_fault_detection_model_for_industrialized_recirculating_aquacult.pdf,hardlink
151,paper-2661,paper-2661_a_remaining_useful_life_prediction_method_for_rolling_bearings_based_on_hierarchical_cluster.pdf,extraction_papers/paper-2661_a_remaining_useful_life_prediction_method_for_rolling_bearings_based_on_hierarchical_cluster.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2661_a_remaining_useful_life_prediction_method_for_rolling_bearings_based_on_hierarchical_cluster.pdf,hardlink
152,paper-2663,paper-2663_artificial_intelligence_based_techniques_for_fouling_resistance_estimation_of_shell_and_tube.pdf,extraction_papers/paper-2663_artificial_intelligence_based_techniques_for_fouling_resistance_estimation_of_shell_and_tube.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2663_artificial_intelligence_based_techniques_for_fouling_resistance_estimation_of_shell_and_tube.pdf,hardlink
153,paper-2664,paper-2664_early_remaining_useful_life_prediction_for_lithium_ion_batteries_using_a_gaussian_process_re.pdf,extraction_papers/paper-2664_early_remaining_useful_life_prediction_for_lithium_ion_batteries_using_a_gaussian_process_re.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2664_early_remaining_useful_life_prediction_for_lithium_ion_batteries_using_a_gaussian_process_re.pdf,hardlink
154,paper-2667,paper-2667_the_relationship_between_shaft_vibration_and_bearing_vibration_under_imbalanced_state_based.pdf,extraction_papers/paper-2667_the_relationship_between_shaft_vibration_and_bearing_vibration_under_imbalanced_state_based.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2667_the_relationship_between_shaft_vibration_and_bearing_vibration_under_imbalanced_state_based.pdf,hardlink
155,paper-2669,paper-2669_solar_vit_vision_transformer_for_fault_detection_in_solar_pv_systems.pdf,extraction_papers/paper-2669_solar_vit_vision_transformer_for_fault_detection_in_solar_pv_systems.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2669_solar_vit_vision_transformer_for_fault_detection_in_solar_pv_systems.pdf,hardlink
156,paper-2670,paper-2670_an_adaptive_bigru_assa_itransformer_method_for_remaining_useful_life_prediction_of_bearing_i.pdf,extraction_papers/paper-2670_an_adaptive_bigru_assa_itransformer_method_for_remaining_useful_life_prediction_of_bearing_i.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2670_an_adaptive_bigru_assa_itransformer_method_for_remaining_useful_life_prediction_of_bearing_i.pdf,hardlink
157,paper-2674,paper-2674_bearing_fault_detection_in_adjustable_speed_drives_via_self_organized_operational_neural_net.pdf,extraction_papers/paper-2674_bearing_fault_detection_in_adjustable_speed_drives_via_self_organized_operational_neural_net.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2674_bearing_fault_detection_in_adjustable_speed_drives_via_self_organized_operational_neural_net.pdf,hardlink
158,paper-2676,paper-2676_predictive_maintenance_algorithms_artificial_intelligence_digital_twin_technologies_and_inte.pdf,extraction_papers/paper-2676_predictive_maintenance_algorithms_artificial_intelligence_digital_twin_technologies_and_inte.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2676_predictive_maintenance_algorithms_artificial_intelligence_digital_twin_technologies_and_inte.pdf,hardlink
159,paper-2677,paper-2677_predicting_remaining_useful_life_and_optimizing_preventive_maintenance_for_multistage_manufa.pdf,extraction_papers/paper-2677_predicting_remaining_useful_life_and_optimizing_preventive_maintenance_for_multistage_manufa.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2677_predicting_remaining_useful_life_and_optimizing_preventive_maintenance_for_multistage_manufa.pdf,hardlink
160,paper-2679,paper-2679_research_on_missing_data_estimation_method_for_upfc_submodules_based_on_bayesian_multiple_im.pdf,extraction_papers/paper-2679_research_on_missing_data_estimation_method_for_upfc_submodules_based_on_bayesian_multiple_im.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2679_research_on_missing_data_estimation_method_for_upfc_submodules_based_on_bayesian_multiple_im.pdf,hardlink
161,paper-2687,paper-2687_diagnosis_of_power_transformer_on_load_tap_changer_mechanical_faults_based_on_sabo_optimized.pdf,extraction_papers/paper-2687_diagnosis_of_power_transformer_on_load_tap_changer_mechanical_faults_based_on_sabo_optimized.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2687_diagnosis_of_power_transformer_on_load_tap_changer_mechanical_faults_based_on_sabo_optimized.pdf,hardlink
162,paper-2688,paper-2688_optimal_operation_of_a_tablet_pressing_machine_using_deep_neural_network_embedded_mixed_inte.pdf,extraction_papers/paper-2688_optimal_operation_of_a_tablet_pressing_machine_using_deep_neural_network_embedded_mixed_inte.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2688_optimal_operation_of_a_tablet_pressing_machine_using_deep_neural_network_embedded_mixed_inte.pdf,hardlink
163,paper-2689,paper-2689_sensor_based_monitoring_data_from_an_industrial_system_of_centrifugal_pumps.pdf,extraction_papers/paper-2689_sensor_based_monitoring_data_from_an_industrial_system_of_centrifugal_pumps.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2689_sensor_based_monitoring_data_from_an_industrial_system_of_centrifugal_pumps.pdf,hardlink
164,paper-2691,paper-2691_difflime_enhancing_explainability_with_a_diffusion_based_lime_algorithm_for_fault_diagnosis.pdf,extraction_papers/paper-2691_difflime_enhancing_explainability_with_a_diffusion_based_lime_algorithm_for_fault_diagnosis.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2691_difflime_enhancing_explainability_with_a_diffusion_based_lime_algorithm_for_fault_diagnosis.pdf,hardlink
165,paper-2692,paper-2692_th_rotate_a_hybrid_knowledge_graph_embedding_framework_for_fault_diagnosis_in_railway_operat.pdf,extraction_papers/paper-2692_th_rotate_a_hybrid_knowledge_graph_embedding_framework_for_fault_diagnosis_in_railway_operat.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2692_th_rotate_a_hybrid_knowledge_graph_embedding_framework_for_fault_diagnosis_in_railway_operat.pdf,hardlink
166,paper-2693,paper-2693_transfer_learning_approach_using_simulated_induction_motor_bearing_data_a_comparative_analys.pdf,extraction_papers/paper-2693_transfer_learning_approach_using_simulated_induction_motor_bearing_data_a_comparative_analys.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2693_transfer_learning_approach_using_simulated_induction_motor_bearing_data_a_comparative_analys.pdf,hardlink
167,paper-2696,paper-2696_a_deep_equilibrium_model_for_remaining_useful_life_estimation_of_aircraft_engines.pdf,extraction_papers/paper-2696_a_deep_equilibrium_model_for_remaining_useful_life_estimation_of_aircraft_engines.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2696_a_deep_equilibrium_model_for_remaining_useful_life_estimation_of_aircraft_engines.pdf,hardlink
168,paper-2697,paper-2697_bearing_lifespan_reliability_prediction_method_based_on_multiscale_feature_extraction_and_du.pdf,extraction_papers/paper-2697_bearing_lifespan_reliability_prediction_method_based_on_multiscale_feature_extraction_and_du.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2697_bearing_lifespan_reliability_prediction_method_based_on_multiscale_feature_extraction_and_du.pdf,hardlink
169,paper-2699,paper-2699_online_tool_wear_monitoring_via_long_short_term_memory_lstm_improved_particle_filtering_and.pdf,extraction_papers/paper-2699_online_tool_wear_monitoring_via_long_short_term_memory_lstm_improved_particle_filtering_and.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2699_online_tool_wear_monitoring_via_long_short_term_memory_lstm_improved_particle_filtering_and.pdf,hardlink
170,paper-2700,paper-2700_detecting_particle_contamination_in_bearings_of_inverter_fed_induction_motors_a_comparative.pdf,extraction_papers/paper-2700_detecting_particle_contamination_in_bearings_of_inverter_fed_induction_motors_a_comparative.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2700_detecting_particle_contamination_in_bearings_of_inverter_fed_induction_motors_a_comparative.pdf,hardlink
171,paper-2703,paper-2703_enhancing_asset_reliability_and_sustainability_a_comparative_study_of_neural_networks_and_ar.pdf,extraction_papers/paper-2703_enhancing_asset_reliability_and_sustainability_a_comparative_study_of_neural_networks_and_ar.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2703_enhancing_asset_reliability_and_sustainability_a_comparative_study_of_neural_networks_and_ar.pdf,hardlink
172,paper-2704,paper-2704_predicting_filter_medium_performances_in_chamber_filter_presses_with_digital_twins_using_neu.pdf,extraction_papers/paper-2704_predicting_filter_medium_performances_in_chamber_filter_presses_with_digital_twins_using_neu.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2704_predicting_filter_medium_performances_in_chamber_filter_presses_with_digital_twins_using_neu.pdf,hardlink
173,paper-2705,paper-2705_cost_optimised_machine_learning_model_comparison_for_predictive_maintenance.pdf,extraction_papers/paper-2705_cost_optimised_machine_learning_model_comparison_for_predictive_maintenance.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2705_cost_optimised_machine_learning_model_comparison_for_predictive_maintenance.pdf,hardlink
174,paper-2707,paper-2707_multichannel_attention_based_tcn_gru_network_for_remaining_useful_life_prediction_of_aero_en.pdf,extraction_papers/paper-2707_multichannel_attention_based_tcn_gru_network_for_remaining_useful_life_prediction_of_aero_en.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2707_multichannel_attention_based_tcn_gru_network_for_remaining_useful_life_prediction_of_aero_en.pdf,hardlink
175,paper-2709,paper-2709_managing_operational_efficiency_and_reducing_aircraft_downtime_by_optimization_of_aircraft_o.pdf,extraction_papers/paper-2709_managing_operational_efficiency_and_reducing_aircraft_downtime_by_optimization_of_aircraft_o.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2709_managing_operational_efficiency_and_reducing_aircraft_downtime_by_optimization_of_aircraft_o.pdf,hardlink
176,paper-2712,paper-2712_enhanced_prediction_of_the_remaining_useful_life_of_rolling_bearings_under_cross_working_con.pdf,extraction_papers/paper-2712_enhanced_prediction_of_the_remaining_useful_life_of_rolling_bearings_under_cross_working_con.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2712_enhanced_prediction_of_the_remaining_useful_life_of_rolling_bearings_under_cross_working_con.pdf,hardlink
