batch_index,corpus_id,filename,source_path,staged_path
73,paper-0205,paper-0205_cpu_deployment_oriented_evaluation_of_compact_neural_networks_for_remaining_useful_life_pred.pdf,extraction_papers/paper-0205_cpu_deployment_oriented_evaluation_of_compact_neural_networks_for_remaining_useful_life_pred.pdf,extraction_papers/ontocast_runs/run_100_20260611_194110/input/paper-0205_cpu_deployment_oriented_evaluation_of_compact_neural_networks_for_remaining_useful_life_pred.pdf
74,paper-0210,paper-0210_toward_sustainable_photovoltaic_operations_evaluating_validation_strategies_for_inverter_fau.pdf,extraction_papers/paper-0210_toward_sustainable_photovoltaic_operations_evaluating_validation_strategies_for_inverter_fau.pdf,extraction_papers/ontocast_runs/run_100_20260611_194110/input/paper-0210_toward_sustainable_photovoltaic_operations_evaluating_validation_strategies_for_inverter_fau.pdf
75,paper-0212,paper-0212_iiot_based_remote_monitoring_system_for_temperature_current_and_vibration_using_plc_and_node.pdf,extraction_papers/paper-0212_iiot_based_remote_monitoring_system_for_temperature_current_and_vibration_using_plc_and_node.pdf,extraction_papers/ontocast_runs/run_100_20260611_194110/input/paper-0212_iiot_based_remote_monitoring_system_for_temperature_current_and_vibration_using_plc_and_node.pdf
76,paper-0213,paper-0213_fouling_induced_degradation_and_pneumoshock_cleaning_strategy_for_shell_and_tube_heat_exchan.pdf,extraction_papers/paper-0213_fouling_induced_degradation_and_pneumoshock_cleaning_strategy_for_shell_and_tube_heat_exchan.pdf,extraction_papers/ontocast_runs/run_100_20260611_194110/input/paper-0213_fouling_induced_degradation_and_pneumoshock_cleaning_strategy_for_shell_and_tube_heat_exchan.pdf
77,paper-0217,paper-0217_fault_detection_and_diagnosis_in_photovoltaic_systems_using_artificial_intelligence_and_time.pdf,extraction_papers/paper-0217_fault_detection_and_diagnosis_in_photovoltaic_systems_using_artificial_intelligence_and_time.pdf,extraction_papers/ontocast_runs/run_100_20260611_194110/input/paper-0217_fault_detection_and_diagnosis_in_photovoltaic_systems_using_artificial_intelligence_and_time.pdf
78,paper-0218,paper-0218_hvc_nsga_iii_with_thermal_electrochemical_degradation_coupling_for_four_objective_day_ahead.pdf,extraction_papers/paper-0218_hvc_nsga_iii_with_thermal_electrochemical_degradation_coupling_for_four_objective_day_ahead.pdf,extraction_papers/ontocast_runs/run_100_20260611_194110/input/paper-0218_hvc_nsga_iii_with_thermal_electrochemical_degradation_coupling_for_four_objective_day_ahead.pdf
79,paper-0221,paper-0221_multi_sensor_process_monitoring_and_fault_diagnosis_for_multi_mode_industrial_servomotor_sys.pdf,extraction_papers/paper-0221_multi_sensor_process_monitoring_and_fault_diagnosis_for_multi_mode_industrial_servomotor_sys.pdf,extraction_papers/ontocast_runs/run_100_20260611_194110/input/paper-0221_multi_sensor_process_monitoring_and_fault_diagnosis_for_multi_mode_industrial_servomotor_sys.pdf
80,paper-0222,paper-0222_coupled_fluid_structure_interaction_simulation_of_aerodynamic_load_fluctuations_and_fatigue.pdf,extraction_papers/paper-0222_coupled_fluid_structure_interaction_simulation_of_aerodynamic_load_fluctuations_and_fatigue.pdf,extraction_papers/ontocast_runs/run_100_20260611_194110/input/paper-0222_coupled_fluid_structure_interaction_simulation_of_aerodynamic_load_fluctuations_and_fatigue.pdf
81,paper-0223,paper-0223_research_on_the_end_mill_life_prediction_method_based_on_feature_fusion.pdf,extraction_papers/paper-0223_research_on_the_end_mill_life_prediction_method_based_on_feature_fusion.pdf,extraction_papers/ontocast_runs/run_100_20260611_194110/input/paper-0223_research_on_the_end_mill_life_prediction_method_based_on_feature_fusion.pdf
82,paper-0224,paper-0224_lamb_wave_based_structural_health_monitoring_for_surface_crack_detection_in_pipelines.pdf,extraction_papers/paper-0224_lamb_wave_based_structural_health_monitoring_for_surface_crack_detection_in_pipelines.pdf,extraction_papers/ontocast_runs/run_100_20260611_194110/input/paper-0224_lamb_wave_based_structural_health_monitoring_for_surface_crack_detection_in_pipelines.pdf
83,paper-0226,paper-0226_prediction_of_imminent_battery_depletion_in_implantable_cardioverter_defibrillator.pdf,extraction_papers/paper-0226_prediction_of_imminent_battery_depletion_in_implantable_cardioverter_defibrillator.pdf,extraction_papers/ontocast_runs/run_100_20260611_194110/input/paper-0226_prediction_of_imminent_battery_depletion_in_implantable_cardioverter_defibrillator.pdf
84,paper-0227,paper-0227_integrated_pdm_oee_lcc_framework_a_stochastic_control_approach_for_industry_4_0_systems.pdf,extraction_papers/paper-0227_integrated_pdm_oee_lcc_framework_a_stochastic_control_approach_for_industry_4_0_systems.pdf,extraction_papers/ontocast_runs/run_100_20260611_194110/input/paper-0227_integrated_pdm_oee_lcc_framework_a_stochastic_control_approach_for_industry_4_0_systems.pdf
85,paper-0228,paper-0228_a_bayesian_prognosis_framework_for_rolling_bearings_based_on_total_harmonic_distortion_healt.pdf,extraction_papers/paper-0228_a_bayesian_prognosis_framework_for_rolling_bearings_based_on_total_harmonic_distortion_healt.pdf,extraction_papers/ontocast_runs/run_100_20260611_194110/input/paper-0228_a_bayesian_prognosis_framework_for_rolling_bearings_based_on_total_harmonic_distortion_healt.pdf
86,paper-0229,paper-0229_a_spatio_temporal_feature_fusion_network_based_on_deep_learning_for_collaborative_prediction.pdf,extraction_papers/paper-0229_a_spatio_temporal_feature_fusion_network_based_on_deep_learning_for_collaborative_prediction.pdf,extraction_papers/ontocast_runs/run_100_20260611_194110/input/paper-0229_a_spatio_temporal_feature_fusion_network_based_on_deep_learning_for_collaborative_prediction.pdf
87,paper-0231,paper-0231_condition_monitoring_of_silicone_rubber_insulators_using_criteria_established_through_wavele.pdf,extraction_papers/paper-0231_condition_monitoring_of_silicone_rubber_insulators_using_criteria_established_through_wavele.pdf,extraction_papers/ontocast_runs/run_100_20260611_194110/input/paper-0231_condition_monitoring_of_silicone_rubber_insulators_using_criteria_established_through_wavele.pdf
88,paper-0232,paper-0232_experimental_characterization_and_non_linear_dynamic_modelling_of_pcd_bearings_a_digital_twi.pdf,extraction_papers/paper-0232_experimental_characterization_and_non_linear_dynamic_modelling_of_pcd_bearings_a_digital_twi.pdf,extraction_papers/ontocast_runs/run_100_20260611_194110/input/paper-0232_experimental_characterization_and_non_linear_dynamic_modelling_of_pcd_bearings_a_digital_twi.pdf
89,paper-0239,paper-0239_simulation_assisted_multimodal_deep_learning_sim_mdl_fusion_models_for_the_evaluation_of_the.pdf,extraction_papers/paper-0239_simulation_assisted_multimodal_deep_learning_sim_mdl_fusion_models_for_the_evaluation_of_the.pdf,extraction_papers/ontocast_runs/run_100_20260611_194110/input/paper-0239_simulation_assisted_multimodal_deep_learning_sim_mdl_fusion_models_for_the_evaluation_of_the.pdf
90,paper-0243,paper-0243_gearbox_bearing_crack_growth_prognostics_and_uncertainty_quantification_with_physics_informe.pdf,extraction_papers/paper-0243_gearbox_bearing_crack_growth_prognostics_and_uncertainty_quantification_with_physics_informe.pdf,extraction_papers/ontocast_runs/run_100_20260611_194110/input/paper-0243_gearbox_bearing_crack_growth_prognostics_and_uncertainty_quantification_with_physics_informe.pdf
91,paper-0246,paper-0246_a_transformer_based_variational_autoencoder_for_training_data_generation_in_spindle_motor_vi.pdf,extraction_papers/paper-0246_a_transformer_based_variational_autoencoder_for_training_data_generation_in_spindle_motor_vi.pdf,extraction_papers/ontocast_runs/run_100_20260611_194110/input/paper-0246_a_transformer_based_variational_autoencoder_for_training_data_generation_in_spindle_motor_vi.pdf
92,paper-0247,paper-0247_an_integrated_tqwt_deep_learning_framework_for_intelligent_tool_cutter_selection_using_clona.pdf,extraction_papers/paper-0247_an_integrated_tqwt_deep_learning_framework_for_intelligent_tool_cutter_selection_using_clona.pdf,extraction_papers/ontocast_runs/run_100_20260611_194110/input/paper-0247_an_integrated_tqwt_deep_learning_framework_for_intelligent_tool_cutter_selection_using_clona.pdf
93,paper-0250,paper-0250_pidnn_a_hybrid_intelligent_prediction_model_for_uav_battery_degradation.pdf,extraction_papers/paper-0250_pidnn_a_hybrid_intelligent_prediction_model_for_uav_battery_degradation.pdf,extraction_papers/ontocast_runs/run_100_20260611_194110/input/paper-0250_pidnn_a_hybrid_intelligent_prediction_model_for_uav_battery_degradation.pdf
94,paper-0255,paper-0255_a_hybrid_ensemble_and_explainable_ai_framework_for_predictive_maintenance_of_industrial_equi.pdf,extraction_papers/paper-0255_a_hybrid_ensemble_and_explainable_ai_framework_for_predictive_maintenance_of_industrial_equi.pdf,extraction_papers/ontocast_runs/run_100_20260611_194110/input/paper-0255_a_hybrid_ensemble_and_explainable_ai_framework_for_predictive_maintenance_of_industrial_equi.pdf
95,paper-0257,paper-0257_a_novel_load_dependent_multimodal_vibration_signal_enhancement_and_fusion_framework_ld_mvsef.pdf,extraction_papers/paper-0257_a_novel_load_dependent_multimodal_vibration_signal_enhancement_and_fusion_framework_ld_mvsef.pdf,extraction_papers/ontocast_runs/run_100_20260611_194110/input/paper-0257_a_novel_load_dependent_multimodal_vibration_signal_enhancement_and_fusion_framework_ld_mvsef.pdf
96,paper-0258,paper-0258_a_tcn_attention_fusion_model_for_fault_prediction_and_remaining_useful_life_estimation_of_la.pdf,extraction_papers/paper-0258_a_tcn_attention_fusion_model_for_fault_prediction_and_remaining_useful_life_estimation_of_la.pdf,extraction_papers/ontocast_runs/run_100_20260611_194110/input/paper-0258_a_tcn_attention_fusion_model_for_fault_prediction_and_remaining_useful_life_estimation_of_la.pdf
97,paper-0262,paper-0262_a_hybrid_diagnostic_framework_with_compensation_algorithms_for_inherent_rotor_faults_using_r.pdf,extraction_papers/paper-0262_a_hybrid_diagnostic_framework_with_compensation_algorithms_for_inherent_rotor_faults_using_r.pdf,extraction_papers/ontocast_runs/run_100_20260611_194110/input/paper-0262_a_hybrid_diagnostic_framework_with_compensation_algorithms_for_inherent_rotor_faults_using_r.pdf
98,paper-0263,paper-0263_scada_data_driven_remaining_useful_life_estimation_of_wind_turbine_generators.pdf,extraction_papers/paper-0263_scada_data_driven_remaining_useful_life_estimation_of_wind_turbine_generators.pdf,extraction_papers/ontocast_runs/run_100_20260611_194110/input/paper-0263_scada_data_driven_remaining_useful_life_estimation_of_wind_turbine_generators.pdf
99,paper-0265,paper-0265_packaged_fbg_pmn_pt_sensor_for_contactless_electric_field_monitoring_of_overhead_line_insula.pdf,extraction_papers/paper-0265_packaged_fbg_pmn_pt_sensor_for_contactless_electric_field_monitoring_of_overhead_line_insula.pdf,extraction_papers/ontocast_runs/run_100_20260611_194110/input/paper-0265_packaged_fbg_pmn_pt_sensor_for_contactless_electric_field_monitoring_of_overhead_line_insula.pdf
100,paper-0267,paper-0267_an_impact_load_history_reconstruction_method_for_composite_structures_based_on_fbg_sensing_d.pdf,extraction_papers/paper-0267_an_impact_load_history_reconstruction_method_for_composite_structures_based_on_fbg_sensing_d.pdf,extraction_papers/ontocast_runs/run_100_20260611_194110/input/paper-0267_an_impact_load_history_reconstruction_method_for_composite_structures_based_on_fbg_sensing_d.pdf
